mode,session,position,context_fill,subject,gold,pred,correct
random,4,1,0.0312,high_school_macroeconomics,C,C,True
random,4,2,0.0574,moral_scenarios,B,A,False
random,4,3,0.0876,high_school_psychology,B,D,False
random,4,4,0.1135,professional_law,D,C,False
random,4,5,0.1663,business_ethics,A,A,True
random,4,6,0.1987,college_biology,A,C,False
random,4,7,0.2251,professional_medicine,D,B,False
random,4,8,0.2825,moral_scenarios,D,B,False
random,4,9,0.3132,prehistory,B,C,False
random,4,10,0.334,high_school_mathematics,A,D,False
random,4,11,0.3574,professional_accounting,A,A,True
random,4,12,0.3855,high_school_computer_science,D,D,True
random,4,13,0.4011,nutrition,B,C,False
random,4,14,0.4153,prehistory,C,C,True
random,4,15,0.4312,professional_law,C,A,False
random,4,16,0.4783,prehistory,A,A,True
random,4,17,0.5034,professional_law,D,B,False
random,4,18,0.5671,high_school_biology,A,A,True
random,4,19,0.5862,philosophy,C,C,True
random,4,20,0.6013,philosophy,B,C,False
random,4,21,0.6199,professional_law,B,C,False
random,4,22,0.6863,high_school_biology,B,B,True
random,4,23,0.7129,clinical_knowledge,B,B,True
random,4,24,0.7356,moral_disputes,B,B,True
random,4,25,0.7568,professional_psychology,D,D,True
random,4,26,0.7808,security_studies,A,A,True
random,4,27,0.8491,high_school_government_and_politics,A,A,True
random,4,28,0.8713,marketing,B,B,True
random,5,0,0.0149,moral_scenarios,C,A,False
random,5,1,0.0457,elementary_mathematics,C,C,True
random,5,2,0.072,high_school_macroeconomics,C,B,False
random,5,3,0.0986,nutrition,C,D,False
random,5,4,0.1343,professional_law,C,C,True
random,5,5,0.1975,world_religions,B,B,True
random,5,6,0.2139,professional_psychology,C,C,True
random,5,7,0.2292,professional_law,A,A,True
random,5,8,0.2839,high_school_chemistry,C,C,True
random,5,9,0.3191,high_school_statistics,C,D,False
random,5,10,0.3416,conceptual_physics,B,B,True
random,5,11,0.3545,high_school_psychology,B,B,True
random,5,12,0.3743,professional_psychology,A,A,True
random,5,13,0.3904,nutrition,D,C,False
random,5,14,0.4287,prehistory,D,D,True
random,5,15,0.4458,professional_psychology,D,D,True
random,5,16,0.4658,clinical_knowledge,B,B,True
random,5,17,0.4814,global_facts,A,B,False
random,5,18,0.5005,moral_disputes,D,A,False
random,5,19,0.5247,high_school_psychology,D,D,True
random,5,20,0.5408,nutrition,C,C,True
random,5,21,0.5652,high_school_psychology,C,C,True
random,5,22,0.5952,conceptual_physics,C,B,False
random,5,23,0.6147,management,D,D,True
random,5,24,0.6299,world_religions,D,D,True
random,5,25,0.646,moral_scenarios,A,A,True
random,5,26,0.677,miscellaneous,D,D,True
random,5,27,0.6941,conceptual_physics,A,A,True
random,5,28,0.71,astronomy,D,D,True
random,5,29,0.7334,high_school_world_history,B,B,True
random,5,30,0.7776,moral_disputes,B,D,False
random,5,31,0.7996,philosophy,B,B,True
random,5,32,0.8215,human_aging,C,C,True
random,5,33,0.8369,marketing,C,C,True
random,5,34,0.8633,professional_law,A,B,False
random,6,0,0.0149,astronomy,B,B,True
random,6,1,0.0339,professional_law,B,B,True
random,6,2,0.1016,elementary_mathematics,C,A,False
random,6,3,0.1189,professional_psychology,C,C,True
random,6,4,0.1387,high_school_mathematics,B,C,False
random,6,5,0.1609,high_school_world_history,D,B,False
random,6,6,0.2937,professional_psychology,B,B,True
random,6,7,0.3101,professional_law,A,A,True
random,6,8,0.387,high_school_biology,D,D,True
random,6,9,0.428,logical_fallacies,B,B,True
random,6,10,0.4561,elementary_mathematics,A,A,True
random,6,11,0.4919,high_school_microeconomics,B,B,True
random,6,12,0.5081,high_school_mathematics,C,C,True
random,6,13,0.5286,miscellaneous,D,D,True
random,6,14,0.5432,high_school_government_and_politics,C,C,True
random,6,15,0.564,philosophy,A,B,False
random,6,16,0.5847,electrical_engineering,C,C,True
random,6,17,0.5999,professional_law,C,C,True
random,6,18,0.6511,moral_scenarios,A,A,True
random,6,19,0.6833,professional_law,B,D,False
random,6,20,0.7449,formal_logic,B,C,False
random,6,21,0.7781,high_school_biology,C,C,True
random,6,22,0.8032,moral_scenarios,C,B,False
random,6,23,0.8335,moral_disputes,C,C,True
random,6,24,0.8538,high_school_macroeconomics,B,B,True
random,6,25,0.8738,college_biology,A,A,True
random,7,0,0.0149,human_sexuality,C,C,True
random,7,1,0.03,professional_law,B,B,True
random,7,2,0.1011,high_school_microeconomics,B,B,True
random,7,3,0.1243,miscellaneous,C,C,True
random,7,4,0.1409,marketing,C,C,True
random,7,5,0.1548,world_religions,C,C,True
random,7,6,0.1714,philosophy,C,C,True
random,7,7,0.1912,formal_logic,B,B,True
random,7,8,0.2312,international_law,A,A,True
random,7,9,0.2617,professional_psychology,C,C,True
random,7,10,0.2786,machine_learning,D,D,True
random,7,11,0.2932,professional_accounting,C,C,True
random,7,12,0.3132,nutrition,A,A,True
random,7,13,0.3433,nutrition,D,D,True
random,7,14,0.3582,moral_scenarios,D,A,False
random,7,15,0.3928,anatomy,C,C,True
random,7,16,0.4163,professional_law,B,B,True
random,7,17,0.4893,professional_medicine,D,D,True
random,7,18,0.5476,virology,C,C,True
random,7,19,0.5669,high_school_biology,D,D,True
random,7,20,0.584,professional_law,D,D,True
random,7,21,0.6497,security_studies,D,D,True
random,7,22,0.6841,professional_law,B,A,False
random,7,23,0.7693,moral_disputes,A,A,True
random,7,24,0.8037,conceptual_physics,D,D,True
random,7,25,0.8167,professional_law,D,D,True
random,7,26,0.8472,moral_disputes,A,A,True
random,7,27,0.8799,college_mathematics,B,B,True
random,8,0,0.0149,high_school_psychology,A,A,True
random,8,1,0.0386,college_computer_science,C,D,False
random,8,2,0.0833,electrical_engineering,C,C,True
random,8,3,0.0984,professional_psychology,A,B,False
random,8,4,0.1174,professional_accounting,B,C,False
random,8,5,0.1489,miscellaneous,A,A,True
random,8,6,0.167,high_school_macroeconomics,C,C,True
random,8,7,0.1851,abstract_algebra,C,C,True
random,8,8,0.2092,prehistory,B,B,True
random,8,9,0.2297,high_school_mathematics,B,C,False
random,8,10,0.25,management,D,D,True
random,8,11,0.2673,high_school_physics,D,D,True
random,8,12,0.2944,miscellaneous,C,C,True
random,8,13,0.3081,conceptual_physics,B,C,False
random,8,14,0.3237,high_school_statistics,C,C,True
random,8,15,0.3474,professional_law,B,C,False
random,8,16,0.4067,miscellaneous,B,B,True
random,8,17,0.4202,prehistory,C,C,True
random,8,18,0.4346,professional_law,A,C,False
random,8,19,0.4873,elementary_mathematics,B,A,False
random,8,20,0.5137,professional_psychology,D,D,True
random,8,21,0.5364,philosophy,C,C,True
random,8,22,0.5508,marketing,A,A,True
random,8,23,0.5669,professional_law,D,D,True
random,8,24,0.6416,high_school_psychology,C,C,True
random,8,25,0.6589,moral_scenarios,D,B,False
random,8,26,0.6897,prehistory,D,D,True
random,8,27,0.7144,philosophy,B,B,True
random,8,28,0.7349,professional_psychology,B,C,False
random,8,29,0.7515,high_school_microeconomics,A,B,False
random,8,30,0.7739,college_mathematics,D,B,False
random,8,31,0.811,miscellaneous,C,C,True
random,8,32,0.8274,college_physics,D,C,False
random,8,33,0.8572,high_school_mathematics,D,D,True
random,8,34,0.873,human_aging,A,B,False
random,9,0,0.0149,college_chemistry,D,A,False
random,9,1,0.032,virology,D,D,True
random,9,2,0.0505,high_school_psychology,D,D,True
random,9,3,0.0691,miscellaneous,A,A,True
random,9,4,0.0854,high_school_geography,D,D,True
random,9,5,0.1079,human_aging,B,B,True
random,9,6,0.1216,machine_learning,B,D,False
random,9,7,0.1367,professional_law,B,B,True
random,9,8,0.2231,security_studies,B,B,True
random,9,9,0.2578,high_school_psychology,D,D,True
random,9,10,0.28,nutrition,C,C,True
random,9,11,0.302,high_school_microeconomics,D,D,True
random,9,12,0.323,college_biology,B,B,True
random,9,13,0.3384,philosophy,B,B,True
random,9,14,0.3545,computer_security,D,D,True
random,9,15,0.3777,clinical_knowledge,C,C,True
random,9,16,0.3938,professional_accounting,B,B,True
random,9,17,0.4351,global_facts,C,A,False
random,9,18,0.4497,high_school_computer_science,C,C,True
random,9,19,0.4653,prehistory,D,D,True
random,9,20,0.4849,philosophy,C,C,True
random,9,21,0.5042,high_school_psychology,D,D,True
random,9,22,0.5286,high_school_us_history,C,C,True
random,9,23,0.5786,management,D,D,True
random,9,24,0.5938,professional_law,A,C,False
random,9,25,0.6648,college_physics,A,A,True
random,9,26,0.6824,professional_medicine,A,A,True
random,9,27,0.7402,high_school_mathematics,A,A,True
random,9,28,0.7588,professional_law,C,D,False
random,9,29,0.782,professional_law,D,A,False
random,9,30,0.8501,college_biology,D,D,True
random,9,31,0.8684,anatomy,C,C,True
random,10,0,0.0149,high_school_biology,D,D,True
random,10,1,0.062,nutrition,A,A,True
random,10,2,0.0781,professional_law,C,C,True
random,10,3,0.1611,high_school_geography,C,C,True
random,10,4,0.1775,professional_psychology,D,D,True
random,10,5,0.1938,high_school_geography,D,D,True
random,10,6,0.2097,public_relations,C,D,False
random,10,7,0.2268,human_aging,A,A,True
random,10,8,0.2449,professional_law,D,D,True
random,10,9,0.3022,sociology,B,B,True
random,10,10,0.3245,moral_scenarios,C,B,False
random,10,11,0.3555,high_school_european_history,A,A,True
random,10,12,0.4021,professional_law,C,C,True
random,10,13,0.4551,professional_law,B,D,False
random,10,14,0.5176,elementary_mathematics,B,B,True
random,10,15,0.5361,professional_psychology,C,C,True
random,10,16,0.554,moral_scenarios,B,A,False
random,10,17,0.5867,college_mathematics,B,B,True
random,10,18,0.606,high_school_microeconomics,B,B,True
random,10,19,0.6279,prehistory,A,A,True
random,10,20,0.6499,miscellaneous,D,D,True
random,10,21,0.6653,prehistory,B,B,True
random,10,22,0.6882,prehistory,D,D,True
random,10,23,0.71,professional_law,C,C,True
random,10,24,0.7715,high_school_statistics,C,C,True
random,10,25,0.7974,professional_law,B,B,True
random,10,26,0.8765,management,A,A,True
random,11,0,0.0149,high_school_psychology,B,B,True
random,11,1,0.0439,philosophy,B,B,True
random,11,2,0.063,high_school_geography,A,A,True
random,11,3,0.0793,electrical_engineering,D,A,False
random,11,4,0.0981,professional_medicine,B,B,True
random,11,5,0.1567,miscellaneous,A,A,True
random,11,6,0.178,professional_psychology,D,D,True
random,11,7,0.2087,high_school_biology,A,A,True
random,11,8,0.2278,clinical_knowledge,B,B,True
random,11,9,0.2507,world_religions,A,A,True
random,11,10,0.2664,miscellaneous,D,D,True
random,11,11,0.2817,high_school_us_history,B,B,True
random,11,12,0.3552,college_medicine,C,C,True
random,11,13,0.3826,astronomy,B,B,True
random,11,14,0.4087,high_school_psychology,D,D,True
random,11,15,0.4351,professional_psychology,A,A,True
random,11,16,0.4639,professional_law,B,C,False
random,11,17,0.5447,human_aging,C,C,True
random,11,18,0.5618,college_physics,D,C,False
random,11,19,0.5916,us_foreign_policy,D,B,False
random,11,20,0.6104,professional_law,B,B,True
random,11,21,0.6362,elementary_mathematics,B,B,True
random,11,22,0.6577,electrical_engineering,B,B,True
random,11,23,0.675,high_school_mathematics,D,A,False
random,11,24,0.698,high_school_us_history,D,C,False
random,11,25,0.8164,high_school_us_history,C,C,True
random,11,26,0.8599,business_ethics,D,B,False
random,11,27,0.8755,machine_learning,A,B,False
coherent,0,0,0.0149,high_school_psychology,B,B,True
coherent,0,1,0.0522,high_school_psychology,B,B,True
coherent,0,2,0.0684,high_school_psychology,A,A,True
coherent,0,3,0.0891,high_school_psychology,A,A,True
coherent,0,4,0.1042,high_school_psychology,A,A,True
coherent,0,5,0.1311,high_school_psychology,D,D,True
coherent,0,6,0.1477,high_school_psychology,C,C,True
coherent,0,7,0.1709,high_school_psychology,A,A,True
coherent,0,8,0.1941,high_school_psychology,D,D,True
coherent,0,9,0.2148,high_school_psychology,B,B,True
coherent,0,10,0.2346,high_school_psychology,B,B,True
coherent,0,11,0.2478,high_school_psychology,C,C,True
coherent,0,12,0.2661,high_school_psychology,C,C,True
coherent,0,13,0.2886,high_school_psychology,D,D,True
coherent,0,14,0.3088,high_school_psychology,D,D,True
coherent,0,15,0.3274,high_school_psychology,B,B,True
coherent,0,16,0.3438,high_school_psychology,D,,False
coherent,0,17,0.3652,high_school_psychology,C,C,True
coherent,0,18,0.3838,high_school_psychology,A,A,True
coherent,0,19,0.4004,high_school_psychology,D,C,False
coherent,0,20,0.418,high_school_psychology,A,A,True
coherent,0,21,0.4658,high_school_psychology,A,A,True
coherent,0,22,0.4844,high_school_psychology,C,C,True
coherent,0,23,0.5022,high_school_psychology,D,D,True
coherent,0,24,0.5229,high_school_psychology,D,D,True
coherent,0,25,0.5386,high_school_psychology,D,D,True
coherent,0,26,0.5549,high_school_psychology,C,C,True
coherent,0,27,0.5706,high_school_psychology,A,A,True
coherent,0,28,0.5942,high_school_psychology,D,D,True
coherent,0,29,0.6145,high_school_psychology,C,C,True
coherent,0,30,0.6438,high_school_psychology,C,C,True
coherent,0,31,0.6631,high_school_psychology,B,B,True
coherent,0,32,0.6824,high_school_psychology,B,B,True
coherent,0,33,0.6992,high_school_psychology,D,B,False
coherent,0,34,0.7173,high_school_psychology,B,B,True
coherent,0,35,0.7358,high_school_psychology,A,A,True
coherent,0,36,0.7556,high_school_psychology,D,,False
coherent,0,37,0.7734,high_school_psychology,C,B,False
coherent,0,38,0.7908,high_school_psychology,B,B,True
coherent,0,39,0.8071,high_school_psychology,D,D,True
coherent,0,40,0.8328,high_school_psychology,D,D,True
coherent,0,41,0.8491,high_school_psychology,B,B,True
coherent,0,42,0.8647,high_school_psychology,C,C,True
coherent,1,0,0.0149,high_school_psychology,A,A,True
coherent,1,1,0.0291,high_school_psychology,A,A,True
coherent,1,2,0.0566,high_school_psychology,B,B,True
coherent,1,3,0.073,high_school_psychology,B,B,True
coherent,1,4,0.094,high_school_psychology,B,B,True
coherent,1,5,0.1108,high_school_psychology,C,C,True
coherent,1,6,0.1345,high_school_psychology,D,D,True
coherent,1,7,0.1555,high_school_psychology,D,D,True
coherent,1,8,0.1758,high_school_psychology,D,C,False
coherent,1,9,0.1973,high_school_psychology,B,B,True
coherent,1,10,0.2202,high_school_psychology,B,B,True
coherent,1,11,0.2373,high_school_psychology,B,B,True
coherent,1,12,0.2515,high_school_psychology,A,A,True
coherent,1,13,0.2666,high_school_psychology,C,C,True
coherent,1,14,0.2861,high_school_psychology,A,A,True
coherent,1,15,0.3027,high_school_psychology,C,C,True
coherent,1,16,0.3245,high_school_psychology,A,A,True
coherent,1,17,0.3394,high_school_psychology,D,D,True
coherent,1,18,0.3635,high_school_psychology,D,D,True
coherent,1,19,0.3999,high_school_psychology,D,D,True
coherent,1,20,0.4172,high_school_psychology,A,A,True
coherent,1,21,0.4404,high_school_psychology,B,B,True
coherent,1,22,0.4961,high_school_psychology,C,C,True
coherent,1,23,0.5186,high_school_psychology,D,D,True
coherent,1,24,0.5332,high_school_psychology,D,D,True
coherent,1,25,0.552,high_school_psychology,B,B,True
coherent,1,26,0.5691,high_school_psychology,D,D,True
coherent,1,27,0.5879,high_school_psychology,C,C,True
coherent,1,28,0.606,high_school_psychology,A,A,True
coherent,1,29,0.6311,high_school_psychology,B,D,False
coherent,1,30,0.657,high_school_psychology,C,C,True
coherent,1,31,0.6697,high_school_psychology,A,A,True
coherent,1,32,0.6841,high_school_psychology,B,B,True
coherent,1,33,0.7007,high_school_psychology,A,A,True
coherent,1,34,0.7166,high_school_psychology,C,C,True
coherent,1,35,0.7466,high_school_psychology,A,A,True
coherent,1,36,0.7727,high_school_psychology,B,B,True
coherent,1,37,0.7874,high_school_psychology,C,C,True
coherent,1,38,0.8083,high_school_psychology,C,C,True
coherent,1,39,0.8228,high_school_psychology,D,D,True
coherent,1,40,0.856,high_school_psychology,D,A,False
coherent,1,41,0.8784,high_school_psychology,B,B,True
coherent,2,0,0.0149,high_school_psychology,C,C,True
coherent,2,1,0.0293,high_school_psychology,D,D,True
coherent,2,2,0.0442,high_school_psychology,D,C,False
coherent,2,3,0.0583,high_school_psychology,B,B,True
coherent,2,4,0.0874,high_school_psychology,A,B,False
coherent,2,5,0.1252,high_school_psychology,D,D,True
coherent,2,6,0.1628,high_school_psychology,D,D,True
coherent,2,7,0.1897,high_school_psychology,C,C,True
coherent,2,8,0.2056,high_school_psychology,C,C,True
coherent,2,9,0.229,high_school_psychology,A,A,True
coherent,2,10,0.2488,high_school_psychology,B,B,True
coherent,2,11,0.2703,high_school_psychology,C,C,True
coherent,2,12,0.2891,high_school_psychology,A,A,True
coherent,2,13,0.3064,high_school_psychology,A,A,True
coherent,2,14,0.325,high_school_psychology,A,A,True
coherent,2,15,0.343,high_school_psychology,A,A,True
coherent,2,16,0.3584,high_school_psychology,A,A,True
coherent,2,17,0.375,high_school_psychology,D,D,True
coherent,2,18,0.4014,high_school_psychology,D,D,True
coherent,2,19,0.4192,high_school_psychology,D,D,True
coherent,2,20,0.4331,high_school_psychology,D,D,True
coherent,2,21,0.4468,high_school_psychology,A,A,True
coherent,2,22,0.4719,high_school_psychology,B,B,True
coherent,2,23,0.488,high_school_psychology,D,D,True
coherent,2,24,0.5093,high_school_psychology,B,B,True
coherent,2,25,0.5649,high_school_psychology,B,B,True
coherent,2,26,0.6023,high_school_psychology,A,A,True
coherent,2,27,0.6167,high_school_psychology,D,D,True
coherent,2,28,0.634,high_school_psychology,D,D,True
coherent,2,29,0.6587,high_school_psychology,D,D,True
coherent,2,30,0.6821,high_school_psychology,D,D,True
coherent,2,31,0.7107,high_school_psychology,C,C,True
coherent,2,32,0.731,high_school_psychology,D,D,True
coherent,2,33,0.7512,high_school_psychology,B,B,True
coherent,2,34,0.7742,high_school_psychology,D,D,True
coherent,2,35,0.8008,high_school_psychology,D,D,True
coherent,2,36,0.823,high_school_psychology,D,C,False
coherent,2,37,0.8376,high_school_psychology,D,D,True
coherent,2,38,0.8689,high_school_psychology,D,C,False
coherent,3,0,0.0149,high_school_psychology,D,D,True
coherent,3,1,0.0366,high_school_psychology,D,B,False
coherent,3,2,0.0637,high_school_psychology,C,C,True
coherent,3,3,0.0815,high_school_psychology,D,D,True
coherent,3,4,0.0967,high_school_psychology,A,A,True
coherent,3,5,0.1255,high_school_psychology,A,A,True
coherent,3,6,0.1523,high_school_psychology,C,C,True
coherent,3,7,0.1711,high_school_psychology,B,B,True
coherent,3,8,0.1868,high_school_psychology,B,B,True
coherent,3,9,0.2014,high_school_psychology,D,C,False
coherent,3,10,0.2141,high_school_psychology,B,B,True
coherent,3,11,0.2456,high_school_psychology,C,C,True
coherent,3,12,0.3123,high_school_psychology,C,C,True
coherent,3,13,0.3298,high_school_psychology,D,D,True
coherent,3,14,0.3564,high_school_psychology,B,B,True
coherent,3,15,0.3757,high_school_psychology,B,B,True
coherent,3,16,0.395,high_school_psychology,B,B,True
coherent,3,17,0.4102,high_school_psychology,D,D,True
coherent,3,18,0.425,high_school_psychology,A,A,True
coherent,3,19,0.4417,high_school_psychology,A,A,True
coherent,3,20,0.4666,high_school_psychology,A,A,True
coherent,3,21,0.4983,high_school_psychology,B,B,True
coherent,3,22,0.5164,high_school_psychology,B,B,True
coherent,3,23,0.531,high_school_psychology,A,A,True
coherent,3,24,0.5452,high_school_psychology,D,D,True
coherent,3,25,0.5645,high_school_psychology,A,A,True
coherent,3,26,0.584,high_school_psychology,D,D,True
coherent,3,27,0.613,high_school_psychology,D,D,True
coherent,3,28,0.6353,high_school_psychology,B,B,True
coherent,3,29,0.6592,high_school_psychology,D,D,True
coherent,3,30,0.6763,high_school_psychology,C,C,True
coherent,3,31,0.6943,high_school_psychology,B,B,True
coherent,3,32,0.7073,high_school_psychology,D,D,True
coherent,3,33,0.7288,high_school_psychology,B,B,True
coherent,3,34,0.7456,high_school_psychology,D,D,True
coherent,3,35,0.761,high_school_psychology,D,D,True
coherent,3,36,0.7771,high_school_psychology,B,B,True
coherent,3,37,0.7969,high_school_psychology,D,D,True
coherent,3,38,0.8193,high_school_psychology,D,D,True
coherent,3,39,0.8503,high_school_psychology,D,A,False
coherent,3,40,0.8728,high_school_psychology,C,C,True
coherent,4,0,0.0149,high_school_psychology,C,C,True
coherent,4,1,0.0369,high_school_psychology,C,C,True
coherent,4,2,0.0564,high_school_psychology,C,C,True
coherent,4,3,0.0708,high_school_psychology,A,A,True
coherent,4,4,0.094,high_school_psychology,D,D,True
coherent,4,5,0.1165,high_school_psychology,C,C,True
coherent,4,6,0.1328,high_school_psychology,A,A,True
coherent,4,7,0.1523,high_school_psychology,D,D,True
coherent,4,8,0.1787,high_school_psychology,C,C,True
coherent,4,9,0.2378,high_school_psychology,A,A,True
coherent,4,10,0.2676,high_school_psychology,B,B,True
coherent,4,11,0.2966,high_school_psychology,D,D,True
coherent,4,12,0.3157,high_school_psychology,D,D,True
coherent,4,13,0.3318,high_school_psychology,D,D,True
coherent,4,14,0.3521,high_school_psychology,A,A,True
coherent,4,15,0.3689,high_school_psychology,D,D,True
coherent,4,16,0.3958,high_school_psychology,D,D,True
coherent,4,17,0.4158,high_school_psychology,B,B,True
coherent,4,18,0.4321,high_school_psychology,D,D,True
coherent,4,19,0.4585,high_school_psychology,D,D,True
coherent,4,20,0.4768,high_school_psychology,B,B,True
coherent,4,21,0.5034,high_school_psychology,C,C,True
coherent,4,22,0.5342,high_school_psychology,D,D,True
coherent,4,23,0.5505,high_school_psychology,B,B,True
coherent,4,24,0.5698,high_school_psychology,D,D,True
coherent,4,25,0.5833,high_school_psychology,B,B,True
coherent,4,26,0.5989,high_school_psychology,A,A,True
coherent,4,27,0.6172,high_school_psychology,D,D,True
coherent,4,28,0.6323,high_school_psychology,B,B,True
coherent,4,29,0.6611,high_school_psychology,B,B,True
coherent,4,30,0.6794,high_school_psychology,B,B,True
coherent,4,31,0.7078,high_school_psychology,B,B,True
coherent,4,32,0.7314,high_school_psychology,A,A,True
coherent,4,33,0.7507,high_school_psychology,A,A,True
coherent,4,34,0.7693,high_school_psychology,A,A,True
coherent,4,35,0.7861,high_school_psychology,D,D,True
coherent,4,36,0.8074,high_school_psychology,A,A,True
coherent,4,37,0.8259,high_school_psychology,C,D,False
coherent,4,38,0.8411,high_school_psychology,B,B,True
coherent,4,39,0.8579,high_school_psychology,B,B,True
coherent,4,40,0.8765,high_school_psychology,C,C,True
coherent,5,0,0.0149,high_school_psychology,C,C,True
coherent,5,1,0.0344,high_school_psychology,B,B,True
coherent,5,2,0.0508,high_school_psychology,A,A,True
coherent,5,3,0.0662,high_school_psychology,A,A,True
coherent,5,4,0.0869,high_school_psychology,C,A,False
coherent,5,5,0.0986,high_school_psychology,B,B,True
coherent,5,6,0.1167,high_school_psychology,D,D,True
coherent,5,7,0.135,high_school_psychology,C,C,True
coherent,5,8,0.157,high_school_psychology,B,B,True
coherent,5,9,0.1709,high_school_psychology,B,B,True
