depth,probe,turn,kind,n_tokens,ctx_tokens,share
2,4,0,system,48,832,0.14315142280222876
2,4,1,filler_q,22,832,0.009188888493153758
2,4,2,filler_a,200,832,0.03833640804278514
2,4,3,filler_q,32,832,0.013258214809715074
2,4,4,filler_a,199,832,0.056798030520452944
2,4,5,probe,298,832,0.17567637021983593
2,5,0,system,48,857,0.14382196878744205
2,5,1,filler_q,22,857,0.00890249929707822
2,5,2,filler_a,200,857,0.03860823051264996
2,5,3,filler_q,32,857,0.012447768759688022
2,5,4,filler_a,199,857,0.05610171569718374
2,5,5,probe,323,857,0.1820582382829757
2,6,0,system,48,793,0.14650729670301227
2,6,1,filler_q,22,793,0.008500355541502658
2,6,2,filler_a,200,793,0.038905203461715075
2,6,3,filler_q,32,793,0.013137391192719575
2,6,4,filler_a,199,793,0.05634958212098899
2,6,5,probe,259,793,0.1787910313093524
2,7,0,system,48,890,0.13945619192687067
2,7,1,filler_q,22,890,0.009300954663509968
2,7,2,filler_a,200,890,0.03947885244087062
2,7,3,filler_q,32,890,0.014074712709067414
2,7,4,filler_a,199,890,0.055830799234280436
2,7,5,probe,356,890,0.18167248492658553
2,8,0,system,48,770,0.14717515335141867
2,8,1,filler_q,22,770,0.00828429173909922
2,8,2,filler_a,200,770,0.040905132311754515
2,8,3,filler_q,32,770,0.011669228366477423
2,8,4,filler_a,199,770,0.05529607871696146
2,8,5,probe,236,770,0.17807515168904725
2,9,0,system,48,1166,0.14336355677517582
2,9,1,filler_q,22,1166,0.010747015890892272
2,9,2,filler_a,200,1166,0.04414858049639441
2,9,3,filler_q,32,1166,0.013959412230421483
2,9,4,filler_a,199,1166,0.05212394276209468
2,9,5,probe,632,1166,0.18021050720231724
2,10,0,system,48,816,0.14156246395476949
2,10,1,filler_q,22,816,0.009215188984100158
2,10,2,filler_a,200,816,0.03724811487962249
2,10,3,filler_q,32,816,0.01319716580847025
2,10,4,filler_a,199,816,0.056888221658097426
2,10,5,probe,282,816,0.17717373148324045
2,11,0,system,48,790,0.14698656838009674
2,11,1,filler_q,22,790,0.008323639597619186
2,11,2,filler_a,200,790,0.039342239276875225
2,11,3,filler_q,32,790,0.012720090909009956
2,11,4,filler_a,199,790,0.05662571886889593
2,11,5,probe,256,790,0.1738641324621447
2,12,0,system,48,813,0.1428317869768046
2,12,1,filler_q,22,813,0.009429932341707198
2,12,2,filler_a,200,813,0.03841635012531308
2,12,3,filler_q,32,813,0.01316561625835909
2,12,4,filler_a,199,813,0.05531034215681859
2,12,5,probe,279,813,0.17006486665891993
2,13,0,system,48,856,0.14276675596430607
2,13,1,filler_q,22,856,0.008907390508125161
2,13,2,filler_a,200,856,0.03862947465400991
2,13,3,filler_q,32,856,0.012750458359521098
2,13,4,filler_a,199,856,0.05709021557922028
2,13,5,probe,322,856,0.1815792691856397
2,14,0,system,48,1055,0.1419958087798554
2,14,1,filler_q,22,1055,0.010838868456552813
2,14,2,filler_a,200,1055,0.0438291561780274
2,14,3,filler_q,32,1055,0.014849060978745865
2,14,4,filler_a,199,1055,0.05316575357922829
2,14,5,probe,521,1055,0.17613094818430092
2,15,0,system,48,893,0.13896260001231112
2,15,1,filler_q,22,893,0.008886541460912365
2,15,2,filler_a,200,893,0.038642094960126716
2,15,3,filler_q,32,893,0.013834237194592895
2,15,4,filler_a,199,893,0.0551953402944344
2,15,5,probe,359,893,0.18449739260990947
2,16,0,system,48,733,0.1479420142707961
2,16,1,filler_q,22,733,0.00936306576803955
2,16,2,filler_a,200,733,0.04253109955982847
2,16,3,filler_q,32,733,0.012010309243378555
2,16,4,filler_a,199,733,0.057935711656803814
2,16,5,probe,199,733,0.17938227103583024
2,17,0,system,48,821,0.14380371145343035
2,17,1,filler_q,22,821,0.009446987918891522
2,17,2,filler_a,200,821,0.03786438191306559
2,17,3,filler_q,32,821,0.01341284216733291
2,17,4,filler_a,199,821,0.05677641353481424
2,17,5,probe,287,821,0.17951960122430097
2,18,0,system,48,890,0.1454174517331738
2,18,1,filler_q,22,890,0.00924840478179989
2,18,2,filler_a,200,890,0.03948081276550109
2,18,3,filler_q,32,890,0.013991480801650132
2,18,4,filler_a,199,890,0.054955279106171186
2,18,5,probe,356,890,0.17432241604827103
2,19,0,system,48,864,0.14517978426967101
2,19,1,filler_q,22,864,0.009297945070096613
2,19,2,filler_a,200,864,0.04072836311497775
2,19,3,filler_q,32,864,0.012842722763189665
2,19,4,filler_a,199,864,0.05824331580135068
2,19,5,probe,330,864,0.17369019131930935
2,20,0,system,48,851,0.1445086353771488
2,20,1,filler_q,22,851,0.008890822906861521
2,20,2,filler_a,200,851,0.03811654545160387
2,20,3,filler_q,32,851,0.01275284156935041
2,20,4,filler_a,199,851,0.05749339939187253
2,20,5,probe,317,851,0.17874541923283024
2,21,0,system,48,953,0.14886145560963565
2,21,1,filler_q,22,953,0.009469591454539624
2,21,2,filler_a,200,953,0.03991765860985808
2,21,3,filler_q,32,953,0.01388740790005212
2,21,4,filler_a,199,953,0.05304693980483488
2,21,5,probe,419,953,0.16896782524187387
2,22,0,system,48,949,0.14553852551493177
2,22,1,filler_q,22,949,0.009173126567998593
2,22,2,filler_a,200,949,0.038917774052120595
2,22,3,filler_q,32,949,0.013620047230262205
2,22,4,filler_a,199,949,0.05290866323104783
2,22,5,probe,415,949,0.17737611133626616
2,23,0,system,48,835,0.14358939125893994
2,23,1,filler_q,22,835,0.009393103434705783
2,23,2,filler_a,200,835,0.03963920271647031
2,23,3,filler_q,32,835,0.013652933644011876
2,23,4,filler_a,199,835,0.058159764608823224
2,23,5,probe,301,835,0.17652059481358837
2,24,0,system,48,769,0.14629003647420927
2,24,1,filler_q,22,769,0.008270863268324758
2,24,2,filler_a,200,769,0.04111452513604918
2,24,3,filler_q,32,769,0.011634044193601464
2,24,4,filler_a,199,769,0.05511563860665398
2,24,5,probe,235,769,0.17843971625692823
2,25,0,system,48,951,0.14415418686548365
2,25,1,filler_q,22,951,0.009470720073572511
2,25,2,filler_a,200,951,0.03918744873818088
2,25,3,filler_q,32,951,0.013858961446344449
2,25,4,filler_a,199,951,0.05335443158704111
2,25,5,probe,417,951,0.1784634999945361
2,26,0,system,48,806,0.1453559450958485
2,26,1,filler_q,22,806,0.00934624382063616
2,26,2,filler_a,200,806,0.03851092213974609
2,26,3,filler_q,32,806,0.013764863178998896
2,26,4,filler_a,199,806,0.05513369289971887
2,26,5,probe,272,806,0.17775096969947607
2,27,0,system,48,917,0.1432535255219957
2,27,1,filler_q,22,917,0.0089221267393808
2,27,2,filler_a,200,917,0.0397532587472394
2,27,3,filler_q,32,917,0.014417179899176789
2,27,4,filler_a,199,917,0.054865590528872646
2,27,5,probe,383,917,0.17842046914737145
2,28,0,system,48,861,0.14233947067209382
2,28,1,filler_q,22,861,0.00907713718542782
2,28,2,filler_a,200,861,0.03972375521786931
2,28,3,filler_q,32,861,0.01280647769507855
2,28,4,filler_a,199,861,0.05806561023367288
2,28,5,probe,327,861,0.17987657132401683
2,29,0,system,48,878,0.14045737203897524
2,29,1,filler_q,22,878,0.009148028758748105
2,29,2,filler_a,200,878,0.04005649406963219
2,29,3,filler_q,32,878,0.011949198251253398
2,29,4,filler_a,199,878,0.05615127994423785
2,29,5,probe,344,878,0.18317857232796056
2,30,0,system,48,802,0.14672495381934372
2,30,1,filler_q,22,802,0.008962508173442477
2,30,2,filler_a,200,802,0.03875936881900594
2,30,3,filler_q,32,802,0.013508882377835285
2,30,4,filler_a,199,802,0.056080187356599566
2,30,5,probe,268,802,0.17655711808255997
2,31,0,system,48,802,0.14399364713273624
2,31,1,filler_q,22,802,0.008941513560135724
2,31,2,filler_a,200,802,0.03833355051094304
2,31,3,filler_q,32,802,0.013274388973999064
2,31,4,filler_a,199,802,0.055026489899586875
2,31,5,probe,268,802,0.17891993325719072
2,32,0,system,48,885,0.14218119548696237
2,32,1,filler_q,22,885,0.009563520895370986
2,32,2,filler_a,200,885,0.04059748393041983
2,32,3,filler_q,32,885,0.013568183531022722
2,32,4,filler_a,199,885,0.05688950778989058
2,32,5,probe,351,885,0.1738187286908547
2,33,0,system,48,751,0.1471416551705837
2,33,1,filler_q,22,751,0.008516472436815182
2,33,2,filler_a,200,751,0.04128175693406732
2,33,3,filler_q,32,751,0.011586451684786605
2,33,4,filler_a,199,751,0.056536211759280156
2,33,5,probe,217,751,0.18508555173968974
2,34,0,system,48,1010,0.14523903915110628
2,34,1,filler_q,22,1010,0.0103265622440674
2,34,2,filler_a,200,1010,0.04143593682942708
2,34,3,filler_q,32,1010,0.012510231950852166
2,34,4,filler_a,199,1010,0.053625352001622946
2,34,5,probe,476,1010,0.17775513476933402
2,35,0,system,48,804,0.145867105343815
2,35,1,filler_q,22,804,0.009209616156019033
2,35,2,filler_a,200,804,0.03864857259691674
2,35,3,filler_q,32,804,0.013376451071497783
2,35,4,filler_a,199,804,0.05505107367018737
2,35,5,probe,270,804,0.17582338941522585
2,36,0,system,48,970,0.1446494654163509
2,36,1,filler_q,22,970,0.009417681750159093
2,36,2,filler_a,200,970,0.038075127150223084
2,36,3,filler_q,32,970,0.013449705706135087
2,36,4,filler_a,199,970,0.05469591150400206
2,36,5,probe,436,970,0.1821508402507952
2,37,0,system,48,788,0.14621899732148685
2,37,1,filler_q,22,788,0.008122903449622973
2,37,2,filler_a,200,788,0.03902233702883402
2,37,3,filler_q,32,788,0.012617925882563663
2,37,4,filler_a,199,788,0.055265921808441
2,37,5,probe,254,788,0.1801321581037692
2,38,0,system,48,758,0.14647517763664536
2,38,1,filler_q,22,758,0.008117413722454298
2,38,2,filler_a,200,758,0.04078294348669723
2,38,3,filler_q,32,758,0.011228269842935887
2,38,4,filler_a,199,758,0.05663049753651182
2,38,5,probe,224,758,0.18480352269457148
2,39,0,system,48,842,0.14553056599463482
2,39,1,filler_q,22,842,0.009420236167299279
2,39,2,filler_a,200,842,0.03994082406414525
2,39,3,filler_q,32,842,0.013689475263766734
2,39,4,filler_a,199,842,0.05682273838956846
2,39,5,probe,308,842,0.1719637435146732
4,0,0,system,48,1140,0.14382412912371229
4,0,1,filler_q,22,1140,0.005831907340095341
4,0,2,filler_a,200,1140,0.023560181622101193
4,0,3,filler_q,32,1140,0.004634627294628013
4,0,4,filler_a,199,1140,0.016796030212430972
4,0,5,filler_q,24,1140,0.004882221917368806
4,0,6,filler_a,200,1140,0.01752472087052496
4,0,7,filler_q,19,1140,0.0061953246973439
4,0,8,filler_a,200,1140,0.04129576551428694
4,0,9,probe,143,1140,0.19277975638186878
4,1,0,system,48,1245,0.13865224982466887
4,1,1,filler_q,22,1245,0.006068106817650693
4,1,2,filler_a,200,1245,0.022460192428789195
4,1,3,filler_q,32,1245,0.005387043424750437
4,1,4,filler_a,199,1245,0.01755866069342416
4,1,5,filler_q,24,1245,0.004157034155365975
4,1,6,filler_a,200,1245,0.018243302267887538
4,1,7,filler_q,19,1245,0.007065515684218567
4,1,8,filler_a,200,1245,0.03914261632477982
4,1,9,probe,248,1245,0.19646786591600168
4,2,0,system,48,1370,0.13592118059779743
4,2,1,filler_q,22,1370,0.005542064534530695
4,2,2,filler_a,200,1370,0.023866556939587225
4,2,3,filler_q,32,1370,0.004209351040599537
4,2,4,filler_a,199,1370,0.019313155867312005
4,2,5,filler_q,24,1370,0.005521959700913863
4,2,6,filler_a,200,1370,0.017359724293867333
4,2,7,filler_q,19,1370,0.009168832594651524
4,2,8,filler_a,200,1370,0.037104426367827625
4,2,9,probe,373,1370,0.192117355128425
4,3,0,system,48,1308,0.1365677727312348
4,3,1,filler_q,22,1308,0.005919359610527598
4,3,2,filler_a,200,1308,0.022065119147520174
4,3,3,filler_q,32,1308,0.004695853127829554
4,3,4,filler_a,199,1308,0.018402774795798302
4,3,5,filler_q,24,1308,0.005235467533075702
4,3,6,filler_a,200,1308,0.01670374119792065
4,3,7,filler_q,19,1308,0.008536822243406355
4,3,8,filler_a,200,1308,0.03852056680983941
4,3,9,probe,311,1308,0.19249377820504945
4,4,0,system,48,1295,0.1360121821058645
4,4,1,filler_q,22,1295,0.005675017293849379
4,4,2,filler_a,200,1295,0.022027573726868616
4,4,3,filler_q,32,1295,0.004454789779993219
4,4,4,filler_a,199,1295,0.018343870205271534
4,4,5,filler_q,24,1295,0.0053869372133417
4,4,6,filler_a,200,1295,0.01617874862231548
4,4,7,filler_q,19,1295,0.008422367920357216
4,4,8,filler_a,200,1295,0.039273771014927086
4,4,9,probe,298,1295,0.19222504383124603
4,5,0,system,48,1320,0.1337681014431375
4,5,1,filler_q,22,1320,0.006014079819381782
4,5,2,filler_a,200,1320,0.02267712715907363
4,5,3,filler_q,32,1320,0.004710114449291925
4,5,4,filler_a,199,1320,0.018523566864785453
4,5,5,filler_q,24,1320,0.004991699185886339
4,5,6,filler_a,200,1320,0.016627618977814482
4,5,7,filler_q,19,1320,0.007754767277569984
4,5,8,filler_a,200,1320,0.03774580782224015
4,5,9,probe,323,1320,0.1971059913081926
4,6,0,system,48,1256,0.13950412871206705
4,6,1,filler_q,22,1256,0.005907623703994057
4,6,2,filler_a,200,1256,0.022661625362062565
4,6,3,filler_q,32,1256,0.005070282346603392
4,6,4,filler_a,199,1256,0.017663297685048453
4,6,5,filler_q,24,1256,0.004264235352120495
4,6,6,filler_a,200,1256,0.017035113960929323
4,6,7,filler_q,19,1256,0.008752384783814888
4,6,8,filler_a,200,1256,0.03811738343339505
4,6,9,probe,259,1256,0.19474154835766774
4,7,0,system,48,1353,0.132558512590626
4,7,1,filler_q,22,1353,0.005747197531387166
4,7,2,filler_a,200,1353,0.022542582316175033
4,7,3,filler_q,32,1353,0.004199742679527934
4,7,4,filler_a,199,1353,0.018678675429465174
4,7,5,filler_q,24,1353,0.005771894472415448
4,7,6,filler_a,200,1353,0.017264074060929935
4,7,7,filler_q,19,1353,0.008400659034622617
4,7,8,filler_a,200,1353,0.03752663281067698
4,7,9,probe,356,1353,0.19550849833597944
4,8,0,system,48,1233,0.14178187626187672
4,8,1,filler_q,22,1233,0.006364895629426972
4,8,2,filler_a,200,1233,0.02258011301643174
4,8,3,filler_q,32,1233,0.00559027249915144
4,8,4,filler_a,199,1233,0.01643261308597414
4,8,5,filler_q,24,1233,0.004289166088096376
4,8,6,filler_a,200,1233,0.018074575602428835
4,8,7,filler_q,19,1233,0.0069770370891378405
4,8,8,filler_a,200,1233,0.03895815985146911
4,8,9,probe,236,1233,0.19419902411482642
4,9,0,system,48,1629,0.12773404359216844
4,9,1,filler_q,22,1629,0.006884585605264033
4,9,2,filler_a,200,1629,0.02589468908178826
4,9,3,filler_q,32,1629,0.005355333409475859
4,9,4,filler_a,199,1629,0.020232371130791408
4,9,5,filler_q,24,1629,0.006359098643778638
4,9,6,filler_a,200,1629,0.019316895819767418
4,9,7,filler_q,19,1629,0.009476260553577065
4,9,8,filler_a,200,1629,0.033468821398736213
4,9,9,probe,632,1629,0.19467753083441733
4,10,0,system,48,1279,0.137500373373309
4,10,1,filler_q,22,1279,0.005466033357689484
4,10,2,filler_a,200,1279,0.02132027832439008
4,10,3,filler_q,32,1279,0.004445533264873764
4,10,4,filler_a,199,1279,0.01739878014971937
4,10,5,filler_q,24,1279,0.005074570711432713
4,10,6,filler_a,200,1279,0.01635360457550992
4,10,7,filler_q,19,1279,0.00787664973999216
4,10,8,filler_a,200,1279,0.036946841995643645
4,10,9,probe,282,1279,0.19337447827784923
4,11,0,system,48,1253,0.14081049863828196
4,11,1,filler_q,22,1253,0.005975744165334311
4,11,2,filler_a,200,1253,0.022793489469061717
4,11,3,filler_q,32,1253,0.005061489791995263
4,11,4,filler_a,199,1253,0.017967755565220768
4,11,5,filler_q,24,1253,0.004319383251011835
4,11,6,filler_a,200,1253,0.0173884059547394
4,11,7,filler_q,19,1253,0.008136049050862527
4,11,8,filler_a,200,1253,0.03915133545059658
4,11,9,probe,256,1253,0.1896197786566796
4,12,0,system,48,1276,0.13643636334170933
4,12,1,filler_q,22,1276,0.005614678101337463
4,12,2,filler_a,200,1276,0.021970960702682812
4,12,3,filler_q,32,1276,0.004621360489919797
4,12,4,filler_a,199,1276,0.017328739932053572
4,12,5,filler_q,24,1276,0.004953542563253833
4,12,6,filler_a,200,1276,0.016656441766653703
4,12,7,filler_q,19,1276,0.007773306894366594
4,12,8,filler_a,200,1276,0.03644484623936536
4,12,9,probe,279,1276,0.18793638769511506
4,13,0,system,48,1319,0.1336615023231373
4,13,1,filler_q,22,1319,0.006008056603009522
4,13,2,filler_a,200,1319,0.02187864019128392
4,13,3,filler_q,32,1319,0.004828101285805358
4,13,4,filler_a,199,1319,0.018739624992279724
4,13,5,filler_q,24,1319,0.005122315798087308
4,13,6,filler_a,200,1319,0.01677557926310062
4,13,7,filler_q,19,1319,0.00800594686104846
4,13,8,filler_a,200,1319,0.03849087465484686
4,13,9,probe,322,1319,0.1957695046684011
4,14,0,system,48,1518,0.13375963451210315
4,14,1,filler_q,22,1518,0.00694936454758247
4,14,2,filler_a,200,1518,0.02601351125345768
4,14,3,filler_q,32,1518,0.005786181210787242
4,14,4,filler_a,199,1518,0.019720370731829067
4,14,5,filler_q,24,1518,0.006916707061238198
4,14,6,filler_a,200,1518,0.019589223532659135
4,14,7,filler_q,19,1518,0.01051976847049017
4,14,8,filler_a,200,1518,0.03425484449172055
4,14,9,probe,521,1518,0.1870665477114216
4,15,0,system,48,1356,0.13041481609512406
4,15,1,filler_q,22,1356,0.0053761709321022266
4,15,2,filler_a,200,1356,0.02243186580432525
4,15,3,filler_q,32,1356,0.003921260397970505
4,15,4,filler_a,199,1356,0.018473614225090914
4,15,5,filler_q,24,1356,0.005502207938335326
4,15,6,filler_a,200,1356,0.016893308431027973
4,15,7,filler_q,19,1356,0.008225881102595574
4,15,8,filler_a,200,1356,0.03760004290971728
4,15,9,probe,359,1356,0.20293764344223567
4,16,0,system,48,1196,0.14486782095251344
4,16,1,filler_q,22,1196,0.0060145061243487745
4,16,2,filler_a,200,1196,0.023045819772111318
4,16,3,filler_q,32,1196,0.0045123260111648205
4,16,4,filler_a,199,1196,0.01695000577410248
4,16,5,filler_q,24,1196,0.004923687109606602
4,16,6,filler_a,200,1196,0.018194395090359926
4,16,7,filler_q,19,1196,0.007333349718866966
4,16,8,filler_a,200,1196,0.04031817476767148
4,16,9,probe,199,1196,0.19601066261605007
4,17,0,system,48,1284,0.1392601260260308
4,17,1,filler_q,22,1284,0.005540881998795863
4,17,2,filler_a,200,1284,0.021983893696898408
4,17,3,filler_q,32,1284,0.0046157620661978664
4,17,4,filler_a,199,1284,0.017671656809858598
4,17,5,filler_q,24,1284,0.005284128995450443
4,17,6,filler_a,200,1284,0.01643130788704848
4,17,7,filler_q,19,1284,0.007976412461810552
4,17,8,filler_a,200,1284,0.03784867306382016
4,17,9,probe,287,1284,0.19638856212706085
4,18,0,system,48,1353,0.13856419809644988
4,18,1,filler_q,22,1353,0.005672223203936818
4,18,2,filler_a,200,1353,0.0231216295592693
4,18,3,filler_q,32,1353,0.0042866230701182504
4,18,4,filler_a,199,1353,0.01887029552762413
4,18,5,filler_q,24,1353,0.00568807764442781
4,18,6,filler_a,200,1353,0.0172513734791092
4,18,7,filler_q,19,1353,0.008070189629810908
4,18,8,filler_a,200,1353,0.03697081960342498
4,18,9,probe,356,1353,0.1910807126590906
4,19,0,system,48,1327,0.13927100531594758
4,19,1,filler_q,22,1327,0.006242880790026113
4,19,2,filler_a,200,1327,0.023065117865228236
4,19,3,filler_q,32,1327,0.004857387627804214
4,19,4,filler_a,199,1327,0.019331249518829915
4,19,5,filler_q,24,1327,0.005282004329176372
4,19,6,filler_a,200,1327,0.017120553442836042
4,19,7,filler_q,19,1327,0.007884280473007644
4,19,8,filler_a,200,1327,0.0386992301902231
4,19,9,probe,330,1327,0.1891626899649406
4,20,0,system,48,1314,0.1356523827594877
4,20,1,filler_q,22,1314,0.005800547471378412
4,20,2,filler_a,200,1314,0.021393679292473065
4,20,3,filler_q,32,1314,0.004642658542569389
4,20,4,filler_a,199,1314,0.01845384999005806
4,20,5,filler_q,24,1314,0.00500465151998297
4,20,6,filler_a,200,1314,0.016618493888445367
4,20,7,filler_q,19,1314,0.008115628961363858
4,20,8,filler_a,200,1314,0.03856289712820824
4,20,9,probe,317,1314,0.1926227527665372
4,21,0,system,48,1416,0.13774990817219604
4,21,1,filler_q,22,1416,0.005701831742713807
4,21,2,filler_a,200,1416,0.023364845929400767
4,21,3,filler_q,32,1416,0.004301998593936661
4,21,4,filler_a,199,1416,0.018119116424493938
4,21,5,filler_q,24,1416,0.005428325761225621
4,21,6,filler_a,200,1416,0.01707226656100611
4,21,7,filler_q,19,1416,0.009052789479841127
4,21,8,filler_a,200,1416,0.03588948225252979
4,21,9,probe,419,1416,0.18883330852357844
4,22,0,system,48,1412,0.13473221552454182
4,22,1,filler_q,22,1412,0.005486567273286122
4,22,2,filler_a,200,1412,0.02338994292349967
4,22,3,filler_q,32,1412,0.004067622320317947
4,22,4,filler_a,199,1412,0.017608918651167794
4,22,5,filler_q,24,1412,0.005138676747703619
4,22,6,filler_a,200,1412,0.016751501361755013
4,22,7,filler_q,19,1412,0.00928531103377996
4,22,8,filler_a,200,1412,0.036058829313293586
4,22,9,probe,415,1412,0.19573571286777966
4,23,0,system,48,1298,0.1378924796853725
4,23,1,filler_q,22,1298,0.005913315131137206
4,23,2,filler_a,200,1298,0.02193507270915711
4,23,3,filler_q,32,1298,0.004650689007096314
4,23,4,filler_a,199,1298,0.018585258507517043
4,23,5,filler_q,24,1298,0.005304295966022638
4,23,6,filler_a,200,1298,0.016693483991977984
4,23,7,filler_q,19,1298,0.008651865902453579
4,23,8,filler_a,200,1298,0.03944229477604703
4,23,9,probe,301,1298,0.19422231681849542
4,24,0,system,48,1232,0.14142204565976874
4,24,1,filler_q,22,1232,0.006367165102930721
4,24,2,filler_a,200,1232,0.022655869638429086
4,24,3,filler_q,32,1232,0.005494739084446873
4,24,4,filler_a,199,1232,0.016189745340743276
4,24,5,filler_q,24,1232,0.00418003760161775
4,24,6,filler_a,200,1232,0.018190610666851514
4,24,7,filler_q,19,1232,0.006697892326202431
4,24,8,filler_a,200,1232,0.03888269813021199
4,24,9,probe,235,1232,0.1943986158972403
4,25,0,system,48,1414,0.1300016206203799
4,25,1,filler_q,22,1414,0.005326559682948146
4,25,2,filler_a,200,1414,0.022659984986550943
4,25,3,filler_q,32,1414,0.004068507124297549
4,25,4,filler_a,199,1414,0.017544856903204623
4,25,5,filler_q,24,1414,0.0052129721835401524
4,25,6,filler_a,200,1414,0.016980249054093084
4,25,7,filler_q,19,1414,0.009137329228800437
4,25,8,filler_a,200,1414,0.0360673383096056
4,25,9,probe,417,1414,0.20278618283555194
4,26,0,system,48,1269,0.1405411696129624
4,26,1,filler_q,22,1269,0.005578815426170668
4,26,2,filler_a,200,1269,0.022392800443747217
4,26,3,filler_q,32,1269,0.004563322880334829
4,26,4,filler_a,199,1269,0.017741681352482556
4,26,5,filler_q,24,1269,0.004569103727274665
4,26,6,filler_a,200,1269,0.01730335562536541
4,26,7,filler_q,19,1269,0.008087203137444014
4,26,8,filler_a,200,1269,0.03741528791840009
4,26,9,probe,272,1269,0.1934936110949847
4,27,0,system,48,1380,0.1352646603202466
