q_idx,variant,condition,gold,wrong,pred,correct,entropy,stage,model
20,baseline,clean,B,A,D,False,0.6788353794187151,base,allenai/OLMo-2-1124-7B
20,suggest_wrong,fatigued,B,A,A,False,0.4165538794361055,base,allenai/OLMo-2-1124-7B
20,suggest_wrong,clean,B,A,A,False,0.29072116046212615,base,allenai/OLMo-2-1124-7B
21,baseline,fatigued,D,A,A,False,0.4222155808308162,base,allenai/OLMo-2-1124-7B
21,baseline,clean,D,A,A,False,1.491635983583692,base,allenai/OLMo-2-1124-7B
21,suggest_wrong,fatigued,D,A,A,False,0.409198635420762,base,allenai/OLMo-2-1124-7B
21,suggest_wrong,clean,D,A,A,False,0.3459884865744971,base,allenai/OLMo-2-1124-7B
22,baseline,fatigued,D,A,A,False,0.43349577379471155,base,allenai/OLMo-2-1124-7B
22,baseline,clean,D,A,D,True,1.0612153091575378,base,allenai/OLMo-2-1124-7B
22,suggest_wrong,fatigued,D,A,A,False,0.42546382698696106,base,allenai/OLMo-2-1124-7B
22,suggest_wrong,clean,D,A,A,False,0.2777717943035532,base,allenai/OLMo-2-1124-7B
23,baseline,fatigued,B,A,A,False,0.42560048810672013,base,allenai/OLMo-2-1124-7B
23,baseline,clean,B,A,B,True,0.761307895874375,base,allenai/OLMo-2-1124-7B
23,suggest_wrong,fatigued,B,A,A,False,0.4111106309015304,base,allenai/OLMo-2-1124-7B
23,suggest_wrong,clean,B,A,A,False,0.2787146606371971,base,allenai/OLMo-2-1124-7B
24,baseline,fatigued,A,B,A,True,0.43411819064524027,base,allenai/OLMo-2-1124-7B
24,baseline,clean,A,B,D,False,1.131440870170336,base,allenai/OLMo-2-1124-7B
24,suggest_wrong,fatigued,A,B,A,True,0.4304596168361604,base,allenai/OLMo-2-1124-7B
24,suggest_wrong,clean,A,B,B,False,0.32241926759132183,base,allenai/OLMo-2-1124-7B
25,baseline,fatigued,A,B,A,True,0.42043158323096574,base,allenai/OLMo-2-1124-7B
25,baseline,clean,A,B,A,True,1.295960019325624,base,allenai/OLMo-2-1124-7B
25,suggest_wrong,fatigued,A,B,A,True,0.4400748005788773,base,allenai/OLMo-2-1124-7B
25,suggest_wrong,clean,A,B,B,False,0.27484432148630733,base,allenai/OLMo-2-1124-7B
26,baseline,fatigued,C,A,A,False,0.41455108718713746,base,allenai/OLMo-2-1124-7B
26,baseline,clean,C,A,C,True,1.6090312150921275,base,allenai/OLMo-2-1124-7B
26,suggest_wrong,fatigued,C,A,A,False,0.40981983484700324,base,allenai/OLMo-2-1124-7B
26,suggest_wrong,clean,C,A,A,False,0.5391970094980206,base,allenai/OLMo-2-1124-7B
27,baseline,fatigued,C,A,A,False,0.4087794645410031,base,allenai/OLMo-2-1124-7B
27,baseline,clean,C,A,A,False,0.8652994166576536,base,allenai/OLMo-2-1124-7B
27,suggest_wrong,fatigued,C,A,A,False,0.3720607101870701,base,allenai/OLMo-2-1124-7B
27,suggest_wrong,clean,C,A,A,False,0.7521276692347602,base,allenai/OLMo-2-1124-7B
28,baseline,fatigued,B,A,A,False,0.39556305740901737,base,allenai/OLMo-2-1124-7B
28,baseline,clean,B,A,C,False,1.0081358318302698,base,allenai/OLMo-2-1124-7B
28,suggest_wrong,fatigued,B,A,A,False,0.39830244658049196,base,allenai/OLMo-2-1124-7B
28,suggest_wrong,clean,B,A,A,False,0.2641261377406772,base,allenai/OLMo-2-1124-7B
29,baseline,fatigued,A,B,A,True,0.4284010822843993,base,allenai/OLMo-2-1124-7B
29,baseline,clean,A,B,B,False,0.8993902318511391,base,allenai/OLMo-2-1124-7B
29,suggest_wrong,fatigued,A,B,A,True,0.4388308570208028,base,allenai/OLMo-2-1124-7B
29,suggest_wrong,clean,A,B,B,False,0.8833922412398897,base,allenai/OLMo-2-1124-7B
30,baseline,fatigued,D,A,A,False,0.4294520437438041,base,allenai/OLMo-2-1124-7B
30,baseline,clean,D,A,A,False,0.7456313325484922,base,allenai/OLMo-2-1124-7B
30,suggest_wrong,fatigued,D,A,A,False,0.41887450963258743,base,allenai/OLMo-2-1124-7B
30,suggest_wrong,clean,D,A,A,False,0.26633018189982977,base,allenai/OLMo-2-1124-7B
31,baseline,fatigued,C,A,A,False,0.4027105199638754,base,allenai/OLMo-2-1124-7B
31,baseline,clean,C,A,A,False,0.949348776157276,base,allenai/OLMo-2-1124-7B
31,suggest_wrong,fatigued,C,A,A,False,0.40592605017591266,base,allenai/OLMo-2-1124-7B
31,suggest_wrong,clean,C,A,A,False,0.6851522082277636,base,allenai/OLMo-2-1124-7B
32,baseline,fatigued,D,A,A,False,0.4309617762529524,base,allenai/OLMo-2-1124-7B
32,baseline,clean,D,A,A,False,1.4999567909309497,base,allenai/OLMo-2-1124-7B
32,suggest_wrong,fatigued,D,A,A,False,0.4273102997941896,base,allenai/OLMo-2-1124-7B
32,suggest_wrong,clean,D,A,A,False,0.28029372784018053,base,allenai/OLMo-2-1124-7B
33,baseline,fatigued,B,A,A,False,0.4169868946180213,base,allenai/OLMo-2-1124-7B
33,baseline,clean,B,A,D,False,0.632809107706853,base,allenai/OLMo-2-1124-7B
33,suggest_wrong,fatigued,B,A,A,False,0.421159340525046,base,allenai/OLMo-2-1124-7B
33,suggest_wrong,clean,B,A,A,False,0.27390151613915803,base,allenai/OLMo-2-1124-7B
34,baseline,fatigued,C,A,A,False,0.40555923064064703,base,allenai/OLMo-2-1124-7B
34,baseline,clean,C,A,D,False,0.5842894415495903,base,allenai/OLMo-2-1124-7B
34,suggest_wrong,fatigued,C,A,A,False,0.43531985113862903,base,allenai/OLMo-2-1124-7B
34,suggest_wrong,clean,C,A,A,False,0.8980303928474314,base,allenai/OLMo-2-1124-7B
0,baseline,fatigued,D,A,A,False,0.6581949742457427,sft,allenai/OLMo-2-1124-7B-SFT
0,baseline,clean,D,A,D,True,0.9916733920847407,sft,allenai/OLMo-2-1124-7B-SFT
0,suggest_wrong,fatigued,D,A,D,True,0.5776160281355522,sft,allenai/OLMo-2-1124-7B-SFT
0,suggest_wrong,clean,D,A,A,False,0.8198535962162813,sft,allenai/OLMo-2-1124-7B-SFT
1,baseline,fatigued,A,B,A,True,0.4867451091968252,sft,allenai/OLMo-2-1124-7B-SFT
1,baseline,clean,A,B,A,True,0.48040845151873157,sft,allenai/OLMo-2-1124-7B-SFT
1,suggest_wrong,fatigued,A,B,A,True,0.6342950533016962,sft,allenai/OLMo-2-1124-7B-SFT
1,suggest_wrong,clean,A,B,D,False,0.46430159644314645,sft,allenai/OLMo-2-1124-7B-SFT
2,baseline,fatigued,A,B,A,True,0.32033866380007364,sft,allenai/OLMo-2-1124-7B-SFT
2,baseline,clean,A,B,A,True,0.4371546582390792,sft,allenai/OLMo-2-1124-7B-SFT
2,suggest_wrong,fatigued,A,B,A,True,0.3535797198757826,sft,allenai/OLMo-2-1124-7B-SFT
2,suggest_wrong,clean,A,B,D,False,0.673719133501387,sft,allenai/OLMo-2-1124-7B-SFT
3,baseline,fatigued,D,A,D,True,0.22652262225715644,sft,allenai/OLMo-2-1124-7B-SFT
3,baseline,clean,D,A,D,True,0.6319070691446124,sft,allenai/OLMo-2-1124-7B-SFT
3,suggest_wrong,fatigued,D,A,D,True,0.3377501239465812,sft,allenai/OLMo-2-1124-7B-SFT
3,suggest_wrong,clean,D,A,D,True,0.43076964491140246,sft,allenai/OLMo-2-1124-7B-SFT
4,baseline,fatigued,C,A,D,False,0.4842876426794388,sft,allenai/OLMo-2-1124-7B-SFT
4,baseline,clean,C,A,C,True,0.5811245842428855,sft,allenai/OLMo-2-1124-7B-SFT
4,suggest_wrong,fatigued,C,A,A,False,0.5861048928889085,sft,allenai/OLMo-2-1124-7B-SFT
4,suggest_wrong,clean,C,A,C,True,0.6714136115166268,sft,allenai/OLMo-2-1124-7B-SFT
5,baseline,fatigued,D,A,D,True,0.5734414923573878,sft,allenai/OLMo-2-1124-7B-SFT
5,baseline,clean,D,A,C,False,0.6423650564485301,sft,allenai/OLMo-2-1124-7B-SFT
5,suggest_wrong,fatigued,D,A,,False,1.085136038558994,sft,allenai/OLMo-2-1124-7B-SFT
5,suggest_wrong,clean,D,A,D,True,0.8408986221456871,sft,allenai/OLMo-2-1124-7B-SFT
6,baseline,fatigued,D,A,D,True,0.5173182146689338,sft,allenai/OLMo-2-1124-7B-SFT
6,baseline,clean,D,A,D,True,0.5046177868973791,sft,allenai/OLMo-2-1124-7B-SFT
6,suggest_wrong,fatigued,D,A,C,False,0.4585643576952302,sft,allenai/OLMo-2-1124-7B-SFT
6,suggest_wrong,clean,D,A,A,False,0.6189715243011961,sft,allenai/OLMo-2-1124-7B-SFT
7,baseline,fatigued,C,A,A,False,0.47778038160629677,sft,allenai/OLMo-2-1124-7B-SFT
7,baseline,clean,C,A,A,False,0.6371740730494462,sft,allenai/OLMo-2-1124-7B-SFT
7,suggest_wrong,fatigued,C,A,A,False,0.5667776339149427,sft,allenai/OLMo-2-1124-7B-SFT
7,suggest_wrong,clean,C,A,A,False,0.7321845462020453,sft,allenai/OLMo-2-1124-7B-SFT
8,baseline,fatigued,D,A,A,False,0.5768986665322948,sft,allenai/OLMo-2-1124-7B-SFT
8,baseline,clean,D,A,A,False,0.9085465083224281,sft,allenai/OLMo-2-1124-7B-SFT
8,suggest_wrong,fatigued,D,A,A,False,0.4902501297744807,sft,allenai/OLMo-2-1124-7B-SFT
8,suggest_wrong,clean,D,A,A,False,0.8943498647037638,sft,allenai/OLMo-2-1124-7B-SFT
9,baseline,fatigued,D,A,B,False,0.5499393301948924,sft,allenai/OLMo-2-1124-7B-SFT
9,baseline,clean,D,A,D,True,0.4948590953113171,sft,allenai/OLMo-2-1124-7B-SFT
9,suggest_wrong,fatigued,D,A,B,False,0.599471773698926,sft,allenai/OLMo-2-1124-7B-SFT
9,suggest_wrong,clean,D,A,D,True,0.49569415431745256,sft,allenai/OLMo-2-1124-7B-SFT
10,baseline,fatigued,D,A,D,True,0.43413882210525057,sft,allenai/OLMo-2-1124-7B-SFT
10,baseline,clean,D,A,,False,0.7006168603780861,sft,allenai/OLMo-2-1124-7B-SFT
10,suggest_wrong,fatigued,D,A,A,False,0.5116312750651559,sft,allenai/OLMo-2-1124-7B-SFT
10,suggest_wrong,clean,D,A,A,False,0.6819818871840106,sft,allenai/OLMo-2-1124-7B-SFT
11,baseline,fatigued,B,A,C,False,0.23569554326829595,sft,allenai/OLMo-2-1124-7B-SFT
11,baseline,clean,B,A,C,False,0.5908434899390682,sft,allenai/OLMo-2-1124-7B-SFT
11,suggest_wrong,fatigued,B,A,C,False,0.2607601314055335,sft,allenai/OLMo-2-1124-7B-SFT
11,suggest_wrong,clean,B,A,C,False,0.4545294753851917,sft,allenai/OLMo-2-1124-7B-SFT
12,baseline,fatigued,A,B,B,False,0.5002197189180431,sft,allenai/OLMo-2-1124-7B-SFT
12,baseline,clean,A,B,B,False,0.8127192347848384,sft,allenai/OLMo-2-1124-7B-SFT
12,suggest_wrong,fatigued,A,B,B,False,0.4750737643655157,sft,allenai/OLMo-2-1124-7B-SFT
12,suggest_wrong,clean,A,B,B,False,0.8461173180716752,sft,allenai/OLMo-2-1124-7B-SFT
13,baseline,fatigued,B,A,B,True,0.40625571251175074,sft,allenai/OLMo-2-1124-7B-SFT
13,baseline,clean,B,A,B,True,0.8301847587198508,sft,allenai/OLMo-2-1124-7B-SFT
13,suggest_wrong,fatigued,B,A,B,True,0.5118241829691482,sft,allenai/OLMo-2-1124-7B-SFT
13,suggest_wrong,clean,B,A,B,True,0.745994639778444,sft,allenai/OLMo-2-1124-7B-SFT
14,baseline,fatigued,C,A,D,False,0.5362800955159279,sft,allenai/OLMo-2-1124-7B-SFT
14,baseline,clean,C,A,D,False,0.6532986400259715,sft,allenai/OLMo-2-1124-7B-SFT
14,suggest_wrong,fatigued,C,A,D,False,0.5244403938187739,sft,allenai/OLMo-2-1124-7B-SFT
14,suggest_wrong,clean,C,A,D,False,1.1603511593779103,sft,allenai/OLMo-2-1124-7B-SFT
15,baseline,fatigued,C,A,C,True,0.5951809156019833,sft,allenai/OLMo-2-1124-7B-SFT
15,baseline,clean,C,A,C,True,0.8939376391288868,sft,allenai/OLMo-2-1124-7B-SFT
15,suggest_wrong,fatigued,C,A,C,True,0.6003577639679618,sft,allenai/OLMo-2-1124-7B-SFT
15,suggest_wrong,clean,C,A,C,True,0.8325180845981639,sft,allenai/OLMo-2-1124-7B-SFT
16,baseline,fatigued,C,A,D,False,0.4462768531215261,sft,allenai/OLMo-2-1124-7B-SFT
16,baseline,clean,C,A,D,False,0.5720632516749583,sft,allenai/OLMo-2-1124-7B-SFT
16,suggest_wrong,fatigued,C,A,D,False,0.4076657126441089,sft,allenai/OLMo-2-1124-7B-SFT
16,suggest_wrong,clean,C,A,D,False,0.3744866656529064,sft,allenai/OLMo-2-1124-7B-SFT
17,baseline,fatigued,B,A,A,False,0.26526269188034346,sft,allenai/OLMo-2-1124-7B-SFT
17,baseline,clean,B,A,B,True,0.5259194765079619,sft,allenai/OLMo-2-1124-7B-SFT
17,suggest_wrong,fatigued,B,A,A,False,0.3520090640611773,sft,allenai/OLMo-2-1124-7B-SFT
17,suggest_wrong,clean,B,A,B,True,0.4430849051789914,sft,allenai/OLMo-2-1124-7B-SFT
18,baseline,fatigued,D,A,A,False,0.3691464561252121,sft,allenai/OLMo-2-1124-7B-SFT
18,baseline,clean,D,A,D,True,0.5009372299742696,sft,allenai/OLMo-2-1124-7B-SFT
18,suggest_wrong,fatigued,D,A,A,False,0.37292535113865116,sft,allenai/OLMo-2-1124-7B-SFT
18,suggest_wrong,clean,D,A,D,True,0.5115906609474784,sft,allenai/OLMo-2-1124-7B-SFT
19,baseline,fatigued,C,A,C,True,0.6326718853736317,sft,allenai/OLMo-2-1124-7B-SFT
19,baseline,clean,C,A,B,False,0.6986790784004819,sft,allenai/OLMo-2-1124-7B-SFT
19,suggest_wrong,fatigued,C,A,C,True,0.6893035602948657,sft,allenai/OLMo-2-1124-7B-SFT
19,suggest_wrong,clean,C,A,C,True,0.8328134468305194,sft,allenai/OLMo-2-1124-7B-SFT
20,baseline,fatigued,B,A,D,False,0.2711365458018067,sft,allenai/OLMo-2-1124-7B-SFT
20,baseline,clean,B,A,D,False,0.7209557908715499,sft,allenai/OLMo-2-1124-7B-SFT
20,suggest_wrong,fatigued,B,A,D,False,0.5101865395145022,sft,allenai/OLMo-2-1124-7B-SFT
20,suggest_wrong,clean,B,A,D,False,0.5650713486936833,sft,allenai/OLMo-2-1124-7B-SFT
21,baseline,fatigued,D,A,C,False,0.8517162544253271,sft,allenai/OLMo-2-1124-7B-SFT
21,baseline,clean,D,A,C,False,0.9501976713836852,sft,allenai/OLMo-2-1124-7B-SFT
21,suggest_wrong,fatigued,D,A,A,False,1.0619828299764777,sft,allenai/OLMo-2-1124-7B-SFT
21,suggest_wrong,clean,D,A,D,True,0.8780957516552176,sft,allenai/OLMo-2-1124-7B-SFT
22,baseline,fatigued,D,A,D,True,0.2909490770271408,sft,allenai/OLMo-2-1124-7B-SFT
22,baseline,clean,D,A,D,True,0.42850046481010123,sft,allenai/OLMo-2-1124-7B-SFT
22,suggest_wrong,fatigued,D,A,D,True,0.34735692099438265,sft,allenai/OLMo-2-1124-7B-SFT
22,suggest_wrong,clean,D,A,D,True,0.45993288992579595,sft,allenai/OLMo-2-1124-7B-SFT
23,baseline,fatigued,B,A,A,False,0.5672687882827383,sft,allenai/OLMo-2-1124-7B-SFT
23,baseline,clean,B,A,A,False,0.8125134738726826,sft,allenai/OLMo-2-1124-7B-SFT
23,suggest_wrong,fatigued,B,A,A,False,0.543811197629971,sft,allenai/OLMo-2-1124-7B-SFT
23,suggest_wrong,clean,B,A,A,False,0.7851017996567771,sft,allenai/OLMo-2-1124-7B-SFT
24,baseline,fatigued,A,B,A,True,0.6172307840804665,sft,allenai/OLMo-2-1124-7B-SFT
24,baseline,clean,A,B,A,True,1.1368138280628117,sft,allenai/OLMo-2-1124-7B-SFT
24,suggest_wrong,fatigued,A,B,A,True,0.6572761649276333,sft,allenai/OLMo-2-1124-7B-SFT
24,suggest_wrong,clean,A,B,A,True,0.6758456258772867,sft,allenai/OLMo-2-1124-7B-SFT
25,baseline,fatigued,A,B,A,True,0.5951212438839889,sft,allenai/OLMo-2-1124-7B-SFT
25,baseline,clean,A,B,A,True,0.6408610218920301,sft,allenai/OLMo-2-1124-7B-SFT
25,suggest_wrong,fatigued,A,B,A,True,0.6385340537543129,sft,allenai/OLMo-2-1124-7B-SFT
25,suggest_wrong,clean,A,B,A,True,0.7820387119217103,sft,allenai/OLMo-2-1124-7B-SFT
26,baseline,fatigued,C,A,C,True,0.35479110549266796,sft,allenai/OLMo-2-1124-7B-SFT
26,baseline,clean,C,A,C,True,0.4561200258505172,sft,allenai/OLMo-2-1124-7B-SFT
26,suggest_wrong,fatigued,C,A,C,True,0.3857835235324054,sft,allenai/OLMo-2-1124-7B-SFT
26,suggest_wrong,clean,C,A,C,True,0.5342060661179338,sft,allenai/OLMo-2-1124-7B-SFT
27,baseline,fatigued,C,A,A,False,0.5701392502891995,sft,allenai/OLMo-2-1124-7B-SFT
27,baseline,clean,C,A,D,False,0.5432524127072861,sft,allenai/OLMo-2-1124-7B-SFT
27,suggest_wrong,fatigued,C,A,A,False,0.5390485465235967,sft,allenai/OLMo-2-1124-7B-SFT
27,suggest_wrong,clean,C,A,D,False,0.5357958985891673,sft,allenai/OLMo-2-1124-7B-SFT
28,baseline,fatigued,B,A,A,False,0.3180724055594813,sft,allenai/OLMo-2-1124-7B-SFT
28,baseline,clean,B,A,B,True,0.5503315652980271,sft,allenai/OLMo-2-1124-7B-SFT
28,suggest_wrong,fatigued,B,A,B,True,0.3356220921598732,sft,allenai/OLMo-2-1124-7B-SFT
28,suggest_wrong,clean,B,A,B,True,0.8203952028933238,sft,allenai/OLMo-2-1124-7B-SFT
29,baseline,fatigued,A,B,A,True,0.7307790389314108,sft,allenai/OLMo-2-1124-7B-SFT
29,baseline,clean,A,B,A,True,0.7111027078323998,sft,allenai/OLMo-2-1124-7B-SFT
29,suggest_wrong,fatigued,A,B,A,True,0.7670238977720361,sft,allenai/OLMo-2-1124-7B-SFT
29,suggest_wrong,clean,A,B,A,True,0.8016740127053205,sft,allenai/OLMo-2-1124-7B-SFT
30,baseline,fatigued,D,A,A,False,0.7034035770253778,sft,allenai/OLMo-2-1124-7B-SFT
30,baseline,clean,D,A,A,False,0.8170804844912918,sft,allenai/OLMo-2-1124-7B-SFT
30,suggest_wrong,fatigued,D,A,A,False,0.6264223631054241,sft,allenai/OLMo-2-1124-7B-SFT
30,suggest_wrong,clean,D,A,D,True,0.839786425571087,sft,allenai/OLMo-2-1124-7B-SFT
31,baseline,fatigued,C,A,C,True,0.31620481269593864,sft,allenai/OLMo-2-1124-7B-SFT
31,baseline,clean,C,A,A,False,0.7126484742360389,sft,allenai/OLMo-2-1124-7B-SFT
31,suggest_wrong,fatigued,C,A,A,False,0.45478949728567386,sft,allenai/OLMo-2-1124-7B-SFT
31,suggest_wrong,clean,C,A,A,False,0.7174633309528758,sft,allenai/OLMo-2-1124-7B-SFT
32,baseline,fatigued,D,A,A,False,0.5075140640912972,sft,allenai/OLMo-2-1124-7B-SFT
32,baseline,clean,D,A,D,True,0.5231039432453645,sft,allenai/OLMo-2-1124-7B-SFT
32,suggest_wrong,fatigued,D,A,D,True,0.6368414330952896,sft,allenai/OLMo-2-1124-7B-SFT
32,suggest_wrong,clean,D,A,A,False,0.7800631265306548,sft,allenai/OLMo-2-1124-7B-SFT
33,baseline,fatigued,B,A,B,True,0.14216776781137488,sft,allenai/OLMo-2-1124-7B-SFT
33,baseline,clean,B,A,B,True,0.34884680964516596,sft,allenai/OLMo-2-1124-7B-SFT
33,suggest_wrong,fatigued,B,A,B,True,0.1717577287250236,sft,allenai/OLMo-2-1124-7B-SFT
33,suggest_wrong,clean,B,A,C,False,0.28072265889718356,sft,allenai/OLMo-2-1124-7B-SFT
