probe,condition,filler,depth,closed,ctx_tokens,fill,patch_tokens,gold,s_a,s_b,s_p
3,pure_a,code,15,True,3745,0.9143,0,A,-32.81488037109375,-43.92451858520508,-18.90485954284668
3,pure_b,code,15,True,3745,0.9143,0,A,-32.81488037109375,-43.92451858520508,-18.90485954284668
3,patch_ab,code,15,True,3745,0.9143,155,A,-33.07950973510742,-44.72858428955078,-18.653461456298828
3,patch_bb,code,15,True,3745,0.9143,155,A,-32.97024917602539,-44.6318473815918,-18.660823822021484
3,patch_ba,code,15,True,3745,0.9143,155,A,-32.97024917602539,-44.6318473815918,-18.660823822021484
3,patch_aa,code,15,True,3745,0.9143,155,A,-33.07950973510742,-44.72858428955078,-18.653461456298828
3,unrel_pure_y,code,15,True,3752,0.916,0,A,-31.034894943237305,-42.58905792236328,-17.8819637298584
3,unrel_patch_xy,code,15,True,3752,0.916,155,A,-31.972503662109375,-42.93277359008789,-17.859188079833984
3,unrel_patch_yy,code,15,True,3752,0.916,155,A,-31.648605346679688,-43.42669677734375,-18.315332412719727
4,pure_a,code,15,True,3732,0.9111,0,A,-34.606239318847656,-44.95421600341797,-19.684518814086914
4,pure_b,code,15,True,3732,0.9111,0,A,-34.606239318847656,-44.95421600341797,-19.684518814086914
4,patch_ab,code,15,True,3732,0.9111,155,A,-34.59068298339844,-44.67109680175781,-19.95253562927246
4,patch_bb,code,15,True,3732,0.9111,155,A,-34.57798385620117,-44.846290588378906,-19.72378158569336
4,patch_ba,code,15,True,3732,0.9111,155,A,-34.57798385620117,-44.846290588378906,-19.72378158569336
4,patch_aa,code,15,True,3732,0.9111,155,A,-34.59068298339844,-44.67109680175781,-19.95253562927246
4,unrel_pure_y,code,15,True,3739,0.9128,0,A,-33.77028274536133,-44.2327995300293,-19.22583770751953
4,unrel_patch_xy,code,15,True,3739,0.9128,155,A,-33.847782135009766,-44.81608200073242,-19.30878448486328
4,unrel_patch_yy,code,15,True,3739,0.9128,155,A,-34.09333801269531,-44.28468704223633,-19.5189208984375
5,pure_a,code,15,True,3757,0.9172,0,D,-33.225547790527344,-44.57976150512695,-18.63641929626465
5,pure_b,code,15,True,3757,0.9172,0,D,-33.225547790527344,-44.57976150512695,-18.63641929626465
5,patch_ab,code,15,True,3757,0.9172,155,D,-33.322940826416016,-43.94212341308594,-18.686983108520508
5,patch_bb,code,15,True,3757,0.9172,155,D,-33.289695739746094,-44.797752380371094,-18.509292602539062
5,patch_ba,code,15,True,3757,0.9172,155,D,-33.289695739746094,-44.797752380371094,-18.509292602539062
5,patch_aa,code,15,True,3757,0.9172,155,D,-33.322940826416016,-43.94212341308594,-18.686983108520508
5,unrel_pure_y,code,15,True,3764,0.9189,0,D,-32.565460205078125,-45.879337310791016,-18.46015739440918
5,unrel_patch_xy,code,15,True,3764,0.9189,155,D,-32.54160690307617,-45.9895133972168,-18.437679290771484
5,unrel_patch_yy,code,15,True,3764,0.9189,155,D,-32.53386688232422,-46.23017501831055,-18.52889633178711
6,pure_a,code,15,True,3693,0.9016,0,D,-34.57525634765625,-50.38325881958008,-19.315879821777344
6,pure_b,code,15,True,3693,0.9016,0,D,-34.57525634765625,-50.38325881958008,-19.315879821777344
6,patch_ab,code,15,True,3693,0.9016,155,D,-34.410518646240234,-49.69826126098633,-19.283855438232422
6,patch_bb,code,15,True,3693,0.9016,155,D,-34.37853240966797,-49.28030776977539,-19.37458610534668
6,patch_ba,code,15,True,3693,0.9016,155,D,-34.37853240966797,-49.28030776977539,-19.37458610534668
6,patch_aa,code,15,True,3693,0.9016,155,D,-34.410518646240234,-49.69826126098633,-19.283855438232422
6,unrel_pure_y,code,15,True,3700,0.9033,0,D,-34.32367706298828,-49.384639739990234,-19.067100524902344
6,unrel_patch_xy,code,15,True,3700,0.9033,155,D,-34.367286682128906,-49.653804779052734,-19.356857299804688
6,unrel_patch_yy,code,15,True,3700,0.9033,155,D,-34.02462387084961,-49.64761734008789,-19.27922821044922
7,pure_a,code,15,True,3790,0.9253,0,E,-34.42176055908203,-45.03399658203125,-18.272329330444336
7,pure_b,code,15,True,3790,0.9253,0,E,-34.42176055908203,-45.03399658203125,-18.272329330444336
7,patch_ab,code,15,True,3790,0.9253,155,E,-34.16516876220703,-44.53095626831055,-18.26971435546875
7,patch_bb,code,15,True,3790,0.9253,155,E,-34.15156936645508,-44.59584426879883,-18.36507225036621
7,patch_ba,code,15,True,3790,0.9253,155,E,-34.15156936645508,-44.59584426879883,-18.36507225036621
7,patch_aa,code,15,True,3790,0.9253,155,E,-34.16516876220703,-44.53095626831055,-18.26971435546875
7,unrel_pure_y,code,15,True,3797,0.927,0,E,-33.523658752441406,-45.05161666870117,-18.035959243774414
7,unrel_patch_xy,code,15,True,3797,0.927,155,E,-33.45786666870117,-44.90004348754883,-18.111080169677734
7,unrel_patch_yy,code,15,True,3797,0.927,155,E,-33.17572021484375,-44.27519989013672,-18.116649627685547
8,pure_a,code,15,True,3670,0.896,0,D,-32.310768127441406,-44.59837341308594,-18.78469467163086
8,pure_b,code,15,True,3670,0.896,0,D,-32.310768127441406,-44.59837341308594,-18.78469467163086
8,patch_ab,code,15,True,3670,0.896,155,D,-33.039424896240234,-45.236820220947266,-19.010486602783203
8,patch_bb,code,15,True,3670,0.896,155,D,-33.0517578125,-44.78124237060547,-19.02086067199707
8,patch_ba,code,15,True,3670,0.896,155,D,-33.0517578125,-44.78124237060547,-19.02086067199707
8,patch_aa,code,15,True,3670,0.896,155,D,-33.039424896240234,-45.236820220947266,-19.010486602783203
8,unrel_pure_y,code,15,True,3677,0.8977,0,D,-30.765338897705078,-44.840126037597656,-18.01145362854004
8,unrel_patch_xy,code,15,True,3677,0.8977,155,D,-31.227418899536133,-45.3890266418457,-18.09377670288086
8,unrel_patch_yy,code,15,True,3677,0.8977,155,D,-31.047500610351562,-45.12118148803711,-18.01688003540039
10,pure_a,code,15,True,3716,0.9072,0,B,-34.32355499267578,-46.437808990478516,-19.076995849609375
10,pure_b,code,15,True,3716,0.9072,0,B,-34.32355499267578,-46.437808990478516,-19.076995849609375
10,patch_ab,code,15,True,3716,0.9072,155,B,-34.329246520996094,-46.622337341308594,-18.75592613220215
10,patch_bb,code,15,True,3716,0.9072,155,B,-34.3782958984375,-45.9004020690918,-18.685039520263672
10,patch_ba,code,15,True,3716,0.9072,155,B,-34.3782958984375,-45.9004020690918,-18.685039520263672
10,patch_aa,code,15,True,3716,0.9072,155,B,-34.329246520996094,-46.622337341308594,-18.75592613220215
10,unrel_pure_y,code,15,True,3723,0.9089,0,B,-33.955360412597656,-46.8174934387207,-18.575471878051758
10,unrel_patch_xy,code,15,True,3723,0.9089,155,B,-33.75496292114258,-46.41878890991211,-18.494068145751953
10,unrel_patch_yy,code,15,True,3723,0.9089,155,B,-33.820255279541016,-46.677268981933594,-18.57206153869629
11,pure_a,code,15,True,3690,0.9009,0,B,-33.390872955322266,-44.741981506347656,-18.64642333984375
11,pure_b,code,15,True,3690,0.9009,0,B,-33.390872955322266,-44.741981506347656,-18.64642333984375
11,patch_ab,code,15,True,3690,0.9009,155,B,-33.43177032470703,-44.59498596191406,-18.691797256469727
11,patch_bb,code,15,True,3690,0.9009,155,B,-33.03101348876953,-44.98332977294922,-17.800722122192383
11,patch_ba,code,15,True,3690,0.9009,155,B,-33.03101348876953,-44.98332977294922,-17.800722122192383
11,patch_aa,code,15,True,3690,0.9009,155,B,-33.43177032470703,-44.59498596191406,-18.691797256469727
11,unrel_pure_y,code,15,True,3697,0.9026,0,B,-31.725337982177734,-45.153602600097656,-18.23696517944336
11,unrel_patch_xy,code,15,True,3697,0.9026,155,B,-31.76363182067871,-45.36492156982422,-18.071313858032227
11,unrel_patch_yy,code,15,True,3697,0.9026,155,B,-31.45750617980957,-45.42042541503906,-18.120288848876953
12,pure_a,code,15,True,3713,0.9065,0,E,-33.54966735839844,-44.954036712646484,-18.683902740478516
12,pure_b,code,15,True,3713,0.9065,0,E,-33.54966735839844,-44.954036712646484,-18.683902740478516
12,patch_ab,code,15,True,3713,0.9065,155,E,-33.37705612182617,-44.48882293701172,-18.386993408203125
12,patch_bb,code,15,True,3713,0.9065,155,E,-33.12607192993164,-44.364105224609375,-18.6146240234375
12,patch_ba,code,15,True,3713,0.9065,155,E,-33.12607192993164,-44.364105224609375,-18.6146240234375
12,patch_aa,code,15,True,3713,0.9065,155,E,-33.37705612182617,-44.48882293701172,-18.386993408203125
12,unrel_pure_y,code,15,True,3720,0.9082,0,E,-32.302494049072266,-44.097679138183594,-18.080652236938477
12,unrel_patch_xy,code,15,True,3720,0.9082,155,E,-32.36488342285156,-44.13270568847656,-18.237735748291016
12,unrel_patch_yy,code,15,True,3720,0.9082,155,E,-32.31525802612305,-44.56867980957031,-18.152790069580078
13,pure_a,code,15,True,3756,0.917,0,E,-33.433837890625,-46.46279525756836,-18.436349868774414
13,pure_b,code,15,True,3756,0.917,0,E,-33.433837890625,-46.46279525756836,-18.436349868774414
13,patch_ab,code,15,True,3756,0.917,155,E,-33.461280822753906,-46.845516204833984,-18.22661590576172
13,patch_bb,code,15,True,3756,0.917,155,E,-33.27876281738281,-46.623130798339844,-18.553621292114258
13,patch_ba,code,15,True,3756,0.917,155,E,-33.27876281738281,-46.623130798339844,-18.553621292114258
13,patch_aa,code,15,True,3756,0.917,155,E,-33.461280822753906,-46.845516204833984,-18.22661590576172
13,unrel_pure_y,code,15,True,3763,0.9187,0,E,-32.84229278564453,-46.51151657104492,-18.34123992919922
13,unrel_patch_xy,code,15,True,3763,0.9187,155,E,-32.79656219482422,-47.73652648925781,-18.341218948364258
13,unrel_patch_yy,code,15,True,3763,0.9187,155,E,-32.929229736328125,-48.641502380371094,-18.438161849975586
14,pure_a,code,15,True,3955,0.9656,0,B,-33.66985321044922,-45.557586669921875,-19.171838760375977
14,pure_b,code,15,True,3955,0.9656,0,B,-33.66985321044922,-45.557586669921875,-19.171838760375977
14,patch_ab,code,15,True,3955,0.9656,155,B,-33.62450408935547,-45.16399002075195,-18.980249404907227
14,patch_bb,code,15,True,3955,0.9656,155,B,-33.72692108154297,-45.364532470703125,-19.095149993896484
14,patch_ba,code,15,True,3955,0.9656,155,B,-33.72692108154297,-45.364532470703125,-19.095149993896484
14,patch_aa,code,15,True,3955,0.9656,155,B,-33.62450408935547,-45.16399002075195,-18.980249404907227
14,unrel_pure_y,code,15,True,3962,0.9673,0,B,-32.12114715576172,-44.1335563659668,-17.76907730102539
14,unrel_patch_xy,code,15,True,3962,0.9673,155,B,-31.65614891052246,-44.06583786010742,-18.19624137878418
14,unrel_patch_yy,code,15,True,3962,0.9673,155,B,-31.884906768798828,-44.21538162231445,-18.198326110839844
15,pure_a,code,15,True,3793,0.926,0,A,-35.040252685546875,-44.617733001708984,-19.336023330688477
15,pure_b,code,15,True,3793,0.926,0,A,-35.040252685546875,-44.617733001708984,-19.336023330688477
15,patch_ab,code,15,True,3793,0.926,155,A,-35.196563720703125,-45.477481842041016,-19.457744598388672
15,patch_bb,code,15,True,3793,0.926,155,A,-35.18606948852539,-45.156864166259766,-19.26730728149414
15,patch_ba,code,15,True,3793,0.926,155,A,-35.18606948852539,-45.156864166259766,-19.26730728149414
15,patch_aa,code,15,True,3793,0.926,155,A,-35.196563720703125,-45.477481842041016,-19.457744598388672
15,unrel_pure_y,code,15,True,3800,0.9277,0,A,-34.87513732910156,-46.14217758178711,-19.51479148864746
15,unrel_patch_xy,code,15,True,3800,0.9277,155,A,-35.23372268676758,-47.01261901855469,-19.054523468017578
15,unrel_patch_yy,code,15,True,3800,0.9277,155,A,-34.97151184082031,-46.46166229248047,-19.28118896484375
16,pure_a,code,15,True,3633,0.887,0,C,-35.02552032470703,-50.47806167602539,-19.295957565307617
16,pure_b,code,15,True,3633,0.887,0,C,-35.02552032470703,-50.47806167602539,-19.295957565307617
16,patch_ab,code,15,True,3633,0.887,155,C,-35.02789306640625,-50.51456832885742,-19.316837310791016
16,patch_bb,code,15,True,3633,0.887,155,C,-34.72447204589844,-50.497413635253906,-19.019678115844727
16,patch_ba,code,15,True,3633,0.887,155,C,-34.72447204589844,-50.497413635253906,-19.019678115844727
16,patch_aa,code,15,True,3633,0.887,155,C,-35.02789306640625,-50.51456832885742,-19.316837310791016
16,unrel_pure_y,code,15,True,3640,0.8887,0,C,-34.86708450317383,-52.26511764526367,-19.035165786743164
16,unrel_patch_xy,code,15,True,3640,0.8887,155,C,-35.02976608276367,-52.04975128173828,-19.126197814941406
16,unrel_patch_yy,code,15,True,3640,0.8887,155,C,-34.989009857177734,-52.40650939941406,-19.2508602142334
17,pure_a,code,15,True,3721,0.9084,0,C,-34.92694091796875,-50.41693115234375,-19.482036590576172
17,pure_b,code,15,True,3721,0.9084,0,C,-34.92694091796875,-50.41693115234375,-19.482036590576172
17,patch_ab,code,15,True,3721,0.9084,155,C,-35.0882682800293,-50.755126953125,-19.572296142578125
17,patch_bb,code,15,True,3721,0.9084,155,C,-34.87968444824219,-50.23703384399414,-19.394895553588867
17,patch_ba,code,15,True,3721,0.9084,155,C,-34.87968444824219,-50.23703384399414,-19.394895553588867
17,patch_aa,code,15,True,3721,0.9084,155,C,-35.0882682800293,-50.755126953125,-19.572296142578125
17,unrel_pure_y,code,15,True,3728,0.9102,0,C,-34.671199798583984,-50.59627151489258,-18.974979400634766
17,unrel_patch_xy,code,15,True,3728,0.9102,155,C,-34.7155647277832,-49.63069534301758,-18.835500717163086
17,unrel_patch_yy,code,15,True,3728,0.9102,155,C,-34.694217681884766,-50.16493606567383,-19.237106323242188
18,pure_a,code,15,True,3790,0.9253,0,C,-32.480621337890625,-45.20200729370117,-18.600784301757812
18,pure_b,code,15,True,3790,0.9253,0,C,-32.480621337890625,-45.20200729370117,-18.600784301757812
18,patch_ab,code,15,True,3790,0.9253,155,C,-32.68233108520508,-45.36050033569336,-18.515445709228516
18,patch_bb,code,15,True,3790,0.9253,155,C,-32.46125793457031,-45.07190704345703,-18.520315170288086
18,patch_ba,code,15,True,3790,0.9253,155,C,-32.46125793457031,-45.07190704345703,-18.520315170288086
18,patch_aa,code,15,True,3790,0.9253,155,C,-32.68233108520508,-45.36050033569336,-18.515445709228516
18,unrel_pure_y,code,15,True,3797,0.927,0,C,-31.31879997253418,-45.81538391113281,-17.892152786254883
18,unrel_patch_xy,code,15,True,3797,0.927,155,C,-31.27944564819336,-45.68698501586914,-17.981191635131836
18,unrel_patch_yy,code,15,True,3797,0.927,155,C,-31.354928970336914,-45.4529914855957,-17.96857261657715
19,pure_a,code,15,True,3764,0.9189,0,C,-34.07542419433594,-44.84461212158203,-19.421810150146484
19,pure_b,code,15,True,3764,0.9189,0,C,-34.07542419433594,-44.84461212158203,-19.421810150146484
19,patch_ab,code,15,True,3764,0.9189,155,C,-33.76288604736328,-44.7285270690918,-19.02774429321289
19,patch_bb,code,15,True,3764,0.9189,155,C,-33.69039535522461,-44.51374435424805,-19.284610748291016
19,patch_ba,code,15,True,3764,0.9189,155,C,-33.69039535522461,-44.51374435424805,-19.284610748291016
19,patch_aa,code,15,True,3764,0.9189,155,C,-33.76288604736328,-44.7285270690918,-19.02774429321289
19,unrel_pure_y,code,15,True,3771,0.9207,0,C,-32.79200744628906,-44.22850036621094,-18.79507827758789
19,unrel_patch_xy,code,15,True,3771,0.9207,155,C,-32.819129943847656,-44.766536712646484,-19.2053165435791
19,unrel_patch_yy,code,15,True,3771,0.9207,155,C,-32.90890884399414,-44.54404830932617,-19.068984985351562
20,pure_a,code,15,True,3751,0.9158,0,C,-32.77770233154297,-45.039817810058594,-18.728879928588867
20,pure_b,code,15,True,3751,0.9158,0,C,-32.77770233154297,-45.039817810058594,-18.728879928588867
20,patch_ab,code,15,True,3751,0.9158,155,C,-32.83328628540039,-46.20341110229492,-19.18109703063965
20,patch_bb,code,15,True,3751,0.9158,155,C,-33.033416748046875,-45.842796325683594,-18.63280487060547
20,patch_ba,code,15,True,3751,0.9158,155,C,-33.033416748046875,-45.842796325683594,-18.63280487060547
20,patch_aa,code,15,True,3751,0.9158,155,C,-32.83328628540039,-46.20341110229492,-19.18109703063965
20,unrel_pure_y,code,15,True,3758,0.9175,0,C,-31.898664474487305,-45.07597732543945,-18.672286987304688
20,unrel_patch_xy,code,15,True,3758,0.9175,155,C,-31.930021286010742,-45.05634689331055,-18.52744483947754
20,unrel_patch_yy,code,15,True,3758,0.9175,155,C,-31.961759567260742,-45.35777282714844,-18.377769470214844
21,pure_a,code,15,True,3853,0.9407,0,D,-32.452213287353516,-44.693172454833984,-17.667156219482422
21,pure_b,code,15,True,3853,0.9407,0,D,-32.452213287353516,-44.693172454833984,-17.667156219482422
21,patch_ab,code,15,True,3853,0.9407,155,D,-32.42352294921875,-44.80253982543945,-17.901657104492188
21,patch_bb,code,15,True,3853,0.9407,155,D,-31.894994735717773,-44.314998626708984,-17.8620548248291
21,patch_ba,code,15,True,3853,0.9407,155,D,-31.894994735717773,-44.314998626708984,-17.8620548248291
21,patch_aa,code,15,True,3853,0.9407,155,D,-32.42352294921875,-44.80253982543945,-17.901657104492188
21,unrel_pure_y,code,15,True,3860,0.9424,0,D,-30.162805557250977,-43.27445602416992,-16.816242218017578
21,unrel_patch_xy,code,15,True,3860,0.9424,155,D,-30.22298812866211,-43.43012619018555,-16.860326766967773
21,unrel_patch_yy,code,15,True,3860,0.9424,155,D,-30.131990432739258,-43.61606216430664,-16.579565048217773
22,pure_a,code,15,True,3849,0.9397,0,C,-33.611656188964844,-45.74529266357422,-18.88571548461914
22,pure_b,code,15,True,3849,0.9397,0,C,-33.611656188964844,-45.74529266357422,-18.88571548461914
22,patch_ab,code,15,True,3849,0.9397,155,C,-34.0328369140625,-46.066436767578125,-19.16741180419922
22,patch_bb,code,15,True,3849,0.9397,155,C,-33.69956588745117,-45.86415100097656,-18.858827590942383
22,patch_ba,code,15,True,3849,0.9397,155,C,-33.69956588745117,-45.86415100097656,-18.858827590942383
22,patch_aa,code,15,True,3849,0.9397,155,C,-34.0328369140625,-46.066436767578125,-19.16741180419922
22,unrel_pure_y,code,15,True,3856,0.9414,0,C,-32.63471221923828,-45.39576721191406,-18.598575592041016
22,unrel_patch_xy,code,15,True,3856,0.9414,155,C,-34.320152282714844,-45.68584060668945,-18.92380142211914
22,unrel_patch_yy,code,15,True,3856,0.9414,155,C,-34.17258834838867,-45.6059455871582,-18.851844787597656
23,pure_a,code,15,True,3735,0.9119,0,B,-35.6204948425293,-47.0938606262207,-20.46124839782715
23,pure_b,code,15,True,3735,0.9119,0,B,-35.6204948425293,-47.0938606262207,-20.46124839782715
23,patch_ab,code,15,True,3735,0.9119,155,B,-35.47446823120117,-46.81903839111328,-20.169099807739258
23,patch_bb,code,15,True,3735,0.9119,155,B,-35.2807731628418,-46.69786071777344,-20.373620986938477
23,patch_ba,code,15,True,3735,0.9119,155,B,-35.2807731628418,-46.69786071777344,-20.373620986938477
23,patch_aa,code,15,True,3735,0.9119,155,B,-35.47446823120117,-46.81903839111328,-20.169099807739258
23,unrel_pure_y,code,15,True,3742,0.9136,0,B,-35.08403778076172,-46.29970932006836,-20.124897003173828
23,unrel_patch_xy,code,15,True,3742,0.9136,155,B,-34.820228576660156,-45.61422348022461,-20.33794593811035
23,unrel_patch_yy,code,15,True,3742,0.9136,155,B,-35.135501861572266,-46.340396881103516,-19.98564910888672
