dataset,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,baseline_prop_choose_long_term,baseline_prop_choose_immediate,delta_long_term_vs_baseline,delta_immediate_vs_baseline,steering_success,n_prompts,prop_choose_long_term,prop_choose_immediate,fallback_rate,direct_parse_rate
explicit_train,mm,steer_immediate,0,8.0,-8.0,5.891683578491211,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,12,0.0,0.0,21.62215232849121,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,12,0.0,-0.0,21.62215232849121,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,12,1.0,1.0,21.62215232849121,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,12,1.0,-1.0,21.62215232849121,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,12,2.0,2.0,21.62215232849121,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,12,2.0,-2.0,21.62215232849121,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,12,4.0,4.0,21.62215232849121,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,12,4.0,-4.0,21.62215232849121,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,12,8.0,8.0,21.62215232849121,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,12,8.0,-8.0,21.62215232849121,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,24,0.0,0.0,31.519142150878906,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,24,0.0,-0.0,31.519142150878906,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,24,1.0,1.0,31.519142150878906,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,24,1.0,-1.0,31.519142150878906,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,24,2.0,2.0,31.519142150878906,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,24,2.0,-2.0,31.519142150878906,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,24,4.0,4.0,31.519142150878906,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,24,4.0,-4.0,31.519142150878906,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,24,8.0,8.0,31.519142150878906,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,24,8.0,-8.0,31.519142150878906,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,36,0.0,0.0,63.567562103271484,0.9999999403953552,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,36,0.0,-0.0,63.567562103271484,0.9999999403953552,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,36,1.0,1.0,63.567562103271484,0.9999999403953552,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,36,1.0,-1.0,63.567562103271484,0.9999999403953552,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,36,2.0,2.0,63.567562103271484,0.9999999403953552,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,36,2.0,-2.0,63.567562103271484,0.9999999403953552,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,36,4.0,4.0,63.567562103271484,0.9999999403953552,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,36,4.0,-4.0,63.567562103271484,0.9999999403953552,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,36,8.0,8.0,63.567562103271484,0.9999999403953552,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,36,8.0,-8.0,63.567562103271484,0.9999999403953552,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,47,0.0,0.0,37.94729232788086,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,47,0.0,-0.0,37.94729232788086,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,47,1.0,1.0,37.94729232788086,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,47,1.0,-1.0,37.94729232788086,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,47,2.0,2.0,37.94729232788086,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,47,2.0,-2.0,37.94729232788086,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,47,4.0,4.0,37.94729232788086,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,47,4.0,-4.0,37.94729232788086,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_long_term,47,8.0,8.0,37.94729232788086,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,mm,steer_immediate,47,8.0,-8.0,37.94729232788086,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_test,mm,steer_long_term,0,0.0,0.0,5.891683578491211,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,0,0.0,-0.0,5.891683578491211,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,0,1.0,1.0,5.891683578491211,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,0,1.0,-1.0,5.891683578491211,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,0,2.0,2.0,5.891683578491211,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,0,2.0,-2.0,5.891683578491211,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,0,4.0,4.0,5.891683578491211,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,0,4.0,-4.0,5.891683578491211,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,0,8.0,8.0,5.891683578491211,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,0,8.0,-8.0,5.891683578491211,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,12,0.0,0.0,21.62215232849121,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,12,0.0,-0.0,21.62215232849121,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,12,1.0,1.0,21.62215232849121,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,12,1.0,-1.0,21.62215232849121,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,12,2.0,2.0,21.62215232849121,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,12,2.0,-2.0,21.62215232849121,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,12,4.0,4.0,21.62215232849121,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,12,4.0,-4.0,21.62215232849121,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,12,8.0,8.0,21.62215232849121,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,12,8.0,-8.0,21.62215232849121,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,24,0.0,0.0,31.519142150878906,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,24,0.0,-0.0,31.519142150878906,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,24,1.0,1.0,31.519142150878906,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,24,1.0,-1.0,31.519142150878906,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,24,2.0,2.0,31.519142150878906,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,24,2.0,-2.0,31.519142150878906,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,24,4.0,4.0,31.519142150878906,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,24,4.0,-4.0,31.519142150878906,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,24,8.0,8.0,31.519142150878906,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,24,8.0,-8.0,31.519142150878906,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,36,0.0,0.0,63.567562103271484,0.9999999403953552,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,36,0.0,-0.0,63.567562103271484,0.9999999403953552,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,36,1.0,1.0,63.567562103271484,0.9999999403953552,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,36,1.0,-1.0,63.567562103271484,0.9999999403953552,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,36,2.0,2.0,63.567562103271484,0.9999999403953552,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,36,2.0,-2.0,63.567562103271484,0.9999999403953552,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,36,4.0,4.0,63.567562103271484,0.9999999403953552,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,36,4.0,-4.0,63.567562103271484,0.9999999403953552,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,36,8.0,8.0,63.567562103271484,0.9999999403953552,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,36,8.0,-8.0,63.567562103271484,0.9999999403953552,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,47,0.0,0.0,37.94729232788086,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,47,0.0,-0.0,37.94729232788086,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,47,1.0,1.0,37.94729232788086,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,47,1.0,-1.0,37.94729232788086,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,47,2.0,2.0,37.94729232788086,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,47,2.0,-2.0,37.94729232788086,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,47,4.0,4.0,37.94729232788086,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,47,4.0,-4.0,37.94729232788086,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_long_term,47,8.0,8.0,37.94729232788086,1.0,0.75,0.25,0.0,0.0,0.75,8,0.75,0.25,0.0,1.0
explicit_test,mm,steer_immediate,47,8.0,-8.0,37.94729232788086,1.0,0.75,0.25,0.0,0.0,0.25,8,0.75,0.25,0.0,1.0
implicit_full,mm,steer_long_term,0,0.0,0.0,5.891683578491211,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,0,0.0,-0.0,5.891683578491211,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,0,1.0,1.0,5.891683578491211,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,0,1.0,-1.0,5.891683578491211,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,0,2.0,2.0,5.891683578491211,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,0,2.0,-2.0,5.891683578491211,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,0,4.0,4.0,5.891683578491211,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,0,4.0,-4.0,5.891683578491211,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,0,8.0,8.0,5.891683578491211,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,0,8.0,-8.0,5.891683578491211,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,12,0.0,0.0,21.62215232849121,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,12,0.0,-0.0,21.62215232849121,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,12,1.0,1.0,21.62215232849121,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,12,1.0,-1.0,21.62215232849121,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,12,2.0,2.0,21.62215232849121,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,12,2.0,-2.0,21.62215232849121,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,12,4.0,4.0,21.62215232849121,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,12,4.0,-4.0,21.62215232849121,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,12,8.0,8.0,21.62215232849121,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,12,8.0,-8.0,21.62215232849121,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,24,0.0,0.0,31.519142150878906,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,24,0.0,-0.0,31.519142150878906,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,24,1.0,1.0,31.519142150878906,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,24,1.0,-1.0,31.519142150878906,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,24,2.0,2.0,31.519142150878906,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,24,2.0,-2.0,31.519142150878906,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,24,4.0,4.0,31.519142150878906,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,24,4.0,-4.0,31.519142150878906,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,24,8.0,8.0,31.519142150878906,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,24,8.0,-8.0,31.519142150878906,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,36,0.0,0.0,63.567562103271484,0.9999999403953552,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,36,0.0,-0.0,63.567562103271484,0.9999999403953552,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,36,1.0,1.0,63.567562103271484,0.9999999403953552,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,36,1.0,-1.0,63.567562103271484,0.9999999403953552,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,36,2.0,2.0,63.567562103271484,0.9999999403953552,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,36,2.0,-2.0,63.567562103271484,0.9999999403953552,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,36,4.0,4.0,63.567562103271484,0.9999999403953552,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,36,4.0,-4.0,63.567562103271484,0.9999999403953552,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,36,8.0,8.0,63.567562103271484,0.9999999403953552,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,36,8.0,-8.0,63.567562103271484,0.9999999403953552,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,47,0.0,0.0,37.94729232788086,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,47,0.0,-0.0,37.94729232788086,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,47,1.0,1.0,37.94729232788086,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,47,1.0,-1.0,37.94729232788086,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,47,2.0,2.0,37.94729232788086,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,47,2.0,-2.0,37.94729232788086,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,47,4.0,4.0,37.94729232788086,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,47,4.0,-4.0,37.94729232788086,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_long_term,47,8.0,8.0,37.94729232788086,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
implicit_full,mm,steer_immediate,47,8.0,-8.0,37.94729232788086,1.0,0.5,0.5,0.0,0.0,0.5,20,0.5,0.5,0.0,1.0
explicit_train,wmm,steer_long_term,0,0.0,0.0,1.6087846755981445,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_immediate,0,0.0,-0.0,1.6087846755981445,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_long_term,0,1.0,1.0,1.6087846755981445,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_immediate,0,1.0,-1.0,1.6087846755981445,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_long_term,0,2.0,2.0,1.6087846755981445,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_immediate,0,2.0,-2.0,1.6087846755981445,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_long_term,0,4.0,4.0,1.6087846755981445,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_immediate,0,4.0,-4.0,1.6087846755981445,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_long_term,0,8.0,8.0,1.6087846755981445,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_immediate,0,8.0,-8.0,1.6087846755981445,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_long_term,12,0.0,0.0,0.28969040513038635,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_immediate,12,0.0,-0.0,0.28969040513038635,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_long_term,12,1.0,1.0,0.28969040513038635,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_immediate,12,1.0,-1.0,0.28969040513038635,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_long_term,12,2.0,2.0,0.28969040513038635,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_immediate,12,2.0,-2.0,0.28969040513038635,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_long_term,12,4.0,4.0,0.28969040513038635,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_immediate,12,4.0,-4.0,0.28969040513038635,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_long_term,12,8.0,8.0,0.28969040513038635,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_immediate,12,8.0,-8.0,0.28969040513038635,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_long_term,24,0.0,0.0,0.17589330673217773,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_immediate,24,0.0,-0.0,0.17589330673217773,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_long_term,24,1.0,1.0,0.17589330673217773,1.0,0.875,0.125,0.0,0.0,0.875,8,0.875,0.125,0.0,1.0
explicit_train,wmm,steer_immediate,24,1.0,-1.0,0.17589330673217773,1.0,0.875,0.125,0.0,0.0,0.125,8,0.875,0.125,0.0,1.0
