session,filler_turns,pathology,gold,condition,evidence_share,target_share,scale,pred,correct,pattern_err,bias_sd
0,35,Pulmonary embolism,E,back_20_headpattern,0.08796195685863495,0.08797004818916321,,C,False,0.002716370625421405,1.1741055250167847
0,42,Anemia,A,back_20,0.030270834997660256,,1.0,A,True,,
0,42,Anemia,A,local,0.08388751044333276,,1.0,D,False,,
0,42,Anemia,A,back_20_clamped,0.08373685355831745,0.08388751044333276,3.905183165229186,A,True,,
0,42,Anemia,A,back_20_headpattern,0.08320832997560501,0.08388751745223999,,A,True,0.005434190388768911,1.1837588548660278
0,42,Myasthenia gravis,E,back_20,0.022172015404415074,,1.0,E,True,,
0,42,Myasthenia gravis,E,local,0.05959400812366766,,1.0,E,True,,
0,42,Myasthenia gravis,E,back_20_clamped,0.059550876341359776,0.05959400812366766,3.4733418077313054,E,True,,
0,42,Myasthenia gravis,E,back_20_headpattern,0.05853893607854843,0.059594009071588516,,E,True,0.0014711724361404777,1.2538785934448242
0,42,URTI,A,back_20,0.025030121554691906,,1.0,B,False,,
0,42,URTI,A,local,0.07161899575805819,,1.0,B,False,,
0,42,URTI,A,back_20_clamped,0.07166057893254216,0.07161899575805819,3.4733418077313054,B,False,,
0,42,URTI,A,back_20_headpattern,0.07350432872772217,0.07161899656057358,,B,False,0.006518817972391844,1.1975131034851074
0,42,Inguinal hernia,C,back_20,0.028931445077675685,,1.0,E,False,,
0,42,Inguinal hernia,C,local,0.07563028255117388,,1.0,C,True,,
0,42,Inguinal hernia,C,back_20_clamped,0.07568901404163475,0.07563028255117388,3.3978556152525026,E,False,,
0,42,Inguinal hernia,C,back_20_headpattern,0.0747828483581543,0.07563028484582901,,D,False,0.0015341221587732434,1.1726816892623901
0,42,Pneumonia,D,back_20,0.04050212855642871,,1.0,D,True,,
0,42,Pneumonia,D,local,0.0991859696409847,,1.0,D,True,,
0,42,Pneumonia,D,back_20_clamped,0.09930579752704055,0.0991859696409847,3.4988747130758036,D,True,,
0,42,Pneumonia,D,back_20_headpattern,0.09795239567756653,0.09918596595525742,,D,True,0.0019748122431337833,1.1903935670852661
0,42,Myocarditis,C,back_20,0.022829096696718496,,1.0,E,False,,
0,42,Myocarditis,C,local,0.06665207872447354,,1.0,E,False,,
0,42,Myocarditis,C,back_20_clamped,0.06658939804894715,0.06665207872447354,3.7372848618005787,E,False,,
0,42,Myocarditis,C,back_20_headpattern,0.06702103465795517,0.0666520819067955,,C,True,0.0011920217657461762,1.156400203704834
0,42,Boerhaave,D,back_20,0.02133714801679272,,1.0,E,False,,
0,42,Boerhaave,D,local,0.06249346663173583,,1.0,E,False,,
0,42,Boerhaave,D,back_20_clamped,0.06232056395896696,0.06249346663173583,3.656062390750353,E,False,,
0,42,Boerhaave,D,back_20_headpattern,0.06195638328790665,0.0624934658408165,,E,False,0.0027315434999763966,1.1920808553695679
0,42,Anemia,C,back_20,0.02619549992831493,,1.0,E,False,,
0,42,Anemia,C,local,0.07783779417371761,,1.0,E,False,,
0,42,Anemia,C,back_20_clamped,0.07786061705067429,0.07783779417371761,3.9628090307688804,E,False,,
0,42,Anemia,C,back_20_headpattern,0.07484416663646698,0.07783778756856918,,C,True,0.0056754001416265965,1.169575810432434
1,21,Stable angina,B,back_20,0.04505028344946513,,1.0,C,False,,
1,21,Stable angina,B,local,0.08890811782066521,,1.0,B,True,,
1,21,Stable angina,B,back_20_clamped,0.08863612627179562,0.08890811782066521,2.7476395221539325,C,False,,
1,21,Stable angina,B,back_20_headpattern,0.09193480759859085,0.0889081135392189,,C,False,0.004027840215712786,1.1340148448944092
1,21,Allergic sinusitis,B,back_20,0.02920121522398135,,1.0,D,False,,
1,21,Allergic sinusitis,B,local,0.06722447169738643,,1.0,D,False,,
1,21,Allergic sinusitis,B,back_20_clamped,0.06729904731554683,0.06722447169738643,2.8086806225764014,B,True,,
1,21,Allergic sinusitis,B,back_20_headpattern,0.06749027222394943,0.06722447276115417,,B,True,0.0016486271051689982,1.2474241256713867
1,21,SLE,C,back_20,0.04636977465624728,,1.0,E,False,,
1,21,SLE,C,local,0.10437434402899726,,1.0,E,False,,
1,21,SLE,C,back_20_clamped,0.1046918036242857,0.10437434402899726,3.25176920420377,E,False,,
1,21,SLE,C,back_20_headpattern,0.10359803587198257,0.10437434911727905,,D,False,0.0017344235675409436,1.1612142324447632
1,21,Panic attack,E,back_20,0.03922714642837097,,1.0,C,False,,
1,21,Panic attack,E,local,0.08404680950178545,,1.0,E,True,,
1,21,Panic attack,E,back_20_clamped,0.08397888645104179,0.08404680950178545,2.9348611864995338,E,True,,
1,21,Panic attack,E,back_20_headpattern,0.08363766968250275,0.08404681086540222,,C,False,0.001240556943230331,1.1492044925689697
1,21,Pneumonia,B,back_20,0.06267551380033563,,1.0,E,False,,
1,21,Pneumonia,B,local,0.12013345941488751,,1.0,B,True,,
1,21,Pneumonia,B,back_20_clamped,0.1223420773112712,0.12013345941488751,2.58179870402587,E,False,,
1,21,Pneumonia,B,back_20_headpattern,0.12464085221290588,0.12013345211744308,,D,False,0.005963047966361046,1.1316534280776978
1,21,URTI,A,back_20,0.038160909774430374,,1.0,B,False,,
1,21,URTI,A,local,0.07430213074076164,,1.0,A,True,,
1,21,URTI,A,back_20_clamped,0.07447439217477045,0.07430213074076164,2.66830999811172,B,False,,
1,21,URTI,A,back_20_headpattern,0.07240638136863708,0.07430212944746017,,B,False,0.003307085018604994,1.2135422229766846
1,21,Acute laryngitis,C,back_20,0.033460114863060234,,1.0,D,False,,
1,21,Acute laryngitis,C,local,0.0764387061461207,,1.0,A,False,,
1,21,Acute laryngitis,C,back_20_clamped,0.07633158572203519,0.0764387061461207,3.0667104386259387,D,False,,
1,21,Acute laryngitis,C,back_20_headpattern,0.07536264508962631,0.07643871009349823,,D,False,0.001733320066705346,1.2593706846237183
1,21,URTI,A,back_20,0.04012897242027909,,1.0,B,False,,
1,21,URTI,A,local,0.08108061868455252,,1.0,A,True,,
1,21,URTI,A,back_20_clamped,0.08109354923360054,0.08108061868455252,2.648838107232932,B,False,,
1,21,URTI,A,back_20_headpattern,0.08014079928398132,0.08108062297105789,,B,False,0.001546669052913785,1.1742734909057617
1,28,Guillain-Barré syndrome,C,back_20,0.02002637420501845,,1.0,A,False,,
1,28,Guillain-Barré syndrome,C,local,0.060865147524168606,,1.0,A,False,,
1,28,Guillain-Barré syndrome,C,back_20_clamped,0.060846546911529284,0.060865147524168606,3.4228336135610484,E,False,,
1,28,Guillain-Barré syndrome,C,back_20_headpattern,0.06044137477874756,0.06086514890193939,,E,False,0.00240553286857903,1.223511815071106
1,28,Viral pharyngitis,A,back_20,0.02452030918596477,,1.0,E,False,,
1,28,Viral pharyngitis,A,local,0.06772882904539301,,1.0,C,False,,
1,28,Viral pharyngitis,A,back_20_clamped,0.06772939660396979,0.06772882904539301,3.4228336135610484,E,False,,
1,28,Viral pharyngitis,A,back_20_headpattern,0.06711583584547043,0.06772883236408234,,E,False,0.0021999236196279526,1.3455030918121338
1,28,Atrial fibrillation,A,back_20,0.02357872639348442,,1.0,A,True,,
1,28,Atrial fibrillation,A,local,0.07658203617592108,,1.0,D,False,,
1,28,Atrial fibrillation,A,back_20_clamped,0.07673449999196566,0.07658203617592108,3.9338905823595067,A,True,,
1,28,Atrial fibrillation,A,back_20_headpattern,0.07658126950263977,0.07658203691244125,,A,True,0.002049853792414069,1.3387616872787476
1,28,Scombroid food poisoning,D,back_20,0.028983280393338015,,1.0,E,False,,
1,28,Scombroid food poisoning,D,local,0.07515014586840607,,1.0,E,False,,
1,28,Scombroid food poisoning,D,back_20_clamped,0.07526415216690882,0.07515014586840607,2.9781687367360314,E,False,,
1,28,Scombroid food poisoning,D,back_20_headpattern,0.08358252793550491,0.07515013962984085,,E,False,0.011282655410468578,1.2284246683120728
1,28,Myasthenia gravis,E,back_20,0.02120159697069718,,1.0,E,True,,
1,28,Myasthenia gravis,E,local,0.06189757015124542,,1.0,E,True,,
1,28,Myasthenia gravis,E,back_20_clamped,0.06190222702824377,0.06189757015124542,3.4988747130758036,E,True,,
1,28,Myasthenia gravis,E,back_20_headpattern,0.06295659393072128,0.06189757585525513,,E,True,0.004512276500463486,1.2358845472335815
1,28,Possible NSTEMI / STEMI,C,back_20,0.02929529639578264,,1.0,D,False,,
1,28,Possible NSTEMI / STEMI,C,local,0.07638189245849958,,1.0,C,True,,
1,28,Possible NSTEMI / STEMI,C,back_20_clamped,0.07618338819206108,0.07638189245849958,3.0000615721275166,D,False,,
1,28,Possible NSTEMI / STEMI,C,back_20_headpattern,0.08121465146541595,0.07638189196586609,,D,False,0.005422699730843306,1.1551228761672974
1,28,Influenza,C,back_20,0.03290377548065278,,1.0,E,False,,
1,28,Influenza,C,local,0.09300019850093122,,1.0,E,False,,
1,28,Influenza,C,back_20_clamped,0.09278407635176214,0.09300019850093122,3.4733418077313054,E,False,,
1,28,Influenza,C,back_20_headpattern,0.09497513622045517,0.09300019592046738,,B,False,0.007146182004362345,1.2116082906723022
1,28,URTI,B,back_20,0.025755285057639056,,1.0,C,False,,
1,28,URTI,B,local,0.07594226396099657,,1.0,B,True,,
1,28,URTI,B,back_20_clamped,0.07591423160515268,0.07594226396099657,3.134839965203738,E,False,,
1,28,URTI,B,back_20_headpattern,0.07639925926923752,0.075942263007164,,C,False,0.0017220791196450591,1.3423558473587036
1,35,Boerhaave,B,back_20,0.019202165063278168,,1.0,A,False,,
1,35,Boerhaave,B,local,0.06110534270192147,,1.0,B,True,,
1,35,Boerhaave,B,back_20_clamped,0.06086851343029667,0.06110534270192147,3.764758040630654,A,False,,
1,35,Boerhaave,B,back_20_headpattern,0.06230849772691727,0.06110534444451332,,A,False,0.002722435398027301,1.232318639755249
1,35,Influenza,C,back_20,0.03520532890553735,,1.0,B,False,,
1,35,Influenza,C,local,0.08713917907130053,,1.0,B,False,,
1,35,Influenza,C,back_20_clamped,0.0873128804505307,0.08713917907130053,3.25176920420377,B,False,,
1,35,Influenza,C,back_20_headpattern,0.0863662138581276,0.08713917434215546,,B,False,0.0015130041865631938,1.153049111366272
1,35,Pulmonary neoplasm,B,back_20,0.02554779074637461,,1.0,C,False,,
1,35,Pulmonary neoplasm,B,local,0.07621410242830962,,1.0,B,True,,
1,35,Pulmonary neoplasm,B,back_20_clamped,0.07613623037176506,0.07621410242830962,3.602897133959456,C,False,,
1,35,Pulmonary neoplasm,B,back_20_headpattern,0.0759483352303505,0.07621409744024277,,D,False,0.0015442091971635818,1.1990716457366943
1,35,Unstable angina,D,back_20,0.03063997607205142,,1.0,E,False,,
1,35,Unstable angina,D,local,0.08043055530572474,,1.0,E,False,,
1,35,Unstable angina,D,back_20_clamped,0.08069354175768384,0.08043055530572474,3.3978556152525026,E,False,,
1,35,Unstable angina,D,back_20_headpattern,0.08010493218898773,0.08043055236339569,,E,False,0.0013178414665162563,1.1557209491729736
1,35,Stable angina,B,back_20,0.027987112634371356,,1.0,D,False,,
1,35,Stable angina,B,local,0.07256749948055585,,1.0,B,True,,
1,35,Stable angina,B,back_20_clamped,0.07237276274735191,0.07256749948055585,3.181098452624184,D,False,,
1,35,Stable angina,B,back_20_headpattern,0.07203945517539978,0.07256750017404556,,B,True,0.001220790552906692,1.1968975067138672
1,35,GERD,C,back_20,0.02589174327214768,,1.0,C,True,,
1,35,GERD,C,local,0.06943924689153391,,1.0,C,True,,
1,35,GERD,C,back_20_clamped,0.06950948372032623,0.06943924689153391,3.2044830459577827,C,True,,
1,35,GERD,C,back_20_headpattern,0.06979300081729889,0.06943924725055695,,C,True,0.0026033895555883646,1.2031657695770264
1,35,Anemia,E,back_20,0.02695401142826239,,1.0,B,False,,
1,35,Anemia,E,local,0.08339987119978787,,1.0,E,True,,
1,35,Anemia,E,back_20_clamped,0.08347794744161754,0.08339987119978787,3.991940061770702,E,True,,
1,35,Anemia,E,back_20_headpattern,0.0832044780254364,0.08339987695217133,,C,False,0.001637076959013939,1.2399007081985474
1,35,PSVT,A,back_20,0.02052464279647695,,1.0,D,False,,
1,35,PSVT,A,local,0.06560415682662324,,1.0,D,False,,
1,35,PSVT,A,back_20_clamped,0.06563356058952075,0.06560415682662324,3.8483952760727633,D,False,,
1,35,PSVT,A,back_20_headpattern,0.06335397809743881,0.06560415774583817,,D,False,0.004339651204645634,1.2427493333816528
1,42,Panic attack,A,back_20,0.029104177188210248,,1.0,B,False,,
1,42,Panic attack,A,local,0.07823292492560086,,1.0,B,False,,
1,42,Panic attack,A,back_20_clamped,0.0782208004479178,0.07823292492560086,3.710012167449687,B,False,,
1,42,Panic attack,A,back_20_headpattern,0.07747520506381989,0.07823292911052704,,B,False,0.0015877725090831518,1.177409052848816
1,42,Pancreatic neoplasm,D,back_20,0.029697569537482385,,1.0,E,False,,
1,42,Pancreatic neoplasm,D,local,0.0820949342358972,,1.0,D,True,,
1,42,Pancreatic neoplasm,D,back_20_clamped,0.0822071133571344,0.0820949342358972,3.710012167449687,D,True,,
1,42,Pancreatic neoplasm,D,back_20_headpattern,0.08049118518829346,0.0820949375629425,,D,True,0.002371753565967083,1.2206894159317017
1,42,GERD,D,back_20,0.020883867154463623,,1.0,E,False,,
1,42,GERD,D,local,0.06102286638136434,,1.0,D,True,,
1,42,GERD,D,back_20_clamped,0.0609657771098171,0.06102286638136434,3.3730598929380426,D,True,,
1,42,GERD,D,back_20_headpattern,0.06302447617053986,0.06102287024259567,,D,True,0.003078973386436701,1.2191455364227295
1,42,GERD,D,back_20,0.02171078795165641,,1.0,D,True,,
1,42,GERD,D,local,0.07026892352223513,,1.0,D,True,,
1,42,GERD,D,back_20_clamped,0.07004143390408103,0.07026892352223513,4.021285238082237,D,True,,
1,42,GERD,D,back_20_headpattern,0.06867441534996033,0.07026892900466919,,D,True,0.0028229430317878723,1.2202494144439697
1,42,Acute rhinosinusitis,C,back_20,0.023932627573655663,,1.0,D,False,,
1,42,Acute rhinosinusitis,C,local,0.0755930058844001,,1.0,D,False,,
1,42,Acute rhinosinusitis,C,back_20_clamped,0.07548113899426104,0.0755930058844001,3.8766852393851736,E,False,,
1,42,Acute rhinosinusitis,C,back_20_headpattern,0.07875385135412216,0.0755930095911026,,D,False,0.004098310600966215,1.227494478225708
1,42,Viral pharyngitis,B,back_20,0.022472835407221607,,1.0,B,True,,
1,42,Viral pharyngitis,B,local,0.06497075633694749,,1.0,B,True,,
1,42,Viral pharyngitis,B,back_20_clamped,0.0649670753210232,0.06497075633694749,3.4988747130758036,B,True,,
1,42,Viral pharyngitis,B,back_20_headpattern,0.06760313361883163,0.06497076153755188,,B,True,0.004968058317899704,1.277734637260437
1,42,Pancreatic neoplasm,D,back_20,0.02922484902820304,,1.0,E,False,,
1,42,Pancreatic neoplasm,D,local,0.07764333801731027,,1.0,D,True,,
1,42,Pancreatic neoplasm,D,back_20_clamped,0.07771932085969685,0.07764333801731027,3.4988747130758036,D,True,,
1,42,Pancreatic neoplasm,D,back_20_headpattern,0.07797521352767944,0.07764333486557007,,D,True,0.002128550549969077,1.224753499031067
1,42,Viral pharyngitis,B,back_20,0.022027993095298133,,1.0,E,False,,
1,42,Viral pharyngitis,B,local,0.06672375042290923,,1.0,E,False,,
1,42,Viral pharyngitis,B,back_20_clamped,0.06671348695651208,0.06672375042290923,3.7924331777226605,E,False,,
1,42,Viral pharyngitis,B,back_20_headpattern,0.06570710986852646,0.06672374904155731,,D,False,0.0019203764386475086,1.270053505897522
2,21,Pancreatic neoplasm,C,back_20,0.04581808119475109,,1.0,C,True,,
2,21,Pancreatic neoplasm,C,local,0.08766849847916092,,1.0,C,True,,
2,21,Pancreatic neoplasm,C,back_20_clamped,0.08754725798043694,0.08766849847916092,2.516456000050855,C,True,,
2,21,Pancreatic neoplasm,C,back_20_headpattern,0.08753666281700134,0.0876685082912445,,C,True,0.001500784303061664,1.166329264640808
2,21,Chronic rhinosinusitis,B,back_20,0.04316429032811446,,1.0,E,False,,
2,21,Chronic rhinosinusitis,B,local,0.08799286961993857,,1.0,B,True,,
2,21,Chronic rhinosinusitis,B,back_20_clamped,0.08818429811776235,0.08799286961993857,2.788184382396333,E,False,,
2,21,Chronic rhinosinusitis,B,back_20_headpattern,0.08751782029867172,0.08799286931753159,,B,True,0.0019940203055739403,1.1850223541259766
2,21,Epiglottitis,A,back_20,0.04342062815064608,,1.0,C,False,,
2,21,Epiglottitis,A,local,0.08532315980835392,,1.0,C,False,,
2,21,Epiglottitis,A,back_20_clamped,0.08525807527537929,0.08532315980835392,2.6103195746923396,E,False,,
2,21,Epiglottitis,A,back_20_headpattern,0.08556810766458511,0.08532315492630005,,A,True,0.0014339993940666318,1.1613409519195557
2,21,Pulmonary neoplasm,B,back_20,0.038761820844501846,,1.0,E,False,,
2,21,Pulmonary neoplasm,B,local,0.08103324514377164,,1.0,B,True,,
2,21,Pulmonary neoplasm,B,back_20_clamped,0.08112658858802266,0.08103324514377164,2.788184382396333,E,False,,
2,21,Pulmonary neoplasm,B,back_20_headpattern,0.07965931296348572,0.08103324472904205,,E,False,0.0022895149886608124,1.1863975524902344
2,21,Stable angina,D,back_20,0.04282074265551699,,1.0,E,False,,
2,21,Stable angina,D,local,0.08286816450984702,,1.0,E,False,,
2,21,Stable angina,D,back_20_clamped,0.08288865935829398,0.08286816450984702,2.5349547359684874,E,False,,
2,21,Stable angina,D,back_20_headpattern,0.08271855860948563,0.08286816626787186,,E,False,0.0011733622523024678,1.1443471908569336
2,21,Acute otitis media,E,back_20,0.035916557058928524,,1.0,E,True,,
2,21,Acute otitis media,E,local,0.07380764733807155,,1.0,E,True,,
2,21,Acute otitis media,E,back_20_clamped,0.07395915014750441,0.07380764733807155,2.6780995554453755,E,True,,
2,21,Acute otitis media,E,back_20_headpattern,0.07304008305072784,0.07380764186382294,,E,True,0.0015560132451355457,1.2427810430526733
2,21,Scombroid food poisoning,B,back_20,0.045029896772834456,,1.0,B,True,,
2,21,Scombroid food poisoning,B,local,0.08408771376161894,,1.0,A,False,,
2,21,Scombroid food poisoning,B,back_20_clamped,0.08405417444433191,0.08408771376161894,2.390690009668863,B,True,,
2,21,Scombroid food poisoning,B,back_20_headpattern,0.08358073234558105,0.08408771455287933,,B,True,0.0014861335512250662,1.1918375492095947
2,21,Boerhaave,E,back_20,0.039299935570135114,,1.0,D,False,,
2,21,Boerhaave,E,local,0.08164990019076868,,1.0,D,False,,
