train_dataset,train_dataset_label,feature_name,train_domain,cross_domain,layer,train_size,explicit_train_question_count,explicit_test_question_count,implicit_train_question_count,implicit_test_question_count,whitener_cov_reg_condition_number,wmm_reg,mm_raw_norm,mm_vector_norm,wmm_raw_norm,wmm_vector_norm,lr_train_acc,lr_explicit_holdout_acc,lr_implicit_holdout_acc,lr_explicit_full_acc,lr_implicit_full_acc,lr_in_domain_holdout_acc,lr_cross_domain_holdout_acc,lr_in_domain_full_acc,lr_cross_domain_full_acc,wlr_train_acc,wlr_explicit_holdout_acc,wlr_implicit_holdout_acc,wlr_explicit_full_acc,wlr_implicit_full_acc,wlr_in_domain_holdout_acc,wlr_cross_domain_holdout_acc,wlr_in_domain_full_acc,wlr_cross_domain_full_acc,mm_train_acc,mm_explicit_holdout_acc,mm_implicit_holdout_acc,mm_explicit_full_acc,mm_implicit_full_acc,mm_in_domain_holdout_acc,mm_cross_domain_holdout_acc,mm_in_domain_full_acc,mm_cross_domain_full_acc,wmm_train_acc,wmm_explicit_holdout_acc,wmm_implicit_holdout_acc,wmm_explicit_full_acc,wmm_implicit_full_acc,wmm_in_domain_holdout_acc,wmm_cross_domain_holdout_acc,wmm_in_domain_full_acc,wmm_cross_domain_full_acc
explicit_train_only,explicit train only,mean_answer_tokens,explicit,implicit,48,800,400,100,210,90,50407.08315058341,0.01,76.5350570678711,1.0,0.24859081208705902,0.9999999403953552,1.0,0.98,0.7722222222222223,0.996,0.8066666666666666,0.98,0.7722222222222223,0.996,0.8066666666666666,1.0,0.98,0.7222222222222222,0.996,0.7116666666666667,0.98,0.7222222222222222,0.996,0.7116666666666667,0.825,0.775,0.5055555555555555,0.815,0.5016666666666667,0.775,0.5055555555555555,0.815,0.5016666666666667,1.0,0.98,0.7277777777777777,0.996,0.7183333333333334,0.98,0.7277777777777777,0.996,0.7183333333333334
implicit_train_only,implicit train only,last_answer_token,implicit,explicit,24,420,400,100,210,90,16942.186690459937,0.01,47.85240173339844,1.0,0.17221112549304962,0.9999999403953552,1.0,0.845,0.9722222222222222,0.865,0.9916666666666667,0.9722222222222222,0.845,0.9916666666666667,0.865,1.0,0.865,0.9611111111111111,0.88,0.9883333333333333,0.9611111111111111,0.865,0.9883333333333333,0.88,0.7642857142857142,0.64,0.7277777777777777,0.615,0.7533333333333333,0.7277777777777777,0.64,0.7533333333333333,0.615,1.0,0.865,0.9611111111111111,0.879,0.9883333333333333,0.9611111111111111,0.865,0.9883333333333333,0.879
implicit_train_only,implicit train only,last_answer_token,implicit,explicit,28,420,400,100,210,90,15551.976127900696,0.01,50.42628479003906,1.0,0.1526675820350647,0.9999999403953552,1.0,0.825,0.9833333333333333,0.857,0.995,0.9833333333333333,0.825,0.995,0.857,1.0,0.845,0.9722222222222222,0.858,0.9916666666666667,0.9722222222222222,0.845,0.9916666666666667,0.858,0.7452380952380953,0.59,0.7277777777777777,0.587,0.74,0.7277777777777777,0.59,0.74,0.587,1.0,0.845,0.9722222222222222,0.858,0.9916666666666667,0.9722222222222222,0.845,0.9916666666666667,0.858
implicit_train_only,implicit train only,last_answer_token,implicit,explicit,32,420,400,100,210,90,15281.417343786066,0.01,48.9696044921875,1.0,0.15579472482204437,0.9999999403953552,1.0,0.825,0.95,0.871,0.985,0.95,0.825,0.985,0.871,1.0,0.86,0.9555555555555556,0.879,0.9866666666666667,0.9555555555555556,0.86,0.9866666666666667,0.879,0.8523809523809524,0.685,0.8277777777777777,0.67,0.845,0.8277777777777777,0.685,0.845,0.67,1.0,0.86,0.9555555555555556,0.879,0.9866666666666667,0.9555555555555556,0.86,0.9866666666666667,0.879
implicit_train_only,implicit train only,last_answer_token,implicit,explicit,36,420,400,100,210,90,16913.372361044654,0.01,56.40577697753906,1.0000001192092896,0.14885319769382477,0.9999999403953552,1.0,0.855,0.9666666666666667,0.88,0.99,0.9666666666666667,0.855,0.99,0.88,1.0,0.875,0.9611111111111111,0.896,0.9883333333333333,0.9611111111111111,0.875,0.9883333333333333,0.896,0.8333333333333334,0.69,0.8111111111111111,0.688,0.8266666666666667,0.8111111111111111,0.69,0.8266666666666667,0.688,1.0,0.875,0.9611111111111111,0.896,0.9883333333333333,0.9611111111111111,0.875,0.9883333333333333,0.896
implicit_train_only,implicit train only,last_answer_token,implicit,explicit,40,420,400,100,210,90,20981.06136880381,0.01,61.00498962402344,1.0,0.15562179684638977,0.9999999403953552,1.0,0.86,0.9611111111111111,0.883,0.9883333333333333,0.9611111111111111,0.86,0.9883333333333333,0.883,1.0,0.85,0.9555555555555556,0.876,0.9866666666666667,0.9555555555555556,0.85,0.9866666666666667,0.876,0.8333333333333334,0.69,0.8166666666666667,0.696,0.8283333333333334,0.8166666666666667,0.69,0.8283333333333334,0.696,1.0,0.85,0.9555555555555556,0.876,0.9866666666666667,0.9555555555555556,0.85,0.9866666666666667,0.876
implicit_train_only,implicit train only,last_answer_token,implicit,explicit,44,420,400,100,210,90,21999.52943915551,0.01,63.742557525634766,1.0,0.15307439863681793,0.9999999403953552,1.0,0.845,0.9722222222222222,0.88,0.9916666666666667,0.9722222222222222,0.845,0.9916666666666667,0.88,1.0,0.86,0.9611111111111111,0.88,0.9883333333333333,0.9611111111111111,0.86,0.9883333333333333,0.88,0.8404761904761905,0.695,0.8388888888888889,0.707,0.84,0.8388888888888889,0.695,0.84,0.707,1.0,0.86,0.9611111111111111,0.88,0.9883333333333333,0.9611111111111111,0.86,0.9883333333333333,0.88
implicit_train_only,implicit train only,last_answer_token,implicit,explicit,48,420,400,100,210,90,23338.270530919952,0.01,81.60345458984375,0.9999999403953552,0.12700903415679932,0.9999998807907104,1.0,0.835,0.9833333333333333,0.869,0.995,0.9833333333333333,0.835,0.995,0.869,1.0,0.81,0.95,0.819,0.985,0.95,0.81,0.985,0.819,0.85,0.7,0.8666666666666667,0.725,0.855,0.8666666666666667,0.7,0.855,0.725,1.0,0.81,0.95,0.819,0.985,0.95,0.81,0.985,0.819
implicit_train_only,implicit train only,mean_answer_tokens,implicit,explicit,24,420,400,100,210,90,22606.56451501431,0.01,30.90041732788086,0.9999999403953552,0.3117949962615967,0.9999998807907104,1.0,0.905,0.9833333333333333,0.922,0.995,0.9833333333333333,0.905,0.995,0.922,1.0,0.855,0.9666666666666667,0.869,0.99,0.9666666666666667,0.855,0.99,0.869,0.5833333333333334,0.51,0.5944444444444444,0.513,0.5866666666666667,0.5944444444444444,0.51,0.5866666666666667,0.513,1.0,0.855,0.9666666666666667,0.869,0.99,0.9666666666666667,0.855,0.99,0.869
implicit_train_only,implicit train only,mean_answer_tokens,implicit,explicit,28,420,400,100,210,90,20318.74161161795,0.01,34.97119903564453,1.0,0.25809359550476074,0.9999999403953552,1.0,0.87,0.9722222222222222,0.9,0.9916666666666667,0.9722222222222222,0.87,0.9916666666666667,0.9,1.0,0.845,0.9666666666666667,0.838,0.99,0.9666666666666667,0.845,0.99,0.838,0.5904761904761905,0.515,0.6111111111111112,0.514,0.5966666666666667,0.6111111111111112,0.515,0.5966666666666667,0.514,1.0,0.845,0.9666666666666667,0.839,0.99,0.9666666666666667,0.845,0.99,0.839
implicit_train_only,implicit train only,mean_answer_tokens,implicit,explicit,32,420,400,100,210,90,19227.66557744529,0.01,35.010162353515625,0.9999998807907104,0.25483372807502747,1.0,1.0,0.875,0.9888888888888889,0.898,0.9966666666666667,0.9888888888888889,0.875,0.9966666666666667,0.898,1.0,0.865,0.9666666666666667,0.863,0.99,0.9666666666666667,0.865,0.99,0.863,0.7761904761904762,0.565,0.75,0.585,0.7683333333333333,0.75,0.565,0.7683333333333333,0.585,1.0,0.865,0.9666666666666667,0.862,0.99,0.9666666666666667,0.865,0.99,0.862
implicit_train_only,implicit train only,mean_answer_tokens,implicit,explicit,36,420,400,100,210,90,23454.531505501425,0.01,39.03438949584961,1.0,0.250932514667511,0.9999999403953552,1.0,0.885,0.9888888888888889,0.922,0.9966666666666667,0.9888888888888889,0.885,0.9966666666666667,0.922,1.0,0.875,0.9722222222222222,0.866,0.9916666666666667,0.9722222222222222,0.875,0.9916666666666667,0.866,0.7380952380952381,0.565,0.7277777777777777,0.574,0.735,0.7277777777777777,0.565,0.735,0.574,1.0,0.875,0.9722222222222222,0.866,0.9916666666666667,0.9722222222222222,0.875,0.9916666666666667,0.866
implicit_train_only,implicit train only,mean_answer_tokens,implicit,explicit,40,420,400,100,210,90,27789.670651162167,0.01,40.73870849609375,1.0,0.27639925479888916,1.0,1.0,0.91,0.9833333333333333,0.941,0.995,0.9833333333333333,0.91,0.995,0.941,1.0,0.86,0.9611111111111111,0.855,0.9883333333333333,0.9611111111111111,0.86,0.9883333333333333,0.855,0.8166666666666667,0.6,0.8,0.623,0.8116666666666666,0.8,0.6,0.8116666666666666,0.623,1.0,0.86,0.9611111111111111,0.855,0.9883333333333333,0.9611111111111111,0.86,0.9883333333333333,0.855
implicit_train_only,implicit train only,mean_answer_tokens,implicit,explicit,44,420,400,100,210,90,27983.409812987455,0.01,41.11653518676758,1.0,0.2772275507450104,1.0,1.0,0.91,0.9833333333333333,0.945,0.995,0.9833333333333333,0.91,0.995,0.945,1.0,0.87,0.9777777777777777,0.862,0.9933333333333333,0.9777777777777777,0.87,0.9933333333333333,0.862,0.7095238095238096,0.56,0.7222222222222222,0.577,0.7133333333333334,0.7222222222222222,0.56,0.7133333333333334,0.577,1.0,0.875,0.9777777777777777,0.863,0.9933333333333333,0.9777777777777777,0.875,0.9933333333333333,0.863
implicit_train_only,implicit train only,mean_answer_tokens,implicit,explicit,48,420,400,100,210,90,29124.989017756612,0.01,53.06403350830078,1.0,0.2232913225889206,0.9999998807907104,1.0,0.9,0.9833333333333333,0.925,0.995,0.9833333333333333,0.9,0.995,0.925,1.0,0.85,0.9722222222222222,0.847,0.9916666666666667,0.9722222222222222,0.85,0.9916666666666667,0.847,0.5571428571428572,0.5,0.5777777777777777,0.508,0.5633333333333334,0.5777777777777777,0.5,0.5633333333333334,0.508,1.0,0.85,0.9722222222222222,0.847,0.9916666666666667,0.9722222222222222,0.85,0.9916666666666667,0.847
