mode,session,position,context_fill,subject,gold,pred,correct
random,1,25,0.699,high_school_geography,A,D,False
random,1,26,0.7146,high_school_biology,C,A,False
random,1,27,0.7371,miscellaneous,A,A,True
random,1,28,0.7507,security_studies,C,A,False
random,1,29,0.7661,international_law,C,A,False
random,1,30,0.7905,professional_medicine,D,C,False
random,1,31,0.8215,miscellaneous,B,A,False
random,1,32,0.8369,moral_scenarios,A,B,False
random,1,33,0.8706,high_school_biology,A,A,True
random,1,34,0.8901,philosophy,C,C,True
random,1,35,0.9124,moral_scenarios,C,B,False
random,2,0,0.0107,high_school_statistics,A,A,True
random,2,1,0.0552,security_studies,A,A,True
random,2,2,0.1145,philosophy,C,C,True
random,2,3,0.1318,moral_scenarios,D,D,True
random,2,4,0.1643,astronomy,C,C,True
random,2,5,0.1875,professional_psychology,B,B,True
random,2,6,0.209,professional_law,D,A,False
random,2,7,0.2515,philosophy,A,A,True
random,2,8,0.272,high_school_government_and_politics,C,C,True
random,2,9,0.2898,prehistory,A,A,True
random,2,10,0.3091,professional_law,B,A,False
random,2,11,0.3667,moral_scenarios,C,D,False
random,2,12,0.4001,moral_scenarios,B,A,False
random,2,13,0.4324,electrical_engineering,B,A,False
random,2,14,0.447,astronomy,A,A,True
random,2,15,0.479,marketing,A,A,True
random,2,16,0.4963,high_school_psychology,D,B,False
random,2,17,0.5166,world_religions,A,A,True
random,2,18,0.5327,college_physics,D,D,True
random,2,19,0.5598,human_sexuality,C,C,True
random,2,20,0.5884,high_school_mathematics,A,C,False
random,2,21,0.6069,high_school_statistics,C,C,True
random,2,22,0.6472,marketing,C,C,True
random,2,23,0.6741,formal_logic,C,C,True
random,2,24,0.7195,logical_fallacies,B,B,True
random,2,25,0.7402,high_school_physics,B,B,True
random,2,26,0.762,professional_psychology,C,C,True
random,2,27,0.7917,nutrition,D,D,True
random,2,28,0.8218,nutrition,C,A,False
random,2,29,0.8433,high_school_macroeconomics,B,B,True
random,2,30,0.8611,college_chemistry,D,D,True
random,2,31,0.8748,high_school_psychology,B,A,False
random,3,0,0.0107,moral_scenarios,C,D,False
random,3,1,0.0422,high_school_psychology,D,D,True
random,3,2,0.0579,high_school_psychology,A,B,False
random,3,3,0.0759,virology,C,B,False
random,3,4,0.0911,human_sexuality,C,C,True
random,3,5,0.1084,miscellaneous,C,C,True
random,3,6,0.1353,jurisprudence,A,A,True
random,3,7,0.1509,high_school_mathematics,B,A,False
random,3,8,0.1787,miscellaneous,C,C,True
random,3,9,0.1946,high_school_psychology,D,D,True
random,3,10,0.2207,conceptual_physics,B,B,True
random,3,11,0.2366,professional_medicine,D,D,True
random,3,12,0.332,medical_genetics,C,B,False
random,3,13,0.3479,high_school_world_history,B,B,True
random,3,14,0.4714,professional_law,C,C,True
random,3,15,0.5532,professional_law,C,C,True
random,3,16,0.604,professional_medicine,B,C,False
random,3,17,0.6418,high_school_biology,C,C,True
random,3,18,0.6704,high_school_biology,B,B,True
random,3,19,0.687,miscellaneous,A,A,True
random,3,20,0.7063,professional_psychology,A,A,True
random,3,21,0.7319,high_school_world_history,B,B,True
random,3,22,0.8149,professional_law,C,A,False
random,3,23,0.8906,moral_scenarios,A,D,False
random,3,24,0.9216,miscellaneous,D,D,True
random,4,0,0.0107,moral_disputes,B,B,True
random,4,1,0.0312,professional_psychology,C,C,True
random,4,2,0.0696,moral_disputes,B,B,True
random,4,3,0.0898,professional_law,A,A,True
random,4,4,0.1541,business_ethics,D,D,True
random,4,5,0.1843,virology,C,B,False
random,4,6,0.2041,professional_law,D,A,False
random,4,7,0.2534,high_school_geography,D,A,False
random,4,8,0.27,miscellaneous,A,A,True
random,4,9,0.2866,miscellaneous,B,B,True
random,4,10,0.3042,high_school_psychology,B,B,True
random,4,11,0.3201,college_medicine,C,D,False
random,4,12,0.3364,marketing,D,D,True
random,4,13,0.3594,conceptual_physics,A,C,False
random,4,14,0.3723,econometrics,B,D,False
random,4,15,0.4067,professional_law,D,C,False
random,4,16,0.4612,professional_law,C,B,False
random,4,17,0.5635,electrical_engineering,C,C,True
random,4,18,0.5769,college_medicine,C,B,False
random,4,19,0.6104,us_foreign_policy,C,C,True
random,4,20,0.6321,human_aging,A,A,True
random,4,21,0.6467,professional_law,D,B,False
random,4,22,0.688,moral_scenarios,C,A,False
random,4,23,0.7188,college_medicine,B,B,True
random,4,24,0.7341,moral_scenarios,D,B,False
random,4,25,0.7649,high_school_macroeconomics,B,B,True
random,4,26,0.781,professional_psychology,C,C,True
random,4,27,0.8062,professional_law,C,B,False
random,4,28,0.9048,high_school_psychology,D,D,True
random,5,0,0.0107,anatomy,C,B,False
random,5,1,0.0364,miscellaneous,B,B,True
random,5,2,0.0503,high_school_biology,A,A,True
random,5,3,0.0806,high_school_government_and_politics,B,B,True
random,5,4,0.1138,college_computer_science,D,D,True
random,5,5,0.1392,high_school_statistics,D,D,True
random,5,6,0.1619,moral_disputes,B,B,True
random,5,7,0.1824,moral_scenarios,B,A,False
random,5,8,0.2139,philosophy,D,D,True
random,5,9,0.23,moral_scenarios,B,A,False
random,5,10,0.261,security_studies,B,B,True
random,5,11,0.3328,high_school_government_and_politics,C,C,True
random,5,12,0.3606,nutrition,D,D,True
random,5,13,0.3811,miscellaneous,C,A,False
random,5,14,0.4109,sociology,D,D,True
random,5,15,0.4351,philosophy,A,A,True
random,5,16,0.4524,professional_medicine,C,B,False
random,5,17,0.4893,miscellaneous,C,C,True
random,5,18,0.5037,professional_psychology,D,D,True
random,5,19,0.521,college_medicine,B,A,False
random,5,20,0.5371,moral_scenarios,B,A,False
random,5,21,0.5681,conceptual_physics,A,B,False
random,5,22,0.5959,college_mathematics,D,D,True
random,5,23,0.6138,high_school_psychology,C,C,True
random,5,24,0.6406,miscellaneous,A,A,True
random,5,25,0.6555,miscellaneous,A,A,True
random,5,26,0.6753,conceptual_physics,C,B,False
random,5,27,0.6924,high_school_psychology,B,B,True
random,5,28,0.7168,clinical_knowledge,C,D,False
random,5,29,0.7432,moral_scenarios,D,B,False
random,5,30,0.7749,high_school_european_history,A,A,True
random,5,31,0.8701,professional_law,B,D,False
random,6,0,0.0107,high_school_biology,C,B,False
random,6,1,0.0422,professional_medicine,B,A,False
random,6,2,0.095,formal_logic,B,C,False
random,6,3,0.1379,moral_scenarios,B,A,False
random,6,4,0.1687,security_studies,C,C,True
random,6,5,0.199,professional_law,B,B,True
random,6,6,0.2979,business_ethics,B,B,True
random,6,7,0.3186,high_school_microeconomics,B,A,False
random,6,8,0.3369,high_school_macroeconomics,D,C,False
random,6,9,0.3574,econometrics,C,D,False
random,6,10,0.3923,moral_scenarios,A,D,False
random,6,11,0.4233,conceptual_physics,A,A,True
random,6,12,0.4414,medical_genetics,B,B,True
random,6,13,0.4626,professional_law,B,B,True
random,6,14,0.5269,college_mathematics,B,C,False
random,6,15,0.5498,high_school_world_history,C,C,True
random,6,16,0.6475,high_school_psychology,B,B,True
random,6,17,0.6648,prehistory,D,D,True
random,6,18,0.6926,high_school_microeconomics,B,D,False
random,6,19,0.7085,logical_fallacies,C,C,True
random,6,20,0.7283,philosophy,C,B,False
random,6,21,0.7468,professional_medicine,C,B,False
random,6,22,0.7898,high_school_statistics,B,C,False
random,6,23,0.8225,professional_medicine,C,D,False
random,6,24,0.8716,high_school_statistics,B,B,True
random,6,25,0.8989,high_school_biology,D,D,True
random,6,26,0.9136,astronomy,B,C,False
random,7,0,0.0107,management,D,D,True
random,7,1,0.0278,international_law,C,A,False
random,7,2,0.0569,high_school_biology,A,A,True
random,7,3,0.0891,virology,C,A,False
random,7,4,0.1045,high_school_psychology,B,B,True
random,7,5,0.1299,clinical_knowledge,C,B,False
random,7,6,0.1533,professional_psychology,C,C,True
random,7,7,0.1704,professional_law,C,D,False
random,7,8,0.2681,conceptual_physics,D,B,False
random,7,9,0.2866,professional_law,C,A,False
random,7,10,0.3962,prehistory,A,A,True
random,7,11,0.4165,business_ethics,C,A,False
random,7,12,0.4346,prehistory,B,A,False
random,7,13,0.4617,philosophy,B,B,True
random,7,14,0.4856,virology,A,A,True
random,7,15,0.5225,marketing,C,C,True
random,7,16,0.5391,global_facts,C,B,False
random,7,17,0.5559,professional_law,A,A,True
random,7,18,0.6335,high_school_physics,B,B,True
random,7,19,0.656,high_school_mathematics,D,C,False
random,7,20,0.6802,marketing,C,A,False
random,7,21,0.707,nutrition,C,C,True
random,7,22,0.7351,high_school_chemistry,A,B,False
random,7,23,0.7612,elementary_mathematics,A,A,True
random,7,24,0.7869,logical_fallacies,C,C,True
random,7,25,0.8052,professional_law,A,A,True
random,7,26,0.832,professional_law,B,A,False
random,7,27,0.9185,college_computer_science,D,D,True
random,8,0,0.0107,college_computer_science,B,D,False
random,8,1,0.0383,conceptual_physics,D,D,True
random,8,2,0.0562,professional_accounting,A,A,True
random,8,3,0.0876,moral_scenarios,B,A,False
random,8,4,0.1179,moral_disputes,A,B,False
random,8,5,0.1375,professional_psychology,C,D,False
random,8,6,0.1562,high_school_macroeconomics,B,B,True
random,8,7,0.1821,conceptual_physics,D,D,True
random,8,8,0.198,high_school_geography,C,B,False
random,8,9,0.2139,professional_psychology,B,B,True
random,8,10,0.2341,high_school_statistics,C,C,True
random,8,11,0.2815,professional_medicine,B,B,True
random,8,12,0.3352,moral_scenarios,B,A,False
random,8,13,0.3667,international_law,C,C,True
random,8,14,0.3862,professional_medicine,B,A,False
random,8,15,0.4441,human_aging,C,C,True
random,8,16,0.4617,college_computer_science,A,D,False
random,8,17,0.4946,professional_psychology,C,C,True
random,8,18,0.5098,college_biology,B,D,False
random,8,19,0.5496,high_school_us_history,C,C,True
random,8,20,0.5994,virology,C,B,False
random,8,21,0.6194,high_school_microeconomics,D,D,True
random,8,22,0.6353,nutrition,D,B,False
random,8,23,0.6555,us_foreign_policy,B,D,False
random,8,24,0.6785,clinical_knowledge,B,B,True
random,8,25,0.6987,elementary_mathematics,D,B,False
random,8,26,0.7158,human_sexuality,C,D,False
random,8,27,0.7341,college_mathematics,B,C,False
random,8,28,0.7627,professional_medicine,A,A,True
random,8,29,0.8201,medical_genetics,C,B,False
random,8,30,0.8359,virology,B,B,True
random,8,31,0.8496,prehistory,C,C,True
random,8,32,0.8721,professional_law,A,C,False
random,8,33,0.9175,security_studies,A,D,False
random,9,0,0.0107,professional_psychology,A,A,True
random,9,1,0.0374,college_medicine,D,D,True
random,9,2,0.0554,prehistory,B,A,False
random,9,3,0.0737,miscellaneous,A,A,True
random,9,4,0.0867,professional_psychology,D,B,False
random,9,5,0.1509,high_school_macroeconomics,B,B,True
random,9,6,0.1741,clinical_knowledge,A,C,False
random,9,7,0.2009,moral_scenarios,B,A,False
random,9,8,0.2346,miscellaneous,C,C,True
random,9,9,0.2588,moral_disputes,B,A,False
random,9,10,0.2812,security_studies,D,D,True
random,9,11,0.2996,high_school_mathematics,B,B,True
random,9,12,0.3184,high_school_government_and_politics,D,D,True
random,9,13,0.3474,college_computer_science,D,D,True
random,9,14,0.3728,professional_law,C,C,True
random,9,15,0.4297,public_relations,B,B,True
random,9,16,0.4448,professional_accounting,C,C,True
random,9,17,0.4741,high_school_chemistry,B,C,False
random,9,18,0.5178,nutrition,C,B,False
random,9,19,0.5347,high_school_macroeconomics,B,C,False
random,9,20,0.5632,high_school_microeconomics,A,A,True
random,9,21,0.5796,miscellaneous,A,A,True
random,9,22,0.5933,professional_accounting,C,C,True
random,9,23,0.6292,sociology,C,C,True
random,9,24,0.6504,miscellaneous,B,B,True
random,9,25,0.668,nutrition,C,A,False
random,9,26,0.6943,high_school_us_history,C,C,True
random,9,27,0.7512,nutrition,B,B,True
random,9,28,0.7754,high_school_psychology,D,B,False
random,9,29,0.7937,high_school_geography,A,A,True
random,9,30,0.8079,human_sexuality,B,D,False
random,9,31,0.8235,moral_disputes,A,B,False
random,9,32,0.8396,marketing,B,B,True
random,9,33,0.8594,global_facts,C,B,False
random,9,34,0.8765,jurisprudence,D,B,False
random,9,35,0.8916,clinical_knowledge,C,C,True
random,9,36,0.917,elementary_mathematics,D,C,False
random,10,0,0.0107,machine_learning,A,A,True
random,10,1,0.0281,high_school_biology,D,D,True
random,10,2,0.0452,computer_security,D,D,True
random,10,3,0.0613,security_studies,A,A,True
random,10,4,0.1333,us_foreign_policy,C,C,True
random,10,5,0.1479,philosophy,A,A,True
random,10,6,0.1704,high_school_mathematics,C,D,False
random,10,7,0.1909,professional_law,C,C,True
random,10,8,0.2747,high_school_statistics,D,D,True
random,10,9,0.3005,security_studies,D,D,True
random,10,10,0.321,philosophy,D,D,True
random,10,11,0.3411,moral_scenarios,A,A,True
random,10,12,0.3726,conceptual_physics,B,B,True
random,10,13,0.3945,philosophy,B,C,False
random,10,14,0.4094,elementary_mathematics,C,C,True
random,10,15,0.4299,high_school_microeconomics,D,A,False
random,10,16,0.4534,high_school_microeconomics,C,C,True
random,10,17,0.4707,high_school_psychology,D,D,True
random,10,18,0.4924,econometrics,C,C,True
random,10,19,0.5325,philosophy,D,D,True
random,10,20,0.5518,philosophy,B,B,True
random,10,21,0.5664,anatomy,C,C,True
random,10,22,0.5818,professional_law,C,D,False
random,10,23,0.6265,marketing,C,C,True
random,10,24,0.6448,marketing,C,C,True
random,10,25,0.6624,miscellaneous,B,B,True
random,10,26,0.6755,security_studies,A,A,True
random,10,27,0.6919,high_school_statistics,D,A,False
random,10,28,0.7471,astronomy,C,C,True
random,10,29,0.7651,college_chemistry,C,B,False
random,10,30,0.7922,professional_psychology,B,B,True
random,10,31,0.813,miscellaneous,B,B,True
random,10,32,0.8271,miscellaneous,B,B,True
random,10,33,0.842,nutrition,A,B,False
random,10,34,0.884,college_medicine,C,C,True
random,10,35,0.9219,marketing,D,D,True
random,11,0,0.0107,moral_scenarios,A,D,False
random,11,1,0.0427,high_school_physics,B,B,True
random,11,2,0.0667,philosophy,C,D,False
random,11,3,0.0869,professional_law,B,B,True
random,11,4,0.1897,high_school_statistics,D,D,True
random,11,5,0.2153,high_school_chemistry,C,B,False
random,11,6,0.2383,conceptual_physics,B,B,True
random,11,7,0.2544,world_religions,D,D,True
random,11,8,0.2698,high_school_microeconomics,B,B,True
random,11,9,0.2883,professional_law,D,B,False
random,11,10,0.3843,high_school_government_and_politics,D,D,True
random,11,11,0.4023,moral_scenarios,D,D,True
random,11,12,0.4321,professional_psychology,B,B,True
random,11,13,0.449,professional_medicine,D,D,True
random,11,14,0.5112,professional_law,D,C,False
random,11,15,0.563,professional_law,D,B,False
random,11,16,0.6042,virology,B,A,False
random,11,17,0.6245,miscellaneous,C,A,False
random,11,18,0.6868,medical_genetics,A,A,True
random,11,19,0.7017,formal_logic,A,C,False
random,11,20,0.7327,miscellaneous,B,C,False
random,11,21,0.7498,professional_law,D,A,False
random,11,22,0.8269,high_school_mathematics,A,C,False
random,11,23,0.8494,professional_law,B,A,False
random,11,24,0.8843,high_school_macroeconomics,D,C,False
random,11,25,0.9055,security_studies,D,A,False
random,12,0,0.0107,high_school_psychology,B,B,True
random,12,1,0.0312,marketing,A,A,True
random,12,2,0.0459,professional_law,A,D,False
random,12,3,0.1226,world_religions,D,D,True
random,12,4,0.1375,professional_psychology,B,B,True
random,12,5,0.1729,public_relations,D,D,True
random,12,6,0.1958,elementary_mathematics,D,C,False
random,12,7,0.2129,philosophy,D,D,True
random,12,8,0.2349,miscellaneous,C,B,False
random,12,9,0.2488,global_facts,D,C,False
random,12,10,0.2654,high_school_physics,A,A,True
random,12,11,0.2881,moral_disputes,B,B,True
random,12,12,0.3025,security_studies,C,A,False
random,12,13,0.3523,high_school_psychology,C,C,True
random,12,14,0.3704,security_studies,D,D,True
random,12,15,0.3982,professional_law,B,B,True
random,12,16,0.4443,high_school_psychology,C,A,False
random,12,17,0.4712,virology,A,C,False
random,12,18,0.4863,professional_law,C,D,False
random,12,19,0.5427,college_biology,D,D,True
random,12,20,0.5583,high_school_chemistry,C,B,False
random,12,21,0.5808,high_school_biology,B,B,True
random,12,22,0.6033,clinical_knowledge,B,A,False
random,12,23,0.6272,high_school_biology,D,B,False
random,12,24,0.6477,prehistory,C,C,True
random,12,25,0.6655,college_mathematics,A,B,False
random,12,26,0.6917,professional_law,A,A,True
random,12,27,0.7695,us_foreign_policy,C,C,True
random,12,28,0.7942,high_school_biology,C,A,False
random,12,29,0.8257,anatomy,A,B,False
random,12,30,0.8462,sociology,A,A,True
random,12,31,0.8711,elementary_mathematics,D,D,True
random,12,32,0.9028,professional_law,C,C,True
random,13,0,0.0107,high_school_psychology,C,C,True
random,13,1,0.0317,abstract_algebra,A,D,False
random,13,2,0.0459,conceptual_physics,C,C,True
random,13,3,0.0598,professional_law,A,A,True
random,13,4,0.1489,high_school_macroeconomics,D,B,False
random,13,5,0.1653,medical_genetics,C,C,True
random,13,6,0.1855,medical_genetics,D,D,True
random,13,7,0.2034,anatomy,B,C,False
random,13,8,0.2246,college_medicine,D,D,True
random,13,9,0.2402,security_studies,A,D,False
random,13,10,0.2634,high_school_microeconomics,D,D,True
random,13,11,0.2837,anatomy,C,A,False
random,13,12,0.3044,high_school_european_history,A,A,True
random,13,13,0.4092,professional_law,A,B,False
random,13,14,0.4648,management,A,A,True
random,13,15,0.4829,clinical_knowledge,D,D,True
random,13,16,0.5032,international_law,D,D,True
random,13,17,0.5229,nutrition,A,A,True
random,13,18,0.5596,high_school_government_and_politics,D,D,True
random,13,19,0.583,professional_law,D,D,True
random,13,20,0.6477,philosophy,B,A,False
random,13,21,0.6721,human_aging,C,C,True
random,13,22,0.6919,elementary_mathematics,D,D,True
random,13,23,0.7371,electrical_engineering,C,C,True
random,13,24,0.7524,high_school_macroeconomics,C,D,False
random,13,25,0.7769,prehistory,C,D,False
random,13,26,0.7922,moral_disputes,A,D,False
random,13,27,0.8269,medical_genetics,B,B,True
random,13,28,0.8489,high_school_us_history,C,C,True
random,13,29,0.9058,professional_accounting,B,D,False
random,14,0,0.0107,conceptual_physics,D,D,True
random,14,1,0.0249,prehistory,A,A,True
random,14,2,0.0432,college_medicine,B,B,True
random,14,3,0.0625,high_school_biology,D,D,True
random,14,4,0.0784,miscellaneous,B,B,True
random,14,5,0.0957,miscellaneous,C,C,True
random,14,6,0.1125,human_aging,B,B,True
random,14,7,0.1274,philosophy,D,D,True
random,14,8,0.1475,college_mathematics,D,C,False
random,14,9,0.1638,astronomy,D,A,False
random,14,10,0.1882,high_school_psychology,D,D,True
random,14,11,0.208,professional_medicine,C,B,False
random,14,12,0.251,moral_disputes,C,C,True
random,14,13,0.2686,conceptual_physics,B,B,True
random,14,14,0.2937,formal_logic,A,D,False
random,14,15,0.3306,us_foreign_policy,D,B,False
random,14,16,0.3489,clinical_knowledge,C,B,False
random,14,17,0.3689,professional_law,B,B,True
random,14,18,0.4302,college_physics,B,C,False
random,14,19,0.4597,college_biology,C,C,True
random,14,20,0.4785,nutrition,A,A,True
random,14,21,0.498,high_school_government_and_politics,A,D,False
random,14,22,0.5144,prehistory,A,D,False
random,14,23,0.5317,high_school_computer_science,A,B,False
random,14,24,0.5652,high_school_geography,A,B,False
random,14,25,0.582,high_school_government_and_politics,D,D,True
random,14,26,0.6025,nutrition,D,D,True
random,14,27,0.625,high_school_macroeconomics,D,D,True
random,14,28,0.6482,professional_accounting,D,D,True
random,14,29,0.6663,high_school_macroeconomics,B,B,True
random,14,30,0.6841,professional_medicine,B,D,False
random,14,31,0.7449,management,C,C,True
random,14,32,0.761,professional_accounting,B,B,True
random,14,33,0.7844,logical_fallacies,B,B,True
random,14,34,0.7996,high_school_psychology,A,A,True
random,14,35,0.8193,security_studies,D,D,True
random,14,36,0.8477,professional_medicine,B,D,False
random,14,37,0.8838,management,B,A,False
random,14,38,0.8989,philosophy,A,A,True
random,14,39,0.9204,moral_disputes,D,D,True
coherent,0,0,0.0107,high_school_psychology,D,D,True
coherent,0,1,0.0264,high_school_psychology,C,B,False
coherent,0,2,0.0437,high_school_psychology,D,D,True
coherent,0,3,0.061,high_school_psychology,C,A,False
coherent,0,4,0.1177,high_school_psychology,B,B,True
coherent,0,5,0.1367,high_school_psychology,A,A,True
coherent,0,6,0.1543,high_school_psychology,C,C,True
coherent,0,7,0.1697,high_school_psychology,D,D,True
coherent,0,8,0.1887,high_school_psychology,A,A,True
coherent,0,9,0.21,high_school_psychology,C,A,False
coherent,0,10,0.2241,high_school_psychology,C,C,True
coherent,0,11,0.2493,high_school_psychology,B,B,True
coherent,0,12,0.2722,high_school_psychology,A,A,True
coherent,0,13,0.2964,high_school_psychology,A,A,True
coherent,0,14,0.3123,high_school_psychology,C,C,True
coherent,0,15,0.3335,high_school_psychology,A,A,True
coherent,0,16,0.3491,high_school_psychology,A,A,True
coherent,0,17,0.3682,high_school_psychology,B,B,True
coherent,0,18,0.3853,high_school_psychology,D,D,True
coherent,0,19,0.4019,high_school_psychology,D,D,True
coherent,0,20,0.4387,high_school_psychology,C,C,True
coherent,0,21,0.4592,high_school_psychology,A,A,True
coherent,0,22,0.4834,high_school_psychology,B,B,True
coherent,0,23,0.5154,high_school_psychology,A,B,False
coherent,0,24,0.5334,high_school_psychology,D,D,True
coherent,0,25,0.5496,high_school_psychology,C,C,True
coherent,0,26,0.5798,high_school_psychology,A,A,True
coherent,0,27,0.6028,high_school_psychology,B,B,True
coherent,0,28,0.6196,high_school_psychology,D,D,True
coherent,0,29,0.6387,high_school_psychology,B,B,True
coherent,0,30,0.6643,high_school_psychology,B,B,True
coherent,0,31,0.6794,high_school_psychology,D,D,True
coherent,0,32,0.6956,high_school_psychology,C,A,False
coherent,0,33,0.7122,high_school_psychology,D,B,False
coherent,0,34,0.7366,high_school_psychology,A,A,True
coherent,0,35,0.7554,high_school_psychology,C,A,False
coherent,0,36,0.7822,high_school_psychology,A,A,True
coherent,0,37,0.801,high_school_psychology,A,B,False
coherent,0,38,0.8311,high_school_psychology,C,C,True
coherent,0,39,0.8494,high_school_psychology,B,B,True
coherent,0,40,0.864,high_school_psychology,A,A,True
coherent,0,41,0.8831,high_school_psychology,D,D,True
coherent,0,42,0.9048,high_school_psychology,D,D,True
coherent,0,43,0.926,high_school_psychology,A,A,True
coherent,1,0,0.0107,high_school_psychology,C,C,True
coherent,1,1,0.0286,high_school_psychology,B,B,True
coherent,1,2,0.0498,high_school_psychology,A,C,False
coherent,1,3,0.0659,high_school_psychology,D,D,True
coherent,1,4,0.0977,high_school_psychology,D,D,True
coherent,1,5,0.1213,high_school_psychology,B,B,True
coherent,1,6,0.1387,high_school_psychology,A,A,True
coherent,1,7,0.1543,high_school_psychology,D,D,True
coherent,1,8,0.1772,high_school_psychology,A,A,True
coherent,1,9,0.1975,high_school_psychology,D,D,True
coherent,1,10,0.2148,high_school_psychology,D,D,True
coherent,1,11,0.2302,high_school_psychology,C,C,True
coherent,1,12,0.2554,high_school_psychology,B,B,True
coherent,1,13,0.2849,high_school_psychology,C,C,True
coherent,1,14,0.3074,high_school_psychology,B,B,True
coherent,1,15,0.3232,high_school_psychology,A,A,True
coherent,1,16,0.3457,high_school_psychology,D,D,True
coherent,1,17,0.3638,high_school_psychology,B,B,True
coherent,1,18,0.3804,high_school_psychology,B,B,True
coherent,1,19,0.3955,high_school_psychology,B,B,True
coherent,1,20,0.4126,high_school_psychology,C,C,True
coherent,1,21,0.4331,high_school_psychology,C,C,True
coherent,1,22,0.4524,high_school_psychology,D,D,True
coherent,1,23,0.4763,high_school_psychology,B,B,True
coherent,1,24,0.4902,high_school_psychology,D,D,True
coherent,1,25,0.5098,high_school_psychology,B,B,True
coherent,1,26,0.5295,high_school_psychology,A,A,True
coherent,1,27,0.5613,high_school_psychology,D,C,False
coherent,1,28,0.5825,high_school_psychology,D,B,False
coherent,1,29,0.6013,high_school_psychology,A,A,True
coherent,1,30,0.6335,high_school_psychology,C,C,True
coherent,1,31,0.6511,high_school_psychology,B,C,False
coherent,1,32,0.6807,high_school_psychology,D,C,False
coherent,1,33,0.709,high_school_psychology,A,A,True
coherent,1,34,0.7244,high_school_psychology,C,D,False
coherent,1,35,0.7664,high_school_psychology,B,B,True
coherent,1,36,0.7805,high_school_psychology,B,B,True
coherent,1,37,0.8064,high_school_psychology,C,C,True
coherent,1,38,0.822,high_school_psychology,A,A,True
coherent,1,39,0.8484,high_school_psychology,B,C,False
coherent,1,40,0.8655,high_school_psychology,C,C,True
coherent,1,41,0.8894,high_school_psychology,A,A,True
coherent,1,42,0.9062,high_school_psychology,C,C,True
coherent,1,43,0.925,high_school_psychology,C,B,False
coherent,2,0,0.0107,high_school_psychology,C,C,True
coherent,2,1,0.0339,high_school_psychology,D,D,True
coherent,2,2,0.0623,high_school_psychology,C,C,True
coherent,2,3,0.0801,high_school_psychology,C,C,True
coherent,2,4,0.0959,high_school_psychology,D,D,True
coherent,2,5,0.1138,high_school_psychology,A,A,True
coherent,2,6,0.1309,high_school_psychology,C,C,True
coherent,2,7,0.145,high_school_psychology,D,D,True
coherent,2,8,0.1633,high_school_psychology,D,D,True
coherent,2,9,0.1975,high_school_psychology,A,B,False
coherent,2,10,0.2173,high_school_psychology,D,A,False
coherent,2,11,0.2341,high_school_psychology,D,D,True
coherent,2,12,0.2632,high_school_psychology,C,C,True
coherent,2,13,0.2798,high_school_psychology,D,D,True
