condition,y_later,t_delay,n_total,n_choose_x,n_choose_y,n_it_depends,n_unparsed,n_parsed,prop_choose_x_parsed,prop_choose_y_parsed,prop_it_depends_parsed,unparsed_rate
steer_immediate_minus16,101,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,101,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,101,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,101,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,101,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,110,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,110,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,110,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,110,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,110,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,110,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,110,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,110,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,110,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,110,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,150,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,150,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,150,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,150,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,150,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,150,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,150,month,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_immediate_minus16,150,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,150,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,150,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,200,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,200,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,200,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,200,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,200,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,200,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,200,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,200,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,200,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,200,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,500,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,500,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,500,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,500,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,500,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,500,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,500,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,500,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,500,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,500,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,1000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,1000,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus16,1000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,1000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,1000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,1000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,1000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,1000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,1000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,1000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,10000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,10000,10 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,10000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,10000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,10000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,10000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,10000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,10000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,10000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus16,10000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,101,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,101,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,101,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,101,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,101,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,101,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,101,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,101,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,101,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,101,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,110,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,110,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,110,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,110,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,110,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,110,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,110,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,110,tomorrow,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,110,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,110,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,150,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,150,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,150,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,150,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,150,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,150,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,150,month,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_immediate_minus32,150,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,150,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,150,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,200,1 hour,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,200,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,200,2 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,200,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,200,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,200,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,200,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,200,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,200,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,200,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,500,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,500,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,500,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,500,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,500,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,500,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,500,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,500,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,500,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,500,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,1000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,1000,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,1000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,1000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,1000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,1000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,1000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,1000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,1000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,1000,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,10000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,10000,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus32,10000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,10000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,10000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,10000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,10000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,10000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus32,10000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
