dataset,train_regime,feature_name,vector_key,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,baseline_prop_choose_long_term,baseline_prop_choose_immediate,baseline_prop_choose_long_term_no_fallback,baseline_prop_choose_immediate_no_fallback,baseline_mean_long_minus_immediate_avg_logprob,baseline_prop_logprob_prefers_long_term,delta_long_term_vs_baseline,delta_immediate_vs_baseline,delta_long_term_vs_baseline_no_fallback,delta_immediate_vs_baseline_no_fallback,delta_long_minus_immediate_avg_logprob_vs_baseline,delta_prop_logprob_prefers_long_term_vs_baseline,steering_success,steering_success_no_fallback,result_source,reused_from_path,n_prompts,n_no_fallback_prompts,prop_choose_long_term,prop_choose_immediate,prop_choose_long_term_no_fallback,prop_choose_immediate_no_fallback,fallback_rate,direct_parse_rate,mean_long_minus_immediate_avg_logprob,mean_long_minus_immediate_sum_logprob,prop_logprob_prefers_long_term
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,14,32.0,32.0,11.375507354736328,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.16000000000000003,-0.15999999999999998,0.24825174825174823,-0.24825174825174826,0.8834616430476305,0.040000000000000036,0.74,0.8846153846153846,computed_now,,100,78,0.74,0.26,0.8846153846153846,0.11538461538461539,0.22,0.78,2.2841128415241836,7.830307419449091,0.76
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,14,32.0,-32.0,11.375507354736328,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.050000000000000044,-0.04999999999999999,0.016267942583732098,-0.016267942583732042,-0.46723720952868475,-0.05999999999999994,0.37,0.3473684210526316,computed_now,,100,95,0.63,0.37,0.6526315789473685,0.3473684210526316,0.05,0.95,0.9334139889478683,2.2374397802352903,0.66
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,14,64.0,64.0,11.375507354736328,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.020000000000000018,-0.019999999999999962,0.27540106951871657,-0.27540106951871657,1.1479571751512412,0.15000000000000002,0.6,0.9117647058823529,computed_now,,100,34,0.6,0.4,0.9117647058823529,0.08823529411764706,0.66,0.34,2.5486083736277942,9.365130899148353,0.87
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,14,64.0,-64.0,11.375507354736328,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.10999999999999999,0.11000000000000004,-0.30303030303030304,0.303030303030303,-2.2978802494704724,-0.31999999999999995,0.53,0.6666666666666666,computed_now,,100,3,0.47,0.53,0.3333333333333333,0.6666666666666666,0.97,0.03,-0.8972290509939194,-4.356800584793091,0.4
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,14,128.0,128.0,11.375507354736328,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.10999999999999999,0.11000000000000004,,,-0.28697436794638653,-0.039999999999999925,0.47,,computed_now,,100,0,0.47,0.53,,,1.0,0.0,1.1136768305301665,3.229883060455322,0.68
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,14,128.0,-128.0,11.375507354736328,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.10999999999999999,0.11000000000000004,,,-1.56052299246192,-0.27999999999999997,0.53,,computed_now,,100,0,0.47,0.53,,,1.0,0.0,-0.15987179398536683,-1.7167236804962158,0.44
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,2.0,2.0,11.791147232055664,0.9999998807907104,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.030000000000000027,-0.02999999999999997,0.030303030303030276,-0.03030303030303033,0.06078678518533698,0.0,0.61,0.6666666666666666,computed_now,,100,87,0.61,0.39,0.6666666666666666,0.3333333333333333,0.13,0.87,1.46143798366189,4.178730449080467,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,16,2.0,-2.0,11.791147232055664,0.9999998807907104,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.0040858018386108474,-0.0040858018386108474,-0.06057944379746916,0.0,0.41,0.3595505617977528,computed_now,,100,89,0.59,0.41,0.6404494382022472,0.3595505617977528,0.11,0.89,1.340071754679084,3.6812693697214125,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,4.0,4.0,11.791147232055664,0.9999998807907104,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.0,0.0,0.010695187165775444,-0.010695187165775388,0.12294589243829246,0.0,0.58,0.6470588235294118,computed_now,,100,85,0.58,0.42,0.6470588235294118,0.35294117647058826,0.15,0.85,1.5235970909148455,4.435958614945411,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,16,4.0,-4.0,11.791147232055664,0.9999998807907104,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.010000000000000009,0.010000000000000009,-0.02766798418972327,0.027667984189723327,-0.1185819736123086,0.0,0.43,0.391304347826087,computed_now,,100,92,0.57,0.43,0.6086956521739131,0.391304347826087,0.08,0.92,1.2820692248642445,3.4479895508289338,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,8.0,8.0,11.791147232055664,0.9999998807907104,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.050000000000000044,-0.04999999999999999,0.07954545454545459,-0.07954545454545453,0.2536667504161596,0.0,0.63,0.7159090909090909,computed_now,,100,88,0.63,0.37,0.7159090909090909,0.2840909090909091,0.12,0.88,1.6543179488927127,4.980101797580719,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,16,8.0,-8.0,11.791147232055664,0.9999998807907104,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.010000000000000009,0.010000000000000009,-0.036363636363636376,0.036363636363636376,-0.2371828994154932,-0.020000000000000018,0.43,0.4,computed_now,,100,95,0.57,0.43,0.6,0.4,0.05,0.95,1.1634682990610599,2.985614231824875,0.7
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,16.0,16.0,11.791147232055664,0.9999998807907104,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.10000000000000009,-0.09999999999999998,0.16125541125541132,-0.16125541125541126,0.5510889012925326,0.0,0.68,0.7976190476190477,computed_now,,100,84,0.68,0.32,0.7976190476190477,0.20238095238095238,0.16,0.84,1.9517400997690857,6.221872468590736,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,16,16.0,-16.0,11.791147232055664,0.9999998807907104,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.010000000000000009,0.010000000000000009,-0.06060606060606055,0.06060606060606061,-0.5088709603250028,-0.05999999999999994,0.43,0.42424242424242425,computed_now,,100,99,0.57,0.43,0.5757575757575758,0.42424242424242425,0.01,0.99,0.8917802381515503,1.9668140506744385,0.66
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,32.0,32.0,11.791147232055664,0.9999998807907104,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.2300000000000001,-0.22999999999999998,0.27374872318692545,-0.27374872318692545,1.4187548372577294,0.07000000000000006,0.81,0.9101123595505618,computed_now,,100,89,0.81,0.19,0.9101123595505618,0.0898876404494382,0.11,0.89,2.8194060357342825,9.915336956984829,0.79
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,16,32.0,-32.0,11.791147232055664,0.9999998807907104,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.09999999999999998,0.10000000000000003,-0.14678030303030304,0.14678030303030298,-1.1792114625871182,-0.15999999999999992,0.52,0.5104166666666666,computed_now,,100,96,0.48,0.52,0.4895833333333333,0.5104166666666666,0.04,0.96,0.2214397358894348,-0.5247276973724365,0.56
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,64.0,64.0,11.791147232055664,0.9999998807907104,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.31000000000000005,-0.31,0.36363636363636365,-0.36363636363636365,2.502479044738582,0.21999999999999997,0.89,1.0,computed_now,,100,72,0.89,0.11,1.0,0.0,0.28,0.72,3.9031302432151347,14.6322828413235,0.94
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,16,64.0,-64.0,11.791147232055664,0.9999998807907104,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.10999999999999999,0.11000000000000004,-0.6363636363636364,0.6363636363636364,-2.461949250549078,-0.3,0.53,1.0,computed_now,,100,4,0.47,0.53,0.0,1.0,0.96,0.04,-1.061298052072525,-4.947601480484009,0.42
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,16,128.0,128.0,11.791147232055664,0.9999998807907104,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.09999999999999998,0.10000000000000003,0.36363636363636365,-0.36363636363636365,0.19842566326260558,0.050000000000000044,0.48,1.0,computed_now,,100,2,0.48,0.52,1.0,0.0,0.98,0.02,1.5990768617391586,5.516877875328064,0.77
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,16,128.0,-128.0,11.791147232055664,0.9999998807907104,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.08999999999999997,0.09000000000000002,,,-1.9237861154973508,-0.26999999999999996,0.51,,computed_now,,100,0,0.49,0.51,,,1.0,0.0,-0.5231349170207977,-3.0510575771331787,0.45
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,18,2.0,2.0,12.663676261901855,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.020000000000000018,-0.019999999999999962,0.030303030303030276,-0.03030303030303033,0.08246267896145576,0.0,0.6,0.6666666666666666,computed_now,,100,87,0.6,0.4,0.6666666666666666,0.3333333333333333,0.13,0.87,1.4831138774380088,4.253651457130909,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,18,2.0,-2.0,12.663676261901855,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.0040858018386108474,-0.0040858018386108474,-0.08019907265901582,0.010000000000000009,0.41,0.3595505617977528,computed_now,,100,89,0.59,0.41,0.6404494382022472,0.3595505617977528,0.11,0.89,1.3204521258175372,3.612364492416382,0.73
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,18,4.0,4.0,12.663676261901855,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.0,0.0,0.018808777429467072,-0.018808777429467072,0.16722799073904748,0.0,0.58,0.6551724137931034,computed_now,,100,87,0.58,0.42,0.6551724137931034,0.3448275862068966,0.13,0.87,1.5678791892156005,4.590721669495106,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,18,4.0,-4.0,12.663676261901855,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.010000000000000009,0.010000000000000009,-0.01679841897233203,0.01679841897233203,-0.15920465499162684,-0.010000000000000009,0.43,0.3804347826086957,computed_now,,100,92,0.57,0.43,0.6195652173913043,0.3804347826086957,0.08,0.92,1.2414465434849262,3.302406829595566,0.71
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,18,8.0,8.0,12.663676261901855,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.030000000000000027,-0.02999999999999997,0.08982683982683981,-0.08982683982683981,0.34751424472779036,0.0,0.61,0.7261904761904762,computed_now,,100,84,0.61,0.39,0.7261904761904762,0.27380952380952384,0.16,0.84,1.7481654432043434,5.31670003503561,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,18,8.0,-8.0,12.663676261901855,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.0,0.0,-0.02583732057416266,0.02583732057416266,-0.3142312876880169,-0.020000000000000018,0.42,0.3894736842105263,computed_now,,100,95,0.58,0.42,0.6105263157894737,0.3894736842105263,0.05,0.95,1.0864199107885362,2.6994178390502928,0.7
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,18,16.0,16.0,12.663676261901855,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.06000000000000005,-0.06,0.10481283422459897,-0.10481283422459892,0.7587818851717747,0.020000000000000018,0.64,0.7411764705882353,computed_now,,100,85,0.64,0.36,0.7411764705882353,0.25882352941176473,0.15,0.85,2.1594330836483278,7.009326078761369,0.74
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,18,16.0,-16.0,12.663676261901855,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.019999999999999907,0.020000000000000018,-0.05904404873477043,0.05904404873477037,-0.6419635330140592,-0.09999999999999998,0.44,0.422680412371134,computed_now,,100,97,0.56,0.44,0.5773195876288659,0.422680412371134,0.03,0.97,0.7586876654624939,1.4147424221038818,0.62
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,18,32.0,32.0,12.663676261901855,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.22000000000000008,-0.21999999999999997,0.25127681307456584,-0.2512768130745659,1.754129448517051,0.13,0.8,0.8876404494382022,computed_now,,100,89,0.8,0.2,0.8876404494382022,0.11235955056179775,0.11,0.89,3.154780646993604,11.25681266966334,0.85
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,18,32.0,-32.0,12.663676261901855,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.039999999999999925,0.040000000000000036,-0.09090909090909094,0.09090909090909088,-1.3705372558534146,-0.19999999999999996,0.46,0.45454545454545453,computed_now,,100,99,0.54,0.46,0.5454545454545454,0.45454545454545453,0.01,0.99,0.030113942623138427,-1.3787764835357665,0.52
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,18,64.0,64.0,12.663676261901855,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.31000000000000005,-0.31,0.31485587583148555,-0.3148558758314856,2.0184548603055097,0.12,0.89,0.9512195121951219,computed_now,,100,82,0.89,0.11,0.9512195121951219,0.04878048780487805,0.18,0.82,3.4191060587820625,12.659495932208038,0.84
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,18,64.0,-64.0,12.663676261901855,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.10999999999999999,0.11000000000000004,-0.6363636363636364,0.6363636363636364,-2.1532140599191187,-0.27999999999999997,0.53,1.0,computed_now,,100,3,0.47,0.53,0.0,1.0,0.97,0.03,-0.7525628614425659,-4.236580076217652,0.44
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,18,128.0,128.0,12.663676261901855,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.08999999999999997,0.09000000000000002,-0.23636363636363633,0.23636363636363633,0.33650018468499177,0.08000000000000007,0.49,0.4,computed_now,,100,5,0.49,0.51,0.4,0.6,0.95,0.05,1.7371513831615448,5.799924292564392,0.8
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,18,128.0,-128.0,12.663676261901855,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.10999999999999999,0.11000000000000004,,,-1.913230634778738,-0.24,0.53,,computed_now,,100,0,0.47,0.53,,,1.0,0.0,-0.512579436302185,-3.081310091018677,0.48
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,2.0,2.0,15.162434577941895,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.022727272727272707,-0.022727272727272763,0.09924860835075378,0.0,0.59,0.6590909090909091,computed_now,,100,88,0.59,0.41,0.6590909090909091,0.3409090909090909,0.12,0.88,1.4998998068273068,4.310567145347595,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,20,2.0,-2.0,15.162434577941895,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.0,0.0,-0.00303030303030305,0.0030303030303029943,-0.09818163856863982,0.0,0.42,0.36666666666666664,computed_now,,100,90,0.58,0.42,0.6333333333333333,0.36666666666666664,0.1,0.9,1.3024695599079132,3.5457212460041045,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,4.0,4.0,15.162434577941895,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.020000000000000018,-0.019999999999999962,0.030303030303030276,-0.03030303030303033,0.19989793257787825,0.0,0.6,0.6666666666666666,computed_now,,100,87,0.6,0.4,0.6666666666666666,0.3333333333333333,0.13,0.87,1.6005491310544313,4.700333928614855,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,20,4.0,-4.0,15.162434577941895,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.0009990009990009652,-0.0009990009990010207,-0.1937794309854508,-0.020000000000000018,0.41,0.3626373626373626,computed_now,,100,91,0.59,0.41,0.6373626373626373,0.3626373626373626,0.09,0.91,1.2068717674911023,3.1759932231903076,0.7
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,8.0,8.0,15.162434577941895,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.010000000000000009,-0.010000000000000009,0.018808777429467072,-0.018808777429467072,0.4114565640827641,0.0,0.59,0.6551724137931034,computed_now,,100,87,0.59,0.41,0.6551724137931034,0.3448275862068966,0.13,0.87,1.8121077625593172,5.524126645736397,0.72
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,20,8.0,-8.0,15.162434577941895,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.010000000000000009,0.010000000000000009,-0.02346041055718473,0.02346041055718473,-0.38431918695569056,-0.039999999999999925,0.43,0.3870967741935484,computed_now,,100,93,0.57,0.43,0.6129032258064516,0.3870967741935484,0.07,0.93,1.0163320115208625,2.4373593020439146,0.68
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,16.0,16.0,15.162434577941895,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.13,-0.13,0.15015321756894795,-0.15015321756894792,0.8693398716213412,0.06000000000000005,0.71,0.7865168539325843,computed_now,,100,89,0.71,0.29,0.7865168539325843,0.21348314606741572,0.11,0.89,2.2699910700978942,7.363080863789655,0.78
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,20,16.0,-16.0,15.162434577941895,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.04999999999999993,0.04999999999999999,-0.08997188378631682,0.08997188378631676,-0.7586686591804028,-0.12,0.47,0.4536082474226804,computed_now,,100,97,0.53,0.47,0.5463917525773195,0.4536082474226804,0.03,0.97,0.6419825392961502,0.9922415971755981,0.6
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,32.0,32.0,15.162434577941895,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.22000000000000008,-0.21999999999999997,0.23030303030303034,-0.23030303030303031,1.8650750763801807,0.10999999999999999,0.8,0.8666666666666667,computed_now,,100,90,0.8,0.2,0.8666666666666667,0.13333333333333333,0.1,0.9,3.2657262748567337,11.587947917020356,0.83
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_immediate,20,32.0,-32.0,15.162434577941895,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,-0.12999999999999995,0.13000000000000006,-0.18738404452690166,0.1873840445269016,-1.5077425287663937,-0.19999999999999996,0.55,0.5510204081632653,computed_now,,100,98,0.45,0.55,0.4489795918367347,0.5510204081632653,0.02,0.98,-0.10709133028984069,-1.8531785488128663,0.52
explicit_test,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,0.58,0.42,0.6363636363636364,0.36363636363636365,1.400651198476553,0.72,0.16000000000000003,-0.15999999999999998,0.18291347207009856,-0.1829134720700986,1.2759693739871147,0.020000000000000018,0.74,0.8192771084337349,computed_now,,100,83,0.74,0.26,0.8192771084337349,0.18072289156626506,0.17,0.83,2.676620572463668,9.554373282483219,0.74
