dataset,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,baseline_prop_choose_long_term,baseline_prop_choose_immediate,baseline_prop_choose_long_term_no_fallback,baseline_prop_choose_immediate_no_fallback,baseline_mean_long_minus_immediate_avg_logprob,baseline_prop_logprob_prefers_long_term,delta_long_term_vs_baseline,delta_immediate_vs_baseline,delta_long_term_vs_baseline_no_fallback,delta_immediate_vs_baseline_no_fallback,delta_long_minus_immediate_avg_logprob_vs_baseline,delta_prop_logprob_prefers_long_term_vs_baseline,steering_success,steering_success_no_fallback,result_source,reused_from_path,n_prompts,n_no_fallback_prompts,prop_choose_long_term,prop_choose_immediate,prop_choose_long_term_no_fallback,prop_choose_immediate_no_fallback,fallback_rate,direct_parse_rate,mean_long_minus_immediate_avg_logprob,mean_long_minus_immediate_sum_logprob,prop_logprob_prefers_long_term
explicit_test,mm,steer_long_term,24,32.0,32.0,46.8170051574707,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.010000000000000009,0.010000000000000009,0.01179872758820133,-0.011798727588201274,0.02004112899303434,-0.010000000000000009,0.72,0.7802197802197802,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,91,0.72,0.28,0.7802197802197802,0.21978021978021978,0.09,0.91,0.7966407841444015,2.1709736156463624,0.71
explicit_test,mm,steer_immediate,24,32.0,-32.0,46.8170051574707,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.05999999999999994,0.06,-0.05565509518477041,0.055655095184770464,-0.035010898113250755,-0.020000000000000018,0.33,0.2872340425531915,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,94,0.67,0.33,0.7127659574468085,0.2872340425531915,0.06,0.94,0.7415887570381164,1.9353380823135375,0.7
explicit_test,mm,steer_long_term,24,64.0,64.0,46.8170051574707,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,0.0,0.0,0.025057208237986295,-0.025057208237986267,0.03442228198051456,-0.020000000000000018,0.73,0.7934782608695652,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,92,0.73,0.27,0.7934782608695652,0.20652173913043478,0.08,0.92,0.8110219371318818,2.237392144203186,0.7
explicit_test,mm,steer_immediate,24,64.0,-64.0,46.8170051574707,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.08999999999999997,0.08999999999999997,-0.08024900962082615,0.08024900962082626,-0.06889635860919952,-0.020000000000000018,0.36,0.3118279569892473,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,93,0.64,0.36,0.6881720430107527,0.3118279569892473,0.07,0.93,0.7077032965421677,1.8188549709320068,0.7
explicit_test,mm,steer_long_term,24,128.0,128.0,46.8170051574707,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,0.020000000000000018,-0.020000000000000018,0.053801169590643294,-0.053801169590643266,0.06695622980594629,-0.020000000000000018,0.75,0.8222222222222222,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,90,0.75,0.25,0.8222222222222222,0.17777777777777778,0.1,0.9,0.8435558849573135,2.4395573592185973,0.7
explicit_test,mm,steer_immediate,24,128.0,-128.0,46.8170051574707,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.16000000000000003,0.15999999999999998,-0.18508771929824552,0.18508771929824563,-0.09113508343696597,-0.020000000000000018,0.43,0.4166666666666667,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,96,0.57,0.43,0.5833333333333334,0.4166666666666667,0.04,0.96,0.6854645717144012,1.7810779047012328,0.7
explicit_test,mm,steer_long_term,28,2.0,2.0,53.301841735839844,0.9999999403953552,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.010000000000000009,0.010000000000000009,-0.010526315789473606,0.01052631578947369,0.0020733267068863137,0.0,0.72,0.7578947368421053,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,95,0.72,0.28,0.7578947368421053,0.24210526315789474,0.05,0.95,0.7786729818582535,2.08682692527771,0.72
explicit_test,mm,steer_immediate,28,2.0,-2.0,53.301841735839844,0.9999999403953552,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,0.0,0.0,0.0,0.0,-0.0023117375373840066,0.0,0.27,0.23157894736842105,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,95,0.73,0.27,0.7684210526315789,0.23157894736842105,0.05,0.95,0.7742879176139832,2.065778651237488,0.72
explicit_test,mm,steer_long_term,28,4.0,4.0,53.301841735839844,0.9999999403953552,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.010000000000000009,0.010000000000000009,-0.010526315789473606,0.01052631578947369,0.004887887835502647,-0.010000000000000009,0.72,0.7578947368421053,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,95,0.72,0.28,0.7578947368421053,0.24210526315789474,0.05,0.95,0.7814875429868698,2.098465723991394,0.71
explicit_test,mm,steer_immediate,28,4.0,-4.0,53.301841735839844,0.9999999403953552,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.020000000000000018,0.019999999999999962,-0.021052631578947323,0.02105263157894738,-0.004480554461479214,0.0,0.29,0.25263157894736843,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,95,0.71,0.29,0.7473684210526316,0.25263157894736843,0.05,0.95,0.772119100689888,2.055878772735596,0.72
explicit_test,mm,steer_long_term,28,8.0,8.0,53.301841735839844,0.9999999403953552,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.010000000000000009,0.010000000000000009,-0.00246360582306826,0.0024636058230683155,0.008473659157753,-0.010000000000000009,0.72,0.7659574468085106,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,94,0.72,0.28,0.7659574468085106,0.23404255319148937,0.06,0.94,0.7850733143091202,2.114333372116089,0.71
explicit_test,mm,steer_immediate,28,8.0,-8.0,53.301841735839844,0.9999999403953552,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.030000000000000027,0.02999999999999997,-0.03157894736842104,0.03157894736842104,-0.009306502938270622,0.0,0.3,0.2631578947368421,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,95,0.7,0.3,0.7368421052631579,0.2631578947368421,0.05,0.95,0.7672931522130966,2.0342891597747803,0.72
explicit_test,mm,steer_long_term,28,16.0,16.0,53.301841735839844,0.9999999403953552,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,0.0,0.0,0.008174692049272125,-0.008174692049272125,0.016206519007682774,-0.010000000000000009,0.73,0.776595744680851,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,94,0.73,0.27,0.776595744680851,0.22340425531914893,0.06,0.94,0.79280617415905,2.149015474319458,0.71
explicit_test,mm,steer_immediate,28,16.0,-16.0,53.301841735839844,0.9999999403953552,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.030000000000000027,0.02999999999999997,-0.03157894736842104,0.03157894736842104,-0.01903906822204593,0.0,0.3,0.2631578947368421,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,95,0.7,0.3,0.7368421052631579,0.2631578947368421,0.05,0.95,0.7575605869293213,1.9895099592208862,0.72
explicit_test,mm,steer_long_term,28,32.0,32.0,53.301841735839844,0.9999999403953552,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,0.0,0.0,0.01652518392756086,-0.016525183927560833,0.029804617166519165,-0.010000000000000009,0.73,0.7849462365591398,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,93,0.73,0.27,0.7849462365591398,0.21505376344086022,0.07,0.93,0.8064042723178864,2.2096606969833372,0.71
explicit_test,mm,steer_immediate,28,32.0,-32.0,53.301841735839844,0.9999999403953552,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.07999999999999996,0.07999999999999996,-0.07693169092945118,0.07693169092945129,-0.03963824391365056,-0.010000000000000009,0.35,0.30851063829787234,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,94,0.65,0.35,0.6914893617021277,0.30851063829787234,0.06,0.94,0.7369614112377166,1.894082407951355,0.71
explicit_test,mm,steer_long_term,28,64.0,64.0,53.301841735839844,0.9999999403953552,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,0.0,0.0,0.02278773857721228,-0.022787738577212252,0.051691285967826794,-0.010000000000000009,0.73,0.7912087912087912,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,91,0.73,0.27,0.7912087912087912,0.2087912087912088,0.09,0.91,0.828290941119194,2.3120621109008788,0.71
explicit_test,mm,steer_immediate,28,64.0,-64.0,53.301841735839844,0.9999999403953552,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.08999999999999997,0.08999999999999997,-0.09100169779286926,0.09100169779286926,-0.07277565598487856,-0.020000000000000018,0.36,0.3225806451612903,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,93,0.64,0.36,0.6774193548387096,0.3225806451612903,0.07,0.93,0.7038239991664886,1.7473871564865113,0.7
explicit_test,mm,steer_long_term,28,128.0,128.0,53.301841735839844,0.9999999403953552,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,0.040000000000000036,-0.04000000000000001,0.05766590389016024,-0.057665903890160186,0.05194010376930236,-0.020000000000000018,0.77,0.8260869565217391,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,92,0.77,0.23,0.8260869565217391,0.17391304347826086,0.08,0.92,0.8285397589206696,2.3792564058303833,0.7
explicit_test,mm,steer_immediate,28,128.0,-128.0,53.301841735839844,0.9999999403953552,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.17999999999999994,0.18,-0.19550438596491226,0.19550438596491226,-0.05664327800273894,-0.020000000000000018,0.45,0.4270833333333333,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,96,0.55,0.45,0.5729166666666666,0.4270833333333333,0.04,0.96,0.7199563771486283,1.849227056503296,0.7
explicit_test,mm,steer_long_term,32,2.0,2.0,54.074764251708984,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,0.0,0.0,0.0,0.0,0.0005173391103744374,-0.010000000000000009,0.73,0.7684210526315789,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,95,0.73,0.27,0.7684210526315789,0.23157894736842105,0.05,0.95,0.7771169942617416,2.078606276512146,0.71
explicit_test,mm,steer_immediate,32,2.0,-2.0,54.074764251708984,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,0.0,0.0,0.0,0.0,-0.00026434183120727095,0.0,0.27,0.23157894736842105,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,95,0.73,0.27,0.7684210526315789,0.23157894736842105,0.05,0.95,0.7763353133201599,2.0747898054122924,0.72
explicit_test,mm,steer_long_term,32,4.0,4.0,54.074764251708984,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,0.0,0.0,0.0,0.0,0.0013629126548766468,-0.010000000000000009,0.73,0.7684210526315789,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,95,0.73,0.27,0.7684210526315789,0.23157894736842105,0.05,0.95,0.7779625678062438,2.0828828763961793,0.71
explicit_test,mm,steer_immediate,32,4.0,-4.0,54.074764251708984,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.020000000000000018,0.019999999999999962,-0.021052631578947323,0.02105263157894738,-0.0015538334846496582,0.0,0.29,0.25263157894736843,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,95,0.71,0.29,0.7473684210526316,0.25263157894736843,0.05,0.95,0.7750458216667175,2.0696375465393064,0.72
explicit_test,mm,steer_long_term,32,8.0,8.0,54.074764251708984,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.010000000000000009,0.010000000000000009,-0.00246360582306826,0.0024636058230683155,0.0029484814405441595,-0.010000000000000009,0.72,0.7659574468085106,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,94,0.72,0.28,0.7659574468085106,0.23404255319148937,0.06,0.94,0.7795481365919114,2.090357503890991,0.71
explicit_test,mm,steer_immediate,32,8.0,-8.0,54.074764251708984,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.030000000000000027,0.02999999999999997,-0.03157894736842104,0.03157894736842104,-0.0023968583345412853,0.0,0.3,0.2631578947368421,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,95,0.7,0.3,0.7368421052631579,0.2631578947368421,0.05,0.95,0.7742027968168259,2.066463680267334,0.72
explicit_test,mm,steer_long_term,32,16.0,16.0,54.074764251708984,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,0.0,0.0,0.008174692049272125,-0.008174692049272125,0.005546078085899353,-0.010000000000000009,0.73,0.776595744680851,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,94,0.73,0.27,0.776595744680851,0.22340425531914893,0.06,0.94,0.7821457332372665,2.104099359512329,0.71
explicit_test,mm,steer_immediate,32,16.0,-16.0,54.074764251708984,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.040000000000000036,0.03999999999999998,-0.042105263157894646,0.04210526315789476,-0.0043164974451065374,0.0,0.31,0.2736842105263158,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,95,0.69,0.31,0.7263157894736842,0.2736842105263158,0.05,0.95,0.7722831577062607,2.0566477584838867,0.72
explicit_test,mm,steer_long_term,32,32.0,32.0,54.074764251708984,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,0.020000000000000018,-0.020000000000000018,0.03803056027164686,-0.03803056027164686,0.011092779636382999,-0.010000000000000009,0.75,0.8064516129032258,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,93,0.75,0.25,0.8064516129032258,0.1935483870967742,0.07,0.93,0.7876924347877502,2.1330797815322877,0.71
explicit_test,mm,steer_immediate,32,32.0,-32.0,54.074764251708984,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.05999999999999994,0.06,-0.06315789473684208,0.06315789473684208,-0.008880460262298606,0.0,0.33,0.29473684210526313,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,95,0.67,0.33,0.7052631578947368,0.29473684210526313,0.05,0.95,0.7677191948890686,2.0392695665359497,0.72
explicit_test,mm,steer_long_term,32,64.0,64.0,54.074764251708984,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,0.010000000000000009,-0.010000000000000009,0.03377674956622334,-0.03377674956622326,0.03183452725410463,-0.030000000000000027,0.74,0.8021978021978022,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,91,0.74,0.26,0.8021978021978022,0.1978021978021978,0.09,0.91,0.8084341824054718,2.236477994918823,0.69
explicit_test,mm,steer_immediate,32,64.0,-64.0,54.074764251708984,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.09999999999999998,0.09999999999999998,-0.10884658454647256,0.10884658454647256,-0.017098074555397025,0.0,0.37,0.3404255319148936,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,94,0.63,0.37,0.6595744680851063,0.3404255319148936,0.06,0.94,0.7595015805959702,2.0235280132293703,0.72
explicit_test,mm,steer_long_term,32,128.0,128.0,54.074764251708984,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,0.07000000000000006,-0.07,0.0967474866942638,-0.09674748669426375,0.1579972207546234,-0.020000000000000018,0.8,0.8651685393258427,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,89,0.8,0.2,0.8651685393258427,0.1348314606741573,0.11,0.89,0.9345968759059906,2.8149170804023744,0.7
explicit_test,mm,steer_immediate,32,128.0,-128.0,54.074764251708984,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,-0.26,0.26,-0.27905935050391933,0.27905935050391933,0.017929975390434283,0.0,0.53,0.5106382978723404,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,94,0.47,0.53,0.48936170212765956,0.5106382978723404,0.06,0.94,0.7945296305418015,2.188332405090332,0.72
explicit_test,mm,steer_long_term,36,2.0,2.0,60.23910140991211,1.0,0.73,0.27,0.7684210526315789,0.23157894736842105,0.7765996551513672,0.72,0.0,0.0,0.0,0.0,0.000397860407829298,-0.010000000000000009,0.73,0.7684210526315789,reused_existing,/workspace/results/qwen3_32b/probe_artifact_steering_question_options_answer_vast/20260410-102655/mmraz_qwen3_32b_probe_artifact_steering_question_options_answer_logs_20260410-102655.csv,100,95,0.73,0.27,0.7684210526315789,0.23157894736842105,0.05,0.95,0.7769975155591965,2.078997745513916,0.71
