condition,signed_strength,steering_applied,steering_layer,set_type,dataset_index,benchmark_idx,level,days,org,dest,visiting_city_number,people_number,budget,parse_success,parse_method,parse_error,input_tokens,output_tokens,generation_seconds,prompt_path,response_path,plan_path
steer_long_term_plus32,32.0,True,40,validation,29,30,easy,5,Key West,Indiana,2,1,2000,True,json,,6363,600,38.66927170753479,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0030.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0030.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0030.json
steer_long_term_plus32,32.0,True,40,validation,30,31,easy,5,Cedar Rapids,Colorado,2,1,4300,True,json,,5909,529,34.06668448448181,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0031.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0031.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0031.json
steer_long_term_plus32,32.0,True,40,validation,31,32,easy,5,Omaha,Washington,2,1,5000,True,json,,7266,556,36.75637078285217,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0032.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0032.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0032.json
steer_long_term_plus32,32.0,True,40,validation,32,33,easy,5,Denver,Washington,2,1,4200,True,json,,7555,514,34.41332411766052,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0033.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0033.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0033.json
steer_long_term_plus32,32.0,True,40,validation,33,34,easy,5,Charlotte,New Jersey,2,1,4200,True,json,,7030,522,34.48523306846619,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0034.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0034.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0034.json
steer_long_term_plus32,32.0,True,40,validation,34,35,easy,5,Gainesville,North Carolina,2,1,2900,True,json,,6490,467,30.787993907928467,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0035.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0035.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0035.json
steer_long_term_plus32,32.0,True,40,validation,35,36,easy,5,Los Angeles,Colorado,2,1,4700,True,json,,6547,508,33.259700536727905,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0036.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0036.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0036.json
steer_long_term_plus32,32.0,True,40,validation,36,37,easy,5,Albuquerque,Texas,2,1,2100,True,json,,10557,522,37.28263998031616,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0037.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0037.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0037.json
steer_long_term_plus32,32.0,True,40,validation,37,38,easy,5,Birmingham,Florida,2,1,3500,True,json,,6951,512,33.84652853012085,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0038.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0038.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0038.json
steer_long_term_plus32,32.0,True,40,validation,38,39,easy,5,Killeen,Texas,2,1,3500,True,json,,8894,560,38.29286456108093,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0039.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0039.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0039.json
steer_long_term_plus32,32.0,True,40,validation,39,40,easy,5,Sun Valley,California,2,1,2600,True,json,,6520,605,39.13443398475647,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0040.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0040.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0040.json
steer_long_term_plus32,32.0,True,40,validation,40,41,easy,7,Philadelphia,Virginia,3,1,1800,True,json,,10168,757,51.84365463256836,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0041.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0041.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0041.json
steer_long_term_plus32,32.0,True,40,validation,41,42,easy,7,Bakersfield,Texas,3,1,6100,True,json,,11254,799,55.53891324996948,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0042.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0042.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0042.json
steer_long_term_plus32,32.0,True,40,validation,42,43,easy,7,Kona,California,3,1,5800,True,json,,9647,689,47.08877468109131,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0043.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0043.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0043.json
steer_long_term_plus32,32.0,True,40,validation,43,44,easy,7,Medford,Colorado,3,1,2400,True,json,,7956,870,56.750978231430054,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0044.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0044.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0044.json
steer_long_term_plus32,32.0,True,40,validation,44,45,easy,7,Devils Lake,Colorado,3,1,3500,True,json,,7704,889,57.71051096916199,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0045.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0045.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0045.json
steer_long_term_plus32,32.0,True,40,validation,45,46,easy,7,Charlotte,Pennsylvania,3,1,5100,False,,"ValueError: Parsed JSON is dict, expected a list.",9471,740,50.05942702293396,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0046.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0046.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0046.json
steer_long_term_plus32,32.0,True,40,validation,46,47,easy,7,Palm Springs,Texas,3,1,8100,True,json,,12548,758,54.22435784339905,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0047.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0047.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0047.json
steer_long_term_plus32,32.0,True,40,validation,47,48,easy,7,Philadelphia,Virginia,3,1,2900,True,json,,9962,742,50.67449116706848,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0048.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0048.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0048.json
steer_long_term_plus32,32.0,True,40,validation,48,49,easy,7,Dallas,Nebraska,3,1,5600,True,json,,9192,748,50.312620639801025,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0049.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0049.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0049.json
steer_long_term_plus32,32.0,True,40,validation,49,50,easy,7,Columbus,Texas,3,1,4200,True,json,,11496,774,54.14195775985718,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0050.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0050.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0050.json
steer_long_term_plus32,32.0,True,40,validation,50,51,easy,7,Indianapolis,North Carolina,3,1,6500,True,json,,9662,760,51.58030104637146,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0051.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0051.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0051.json
steer_long_term_plus32,32.0,True,40,validation,51,52,easy,7,Wichita,Colorado,3,1,5900,True,json,,8592,887,58.491305112838745,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0052.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0052.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0052.json
steer_long_term_plus32,32.0,True,40,validation,52,53,easy,7,Augusta,Texas,3,1,4100,True,json,,9255,929,61.81016445159912,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0053.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0053.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0053.json
steer_long_term_plus32,32.0,True,40,validation,53,54,easy,7,Savannah,Texas,3,1,3200,True,json,,10226,726,49.877112865448,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0054.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0054.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0054.json
steer_long_term_plus32,32.0,True,40,validation,54,55,easy,7,Washington,Minnesota,3,1,7200,True,json,,10078,825,56.05089998245239,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0055.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0055.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0055.json
steer_long_term_plus32,32.0,True,40,validation,55,56,easy,7,Los Angeles,Florida,3,1,4700,True,json,,11319,722,50.66495680809021,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0056.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0056.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0056.json
steer_long_term_plus32,32.0,True,40,validation,56,57,easy,7,Kona,California,3,1,2500,True,json,,9438,786,52.94348406791687,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0057.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0057.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0057.json
steer_long_term_plus32,32.0,True,40,validation,57,58,easy,7,Louisville,Florida,3,1,7800,True,json,,9746,757,51.47712063789368,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0058.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/responses/response_0058.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_long_term_plus32/plans/plan_0058.json
