probe,condition,filler,depth,closed,ctx_tokens,fill,patch_tokens,gold,s_a,s_b,s_p,pred,compliant_a,compliant_b,response
2,patch_bb_gen,mmlu,42,True,,,,A,,,,A,False,False,"Given the information provided, the most likely diagnosis for this patient would be:

A) Possible NSTEMI / STEMI

Reasoning:
- The patient is a 28-year-old male with significant pain (rated as 6 out of 10) in various locations including the thoracic spine, side of the chest (right), and epigastric area.
- The pain is described as sharp and has a sudden onset (rated as 9 out of 10)."
2,patch_ba_gen,mmlu,42,True,,,,A,,,,A,False,False,"Given the information provided, the most likely diagnosis for this patient would be:

A) Possible NSTEMI / STEMI

Reasoning:
- The patient is a 28-year-old male with significant pain (rated as 6 out of 10) in various locations including the thoracic spine, side of the chest (right), and epigastric area.
- The pain is characterized as sharp and scary, and it radiates to the biceps (right), b"
2,patch_aa_gen,mmlu,42,True,,,,A,,,,A,False,False,"Given the information provided, the most likely diagnosis for this patient would be:

A) Possible NSTEMI / STEMI

Reasoning:
- The patient is a 28-year-old male with significant pain (rated as 6 out of 10) in various locations including the thoracic spine, side of the chest (right), and epigastric area.
- The pain is characterized as sharp and scary, and it radiates to the biceps (right), b"
2,unrel_pure_y_gen,mmlu,42,True,,,,A,,,,A,False,False,"Given the provided information, the most likely diagnosis for the patient would be:

A) Possible NSTEMI / STEMI

Reasoning:
- The patient reports significant pain (rated as 6) and mentions it is related to the reason for consulting, which could indicate a cardiac event such as a myocardial infarction (heart attack).
- The presence of shortness of breath or difficulty breathing is a critical sympto"
2,unrel_patch_xy_gen,mmlu,42,True,,,,A,,,,A,False,False,"Given the information provided, the most likely diagnosis for this patient would be:

A) Possible NSTEMI / STEMI

Reasoning:
- The patient is a 28-year-old male with significant pain (rated as 6 out of 10) in various locations including the thoracic spine, side of the chest (right), and epigastric area.
- The pain is described as sharp and has a sudden onset (rated as 9 out of 10)."
2,unrel_patch_yy_gen,mmlu,42,True,,,,A,,,,A,False,False,"Given the information provided, the most likely diagnosis for this patient would be:

A) Possible NSTEMI / STEMI

Reasoning:
- The patient is a 28-year-old male with significant pain (rated as 6 out of 10) in various locations including the thoracic spine, side of the chest (right), and epigastric area.
- The pain is characterized as sharp and scary, and it radiates to the biceps (right), b"
3,pure_a,mmlu,42,True,3491.0,0.8523,0.0,D,-21.26448631286621,-27.23529624938965,-0.032144706696271896,,,,
3,pure_b,mmlu,42,True,3491.0,0.8523,0.0,D,-21.102069854736328,-27.089385986328125,-0.037729039788246155,,,,
3,patch_ab,mmlu,42,True,3491.0,0.8523,3214.0,D,-22.110671997070312,-27.541114807128906,-0.01723853126168251,,,,
3,patch_bb,mmlu,42,True,3491.0,0.8523,3214.0,D,-22.1678524017334,-27.567005157470703,-0.018772227689623833,,,,
3,patch_ba,mmlu,42,True,3491.0,0.8523,3214.0,D,-22.047245025634766,-27.59191131591797,-0.01896926760673523,,,,
3,patch_aa,mmlu,42,True,3491.0,0.8523,3214.0,D,-22.01010513305664,-27.444080352783203,-0.01651795022189617,,,,
3,unrel_pure_y,mmlu,42,True,3498.0,0.854,0.0,D,-21.21775245666504,-27.296175003051758,-0.03248988464474678,,,,
3,unrel_patch_xy,mmlu,42,True,3498.0,0.854,3214.0,D,-22.004262924194336,-27.4331111907959,-0.015067211352288723,,,,
3,unrel_patch_yy,mmlu,42,True,3498.0,0.854,3214.0,D,-22.060503005981445,-27.538772583007812,-0.016441842541098595,,,,
3,pure_a_gen,mmlu,42,True,,,,D,,,,D,False,False,D
3,pure_b_gen,mmlu,42,True,,,,D,,,,D,False,False,D
3,patch_ab_gen,mmlu,42,True,,,,D,,,,D,False,False,D
3,patch_bb_gen,mmlu,42,True,,,,D,,,,D,False,False,D
3,patch_ba_gen,mmlu,42,True,,,,D,,,,D,False,False,D
3,patch_aa_gen,mmlu,42,True,,,,D,,,,D,False,False,D
3,unrel_pure_y_gen,mmlu,42,True,,,,D,,,,D,False,False,D
3,unrel_patch_xy_gen,mmlu,42,True,,,,D,,,,D,False,False,D
3,unrel_patch_yy_gen,mmlu,42,True,,,,D,,,,D,False,False,D
4,pure_a,mmlu,42,True,3749.0,0.9153,0.0,A,-20.10781478881836,-26.139041900634766,-0.008237580768764019,,,,
4,pure_b,mmlu,42,True,3749.0,0.9153,0.0,A,-20.277515411376953,-26.116086959838867,-0.009079422801733017,,,,
4,patch_ab,mmlu,42,True,3749.0,0.9153,3214.0,A,-21.409082412719727,-27.263713836669922,-0.0017823358066380024,,,,
4,patch_bb,mmlu,42,True,3749.0,0.9153,3214.0,A,-21.717519760131836,-27.650379180908203,-0.0017012516036629677,,,,
4,patch_ba,mmlu,42,True,3749.0,0.9153,3214.0,A,-21.692033767700195,-27.671859741210938,-0.001700833672657609,,,,
4,patch_aa,mmlu,42,True,3749.0,0.9153,3214.0,A,-21.623031616210938,-27.4761905670166,-0.0020286738872528076,,,,
4,unrel_pure_y,mmlu,42,True,3756.0,0.917,0.0,A,-20.200836181640625,-26.231184005737305,-0.009732786566019058,,,,
4,unrel_patch_xy,mmlu,42,True,3756.0,0.917,3214.0,A,-21.450408935546875,-27.25997543334961,-0.0020377521868795156,,,,
4,unrel_patch_yy,mmlu,42,True,3756.0,0.917,3214.0,A,-21.444557189941406,-27.248998641967773,-0.002050653100013733,,,,
4,pure_a_gen,mmlu,42,True,,,,A,,,,A,False,False,A
4,pure_b_gen,mmlu,42,True,,,,A,,,,A,False,False,A
4,patch_ab_gen,mmlu,42,True,,,,A,,,,A,False,False,A
4,patch_bb_gen,mmlu,42,True,,,,A,,,,A,False,False,A
4,patch_ba_gen,mmlu,42,True,,,,A,,,,A,False,False,A
4,patch_aa_gen,mmlu,42,True,,,,A,,,,A,False,False,A
4,unrel_pure_y_gen,mmlu,42,True,,,,A,,,,A,False,False,A
4,unrel_patch_xy_gen,mmlu,42,True,,,,A,,,,A,False,False,A
4,unrel_patch_yy_gen,mmlu,42,True,,,,A,,,,A,False,False,A
5,pure_a,mmlu,42,True,3542.0,0.8647,0.0,D,-22.516666412353516,-26.76233673095703,-0.003100487869232893,,,,
5,pure_b,mmlu,42,True,3542.0,0.8647,0.0,D,-22.434619903564453,-26.661649703979492,-0.0037930929102003574,,,,
5,patch_ab,mmlu,42,True,3542.0,0.8647,3214.0,D,-23.320863723754883,-27.377687454223633,-0.0015889506321400404,,,,
5,patch_bb,mmlu,42,True,3542.0,0.8647,3214.0,D,-23.45987892150879,-27.544612884521484,-0.0014076002407819033,,,,
5,patch_ba,mmlu,42,True,3542.0,0.8647,3214.0,D,-23.47636604309082,-27.692474365234375,-0.0015675188042223454,,,,
5,patch_aa,mmlu,42,True,3542.0,0.8647,3214.0,D,-23.42531967163086,-27.52570343017578,-0.0014463388361036777,,,,
5,unrel_pure_y,mmlu,42,True,3549.0,0.8665,0.0,D,-22.57332992553711,-26.726716995239258,-0.003425498027354479,,,,
5,unrel_patch_xy,mmlu,42,True,3549.0,0.8665,3214.0,D,-23.39617347717285,-27.50470733642578,-0.0015931295929476619,,,,
5,unrel_patch_yy,mmlu,42,True,3549.0,0.8665,3214.0,D,-23.41805076599121,-27.593643188476562,-0.001643159193918109,,,,
6,pure_a,mmlu,42,True,3708.0,0.9053,0.0,C,-19.59796142578125,-25.309001922607422,-0.07954091578722,,,,
6,pure_b,mmlu,42,True,3708.0,0.9053,0.0,C,-19.352645874023438,-25.10664176940918,-0.09423696249723434,,,,
6,patch_ab,mmlu,42,True,3708.0,0.9053,3214.0,C,-20.778419494628906,-26.37361717224121,-0.03452904522418976,,,,
6,patch_bb,mmlu,42,True,3708.0,0.9053,3214.0,C,-21.29831886291504,-26.741748809814453,-0.024001602083444595,,,,
6,patch_ba,mmlu,42,True,3708.0,0.9053,3214.0,C,-21.257638931274414,-26.64499855041504,-0.02059907652437687,,,,
6,patch_aa,mmlu,42,True,3708.0,0.9053,3214.0,C,-20.773469924926758,-26.384798049926758,-0.03769499808549881,,,,
6,unrel_pure_y,mmlu,42,True,3715.0,0.907,0.0,C,-19.556886672973633,-25.27942657470703,-0.08865206688642502,,,,
6,unrel_patch_xy,mmlu,42,True,3715.0,0.907,3214.0,C,-20.838062286376953,-26.24323081970215,-0.02871078811585903,,,,
6,unrel_patch_yy,mmlu,42,True,3715.0,0.907,3214.0,C,-20.893335342407227,-26.41374397277832,-0.029094364494085312,,,,
7,pure_a,mmlu,42,True,3527.0,0.8611,0.0,E,-17.016231536865234,-23.98147201538086,-1.1757557392120361,,,,
7,pure_b,mmlu,42,True,3527.0,0.8611,0.0,E,-17.05935287475586,-23.9940128326416,-1.1703250408172607,,,,
7,patch_ab,mmlu,42,True,3527.0,0.8611,3214.0,E,-17.45221710205078,-24.340707778930664,-0.9056217670440674,,,,
7,patch_bb,mmlu,42,True,3527.0,0.8611,3214.0,E,-17.619670867919922,-24.547042846679688,-0.8398568034172058,,,,
7,patch_ba,mmlu,42,True,3527.0,0.8611,3214.0,E,-17.513185501098633,-24.543149948120117,-0.8003369569778442,,,,
7,patch_aa,mmlu,42,True,3527.0,0.8611,3214.0,E,-17.35882568359375,-24.375446319580078,-0.8984331488609314,,,,
7,unrel_pure_y,mmlu,42,True,3534.0,0.8628,0.0,E,-17.097137451171875,-24.007287979125977,-1.1628344058990479,,,,
7,unrel_patch_xy,mmlu,42,True,3534.0,0.8628,3214.0,E,-17.422992706298828,-24.3757266998291,-0.8657162189483643,,,,
7,unrel_patch_yy,mmlu,42,True,3534.0,0.8628,3214.0,E,-17.296728134155273,-24.315208435058594,-0.8861492276191711,,,,
8,pure_a,mmlu,42,True,3498.0,0.854,0.0,C,-21.298259735107422,-27.138427734375,-0.0010828872909769416,,,,
8,pure_b,mmlu,42,True,3498.0,0.854,0.0,C,-21.12714195251465,-27.049894332885742,-0.001306850928813219,,,,
8,patch_ab,mmlu,42,True,3498.0,0.854,3214.0,C,-21.72006607055664,-27.25930404663086,-0.0006831237114965916,,,,
8,patch_bb,mmlu,42,True,3498.0,0.854,3214.0,C,-21.833229064941406,-27.424142837524414,-0.0006068401853553951,,,,
8,patch_ba,mmlu,42,True,3498.0,0.854,3214.0,C,-21.92953872680664,-27.380334854125977,-0.0006529435631819069,,,,
8,patch_aa,mmlu,42,True,3498.0,0.854,3214.0,C,-21.672964096069336,-27.227266311645508,-0.0006852112710475922,,,,
8,unrel_pure_y,mmlu,42,True,3505.0,0.8557,0.0,C,-21.262191772460938,-27.12883758544922,-0.00107626395765692,,,,
8,unrel_patch_xy,mmlu,42,True,3505.0,0.8557,3214.0,C,-21.861652374267578,-27.25739288330078,-0.0006221083458513021,,,,
8,unrel_patch_yy,mmlu,42,True,3505.0,0.8557,3214.0,C,-21.762147903442383,-27.150222778320312,-0.0007020910852588713,,,,
9,pure_a,mmlu,42,True,3582.0,0.8745,0.0,A,-18.01460838317871,-23.01245880126953,-0.8846352100372314,,,,
9,pure_b,mmlu,42,True,3582.0,0.8745,0.0,A,-17.925235748291016,-23.054059982299805,-0.8897366523742676,,,,
9,patch_ab,mmlu,42,True,3582.0,0.8745,3214.0,A,-18.436370849609375,-23.299531936645508,-0.767046332359314,,,,
9,patch_bb,mmlu,42,True,3582.0,0.8745,3214.0,A,-18.749197006225586,-23.801586151123047,-0.7062656283378601,,,,
9,patch_ba,mmlu,42,True,3582.0,0.8745,3214.0,A,-18.71901512145996,-23.901256561279297,-0.6670328974723816,,,,
9,patch_aa,mmlu,42,True,3582.0,0.8745,3214.0,A,-18.463462829589844,-23.535226821899414,-0.7475131750106812,,,,
9,unrel_pure_y,mmlu,42,True,3589.0,0.8762,0.0,A,-17.974735260009766,-23.223434448242188,-0.8004860877990723,,,,
9,unrel_patch_xy,mmlu,42,True,3589.0,0.8762,3214.0,A,-18.350492477416992,-23.530044555664062,-0.7343263626098633,,,,
9,unrel_patch_yy,mmlu,42,True,3589.0,0.8762,3214.0,A,-18.435964584350586,-23.546607971191406,-0.777764081954956,,,,
10,pure_a,mmlu,42,True,3522.0,0.8599,0.0,D,-18.487825393676758,-24.78864097595215,-0.19579219818115234,,,,
10,pure_b,mmlu,42,True,3522.0,0.8599,0.0,D,-17.94035530090332,-24.469072341918945,-0.2550720274448395,,,,
10,patch_ab,mmlu,42,True,3522.0,0.8599,3214.0,D,-18.46100616455078,-24.795028686523438,-0.15974509716033936,,,,
10,patch_bb,mmlu,42,True,3522.0,0.8599,3214.0,D,-19.02635955810547,-25.14812660217285,-0.14852802455425262,,,,
10,patch_ba,mmlu,42,True,3522.0,0.8599,3214.0,D,-19.008190155029297,-25.098384857177734,-0.1365039199590683,,,,
10,patch_aa,mmlu,42,True,3522.0,0.8599,3214.0,D,-18.348621368408203,-24.68204116821289,-0.16588331758975983,,,,
10,unrel_pure_y,mmlu,42,True,3529.0,0.8616,0.0,D,-18.20376205444336,-24.713590621948242,-0.2214185744524002,,,,
10,unrel_patch_xy,mmlu,42,True,3529.0,0.8616,3214.0,D,-18.23456573486328,-24.724599838256836,-0.171001598238945,,,,
10,unrel_patch_yy,mmlu,42,True,3529.0,0.8616,3214.0,D,-18.274534225463867,-24.74091911315918,-0.1583329737186432,,,,
11,pure_a,mmlu,42,True,3576.0,0.873,0.0,C,-20.693246841430664,-25.578216552734375,-0.057104483246803284,,,,
11,pure_b,mmlu,42,True,3576.0,0.873,0.0,C,-20.56263542175293,-25.449993133544922,-0.07037797570228577,,,,
11,patch_ab,mmlu,42,True,3576.0,0.873,3214.0,C,-21.868730545043945,-26.16648292541504,-0.028374023735523224,,,,
11,patch_bb,mmlu,42,True,3576.0,0.873,3214.0,C,-22.011062622070312,-26.676048278808594,-0.026684122160077095,,,,
11,patch_ba,mmlu,42,True,3576.0,0.873,3214.0,C,-21.97408676147461,-26.534347534179688,-0.026630191132426262,,,,
11,patch_aa,mmlu,42,True,3576.0,0.873,3214.0,C,-21.6016788482666,-26.140369415283203,-0.030085090547800064,,,,
11,unrel_pure_y,mmlu,42,True,3583.0,0.8748,0.0,C,-20.738895416259766,-25.562885284423828,-0.054527658969163895,,,,
11,unrel_patch_xy,mmlu,42,True,3583.0,0.8748,3214.0,C,-21.62333869934082,-26.192834854125977,-0.02630556933581829,,,,
11,unrel_patch_yy,mmlu,42,True,3583.0,0.8748,3214.0,C,-21.669889450073242,-26.293102264404297,-0.02627234160900116,,,,
12,pure_a,mmlu,42,True,3608.0,0.8809,0.0,B,-18.532981872558594,-22.772506713867188,-0.7756065726280212,,,,
12,pure_b,mmlu,42,True,3608.0,0.8809,0.0,B,-18.468299865722656,-22.62812042236328,-0.8328386545181274,,,,
12,patch_ab,mmlu,42,True,3608.0,0.8809,3214.0,B,-18.883350372314453,-22.795944213867188,-0.7790821194648743,,,,
12,patch_bb,mmlu,42,True,3608.0,0.8809,3214.0,B,-19.25788688659668,-23.245708465576172,-0.7963001132011414,,,,
12,patch_ba,mmlu,42,True,3608.0,0.8809,3214.0,B,-19.203012466430664,-23.28195571899414,-0.7774015665054321,,,,
12,patch_aa,mmlu,42,True,3608.0,0.8809,3214.0,B,-19.03573226928711,-22.798559188842773,-0.7612766623497009,,,,
12,unrel_pure_y,mmlu,42,True,3615.0,0.8826,0.0,B,-18.494890213012695,-22.818344116210938,-0.8486604690551758,,,,
12,unrel_patch_xy,mmlu,42,True,3615.0,0.8826,3214.0,B,-18.7951717376709,-22.845266342163086,-0.7445263862609863,,,,
12,unrel_patch_yy,mmlu,42,True,3615.0,0.8826,3214.0,B,-18.916946411132812,-22.981754302978516,-0.7635493874549866,,,,
13,pure_a,mmlu,42,True,3475.0,0.8484,0.0,C,-21.618494033813477,-28.51690673828125,-0.0027936941478401423,,,,
13,pure_b,mmlu,42,True,3475.0,0.8484,0.0,C,-21.619140625,-28.279911041259766,-0.0030838067177683115,,,,
13,patch_ab,mmlu,42,True,3475.0,0.8484,3214.0,C,-22.322134017944336,-28.597108840942383,-0.0012866187607869506,,,,
13,patch_bb,mmlu,42,True,3475.0,0.8484,3214.0,C,-22.339664459228516,-28.560596466064453,-0.0012567187659442425,,,,
13,patch_ba,mmlu,42,True,3475.0,0.8484,3214.0,C,-22.335189819335938,-28.73621368408203,-0.0013224282301962376,,,,
13,patch_aa,mmlu,42,True,3475.0,0.8484,3214.0,C,-22.455867767333984,-28.706825256347656,-0.0013025538064539433,,,,
13,unrel_pure_y,mmlu,42,True,3482.0,0.8501,0.0,C,-21.577272415161133,-28.48279571533203,-0.0029124668799340725,,,,
13,unrel_patch_xy,mmlu,42,True,3482.0,0.8501,3214.0,C,-22.384408950805664,-28.60835838317871,-0.0012324892450124025,,,,
13,unrel_patch_yy,mmlu,42,True,3482.0,0.8501,3214.0,C,-22.544139862060547,-28.669071197509766,-0.00124896049965173,,,,
14,pure_a,mmlu,42,True,3624.0,0.8848,0.0,E,-20.859163284301758,-25.63766098022461,-0.09325816482305527,,,,
14,pure_b,mmlu,42,True,3624.0,0.8848,0.0,E,-20.735252380371094,-25.421741485595703,-0.12186387181282043,,,,
14,patch_ab,mmlu,42,True,3624.0,0.8848,3214.0,E,-21.291109085083008,-25.494705200195312,-0.10457439720630646,,,,
14,patch_bb,mmlu,42,True,3624.0,0.8848,3214.0,E,-21.522064208984375,-25.817602157592773,-0.08801431953907013,,,,
14,patch_ba,mmlu,42,True,3624.0,0.8848,3214.0,E,-21.512683868408203,-25.85591697692871,-0.08750610798597336,,,,
14,patch_aa,mmlu,42,True,3624.0,0.8848,3214.0,E,-21.370912551879883,-25.50918960571289,-0.10102497041225433,,,,
14,unrel_pure_y,mmlu,42,True,3631.0,0.8865,0.0,E,-20.605871200561523,-25.426021575927734,-0.1078728511929512,,,,
14,unrel_patch_xy,mmlu,42,True,3631.0,0.8865,3214.0,E,-21.176250457763672,-25.59765625,-0.11138374358415604,,,,
14,unrel_patch_yy,mmlu,42,True,3631.0,0.8865,3214.0,E,-21.24354362487793,-25.639326095581055,-0.08734283596277237,,,,
15,pure_a,mmlu,42,True,3605.0,0.8801,0.0,A,-16.857868194580078,-24.13176918029785,-0.7667220234870911,,,,
15,pure_b,mmlu,42,True,3605.0,0.8801,0.0,A,-16.880924224853516,-24.15248680114746,-0.86094731092453,,,,
15,patch_ab,mmlu,42,True,3605.0,0.8801,3214.0,A,-17.563156127929688,-24.287572860717773,-0.7187419533729553,,,,
15,patch_bb,mmlu,42,True,3605.0,0.8801,3214.0,A,-17.662702560424805,-24.612308502197266,-0.6712635159492493,,,,
15,patch_ba,mmlu,42,True,3605.0,0.8801,3214.0,A,-17.600486755371094,-24.527637481689453,-0.6873038411140442,,,,
15,patch_aa,mmlu,42,True,3605.0,0.8801,3214.0,A,-17.47884178161621,-24.359888076782227,-0.7167417407035828,,,,
15,unrel_pure_y,mmlu,42,True,3612.0,0.8818,0.0,A,-16.811716079711914,-24.219707489013672,-0.8687211871147156,,,,
15,unrel_patch_xy,mmlu,42,True,3612.0,0.8818,3214.0,A,-17.405162811279297,-24.21345329284668,-0.7466193437576294,,,,
15,unrel_patch_yy,mmlu,42,True,3612.0,0.8818,3214.0,A,-17.421091079711914,-24.247175216674805,-0.7903832197189331,,,,
16,pure_a,mmlu,42,True,3498.0,0.854,0.0,E,-24.06182289123535,-28.544422149658203,-0.00010675761586753651,,,,
16,pure_b,mmlu,42,True,3498.0,0.854,0.0,E,-24.184206008911133,-28.681108474731445,-0.00014073647616896778,,,,
16,patch_ab,mmlu,42,True,3498.0,0.854,3214.0,E,-24.517621994018555,-28.647754669189453,-5.7102879509329796e-05,,,,
16,patch_bb,mmlu,42,True,3498.0,0.854,3214.0,E,-24.85586929321289,-28.863269805908203,-5.024797792430036e-05,,,,
16,patch_ba,mmlu,42,True,3498.0,0.854,3214.0,E,-24.790790557861328,-28.765851974487305,-4.619466562871821e-05,,,,
16,patch_aa,mmlu,42,True,3498.0,0.854,3214.0,E,-24.63563346862793,-28.749820709228516,-5.561267971643247e-05,,,,
16,unrel_pure_y,mmlu,42,True,3505.0,0.8557,0.0,E,-24.214614868164062,-28.5828800201416,-0.0001204682412208058,,,,
16,unrel_patch_xy,mmlu,42,True,3505.0,0.8557,3214.0,E,-24.757457733154297,-28.87049102783203,-5.579150456469506e-05,,,,
16,unrel_patch_yy,mmlu,42,True,3505.0,0.8557,3214.0,E,-24.756263732910156,-28.876300811767578,-6.294448394328356e-05,,,,
17,pure_a,mmlu,42,True,3570.0,0.8716,0.0,A,-16.46018409729004,-22.66457176208496,-1.326993703842163,,,,
17,pure_b,mmlu,42,True,3570.0,0.8716,0.0,A,-16.504613876342773,-22.666702270507812,-1.3954403400421143,,,,
17,patch_ab,mmlu,42,True,3570.0,0.8716,3214.0,A,-16.667463302612305,-22.827533721923828,-1.1082842350006104,,,,
17,patch_bb,mmlu,42,True,3570.0,0.8716,3214.0,A,-17.187410354614258,-23.313947677612305,-1.0554819107055664,,,,
17,patch_ba,mmlu,42,True,3570.0,0.8716,3214.0,A,-17.203950881958008,-23.435333251953125,-1.0254744291305542,,,,
