case,context_fill,context_tokens,seq_len,layer,head,correct,pathology,attention_entropy,frac_system,frac_early_cases,frac_recent_cases,frac_current_query,peak_position,peak_relative
0,0.0004,13,191,7,0,False,Guillain-Barré syndrome,2.630667209625244,0.4492127299308777,0.0,0.0,0.5507872700691223,2,0.010526315789473684
0,0.0004,13,191,7,1,False,Guillain-Barré syndrome,3.8312926292419434,0.18856006860733032,0.0,0.0,0.8114398121833801,2,0.010526315789473684
0,0.0004,13,191,7,2,False,Guillain-Barré syndrome,1.8580909967422485,0.24736148118972778,0.0,0.0,0.7526385188102722,190,1.0
0,0.0004,13,191,7,3,False,Guillain-Barré syndrome,2.1576077938079834,0.6152173280715942,0.0,0.0,0.38478273153305054,2,0.010526315789473684
0,0.0004,13,191,7,4,False,Guillain-Barré syndrome,1.5395482778549194,0.5530187487602234,0.0,0.0,0.4469813406467438,2,0.010526315789473684
0,0.0004,13,191,7,5,False,Guillain-Barré syndrome,1.647078514099121,0.5136248469352722,0.0,0.0,0.48637518286705017,2,0.010526315789473684
0,0.0004,13,191,7,6,False,Guillain-Barré syndrome,1.319360375404358,0.8287898898124695,0.0,0.0,0.17121008038520813,2,0.010526315789473684
0,0.0004,13,191,7,7,False,Guillain-Barré syndrome,2.0509848594665527,0.33081918954849243,0.0,0.0,0.669180691242218,190,1.0
0,0.0004,13,191,7,8,False,Guillain-Barré syndrome,1.9436527490615845,0.6685322523117065,0.0,0.0,0.331467866897583,2,0.010526315789473684
0,0.0004,13,191,7,9,False,Guillain-Barré syndrome,2.200226306915283,0.320027619600296,0.0,0.0,0.6799724698066711,2,0.010526315789473684
0,0.0004,13,191,7,10,False,Guillain-Barré syndrome,3.1721723079681396,0.04080619663000107,0.0,0.0,0.959193766117096,51,0.26842105263157895
0,0.0004,13,191,7,11,False,Guillain-Barré syndrome,1.4543755054473877,0.7379957437515259,0.0,0.0,0.2620042562484741,2,0.010526315789473684
0,0.0004,13,191,7,12,False,Guillain-Barré syndrome,1.1969863176345825,0.7828118205070496,0.0,0.0,0.21718817949295044,2,0.010526315789473684
0,0.0004,13,191,7,13,False,Guillain-Barré syndrome,1.4380030632019043,0.6141297817230225,0.0,0.0,0.38587021827697754,2,0.010526315789473684
0,0.0004,13,191,7,14,False,Guillain-Barré syndrome,2.808605194091797,0.40008556842803955,0.0,0.0,0.5999143719673157,2,0.010526315789473684
0,0.0004,13,191,7,15,False,Guillain-Barré syndrome,2.069253444671631,0.7378559708595276,0.0,0.0,0.2621442377567291,2,0.010526315789473684
0,0.0004,13,191,7,16,False,Guillain-Barré syndrome,2.395653247833252,0.45859941840171814,0.0,0.0,0.5414006114006042,2,0.010526315789473684
0,0.0004,13,191,7,17,False,Guillain-Barré syndrome,3.5160820484161377,0.3964270055294037,0.0,0.0,0.6035729646682739,2,0.010526315789473684
0,0.0004,13,191,7,18,False,Guillain-Barré syndrome,3.3082327842712402,0.4023105204105377,0.0,0.0,0.5976895093917847,2,0.010526315789473684
0,0.0004,13,191,7,19,False,Guillain-Barré syndrome,3.716175079345703,0.3338629901409149,0.0,0.0,0.6661369800567627,2,0.010526315789473684
0,0.0004,13,191,7,20,False,Guillain-Barré syndrome,1.05724036693573,0.2369823306798935,0.0,0.0,0.7630175352096558,190,1.0
0,0.0004,13,191,7,21,False,Guillain-Barré syndrome,1.993485927581787,0.696141242980957,0.0,0.0,0.30385878682136536,2,0.010526315789473684
0,0.0004,13,191,7,22,False,Guillain-Barré syndrome,3.3873305320739746,0.22632773220539093,0.0,0.0,0.773672342300415,190,1.0
0,0.0004,13,191,7,23,False,Guillain-Barré syndrome,2.5216262340545654,0.599371075630188,0.0,0.0,0.4006289839744568,2,0.010526315789473684
0,0.0004,13,191,7,24,False,Guillain-Barré syndrome,2.425762414932251,0.5310226082801819,0.0,0.0,0.4689774513244629,2,0.010526315789473684
0,0.0004,13,191,7,25,False,Guillain-Barré syndrome,2.6779839992523193,0.5998191833496094,0.0,0.0,0.4001809358596802,2,0.010526315789473684
0,0.0004,13,191,7,26,False,Guillain-Barré syndrome,2.869067907333374,0.5910537242889404,0.0,0.0,0.40894612669944763,2,0.010526315789473684
0,0.0004,13,191,7,27,False,Guillain-Barré syndrome,2.406130313873291,0.12115612626075745,0.0,0.0,0.8788438439369202,190,1.0
0,0.0004,13,191,15,0,False,Guillain-Barré syndrome,2.907771587371826,0.3678758442401886,0.0,0.0,0.6321240663528442,2,0.010526315789473684
0,0.0004,13,191,15,1,False,Guillain-Barré syndrome,3.1374683380126953,0.46859627962112427,0.0,0.0,0.5314037203788757,2,0.010526315789473684
0,0.0004,13,191,15,2,False,Guillain-Barré syndrome,1.2420693635940552,0.7804497480392456,0.0,0.0,0.21955013275146484,2,0.010526315789473684
0,0.0004,13,191,15,3,False,Guillain-Barré syndrome,2.5112781524658203,0.4915108382701874,0.0,0.0,0.5084891319274902,2,0.010526315789473684
0,0.0004,13,191,15,4,False,Guillain-Barré syndrome,3.392643928527832,0.42138686776161194,0.0,0.0,0.5786130428314209,2,0.010526315789473684
0,0.0004,13,191,15,5,False,Guillain-Barré syndrome,1.050428032875061,0.7593765258789062,0.0,0.0,0.2406235784292221,2,0.010526315789473684
0,0.0004,13,191,15,6,False,Guillain-Barré syndrome,2.02816104888916,0.627868115901947,0.0,0.0,0.3721317648887634,2,0.010526315789473684
0,0.0004,13,191,15,7,False,Guillain-Barré syndrome,2.985452175140381,0.40808072686195374,0.0,0.0,0.5919192433357239,2,0.010526315789473684
0,0.0004,13,191,15,8,False,Guillain-Barré syndrome,1.3345658779144287,0.6397023797035217,0.0,0.0,0.36029762029647827,2,0.010526315789473684
0,0.0004,13,191,15,9,False,Guillain-Barré syndrome,2.007750988006592,0.4532826542854309,0.0,0.0,0.5467173457145691,2,0.010526315789473684
0,0.0004,13,191,15,10,False,Guillain-Barré syndrome,2.8244354724884033,0.43962034583091736,0.0,0.0,0.5603795647621155,2,0.010526315789473684
0,0.0004,13,191,15,11,False,Guillain-Barré syndrome,1.1798259019851685,0.4808993935585022,0.0,0.0,0.5191006064414978,2,0.010526315789473684
0,0.0004,13,191,15,12,False,Guillain-Barré syndrome,1.8869318962097168,0.42615941166877747,0.0,0.0,0.5738404989242554,2,0.010526315789473684
0,0.0004,13,191,15,13,False,Guillain-Barré syndrome,2.7766871452331543,0.24663011729717255,0.0,0.0,0.7533698678016663,2,0.010526315789473684
0,0.0004,13,191,15,14,False,Guillain-Barré syndrome,2.2579729557037354,0.5924205183982849,0.0,0.0,0.40757954120635986,2,0.010526315789473684
0,0.0004,13,191,15,15,False,Guillain-Barré syndrome,1.4674543142318726,0.775982677936554,0.0,0.0,0.2240174263715744,2,0.010526315789473684
0,0.0004,13,191,15,16,False,Guillain-Barré syndrome,3.8577969074249268,0.20553477108478546,0.0,0.0,0.7944652438163757,2,0.010526315789473684
0,0.0004,13,191,15,17,False,Guillain-Barré syndrome,3.194186210632324,0.37808769941329956,0.0,0.0,0.6219123601913452,2,0.010526315789473684
0,0.0004,13,191,15,18,False,Guillain-Barré syndrome,0.5558266639709473,0.9217067360877991,0.0,0.0,0.07829327881336212,2,0.010526315789473684
0,0.0004,13,191,15,19,False,Guillain-Barré syndrome,1.9134142398834229,0.6360271573066711,0.0,0.0,0.3639726936817169,2,0.010526315789473684
0,0.0004,13,191,15,20,False,Guillain-Barré syndrome,2.234312057495117,0.5126116275787354,0.0,0.0,0.487388551235199,2,0.010526315789473684
0,0.0004,13,191,15,21,False,Guillain-Barré syndrome,3.0481669902801514,0.3021659255027771,0.0,0.0,0.6978341341018677,2,0.010526315789473684
0,0.0004,13,191,15,22,False,Guillain-Barré syndrome,3.856724500656128,0.11778561025857925,0.0,0.0,0.8822144269943237,2,0.010526315789473684
0,0.0004,13,191,15,23,False,Guillain-Barré syndrome,1.9567773342132568,0.12115348875522614,0.0,0.0,0.878846287727356,190,1.0
0,0.0004,13,191,15,24,False,Guillain-Barré syndrome,3.759734869003296,0.16593340039253235,0.0,0.0,0.8340665698051453,2,0.010526315789473684
0,0.0004,13,191,15,25,False,Guillain-Barré syndrome,2.9242324829101562,0.49213504791259766,0.0,0.0,0.5078649520874023,2,0.010526315789473684
0,0.0004,13,191,15,26,False,Guillain-Barré syndrome,1.965846061706543,0.25094208121299744,0.0,0.0,0.7490578889846802,189,0.9947368421052631
0,0.0004,13,191,15,27,False,Guillain-Barré syndrome,3.5687339305877686,0.11311254650354385,0.0,0.0,0.8868875503540039,188,0.9894736842105263
0,0.0004,13,191,27,0,False,Guillain-Barré syndrome,3.6388871669769287,0.3033778965473175,0.0,0.0,0.6966221928596497,2,0.010526315789473684
0,0.0004,13,191,27,1,False,Guillain-Barré syndrome,3.2665116786956787,0.38201940059661865,0.0,0.0,0.6179805994033813,2,0.010526315789473684
0,0.0004,13,191,27,2,False,Guillain-Barré syndrome,3.434800624847412,0.36499157547950745,0.0,0.0,0.6350083351135254,2,0.010526315789473684
0,0.0004,13,191,27,3,False,Guillain-Barré syndrome,3.1360671520233154,0.3593844175338745,0.0,0.0,0.6406155824661255,2,0.010526315789473684
0,0.0004,13,191,27,4,False,Guillain-Barré syndrome,2.7132582664489746,0.46902042627334595,0.0,0.0,0.5309795141220093,2,0.010526315789473684
0,0.0004,13,191,27,5,False,Guillain-Barré syndrome,3.2816319465637207,0.36308497190475464,0.0,0.0,0.6369150280952454,2,0.010526315789473684
0,0.0004,13,191,27,6,False,Guillain-Barré syndrome,3.0544486045837402,0.4208032190799713,0.0,0.0,0.5791968107223511,2,0.010526315789473684
0,0.0004,13,191,27,7,False,Guillain-Barré syndrome,0.09377463161945343,1.2837421309086494e-05,0.0,0.0,0.9999873042106628,190,1.0
0,0.0004,13,191,27,8,False,Guillain-Barré syndrome,2.7193922996520996,0.003585276659578085,0.0,0.0,0.9964147210121155,189,0.9947368421052631
0,0.0004,13,191,27,9,False,Guillain-Barré syndrome,0.7471338510513306,0.005309291649609804,0.0,0.0,0.9946907758712769,189,0.9947368421052631
0,0.0004,13,191,27,10,False,Guillain-Barré syndrome,-0.0,1.421337032364662e-41,0.0,0.0,1.0,190,1.0
0,0.0004,13,191,27,11,False,Guillain-Barré syndrome,0.10368599742650986,1.2711994713754393e-05,0.0,0.0,0.9999873638153076,190,1.0
0,0.0004,13,191,27,12,False,Guillain-Barré syndrome,2.890385150909424,3.7511693307124006e-08,0.0,0.0,0.9999998807907104,26,0.1368421052631579
0,0.0004,13,191,27,13,False,Guillain-Barré syndrome,-0.0,1.6038108185805577e-28,0.0,0.0,1.0,190,1.0
0,0.0004,13,191,27,14,False,Guillain-Barré syndrome,2.8266305923461914,0.46578672528266907,0.0,0.0,0.5342132449150085,2,0.010526315789473684
0,0.0004,13,191,27,15,False,Guillain-Barré syndrome,2.996471881866455,0.4400574862957001,0.0,0.0,0.5599424839019775,2,0.010526315789473684
0,0.0004,13,191,27,16,False,Guillain-Barré syndrome,3.6475679874420166,0.2969913184642792,0.0,0.0,0.7030086517333984,2,0.010526315789473684
0,0.0004,13,191,27,17,False,Guillain-Barré syndrome,3.62434720993042,0.23386012017726898,0.0,0.0,0.7661398649215698,2,0.010526315789473684
0,0.0004,13,191,27,18,False,Guillain-Barré syndrome,2.8826777935028076,0.4420684576034546,0.0,0.0,0.5579314827919006,2,0.010526315789473684
0,0.0004,13,191,27,19,False,Guillain-Barré syndrome,2.841599941253662,0.49483126401901245,0.0,0.0,0.5051687359809875,2,0.010526315789473684
0,0.0004,13,191,27,20,False,Guillain-Barré syndrome,2.800726890563965,0.46430060267448425,0.0,0.0,0.5356994867324829,2,0.010526315789473684
0,0.0004,13,191,27,21,False,Guillain-Barré syndrome,2.9469635486602783,0.39694279432296753,0.0,0.0,0.6030572056770325,2,0.010526315789473684
0,0.0004,13,191,27,22,False,Guillain-Barré syndrome,2.4967832565307617,0.5756914019584656,0.0,0.0,0.4243086278438568,2,0.010526315789473684
0,0.0004,13,191,27,23,False,Guillain-Barré syndrome,3.248758554458618,0.4245389997959137,0.0,0.0,0.5754609704017639,2,0.010526315789473684
0,0.0004,13,191,27,24,False,Guillain-Barré syndrome,2.81259822845459,0.406760573387146,0.0,0.0,0.5932394862174988,2,0.010526315789473684
0,0.0004,13,191,27,25,False,Guillain-Barré syndrome,2.835447311401367,0.4848399758338928,0.0,0.0,0.5151600241661072,2,0.010526315789473684
0,0.0004,13,191,27,26,False,Guillain-Barré syndrome,3.5709779262542725,0.31154191493988037,0.0,0.0,0.6884580850601196,2,0.010526315789473684
0,0.0004,13,191,27,27,False,Guillain-Barré syndrome,2.921523094177246,0.3839518427848816,0.0,0.0,0.6160479784011841,2,0.010526315789473684
1,0.0075,246,720,0,0,True,Panic attack,5.391584873199463,0.012276054359972477,0.18827597796916962,0.21713140606880188,0.5823164582252502,217,0.30180806675938804
1,0.0075,246,720,0,1,True,Panic attack,2.2460391521453857,0.00016057044558692724,0.0036456992384046316,0.0007720805588178337,0.9954217672348022,712,0.9902642559109874
1,0.0075,246,720,0,2,True,Panic attack,5.845183372497559,0.006471832748502493,0.12350797653198242,0.13193780183792114,0.7380825281143188,66,0.0917941585535466
1,0.0075,246,720,0,3,True,Panic attack,4.807555198669434,0.013874453492462635,0.12126942723989487,0.062483690679073334,0.8023722171783447,7,0.009735744089012517
1,0.0075,246,720,0,4,True,Panic attack,5.498081684112549,0.0046857744455337524,0.049076635390520096,0.023220427334308624,0.9230170249938965,713,0.9916550764951322
1,0.0075,246,720,0,5,True,Panic attack,1.7672184705734253,0.00032053381437435746,0.005350591614842415,0.001097940024919808,0.9932310581207275,716,0.9958275382475661
1,0.0075,246,720,0,6,True,Panic attack,1.8254307508468628,0.002875656820833683,0.020361531525850296,0.012211096473038197,0.9645516872406006,719,1.0
1,0.0075,246,720,0,7,True,Panic attack,2.998849391937256,0.0006733066402375698,0.0028912262059748173,0.0070456950925290585,0.9893897771835327,718,0.9986091794158554
1,0.0075,246,720,0,8,True,Panic attack,4.121437072753906,0.0007168733282014728,0.004828077740967274,0.01639104261994362,0.9780639410018921,719,1.0
1,0.0075,246,720,0,9,True,Panic attack,4.394850254058838,0.004664897453039885,0.02754923142492771,0.10293757915496826,0.864848256111145,712,0.9902642559109874
1,0.0075,246,720,0,10,True,Panic attack,4.05618953704834,0.0008811193984001875,0.004304846283048391,0.03458046540617943,0.9602336287498474,230,0.3198887343532684
1,0.0075,246,720,0,11,True,Panic attack,2.542304754257202,0.00011173803795827553,0.0007035232847556472,0.005867695435881615,0.9933170676231384,713,0.9916550764951322
1,0.0075,246,720,0,12,True,Panic attack,4.993959426879883,0.0009341223048977554,0.011691778898239136,0.02643359638750553,0.9609404802322388,714,0.9930458970792768
1,0.0075,246,720,0,13,True,Panic attack,5.456631660461426,0.005590138956904411,0.03330650553107262,0.11677613854408264,0.8443272113800049,712,0.9902642559109874
1,0.0075,246,720,0,14,True,Panic attack,5.47535514831543,0.014316453598439693,0.07979436218738556,0.2007613480091095,0.7051277160644531,713,0.9916550764951322
1,0.0075,246,720,0,15,True,Panic attack,0.0002468128805048764,1.1253357001805853e-07,2.025604089794797e-06,1.2378692417769344e-06,0.9999966621398926,719,1.0
1,0.0075,246,720,0,16,True,Panic attack,3.374113082885742,9.378274990012869e-05,0.0018627275712788105,0.0016081401845440269,0.996435284614563,714,0.9930458970792768
1,0.0075,246,720,0,17,True,Panic attack,4.430412292480469,0.002818062901496887,0.04342774674296379,0.01807243935763836,0.9356818199157715,669,0.9304589707927677
1,0.0075,246,720,0,18,True,Panic attack,3.162527322769165,0.0014701865147799253,0.016745014116168022,0.15532514452934265,0.8264596462249756,669,0.9304589707927677
1,0.0075,246,720,0,19,True,Panic attack,5.569097995758057,0.003899605944752693,0.07565924525260925,0.042170122265815735,0.8782709836959839,713,0.9916550764951322
1,0.0075,246,720,0,20,True,Panic attack,4.539544582366943,0.003821432590484619,0.1104205772280693,0.04063372686505318,0.8451243042945862,339,0.4714881780250348
1,0.0075,246,720,0,21,True,Panic attack,5.326962471008301,0.0003363511059433222,0.015967240557074547,0.09142515808343887,0.8922712206840515,719,1.0
1,0.0075,246,720,0,22,True,Panic attack,6.19584846496582,0.004613358527421951,0.08144912868738174,0.12134343385696411,0.7925941348075867,663,0.9221140472878998
1,0.0075,246,720,0,23,True,Panic attack,4.260461807250977,0.00028626350103877485,0.006312211509793997,0.05498908460140228,0.938412606716156,718,0.9986091794158554
1,0.0075,246,720,0,24,True,Panic attack,4.449827671051025,0.00023734141723252833,0.004711882211267948,0.051072023808956146,0.9439788460731506,714,0.9930458970792768
1,0.0075,246,720,0,25,True,Panic attack,5.139881134033203,0.00020144104200880975,0.01001451350748539,0.07059887051582336,0.9191851019859314,712,0.9902642559109874
1,0.0075,246,720,0,26,True,Panic attack,4.587996482849121,0.0003213753516320139,0.007253381423652172,0.06421887874603271,0.9282062649726868,714,0.9930458970792768
1,0.0075,246,720,0,27,True,Panic attack,4.9415459632873535,0.00015353818889707327,0.006235647946596146,0.0575285367667675,0.9360823035240173,712,0.9902642559109874
1,0.0075,246,720,7,0,True,Panic attack,3.450399875640869,0.31606948375701904,0.012354357168078423,0.20386666059494019,0.4677095413208008,2,0.0027816411682892906
1,0.0075,246,720,7,1,True,Panic attack,4.407084941864014,0.07487330585718155,0.01249926071614027,0.1256152093410492,0.7870123386383057,2,0.0027816411682892906
1,0.0075,246,720,7,2,True,Panic attack,1.9226257801055908,0.0837617814540863,0.009640535339713097,0.07201673090457916,0.8345810770988464,719,1.0
1,0.0075,246,720,7,3,True,Panic attack,2.8637702465057373,0.47720423340797424,0.013098431751132011,0.18052569031715393,0.32917168736457825,2,0.0027816411682892906
1,0.0075,246,720,7,4,True,Panic attack,1.627190351486206,0.5685650110244751,0.0008729911060072482,0.010433860123157501,0.4201282560825348,2,0.0027816411682892906
1,0.0075,246,720,7,5,True,Panic attack,1.9065382480621338,0.5452558994293213,0.0028364211320877075,0.036110565066337585,0.41579708456993103,2,0.0027816411682892906
1,0.0075,246,720,7,6,True,Panic attack,1.4906893968582153,0.7713761925697327,0.020453551784157753,0.15843121707439423,0.04973899573087692,2,0.0027816411682892906
1,0.0075,246,720,7,7,True,Panic attack,2.889029026031494,0.2276691347360611,0.018684810027480125,0.11458157002925873,0.6390644311904907,719,1.0
1,0.0075,246,720,7,8,True,Panic attack,2.4722416400909424,0.6113212704658508,0.02388719841837883,0.09635764360427856,0.26843395829200745,2,0.0027816411682892906
1,0.0075,246,720,7,9,True,Panic attack,2.28165864944458,0.33805835247039795,0.005296565592288971,0.046611856669187546,0.6100333333015442,2,0.0027816411682892906
1,0.0075,246,720,7,10,True,Panic attack,3.6783447265625,0.01690617762506008,0.14376530051231384,0.5890064239501953,0.25032204389572144,224,0.31154381084840055
1,0.0075,246,720,7,11,True,Panic attack,1.7976466417312622,0.6835570931434631,0.006839514710009098,0.07425092905759811,0.23535236716270447,2,0.0027816411682892906
1,0.0075,246,720,7,12,True,Panic attack,1.2892451286315918,0.7807731032371521,0.004232307896018028,0.037864621728658676,0.17712989449501038,2,0.0027816411682892906
1,0.0075,246,720,7,13,True,Panic attack,2.016550302505493,0.5313225388526917,0.008184671401977539,0.04296065494418144,0.41753214597702026,2,0.0027816411682892906
1,0.0075,246,720,7,14,True,Panic attack,3.2404842376708984,0.197793111205101,0.01480182260274887,0.4676796793937683,0.31972530484199524,2,0.0027816411682892906
1,0.0075,246,720,7,15,True,Panic attack,3.4923343658447266,0.4593445360660553,0.04362758994102478,0.3160514235496521,0.18097645044326782,2,0.0027816411682892906
1,0.0075,246,720,7,16,True,Panic attack,2.5694878101348877,0.5130757689476013,0.01553359441459179,0.07851443439722061,0.39287620782852173,2,0.0027816411682892906
1,0.0075,246,720,7,17,True,Panic attack,4.341681957244873,0.3115033805370331,0.06708672642707825,0.3589748740196228,0.2624349296092987,2,0.0027816411682892906
1,0.0075,246,720,7,18,True,Panic attack,3.8096795082092285,0.37598589062690735,0.0231532771140337,0.23497383296489716,0.36588701605796814,2,0.0027816411682892906
1,0.0075,246,720,7,19,True,Panic attack,5.032382011413574,0.19380787014961243,0.05475413799285889,0.19791480898857117,0.5535232424736023,2,0.0027816411682892906
1,0.0075,246,720,7,20,True,Panic attack,1.1771774291992188,0.1817561537027359,0.0018480930011719465,0.02133847214281559,0.7950573563575745,719,1.0
1,0.0075,246,720,7,21,True,Panic attack,1.3330466747283936,0.8365711569786072,0.019497618079185486,0.017574505880475044,0.12635686993598938,2,0.0027816411682892906
1,0.0075,246,720,7,22,True,Panic attack,3.486927032470703,0.060057610273361206,0.08235299587249756,0.3634655177593231,0.49412381649017334,244,0.33936022253129344
1,0.0075,246,720,7,23,True,Panic attack,2.7886438369750977,0.5893327593803406,0.04050254449248314,0.18475356698036194,0.18541117012500763,2,0.0027816411682892906
1,0.0075,246,720,7,24,True,Panic attack,2.7804033756256104,0.6057217121124268,0.029367154464125633,0.10159996896982193,0.26331108808517456,2,0.0027816411682892906
1,0.0075,246,720,7,25,True,Panic attack,2.5328269004821777,0.6845974922180176,0.045000333338975906,0.07817643135786057,0.1922256350517273,2,0.0027816411682892906
1,0.0075,246,720,7,26,True,Panic attack,3.3003737926483154,0.563239336013794,0.09203296899795532,0.11860015988349915,0.22612743079662323,2,0.0027816411682892906
1,0.0075,246,720,7,27,True,Panic attack,3.0812885761260986,0.1067296490073204,0.026677098125219345,0.05375640094280243,0.8128368258476257,719,1.0
1,0.0075,246,720,15,0,True,Panic attack,3.2330148220062256,0.348690390586853,0.00397066306322813,0.034537602216005325,0.6128014922142029,2,0.0027816411682892906
1,0.0075,246,720,15,1,True,Panic attack,4.101609230041504,0.3202148377895355,0.04782981798052788,0.32332322001457214,0.30863213539123535,2,0.0027816411682892906
1,0.0075,246,720,15,2,True,Panic attack,1.6578137874603271,0.6598444581031799,0.004577638581395149,0.03938055410981178,0.2961972653865814,2,0.0027816411682892906
1,0.0075,246,720,15,3,True,Panic attack,3.065640687942505,0.4222549796104431,0.003174424869939685,0.01954248547554016,0.5550282001495361,2,0.0027816411682892906
1,0.0075,246,720,15,4,True,Panic attack,4.293470859527588,0.31956252455711365,0.05561835318803787,0.18379849195480347,0.4410207271575928,2,0.0027816411682892906
1,0.0075,246,720,15,5,True,Panic attack,0.9402762651443481,0.776353120803833,0.0006647882401011884,0.0021679524797946215,0.22081421315670013,2,0.0027816411682892906
1,0.0075,246,720,15,6,True,Panic attack,2.6536216735839844,0.4465007185935974,0.0059900665655732155,0.027830984443426132,0.5196782350540161,2,0.0027816411682892906
1,0.0075,246,720,15,7,True,Panic attack,3.2126705646514893,0.4179866313934326,0.009791221469640732,0.07995584607124329,0.4922662675380707,2,0.0027816411682892906
1,0.0075,246,720,15,8,True,Panic attack,1.3291869163513184,0.645602285861969,0.0010704781161621213,0.0032176836393773556,0.35010939836502075,2,0.0027816411682892906
1,0.0075,246,720,15,9,True,Panic attack,1.9545111656188965,0.4941635727882385,0.004475386813282967,0.003945645876228809,0.4974153935909271,2,0.0027816411682892906
1,0.0075,246,720,15,10,True,Panic attack,3.1428587436676025,0.42648378014564514,0.01569654420018196,0.028338510543107986,0.5294811725616455,2,0.0027816411682892906
1,0.0075,246,720,15,11,True,Panic attack,1.1513190269470215,0.4472995102405548,0.0010608310112729669,0.002868327312171459,0.548771321773529,2,0.0027816411682892906
1,0.0075,246,720,15,12,True,Panic attack,1.9284367561340332,0.5346588492393494,0.008185102604329586,0.011824102140963078,0.445331871509552,2,0.0027816411682892906
