model,max_context_tokens,experiment,global_turn,story_id,story_num,turn_type,tracks_modification,modification_type,is_reask,answer_correct,reask_reverted,context_tokens,context_fill,mean_entropy,max_entropy,min_entropy,median_entropy,std_entropy,mean_logprob,max_logprob,min_logprob,median_logprob,std_logprob,perplexity,similarity_to_prev,response_length,hedging_detected,num_hedge_words,hedge_words,refusal_detected,num_generated_tokens,response_preview,user_input,recall_overlap
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,16,019a9611dd8e1b822bd0a58f075cc4a30bdd0797,0,reask_post_modification,True,outcome_change,True,False,False,1023,0.0312,0.029976440518183434,0.36660483479499817,1.047541942078567e-09,0.0002769748243736103,0.08555220538578082,-0.008909012861044138,0.0,-0.12764063477516174,-1.734480156301288e-05,0.029223275133942135,1.0089488162312275,0.0536,68,False,0,,False,18,Lisbeth meets a single elderly shepherdess named Marta at the seter.,Who does Lisbeth meet in the seter?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,17,019a9611dd8e1b822bd0a58f075cc4a30bdd0797,0,modification,False,cause_change,False,,,1083,0.0331,4.0778617389491956e-05,6.609215779462829e-05,5.526780455511471e-07,4.823481685889419e-05,2.719389643585096e-05,-2.3543794327451906e-06,0.0,-4.410734163684538e-06,-2.5033917836481123e-06,1.6222396452390164e-06,1.0000023543822043,0.0,6,False,0,,False,4,Noted.,"CORRECTION: Lisbeth did not move to Hoel farm because her mother died. She moved because a fire destroyed New Ridge farm, forcing her to relocate.",
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,18,019a9611dd8e1b822bd0a58f075cc4a30bdd0797,0,modification_quiz,True,cause_change,False,False,,1106,0.0338,0.006401395435396428,0.06991355866193771,6.164277976949961e-09,8.063149653025903e-05,0.015424787376093669,-0.0010036659250690536,0.0,-0.013121684081852436,-6.079655122448457e-06,0.002791155902609972,1.0010041697662622,0.0,92,False,0,,False,22,"Lisbeth moved to Hoel farm because a fire destroyed New Ridge farm, forcing her to relocate.",Why did Lisbeth move to Hoel farm?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,19,019a9611dd8e1b822bd0a58f075cc4a30bdd0797,0,reask_post_modification,True,relationship_change,True,False,False,1146,0.035,0.005259917771933179,0.048879917711019516,2.7101273758489697e-07,0.00046987851601443253,0.012388466832328532,-0.0008046115544344852,0.0,-0.008512994274497032,-4.3271223603369435e-05,0.0021606366905422393,1.0008049353411463,0.0952,55,False,0,,False,14,"Jacob is Lisbeth's uncle, her mother's younger brother.",What is Jacob's relationship to Lisbeth?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,20,019a9611dd8e1b822bd0a58f075cc4a30bdd0797,0,followup,True,cause_change,False,False,,1189,0.0363,0.42503462757336874,1.8635271787643433,5.203898467698309e-08,0.15433843433856964,0.5240540424934158,-0.18411241162915093,0.0,-1.0767979621887207,-0.02893788367509842,0.2743710897456107,1.2021509512480864,0.1282,277,True,1,likely,False,63,"If Lisbeth's mother is still alive, Kjersti Hoel's role as the caretaker would likely change. Kjersti would no longer be fulfilling a promise made by Lisbeth's mother, and instead, Lisbeth's mother wo","If Lisbeth's mother is still alive, how does Kjersti Hoel's role change?",
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,21,019a9611dd8e1b822bd0a58f075cc4a30bdd0797,0,reask_post_modification,True,cause_change,True,True,False,1273,0.0388,0.008097921203030248,0.09218604117631912,3.6119423896252556e-08,6.607106843148358e-05,0.021263468143285006,-0.0013700598979002148,0.0,-0.018045416101813316,-3.7550855722656706e-06,0.00411412443101139,1.001370998858724,0.0698,74,False,0,,False,18,"A fire destroyed New Ridge farm, forcing Lisbeth to relocate to Hoel farm.",What happened that made Lisbeth move to Hoel farm?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,22,019a9611dd8e1b822bd0a58f075cc4a30bdd0797,0,reask_post_modification,True,detail_change,True,True,False,1307,0.0399,0.0035122401118272252,0.030800746753811836,1.1069722916090541e-07,0.00029216539405751973,0.009116225732405116,-0.0005167050768676518,0.0,-0.0047657000832259655,-2.0205693544994574e-05,0.0014176040930156113,1.000516838591931,0.0667,29,False,0,,False,10,Lisbeth's nickname is Redcap.,What is Lisbeth's nickname?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,23,019a9611dd8e1b822bd0a58f075cc4a30bdd0797,0,cross_reference,True,all,False,False,,1341,0.0409,0.18305099340756692,1.354555368423462,2.1040211350964455e-08,0.008256020722910762,0.3102269601418118,-0.08801416859745698,0.0,-0.7726634740829468,-0.001035221794154495,0.1785516359761551,1.0920035940779347,0.1515,341,False,0,,False,88,"Noted. Corrections made:
1. Lisbeth's nickname is Redcap, not Longskirt.
2. Jacob is Lisbeth's uncle, her mother's younger brother.
3. Lisbeth moved to Hoel farm because a fire destroyed New Ridge far",Summarize all the corrections I've made to this story so far.,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,24,2e3b266eda62694b15254616844a26d972f5939b,1,story_presentation,False,,False,,,1655,0.0505,0.10340519279998261,0.4116823673248291,0.0003023805620614439,0.0008180116565199569,0.17798439438705244,-0.0222467694579791,-2.1934269170742482e-05,-0.08885285258293152,-5.6145489907066803e-05,0.0384550491929678,1.0224960741424671,0.0303,6,False,0,,False,4,Noted.,"Here is a story summary:

 The story is set just after the Union of Scotland and England (1707), in the Liddesdale hills of the Scottish Borders, familiar to Scott from his work collecting ballads for",
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,25,2e3b266eda62694b15254616844a26d972f5939b,1,factual_question_pre,False,,False,False,,1680,0.0513,0.3391750998781499,1.5232563018798828,1.8029734860647295e-07,0.0755438506603241,0.4298769713331441,-0.16723601658135084,0.0,-0.9784454107284546,-0.0136658800765872,0.2618612293925437,1.1820332118267634,0.0,185,False,0,,False,36,The summary does not provide information about who leads the party intent on bringing Jessie home. There is no mention of a character named Jessie or a specific party in the given text.,Who leads the party of people intent on bringing Jessie home?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,26,2e3b266eda62694b15254616844a26d972f5939b,1,factual_question_pre,False,,False,False,,1740,0.0531,0.1716559203835329,1.284597635269165,8.394494216190651e-06,0.015290407929569483,0.3023438329788241,-0.08417573169114892,-4.768370445162873e-07,-0.8319424390792847,-0.0018520788289606571,0.19432607072127542,1.0878200414685364,0.2895,143,False,0,,False,28,The summary does not mention Mr. Hoopdriver or Jessie lying about adventures. There is not enough information provided to answer this question.,Where does Mr.Hoopdriver lie and tell Jessie he's had adventures?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,27,2e3b266eda62694b15254616844a26d972f5939b,1,factual_question_pre,False,,False,False,,1787,0.0545,0.10242203168118204,1.1201146841049194,1.1059571392024736e-07,0.0013853083364665508,0.2661557853153664,-0.06993618885045245,0.0,-0.9582968950271606,-0.0001390444431308424,0.21119361185513555,1.072439745457778,0.64,144,False,0,,False,28,The summary does not provide information about Jessie promising anything to Mr. Hoopdriver. There is not enough context to answer this question.,What does Jessie promise Mr. Hoopdriver?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,28,2e3b266eda62694b15254616844a26d972f5939b,1,factual_question_pre,False,,False,False,,1836,0.056,0.03728469431475953,0.4877856969833374,6.350696679646717e-08,0.0005359701171983033,0.09638475171505424,-0.009425132455674874,0.0,-0.15471318364143372,-4.714613896794617e-05,0.029198920060429883,1.0094696888899943,0.5,143,False,0,,False,30,The summary does not provide information about Mr. Hoopdriver's occupation. There is not enough context to determine what he does for a living.,What does Mr. Hoopdriver do for a living?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,29,2e3b266eda62694b15254616844a26d972f5939b,1,factual_question,False,,False,False,,1886,0.0576,0.17484690316188412,1.4263594150543213,2.330792625571121e-07,0.0015470958314836025,0.3369314410956636,-0.08529470390837544,0.0,-0.6568831205368042,-0.00013302871957421303,0.17791703089351713,1.0890379631554674,0.2941,144,False,0,,False,29,The summary does not mention Patrick Earnscliff's father or any incident involving him. There is not enough information to answer this question.,What happened to Patrick Earnscliff's father?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,30,2e3b266eda62694b15254616844a26d972f5939b,1,factual_question,False,,False,False,,1936,0.0591,0.1463848149510272,0.9910376071929932,4.0291692471328133e-07,0.0008671039249747992,0.29412127799970494,-0.08402468474956688,0.0,-0.6632357239723206,-6.97350042173639e-05,0.1942695924976846,1.0876557419870605,0.4688,155,False,0,,False,29,The summary does not provide information about Isabel's father or his intended marriage plans for her. There is not enough context to answer this question.,Who did Isabel's father intend for her to marry? ,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,31,2e3b266eda62694b15254616844a26d972f5939b,1,modification,False,relationship_change,False,,,2000,0.061,4.7900792772281875e-05,0.00012203233927721158,3.7618386272697535e-07,3.4597323974594474e-05,4.515797369327515e-05,-2.503389794128452e-06,0.0,-5.722029527532868e-06,-2.1457648244904703e-06,2.0699147131630748e-06,1.0000025033929276,0.0,6,False,0,,False,4,Noted.,CORRECTION: Jessie is not running from her stepmother. She is running from her strict aunt who has legal guardianship.,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,32,2e3b266eda62694b15254616844a26d972f5939b,1,modification_quiz,True,relationship_change,False,True,,2019,0.0616,0.0038744556536443042,0.041203755885362625,7.258519474362402e-08,0.00017148969345726073,0.010340267466646654,-0.0005875022797757387,0.0,-0.006788524333387613,-1.4066597032069694e-05,0.0016958938226794044,1.000587674893042,0.0,66,False,0,,False,15,Jessie is running from her strict aunt who has legal guardianship.,Who is Jessie running from?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,33,2e3b266eda62694b15254616844a26d972f5939b,1,followup,True,relationship_change,False,False,,2055,0.0627,0.8138322477642009,3.4786324501037598,1.5033792877261476e-08,0.6099614799022675,0.8033914159215326,-0.38855960276368473,0.0,-2.0074989795684814,-0.19249118864536285,0.4456945366035415,1.474854886272326,0.0722,1059,True,1,might,False,202,"An aunt, as a blood relative, typically has a closer and more natural familial bond compared to a stepmother. This can affect the family dynamic in several ways:

1. **Emotional Support**: An aunt mig",How does an aunt vs stepmother change the family dynamic?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,34,2e3b266eda62694b15254616844a26d972f5939b,1,modification,False,detail_change,False,,,2291,0.0699,5.252141963296708e-05,0.00013182788097765297,3.1131855848798295e-07,3.897323949786369e-05,4.860055695534061e-05,-2.8610162416953244e-06,0.0,-6.318072337307967e-06,-2.5629963147366652e-06,2.2727981971766155e-06,1.0000028610203344,0.0,6,False,0,,False,4,Noted.,CORRECTION: Hoopdriver is not a draper's assistant. He is a clerk at a stationery shop.,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,35,2e3b266eda62694b15254616844a26d972f5939b,1,modification_quiz,True,detail_change,False,False,,2312,0.0706,0.04324985604909845,0.640875518321991,1.2818508754453006e-10,7.971959712449461e-05,0.15972475578578355,-0.02730064759328267,0.0,-0.4087044298648834,-5.125986263010418e-06,0.10193449481037054,1.0276767248568213,0.0,56,False,0,,False,15,Hoopdriver's occupation is a clerk at a stationery shop.,What is Hoopdriver's occupation?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,36,2e3b266eda62694b15254616844a26d972f5939b,1,followup,True,detail_change,False,False,,2344,0.0715,0.6305641527768846,2.1697182655334473,4.429580258147325e-09,0.2850038707256317,0.6789876575437485,-0.27916723681570704,0.0,-1.3567005395889282,-0.07118696719408035,0.36685970866228323,1.3220284172059913,0.186,298,True,1,likely,False,59,"Being a clerk at a stationery shop places Hoopdriver in a middle-class occupation, which generally indicates a stable but not particularly high social status. This role suggests he is employed and lik",How does this change his social status?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,37,2e3b266eda62694b15254616844a26d972f5939b,1,reask_post_modification,True,detail_change,True,False,False,2424,0.074,0.0006459281312696519,0.008261797949671745,1.7214915604135683e-10,5.842830069013871e-05,0.002039602562909794,-7.728230840437315e-05,0.0,-0.001049801823683083,-3.933898824470816e-06,0.00026014651039226713,1.0000772852947588,0.1628,47,False,0,,False,15,Mr. Hoopdriver is a clerk at a stationery shop.,What does Mr. Hoopdriver do for a living?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,38,2e3b266eda62694b15254616844a26d972f5939b,1,modification,False,cause_change,False,,,2475,0.0755,0.000447352478687435,0.0016679901164025068,2.79425989901938e-07,6.057018617866561e-05,0.0007054453111558989,-3.960446872497414e-05,0.0,-0.00014995403762441128,-4.231918637742638e-06,6.375084307901916e-05,1.0000396052529923,0.0,6,False,0,,False,4,Noted.,CORRECTION: Mr. Hoopdriver did not lie about having adventures in South Africa. He lied about having adventures in India.,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,39,2e3b266eda62694b15254616844a26d972f5939b,1,reask_post_modification,True,cause_change,True,True,False,2503,0.0764,0.06259121292218216,0.5045329332351685,1.7879678182453063e-07,0.0005339640192687511,0.13831162775217384,-0.021816104787429444,0.0,-0.22664445638656616,-4.410646579344757e-05,0.057695766325218445,1.0220558160161732,0.0,63,False,0,,False,15,Mr. Hoopdriver lies to Jessie about having adventures in India.,Where does Mr.Hoopdriver lie and tell Jessie he's had adventures?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,40,2e3b266eda62694b15254616844a26d972f5939b,1,modification_quiz,True,cause_change,False,True,,2538,0.0775,0.040780303435733,0.48444801568984985,3.455979946664911e-10,0.00011010100570274517,0.13377314130310372,-0.017469435241849258,0.0,-0.20915059745311737,-7.21213336873916e-06,0.05779410604895804,1.0176229182770373,0.3846,50,False,0,,False,12,Hoopdriver claims to have had adventures in India.,Where does Hoopdriver claim to have had adventures?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,41,2e3b266eda62694b15254616844a26d972f5939b,1,followup,True,cause_change,False,False,,2569,0.0784,0.5377220913072754,2.595898151397705,1.089676544552276e-07,0.3679012805223465,0.6036922720101096,-0.2536473892792304,0.0,-1.487392544746399,-0.07634489238262177,0.34255761964626846,1.2887173086034367,0.0962,411,True,2,might|however,False,76,"The choice between India and South Africa might matter in terms of cultural and historical context. India has a rich history and diverse culture that could provide more depth to the story, while South",Does the choice of India vs South Africa matter?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,42,2e3b266eda62694b15254616844a26d972f5939b,1,modification,False,outcome_change,False,,,2676,0.0817,5.331627738058842e-05,0.00010354534606449306,2.1229399749245204e-07,5.475373473018408e-05,3.709809806179821e-05,-3.159039295042021e-06,0.0,-5.125986263010418e-06,-3.755085458578833e-06,1.9633327627765458e-06,1.0000031590442848,0.0,6,False,0,,False,4,Noted.,CORRECTION: Jessie does not promise to send Hoopdriver books. She promises to write him letters.,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,43,2e3b266eda62694b15254616844a26d972f5939b,1,reask_post_modification,True,outcome_change,True,False,False,2699,0.0824,0.008337133409271795,0.10947495698928833,1.1265433030871463e-09,9.8181284556631e-05,0.02806407933928163,-0.0017111755844061755,0.0,-0.023250337690114975,-7.3313444772793446e-06,0.005974559992028463,1.0017126404807923,0.0,52,False,0,,False,14,Jessie promises Mr. Hoopdriver to write him letters.,What does Jessie promise Mr. Hoopdriver?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,44,2e3b266eda62694b15254616844a26d972f5939b,1,modification_quiz,True,outcome_change,False,True,,2730,0.0833,0.05451405015098013,0.6508243680000305,2.439503532514209e-07,6.706185013172217e-05,0.17979507327098324,-0.03662406491600952,0.0,-0.4391842186450958,-4.351129518909147e-06,0.12137646364139368,1.037302988943142,0.875,48,False,0,,False,12,Jessie promises Hoopdriver to write him letters.,What does Jessie promise Hoopdriver?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,45,2e3b266eda62694b15254616844a26d972f5939b,1,reask_post_modification,True,relationship_change,True,False,False,2763,0.0843,0.008076228090658333,0.07324649393558502,6.741402103216387e-07,0.0005300734483171254,0.017834262286365338,-0.001260996805685366,0.0,-0.013592546805739403,-4.488128797675017e-05,0.003138378363611385,1.0012617921964506,0.0714,151,False,0,,False,28,The summary does not provide information about who leads the party intent on bringing Jessie home. There is not enough context to answer this question.,Who leads the party of people intent on bringing Jessie home?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,46,2e3b266eda62694b15254616844a26d972f5939b,1,followup,True,outcome_change,False,False,,2810,0.0858,0.5041865918781834,2.3847126960754395,4.9933529311374514e-08,0.26809072494506836,0.5714685504087741,-0.22865599368960957,0.0,-1.4447269439697266,-0.057940635830163956,0.30803665886752796,1.2569095798027135,0.0361,670,False,0,,False,119,"Letters differ from books as a promise in several ways:

1. **Frequency**: Letters can be sent more frequently, allowing for ongoing communication and updates.
2. **Personal Touch**: Letters often inc",How do letters differ from books as a promise?,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,47,2e3b266eda62694b15254616844a26d972f5939b,1,cross_reference,True,all,False,True,,2953,0.0901,0.06137364473556382,1.2737200260162354,2.9718887351037893e-09,0.00014063381240703166,0.2005292079578177,-0.03451913745049146,0.0,-0.9458187222480774,-1.0251946150674485e-05,0.13887482774698331,1.0351218377794862,0.0463,458,False,0,,False,120,"Noted. Corrections made:
1. Lisbeth's nickname is Redcap, not Longskirt.
2. Jacob is Lisbeth's uncle, her mother's younger brother.
3. Lisbeth moved to Hoel farm because a fire destroyed New Ridge far",Summarize all the corrections I've made to this story so far.,
Qwen/Qwen2.5-7B-Instruct,32768,narrativeqa_adversarial,48,069ba0ceb78ef8fe8a193b7b4f225938f2044f0c,2,story_presentation,False,,False,,,3271,0.0998,0.06397097348053649,0.23897404968738556,0.00011594870738917962,0.008396947763685603,0.10126078058557518,-0.011500681830966641,-8.34461570775602e-06,-0.04443381726741791,-0.000780282720370451,0.019024268196917847,1.011567068927116,0.02,6,False,0,,False,4,Noted.,"Here is a story summary:

 In 1996, psychopathic career criminal Simon Phoenix kidnaps a number of hostages and takes refuge with his gang in an abandoned building. LAPD Sgt. John Spartan uses a therm",
