condition,amount_scale_factor,amount_scale_factor_text,base_x_now,base_x_now_text,base_y_later,base_y_later_text,x_now,x_now_text,y_later,y_later_text,amount_multiplier,amount_multiplier_text,t_delay,time_delay_format,repeat_idx,user_pov,prompt_format,prompt,response,response_for_parse,thinking_trace_removed_for_parse,choice,intervention_type,projection_layer,projection_scale,projection_applied,projection_center_mode,projection_center_key,projection_center_norm,projection_vector_norm,probe_train_regime,probe_feature_name,vector_key,probe_artifact_path,projection_diag_forward_calls,projection_diag_target_vector_count,projection_diag_pre_projection_raw_cosine_mean,projection_diag_pre_projection_centered_cosine_mean,projection_diag_pre_projection_centered_abs_cosine_mean,projection_diag_pre_projection_abs_coeff_mean,projection_diag_pre_projection_raw_norm_mean,projection_diag_pre_projection_centered_norm_mean,projection_diag_removed_norm_mean,projection_diag_removed_norm_max,projection_diag_removed_fraction_of_centered_norm_mean,projection_diag_removed_fraction_of_centered_norm_max,projection_diag_prompt_centered_cosine_mean,projection_diag_decode_centered_cosine_mean,projection_diag_prompt_abs_coeff_mean,projection_diag_decode_abs_coeff_mean
projection_erasure,0.3,0.3,100,100,100,100,30,30,30.0,30,1.0,1,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30$ in 1825 days. What should I choose? Answer in just a few words.,Take the 30$ now.,Take the 30$ now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,9,9,-0.03494305660327276,-0.08570338369140194,0.08570338369140194,17.52624003092448,228.35408359103732,204.82796054416232,17.52624003092448,36.10913848876953,0.08570338369140194,0.16911649703979492,-0.0954807847738266,-0.08448120855609886,17.630128860473633,17.513253927230835
projection_erasure,0.3,0.3,100,100,100,100,30,30,30.0,30,1.0,1,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30$ in 3650 days. What should I choose? Answer in just a few words.,Take the 30$ now.,Take the 30$ now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,9,9,-0.03280680730111069,-0.08337170361644691,0.08641973158551587,17.712420251634384,228.52555338541666,204.45121595594617,17.712420251634384,35.30792999267578,0.08641973158551587,0.168549045920372,-0.09512417763471603,-0.08190264436416328,17.716758728027344,17.711877942085266
projection_erasure,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 1 hour. What should I choose? Answer in just a few words.,Take the $30 now.,Take the $30 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.053293485194444656,-0.10807428136467934,0.10807428136467934,21.733415126800537,225.850679397583,200.64486694335938,21.733415126800537,37.574440002441406,0.10807428136467934,0.1810188591480255,-0.09676206111907959,-0.10969031282833644,18.2637939453125,22.229075295584543
projection_erasure,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 8 hours. What should I choose? Answer in just a few words.,Take the 30.3$ in 8 hours.,Take the 30.3$ in 8 hours.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,14,14,-0.0187157505092078,-0.07106578296848706,0.07106578296848706,13.887432268687657,215.6436266217913,193.96294948032923,13.887432268687657,21.95897674560547,0.07106578296848706,0.10563056170940399,-0.09923795610666275,-0.06889869272708893,18.61121940612793,13.524064027346098
projection_erasure,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 1 day. What should I choose? Answer in just a few words.,Take the 30.3$ in 1 day.,Take the 30.3$ in 1 day.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,14,14,-0.02267407060467771,-0.07531722538572337,0.07531722538572337,14.588811772210258,216.02420588902064,193.76085553850447,14.588811772210258,21.882274627685547,0.07531722538572337,0.10509880632162094,-0.09843483567237854,-0.07353894767136528,18.570703506469727,14.282512408036451
projection_erasure,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 2 days. What should I choose? Answer in just a few words.,Take the 30.3$ in 2 days.,Take the 30.3$ in 2 days.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,14,14,-0.02212064922787249,-0.07429291208141617,0.07429291208141617,14.463774289403643,217.5555659702846,195.66509682791573,14.463774289403643,22.221506118774414,0.07429291208141617,0.10628201812505722,-0.09898161143064499,-0.07239378136224471,18.568485260009766,14.148027291664711
projection_erasure,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 7 days. What should I choose? Answer in just a few words.,Take the 30.3$ in 7 days.,Take the 30.3$ in 7 days.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,14,14,-0.01751963249574016,-0.0689008347024875,0.0689008347024875,13.622758167130607,217.77963256835938,196.13972800118583,13.622758167130607,22.04962921142578,0.0689008347024875,0.10443348437547684,-0.09875595569610596,-0.06660428693374762,18.464208602905273,13.250338902840248
projection_erasure,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 30 days. What should I choose? Answer in just a few words.,Take the $30 now.,Take the $30 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.052061463939026,-0.10586386080831289,0.10586386080831289,21.51505172252655,226.63687896728516,202.2299976348877,21.51505172252655,37.797027587890625,0.10586386080831289,0.17856428027153015,-0.0967942401766777,-0.1071595208985465,18.08767318725586,22.00467722756522
projection_erasure,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 90 days. What should I choose? Answer in just a few words.,Take the $30 now.,Take the $30 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.05245182942599058,-0.10637961234897375,0.10637961234897375,21.57272446155548,226.26147270202637,201.96181869506836,21.57272446155548,37.2574577331543,0.10637961234897375,0.17549847066402435,-0.09810584783554077,-0.10756157870803561,18.162567138671875,22.059889793395996
projection_erasure,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 365 days. What should I choose? Answer in just a few words.,Take the $30 now.,Take the $30 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.04814475466264412,-0.10150179686024785,0.10150179686024785,20.6825670003891,226.67951011657715,202.20488929748535,20.6825670003891,37.948219299316406,0.10150179686024785,0.17796781659126282,-0.09662031382322311,-0.10219915157982282,17.99081039428711,21.06710365840367
projection_erasure,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 730 days. What should I choose? Answer in just a few words.,Take the $30 now.,Take the $30 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.0495100129628554,-0.10302978660911322,0.10302978660911322,20.89900541305542,224.88918113708496,201.521089553833,20.89900541305542,37.89337158203125,0.10302978660911322,0.17688508331775665,-0.09705452620983124,-0.10388339523758207,17.925579071044922,21.323780604771205
projection_erasure,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 1095 days. What should I choose? Answer in just a few words.,Take the $30 now.,Take the $30 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.04760201129829511,-0.10101107461377978,0.10101107461377978,20.495659589767456,224.78844451904297,201.22207260131836,20.495659589767456,37.922760009765625,0.10101107461377978,0.17635536193847656,-0.0969608798623085,-0.10158967386398997,17.97589683532715,20.855625697544642
projection_erasure,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 1825 days. What should I choose? Answer in just a few words.,Take the $30 now.,Take the $30 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.048179593635722995,-0.10172148328274488,0.10172148328274488,20.610686898231506,224.87958145141602,201.122709274292,20.610686898231506,38.215023040771484,0.10172148328274488,0.1779984086751938,-0.09721705317497253,-0.10236497329814094,17.9647159576416,20.988682746887207
projection_erasure,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 3650 days. What should I choose? Answer in just a few words.,Take the $30 now.,Take the $30 now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,8,8,-0.045527649752330035,-0.09854230331256986,0.09854230331256986,20.089744925498962,226.32058143615723,202.09354400634766,20.089744925498962,38.12158203125,0.09854230331256986,0.17909394204616547,-0.09690035879611969,-0.09877686681491989,18.037046432495117,20.382987567356654
projection_erasure,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 1 hour. What should I choose? Answer in just a few words.,Choose the 33$ in 1 hour.,Choose the 33$ in 1 hour.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,12,12,-0.018499229549585532,-0.07116855898251136,0.07116855898251136,13.681822299957275,218.97760645548502,194.70586903889975,13.681822299957275,18.516834259033203,0.07116855898251136,0.09739406406879425,-0.09739406406879425,-0.06878442215648564,18.516834259033203,13.2422757582231
projection_erasure,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 8 hours. What should I choose? Answer in just a few words.,Take the 33$ in 8 hours.,Take the 33$ in 8 hours.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,12,12,-0.019571247433001798,-0.07193249836564064,0.07193249836564064,14.066089153289795,217.94878133138022,195.48098500569662,14.066089153289795,21.235349655151367,0.07193249836564064,0.10157345235347748,-0.10016580671072006,-0.06936583397063342,18.90260887145996,13.626405542547053
projection_erasure,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 1 day. What should I choose? Answer in just a few words.,Take the 33$ in 1 day.,Take the 33$ in 1 day.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,12,12,-0.023021437926217914,-0.0758929889028271,0.0758929889028271,14.766977190971375,218.31045405069986,194.89167277018228,14.766977190971375,20.714426040649414,0.0758929889028271,0.09891398251056671,-0.09848521649837494,-0.07383915003050458,18.732589721679688,14.406466960906982
projection_erasure,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 2 days. What should I choose? Answer in just a few words.,Take the 33$ in 2 days.,Take the 33$ in 2 days.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,12,12,-0.02085206985551243,-0.07313025649636984,0.07313025649636984,14.328754822413126,218.9426727294922,196.13212203979492,14.328754822413126,21.061574935913086,0.07313025649636984,0.10013934969902039,-0.09922898560762405,-0.0707576447589831,18.754871368408203,13.92638059095903
projection_erasure,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 7 days. What should I choose? Answer in just a few words.,Take the 33$ in 7 days.,Take the 33$ in 7 days.,False,y_later,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,12,12,-0.01654682504401232,-0.0677458792924881,0.0677458792924881,13.475475311279297,219.76574579874674,197.87007268269858,13.475475311279297,20.782981872558594,0.0677458792924881,0.09896168112754822,-0.09896168112754822,-0.06490807912566444,18.625520706176758,13.007289366288619
projection_erasure,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 30 days. What should I choose? Answer in just a few words.,Take the 30$ now.,Take the 30$ now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,9,9,-0.0425352675633298,-0.09466690859860843,0.09466690859860843,19.26308314005534,226.3503129747179,203.38663567437067,19.26308314005534,34.635955810546875,0.09466690859860843,0.16707353293895721,-0.09617425501346588,-0.09447849029675126,18.033540725708008,19.416775941848755
projection_erasure,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 90 days. What should I choose? Answer in just a few words.,Take the 30$ now.,Take the 30$ now.,False,x_now,probe_projection_erasure,40,1.0,True,train_mean,wmm_mean_train,143.02804565429688,1.0,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz,9,9,-0.04466597135696146,-0.0971492470966445,0.0971492470966445,19.741206698947483,226.54398939344617,203.46428765190973,19.741206698947483,33.3231315612793,0.0971492470966445,0.16063252091407776,-0.09772378206253052,-0.09707743022590876,18.156951904296875,19.93923854827881
