trace_id,case_index,gold,condition,pred,correct,confidence,wf_readout
15,2,A,patch_wf_L0,A,1,0.9990894794464111,0.9725254774093628
15,3,B,patch_wf_L0,B,1,0.9999001026153564,0.9716624021530151
15,4,A,patch_wf_L0,A,1,0.9768487811088562,0.9477845430374146
15,5,A,patch_wf_L0,A,1,0.9997490048408508,1.0131150484085083
15,6,B,patch_wf_L0,A,0,0.9982896447181702,0.9926553964614868
15,7,E,patch_wf_L0,E,1,0.8028479814529419,0.9592258930206299
15,8,E,patch_wf_L0,C,0,0.9628235697746277,1.0034756660461426
15,9,A,patch_wf_L0,B,0,0.9984539747238159,1.0013291835784912
15,10,B,patch_wf_L0,A,0,0.9936285614967346,0.9859422445297241
15,11,A,patch_wf_L0,A,1,0.9782657027244568,1.0228551626205444
15,12,B,patch_wf_L0,B,1,0.9217310547828674,1.0221436023712158
15,13,A,patch_wf_L0,A,1,0.9998612403869629,1.023301124572754
15,14,E,patch_wf_L0,E,1,0.9869195818901062,0.9805296659469604
15,15,C,patch_wf_L0,C,1,0.9997797608375549,1.001355767250061
15,16,A,patch_wf_L0,A,1,0.9999420642852783,0.9873174428939819
15,17,A,patch_wf_L0,A,1,0.9997740387916565,0.9763675928115845
15,18,A,patch_wf_L0,A,1,0.9995518326759338,0.9991729259490967
15,19,B,patch_wf_L0,E,0,0.9687463641166687,0.9746659994125366
15,20,A,patch_wf_L0,A,1,0.9999929666519165,0.9697884321212769
15,21,A,patch_wf_L0,C,0,0.9782706499099731,0.9768381118774414
15,22,E,patch_wf_L0,A,0,0.9959350824356079,0.9603041410446167
7,0,E,patch_wf_L10,E,1,0.9992274045944214,0.9345790147781372
7,1,D,patch_wf_L10,D,1,0.9959665536880493,0.967426061630249
7,2,A,patch_wf_L10,A,1,0.9999740123748779,0.9751148223876953
7,3,D,patch_wf_L10,B,0,0.9972733855247498,0.9764000177383423
7,4,C,patch_wf_L10,B,0,0.991238534450531,0.9808484315872192
7,5,D,patch_wf_L10,E,0,0.966999888420105,0.9723682403564453
7,6,D,patch_wf_L10,A,0,0.9403764009475708,1.0225677490234375
7,7,A,patch_wf_L10,A,1,0.9980844259262085,0.9705321788787842
7,8,A,patch_wf_L10,A,1,0.9610032439231873,0.9894739389419556
7,9,B,patch_wf_L10,A,0,0.945404589176178,0.9778826236724854
7,10,A,patch_wf_L10,A,1,0.9129358530044556,0.9357947111129761
7,11,D,patch_wf_L10,A,0,0.5572032332420349,0.9731824398040771
7,12,E,patch_wf_L10,E,1,0.9825291633605957,0.9771097898483276
7,13,A,patch_wf_L10,B,0,0.8352814316749573,0.997861385345459
7,14,D,patch_wf_L10,D,1,0.9912217855453491,1.0053892135620117
7,15,C,patch_wf_L10,C,1,0.5732866525650024,0.9674707651138306
7,16,C,patch_wf_L10,C,1,0.9983978867530823,1.006879210472107
7,17,D,patch_wf_L10,A,0,0.9924397468566895,0.9876565933227539
7,18,E,patch_wf_L10,E,1,0.9900637269020081,0.9759155511856079
7,19,E,patch_wf_L10,E,1,0.999887228012085,0.993457555770874
7,20,E,patch_wf_L10,A,0,0.5315476655960083,0.9657860994338989
7,21,C,patch_wf_L10,C,1,0.8325238227844238,0.9595503807067871
7,22,B,patch_wf_L10,C,0,0.9998955726623535,0.9653233289718628
7,23,E,patch_wf_L10,E,1,0.6210772395133972,0.957706093788147
9,0,E,patch_wf_L10,E,1,0.9973766803741455,1.0032051801681519
9,1,D,patch_wf_L10,C,0,0.9584428668022156,0.9649754762649536
9,2,B,patch_wf_L10,B,1,0.9899834394454956,0.9790323972702026
9,3,D,patch_wf_L10,D,1,0.9999781847000122,0.9599831104278564
9,4,B,patch_wf_L10,B,1,0.9987955093383789,0.9627841711044312
9,5,D,patch_wf_L10,D,1,0.9975638389587402,0.9863708019256592
9,6,B,patch_wf_L10,B,1,0.9999195337295532,1.027945637702942
9,7,E,patch_wf_L10,E,1,0.9930481314659119,0.9598805904388428
9,8,E,patch_wf_L10,B,0,0.9894106984138489,0.9855989217758179
9,9,C,patch_wf_L10,C,1,0.9975862503051758,0.9596842527389526
9,10,B,patch_wf_L10,B,1,0.65375816822052,0.9967747926712036
9,11,B,patch_wf_L10,B,1,0.9994962215423584,0.9943091869354248
9,12,A,patch_wf_L10,A,1,0.9991111159324646,1.0140448808670044
9,13,B,patch_wf_L10,B,1,0.999954104423523,0.977418065071106
9,14,D,patch_wf_L10,D,1,0.9982256293296814,0.9860490560531616
9,15,C,patch_wf_L10,D,0,0.9906842708587646,0.963646411895752
9,16,B,patch_wf_L10,C,0,0.9291289448738098,0.9897040128707886
9,17,C,patch_wf_L10,C,1,0.9998354911804199,0.9635807275772095
9,18,A,patch_wf_L10,A,1,0.9974954128265381,0.9865967035293579
9,19,B,patch_wf_L10,B,1,0.996036946773529,0.953853964805603
9,20,C,patch_wf_L10,C,1,0.9986365437507629,0.9921919107437134
14,0,B,patch_wf_L10,A,0,0.4642482399940491,0.9467067718505859
14,1,B,patch_wf_L10,B,1,0.9776650071144104,0.9785003662109375
14,2,C,patch_wf_L10,C,1,0.9999346733093262,0.9609616994857788
14,3,E,patch_wf_L10,E,1,0.9966676831245422,0.9439518451690674
14,4,A,patch_wf_L10,A,1,0.9997177720069885,0.9934078454971313
14,5,D,patch_wf_L10,D,1,0.9992617964744568,0.9982494115829468
14,6,B,patch_wf_L10,D,0,0.8661132454872131,0.9810189008712769
14,7,D,patch_wf_L10,A,0,0.7428719401359558,0.9663795232772827
14,8,C,patch_wf_L10,A,0,0.7842504382133484,0.9978193044662476
14,9,B,patch_wf_L10,B,1,0.9999260902404785,0.9726301431655884
14,10,C,patch_wf_L10,A,0,0.6053832769393921,0.9967371225357056
14,11,D,patch_wf_L10,D,1,0.9881491661071777,1.0146734714508057
14,12,B,patch_wf_L10,C,0,0.8224703669548035,1.0123109817504883
14,13,C,patch_wf_L10,C,1,0.9621068835258484,1.0265482664108276
14,14,B,patch_wf_L10,A,0,0.9289132952690125,1.0027992725372314
14,15,D,patch_wf_L10,D,1,0.9994271993637085,0.9837884902954102
14,16,C,patch_wf_L10,B,0,0.8252829909324646,0.9985710382461548
14,17,C,patch_wf_L10,C,1,0.9688666462898254,0.9916568994522095
14,18,E,patch_wf_L10,E,1,0.9718683958053589,0.9542597532272339
14,19,D,patch_wf_L10,D,1,0.9999305009841919,0.9756227731704712
14,20,C,patch_wf_L10,D,0,0.5615378022193909,0.9404635429382324
14,21,B,patch_wf_L10,B,1,0.9926673769950867,0.9520243406295776
15,0,D,patch_wf_L10,D,1,0.4214639663696289,0.9636760950088501
15,1,A,patch_wf_L10,A,1,0.9999934434890747,0.9966851472854614
15,2,A,patch_wf_L10,A,1,0.9991744160652161,0.9725254774093628
15,3,B,patch_wf_L10,B,1,0.9998869895935059,0.9716624021530151
15,4,A,patch_wf_L10,A,1,0.9768568873405457,0.9477845430374146
15,5,A,patch_wf_L10,A,1,0.9997438788414001,1.0131150484085083
15,6,B,patch_wf_L10,A,0,0.9982895255088806,0.9926553964614868
15,7,E,patch_wf_L10,E,1,0.7309825420379639,0.9592258930206299
15,8,E,patch_wf_L10,C,0,0.9715918898582458,1.0034756660461426
15,9,A,patch_wf_L10,B,0,0.998299777507782,1.0013291835784912
15,10,B,patch_wf_L10,A,0,0.9940031170845032,0.9859422445297241
15,11,A,patch_wf_L10,A,1,0.9769375324249268,1.0228551626205444
15,12,B,patch_wf_L10,B,1,0.9257243871688843,1.0221436023712158
15,13,A,patch_wf_L10,A,1,0.9998775720596313,1.023301124572754
15,14,E,patch_wf_L10,E,1,0.9877796173095703,0.9805296659469604
15,15,C,patch_wf_L10,C,1,0.9997811913490295,1.001355767250061
15,16,A,patch_wf_L10,A,1,0.9999452829360962,0.9873174428939819
15,17,A,patch_wf_L10,A,1,0.9998202919960022,0.9763675928115845
15,18,A,patch_wf_L10,A,1,0.9995703101158142,0.9991729259490967
15,19,B,patch_wf_L10,E,0,0.9671463966369629,0.9746659994125366
15,20,A,patch_wf_L10,A,1,0.9999929666519165,0.9697884321212769
15,21,A,patch_wf_L10,C,0,0.9784810543060303,0.9768381118774414
15,22,E,patch_wf_L10,A,0,0.9963034391403198,0.9603041410446167
7,0,E,no_patch,E,1,0.9992389678955078,0.9345790147781372
7,1,D,no_patch,D,1,0.9963313937187195,0.967426061630249
7,2,A,no_patch,A,1,0.9999713897705078,0.9751148223876953
7,3,D,no_patch,B,0,0.99733966588974,0.9764000177383423
7,4,C,no_patch,B,0,0.9912229776382446,0.9808484315872192
7,5,D,no_patch,E,0,0.9679962396621704,0.9723682403564453
7,6,D,no_patch,A,0,0.9295502305030823,1.0225677490234375
7,7,A,no_patch,A,1,0.9982545971870422,0.9705321788787842
7,8,A,no_patch,A,1,0.9538273215293884,0.9894739389419556
7,9,B,no_patch,A,0,0.9425753951072693,0.9778826236724854
7,10,A,no_patch,A,1,0.9129303097724915,0.9357947111129761
7,11,D,no_patch,A,0,0.5569665431976318,0.9731824398040771
7,12,E,no_patch,E,1,0.9813774228096008,0.9771097898483276
7,13,A,no_patch,B,0,0.8436830639839172,0.997861385345459
7,14,D,no_patch,D,1,0.992035448551178,1.0053892135620117
7,15,C,no_patch,C,1,0.5431773662567139,0.9674707651138306
7,16,C,no_patch,C,1,0.9984027743339539,1.006879210472107
7,17,D,no_patch,A,0,0.9919930696487427,0.9876565933227539
7,18,E,no_patch,E,1,0.9900010824203491,0.9759155511856079
7,19,E,no_patch,E,1,0.9998879432678223,0.993457555770874
7,20,E,no_patch,A,0,0.5316175818443298,0.9657860994338989
7,21,C,no_patch,C,1,0.8209797739982605,0.9595503807067871
7,22,B,no_patch,C,0,0.9998984336853027,0.9653233289718628
7,23,E,no_patch,E,1,0.6500923037528992,0.957706093788147
9,0,E,no_patch,E,1,0.9971930384635925,1.0032051801681519
9,1,D,no_patch,C,0,0.955867350101471,0.9649754762649536
9,2,B,no_patch,B,1,0.9905649423599243,0.9790323972702026
9,3,D,no_patch,D,1,0.9999802112579346,0.9599831104278564
9,4,B,no_patch,B,1,0.9988706707954407,0.9627841711044312
9,5,D,no_patch,D,1,0.9977186918258667,0.9863708019256592
9,6,B,no_patch,B,1,0.9999144077301025,1.027945637702942
9,7,E,no_patch,E,1,0.9935413599014282,0.9598805904388428
9,8,E,no_patch,B,0,0.9905681014060974,0.9855989217758179
9,9,C,no_patch,C,1,0.9974568486213684,0.9596842527389526
9,10,B,no_patch,B,1,0.6117641925811768,0.9967747926712036
9,11,B,no_patch,B,1,0.9995150566101074,0.9943091869354248
9,12,A,no_patch,A,1,0.9990847110748291,1.0140448808670044
9,13,B,no_patch,B,1,0.999953031539917,0.977418065071106
9,14,D,no_patch,D,1,0.998094379901886,0.9860490560531616
9,15,C,no_patch,D,0,0.98936927318573,0.963646411895752
9,16,B,no_patch,C,0,0.9393877983093262,0.9897040128707886
9,17,C,no_patch,C,1,0.9998434782028198,0.9635807275772095
9,18,A,no_patch,A,1,0.9974761605262756,0.9865967035293579
9,19,B,no_patch,B,1,0.9962761402130127,0.953853964805603
9,20,C,no_patch,C,1,0.9985540509223938,0.9921919107437134
14,0,B,no_patch,A,0,0.46081802248954773,0.9467067718505859
14,1,B,no_patch,B,1,0.9755286574363708,0.9785003662109375
14,2,C,no_patch,C,1,0.9999333620071411,0.9609616994857788
14,3,E,no_patch,E,1,0.997458279132843,0.9439518451690674
14,4,A,no_patch,A,1,0.9997422099113464,0.9934078454971313
14,5,D,no_patch,D,1,0.999271810054779,0.9982494115829468
14,6,B,no_patch,D,0,0.8587172627449036,0.9810189008712769
14,7,D,no_patch,A,0,0.7307530641555786,0.9663795232772827
14,8,C,no_patch,A,0,0.7632429003715515,0.9978193044662476
14,9,B,no_patch,B,1,0.9999319314956665,0.9726301431655884
14,10,C,no_patch,A,0,0.5902534127235413,0.9967371225357056
14,11,D,no_patch,D,1,0.9890264868736267,1.0146734714508057
14,12,B,no_patch,C,0,0.7943273782730103,1.0123109817504883
14,13,C,no_patch,C,1,0.931888222694397,1.0265482664108276
14,14,B,no_patch,A,0,0.9241664409637451,1.0027992725372314
14,15,D,no_patch,D,1,0.9994027614593506,0.9837884902954102
14,16,C,no_patch,B,0,0.8311331868171692,0.9985710382461548
14,17,C,no_patch,C,1,0.9686379432678223,0.9916568994522095
14,18,E,no_patch,E,1,0.9623001217842102,0.9542597532272339
14,19,D,no_patch,D,1,0.9999321699142456,0.9756227731704712
14,20,C,no_patch,D,0,0.6217684745788574,0.9404635429382324
14,21,B,no_patch,B,1,0.9902375340461731,0.9520243406295776
15,0,D,no_patch,D,1,0.41998371481895447,0.9636760950088501
15,1,A,no_patch,A,1,0.9999932050704956,0.9966851472854614
15,2,A,no_patch,A,1,0.9990399479866028,0.9725254774093628
15,3,B,no_patch,B,1,0.9998795986175537,0.9716624021530151
15,4,A,no_patch,A,1,0.9754157066345215,0.9477845430374146
15,5,A,no_patch,A,1,0.9997183680534363,1.0131150484085083
15,6,B,no_patch,A,0,0.998180627822876,0.9926553964614868
15,7,E,no_patch,E,1,0.8009183406829834,0.9592258930206299
15,8,E,no_patch,C,0,0.9680161476135254,1.0034756660461426
15,9,A,no_patch,B,0,0.9982477426528931,1.0013291835784912
15,10,B,no_patch,A,0,0.9943591952323914,0.9859422445297241
15,11,A,no_patch,A,1,0.9784435033798218,1.0228551626205444
15,12,B,no_patch,B,1,0.9336341023445129,1.0221436023712158
15,13,A,no_patch,A,1,0.999874472618103,1.023301124572754
15,14,E,no_patch,E,1,0.9868510365486145,0.9805296659469604
15,15,C,no_patch,C,1,0.9997928738594055,1.001355767250061
15,16,A,no_patch,A,1,0.9999457597732544,0.9873174428939819
15,17,A,no_patch,A,1,0.9998186230659485,0.9763675928115845
15,18,A,no_patch,A,1,0.9996083378791809,0.9991729259490967
15,19,B,no_patch,E,0,0.9705865979194641,0.9746659994125366
15,20,A,no_patch,A,1,0.9999934434890747,0.9697884321212769
15,21,A,no_patch,C,0,0.9797833561897278,0.9768381118774414
15,22,E,no_patch,A,0,0.9962422847747803,0.9603041410446167
7,0,E,patch_L0_full,E,1,0.999218225479126,0.9345790147781372
7,1,D,patch_L0_full,D,1,0.9963370561599731,0.967426061630249
7,2,A,patch_L0_full,A,1,0.9999771118164062,0.9751148223876953
7,3,D,patch_L0_full,B,0,0.9973816275596619,0.9764000177383423
7,4,C,patch_L0_full,B,0,0.9911590218544006,0.9808484315872192
7,5,D,patch_L0_full,E,0,0.9694089889526367,0.9723682403564453
7,6,D,patch_L0_full,A,0,0.9467660188674927,1.0225677490234375
7,7,A,patch_L0_full,A,1,0.9980672001838684,0.9705321788787842
7,8,A,patch_L0_full,A,1,0.9613633751869202,0.9894739389419556
7,9,B,patch_L0_full,A,0,0.9388726949691772,0.9778826236724854
7,10,A,patch_L0_full,A,1,0.9174242615699768,0.9357947111129761
7,11,D,patch_L0_full,A,0,0.5416178703308105,0.9731824398040771
7,12,E,patch_L0_full,E,1,0.9821673631668091,0.9771097898483276
7,13,A,patch_L0_full,B,0,0.8594574332237244,0.997861385345459
7,14,D,patch_L0_full,D,1,0.9920251369476318,1.0053892135620117
7,15,C,patch_L0_full,C,1,0.5429756045341492,0.9674707651138306
7,16,C,patch_L0_full,C,1,0.9983906745910645,1.006879210472107
7,17,D,patch_L0_full,A,0,0.9919392466545105,0.9876565933227539
7,18,E,patch_L0_full,E,1,0.9902338981628418,0.9759155511856079
7,19,E,patch_L0_full,E,1,0.9998965263366699,0.993457555770874
7,20,E,patch_L0_full,A,0,0.5168810486793518,0.9657860994338989
7,21,C,patch_L0_full,C,1,0.8209797739982605,0.9595503807067871
7,22,B,patch_L0_full,C,0,0.9998968839645386,0.9653233289718628
7,23,E,patch_L0_full,E,1,0.6778851747512817,0.957706093788147
9,0,E,patch_L0_full,E,1,0.9974120259284973,1.0032051801681519
9,1,D,patch_L0_full,C,0,0.9607275724411011,0.9649754762649536
9,2,B,patch_L0_full,B,1,0.9911043643951416,0.9790323972702026
9,3,D,patch_L0_full,D,1,0.9999785423278809,0.9599831104278564
9,4,B,patch_L0_full,B,1,0.9989017248153687,0.9627841711044312
9,5,D,patch_L0_full,D,1,0.9975714087486267,0.9863708019256592
9,6,B,patch_L0_full,B,1,0.9999170303344727,1.027945637702942
9,7,E,patch_L0_full,E,1,0.9937337040901184,0.9598805904388428
9,8,E,patch_L0_full,B,0,0.9911189675331116,0.9855989217758179
9,9,C,patch_L0_full,C,1,0.9975307583808899,0.9596842527389526
9,10,B,patch_L0_full,B,1,0.5631559491157532,0.9967747926712036
9,11,B,patch_L0_full,B,1,0.9995130300521851,0.9943091869354248
9,12,A,patch_L0_full,A,1,0.9990910291671753,1.0140448808670044
9,13,B,patch_L0_full,B,1,0.9999544620513916,0.977418065071106
9,14,D,patch_L0_full,D,1,0.998272180557251,0.9860490560531616
9,15,C,patch_L0_full,D,0,0.9885934591293335,0.963646411895752
9,16,B,patch_L0_full,C,0,0.9255769848823547,0.9897040128707886
9,17,C,patch_L0_full,C,1,0.999839186668396,0.9635807275772095
9,18,A,patch_L0_full,A,1,0.9975383281707764,0.9865967035293579
9,19,B,patch_L0_full,B,1,0.9963914752006531,0.953853964805603
9,20,C,patch_L0_full,C,1,0.9986176490783691,0.9921919107437134
14,0,B,patch_L0_full,A,0,0.469354510307312,0.9467067718505859
14,1,B,patch_L0_full,B,1,0.9762573838233948,0.9785003662109375
14,2,C,patch_L0_full,C,1,0.9999332427978516,0.9609616994857788
14,3,E,patch_L0_full,E,1,0.9975757002830505,0.9439518451690674
14,4,A,patch_L0_full,A,1,0.9997408986091614,0.9934078454971313
14,5,D,patch_L0_full,D,1,0.9992417097091675,0.9982494115829468
14,6,B,patch_L0_full,D,0,0.8661144971847534,0.9810189008712769
14,7,D,patch_L0_full,A,0,0.6923413872718811,0.9663795232772827
14,8,C,patch_L0_full,A,0,0.8746535181999207,0.9978193044662476
14,9,B,patch_L0_full,B,1,0.9999319314956665,0.9726301431655884
14,10,C,patch_L0_full,A,0,0.5902038812637329,0.9967371225357056
14,11,D,patch_L0_full,D,1,0.9872184991836548,1.0146734714508057
14,12,B,patch_L0_full,C,0,0.7958623766899109,1.0123109817504883
14,13,C,patch_L0_full,C,1,0.9620897769927979,1.0265482664108276
14,14,B,patch_L0_full,A,0,0.9257502555847168,1.0027992725372314
14,15,D,patch_L0_full,D,1,0.9994202852249146,0.9837884902954102
14,16,C,patch_L0_full,B,0,0.8289741277694702,0.9985710382461548
14,17,C,patch_L0_full,C,1,0.9688677191734314,0.9916568994522095
14,18,E,patch_L0_full,E,1,0.9663614630699158,0.9542597532272339
14,19,D,patch_L0_full,D,1,0.9999363422393799,0.9756227731704712
14,20,C,patch_L0_full,D,0,0.6069628596305847,0.9404635429382324
14,21,B,patch_L0_full,B,1,0.9930893778800964,0.9520243406295776
15,0,D,patch_L0_full,D,1,0.420404314994812,0.9636760950088501
15,1,A,patch_L0_full,A,1,0.9999936819076538,0.9966851472854614
15,2,A,patch_L0_full,A,1,0.9989854693412781,0.9725254774093628
15,3,B,patch_L0_full,B,1,0.9998795986175537,0.9716624021530151
15,4,A,patch_L0_full,A,1,0.9795219302177429,0.9477845430374146
15,5,A,patch_L0_full,A,1,0.9997498393058777,1.0131150484085083
15,6,B,patch_L0_full,A,0,0.998746395111084,0.9926553964614868
15,7,E,patch_L0_full,E,1,0.8432067632675171,0.9592258930206299
15,8,E,patch_L0_full,C,0,0.963272750377655,1.0034756660461426
15,9,A,patch_L0_full,B,0,0.9983568787574768,1.0013291835784912
15,10,B,patch_L0_full,A,0,0.9943692088127136,0.9859422445297241
15,11,A,patch_L0_full,A,1,0.9803541302680969,1.0228551626205444
15,12,B,patch_L0_full,B,1,0.9123690128326416,1.0221436023712158
15,13,A,patch_L0_full,A,1,0.999895453453064,1.023301124572754
15,14,E,patch_L0_full,E,1,0.9886741042137146,0.9805296659469604
15,15,C,patch_L0_full,C,1,0.9997878670692444,1.001355767250061
15,16,A,patch_L0_full,A,1,0.9999470710754395,0.9873174428939819
15,17,A,patch_L0_full,A,1,0.9998195767402649,0.9763675928115845
15,18,A,patch_L0_full,A,1,0.9995843768119812,0.9991729259490967
15,19,B,patch_L0_full,E,0,0.9671449065208435,0.9746659994125366
15,20,A,patch_L0_full,A,1,0.9999929666519165,0.9697884321212769
15,21,A,patch_L0_full,C,0,0.9758435487747192,0.9768381118774414
15,22,E,patch_L0_full,A,0,0.9962933659553528,0.9603041410446167
