trace_id,case_index,gold,condition,pred,correct,confidence,wf_readout,bin
7,5,D,ablate_top3,E,0,0.9886329770088196,0.9723682403564453,1
7,6,D,ablate_top3,A,0,0.925128698348999,1.0225677490234375,4
7,7,A,ablate_top3,A,1,0.9982825517654419,0.9705321788787842,1
7,8,A,ablate_top3,A,1,0.9850234985351562,0.9894739389419556,3
7,9,B,ablate_top3,A,0,0.9912664294242859,0.9778826236724854,2
7,10,A,ablate_top3,A,1,0.9409570693969727,0.9357947111129761,0
7,11,D,ablate_top3,B,0,0.521499514579773,0.9731824398040771,1
7,12,E,ablate_top3,E,1,0.9867594838142395,0.9771097898483276,2
7,13,A,ablate_top3,B,0,0.787842333316803,0.997861385345459,3
7,14,D,ablate_top3,D,1,0.9924073815345764,1.0053892135620117,4
7,15,C,ablate_top3,C,1,0.7370812296867371,0.9674707651138306,1
7,16,C,ablate_top3,C,1,0.9985169768333435,1.006879210472107,4
7,17,D,ablate_top3,A,0,0.9909077882766724,0.9876565933227539,3
7,18,E,ablate_top3,E,1,0.9899923205375671,0.9759155511856079,2
7,19,E,ablate_top3,E,1,0.999893307685852,0.993457555770874,3
7,20,E,ablate_top3,D,0,0.6054679155349731,0.9657860994338989,1
7,21,C,ablate_top3,C,1,0.9041242599487305,0.9595503807067871,0
7,22,B,ablate_top3,C,0,0.9998582601547241,0.9653233289718628,1
7,23,E,ablate_top3,E,1,0.6213327050209045,0.957706093788147,0
7,0,E,ablate_top5,E,1,0.9991540908813477,0.9345790147781372,0
7,1,D,ablate_top5,D,1,0.9966463446617126,0.967426061630249,1
7,2,A,ablate_top5,A,1,0.9999659061431885,0.9751148223876953,1
7,3,D,ablate_top5,B,0,0.9974817633628845,0.9764000177383423,2
7,4,C,ablate_top5,B,0,0.9689868092536926,0.9808484315872192,2
7,5,D,ablate_top5,E,0,0.9811992645263672,0.9723682403564453,1
7,6,D,ablate_top5,A,0,0.9430210590362549,1.0225677490234375,4
7,7,A,ablate_top5,A,1,0.99687260389328,0.9705321788787842,1
7,8,A,ablate_top5,A,1,0.9751831293106079,0.9894739389419556,3
7,9,B,ablate_top5,A,0,0.9896843433380127,0.9778826236724854,2
7,10,A,ablate_top5,A,1,0.9673218131065369,0.9357947111129761,0
7,11,D,ablate_top5,A,0,0.5405344367027283,0.9731824398040771,1
7,12,E,ablate_top5,E,1,0.9829174876213074,0.9771097898483276,2
7,13,A,ablate_top5,B,0,0.7309372425079346,0.997861385345459,3
7,14,D,ablate_top5,D,1,0.990540623664856,1.0053892135620117,4
7,15,C,ablate_top5,B,0,0.7482332587242126,0.9674707651138306,1
7,16,C,ablate_top5,C,1,0.9984903335571289,1.006879210472107,4
7,17,D,ablate_top5,A,0,0.9918947815895081,0.9876565933227539,3
7,18,E,ablate_top5,E,1,0.9912139773368835,0.9759155511856079,2
7,19,E,ablate_top5,E,1,0.9999172687530518,0.993457555770874,3
7,20,E,ablate_top5,A,0,0.49046796560287476,0.9657860994338989,1
7,21,C,ablate_top5,C,1,0.6702052354812622,0.9595503807067871,0
7,22,B,ablate_top5,C,0,0.9997805953025818,0.9653233289718628,1
7,23,E,ablate_top5,E,1,0.7174393534660339,0.957706093788147,0
7,0,E,ablate_bottom3,E,1,0.999245285987854,0.9345790147781372,0
7,1,D,ablate_bottom3,D,1,0.9991883635520935,0.967426061630249,1
7,2,A,ablate_bottom3,A,1,0.9999433755874634,0.9751148223876953,1
7,3,D,ablate_bottom3,B,0,0.9852727055549622,0.9764000177383423,2
7,4,C,ablate_bottom3,B,0,0.9786372184753418,0.9808484315872192,2
7,5,D,ablate_bottom3,E,0,0.9498960375785828,0.9723682403564453,1
7,6,D,ablate_bottom3,A,0,0.9526844024658203,1.0225677490234375,4
7,7,A,ablate_bottom3,A,1,0.9980231523513794,0.9705321788787842,1
7,8,A,ablate_bottom3,A,1,0.7038601636886597,0.9894739389419556,3
7,9,B,ablate_bottom3,A,0,0.9661838412284851,0.9778826236724854,2
7,10,A,ablate_bottom3,A,1,0.9338713884353638,0.9357947111129761,0
7,11,D,ablate_bottom3,B,0,0.7140665054321289,0.9731824398040771,1
7,12,E,ablate_bottom3,E,1,0.976189374923706,0.9771097898483276,2
7,13,A,ablate_bottom3,B,0,0.8173936009407043,0.997861385345459,3
7,14,D,ablate_bottom3,D,1,0.9936515092849731,1.0053892135620117,4
7,15,C,ablate_bottom3,C,1,0.8376749753952026,0.9674707651138306,1
7,16,C,ablate_bottom3,C,1,0.9989874958992004,1.006879210472107,4
7,17,D,ablate_bottom3,A,0,0.9973698854446411,0.9876565933227539,3
7,18,E,ablate_bottom3,E,1,0.9867945313453674,0.9759155511856079,2
7,19,E,ablate_bottom3,E,1,0.9999006986618042,0.993457555770874,3
7,20,E,ablate_bottom3,A,0,0.7928563952445984,0.9657860994338989,1
7,21,C,ablate_bottom3,D,0,0.5015879273414612,0.9595503807067871,0
7,22,B,ablate_bottom3,C,0,0.9999469518661499,0.9653233289718628,1
7,23,E,ablate_bottom3,B,0,0.5457356572151184,0.957706093788147,0
7,0,E,ablate_random3,E,1,0.9989468455314636,0.9345790147781372,0
7,1,D,ablate_random3,D,1,0.995591938495636,0.967426061630249,1
7,2,A,ablate_random3,A,1,0.999970555305481,0.9751148223876953,1
7,3,D,ablate_random3,B,0,0.998401939868927,0.9764000177383423,2
7,4,C,ablate_random3,B,0,0.9919885993003845,0.9808484315872192,2
7,5,D,ablate_random3,E,0,0.9678632020950317,0.9723682403564453,1
7,6,D,ablate_random3,A,0,0.945737898349762,1.0225677490234375,4
7,7,A,ablate_random3,A,1,0.9988114833831787,0.9705321788787842,1
7,8,A,ablate_random3,A,1,0.7718781232833862,0.9894739389419556,3
7,9,B,ablate_random3,A,0,0.9195379614830017,0.9778826236724854,2
7,10,A,ablate_random3,A,1,0.925432026386261,0.9357947111129761,0
7,11,D,ablate_random3,B,0,0.7451564073562622,0.9731824398040771,1
7,12,E,ablate_random3,E,1,0.9861384034156799,0.9771097898483276,2
7,13,A,ablate_random3,B,0,0.8806053400039673,0.997861385345459,3
7,14,D,ablate_random3,D,1,0.9882270693778992,1.0053892135620117,4
7,15,C,ablate_random3,C,1,0.6755931377410889,0.9674707651138306,1
7,16,C,ablate_random3,C,1,0.9984022974967957,1.006879210472107,4
7,17,D,ablate_random3,A,0,0.9892361760139465,0.9876565933227539,3
7,18,E,ablate_random3,E,1,0.9943369030952454,0.9759155511856079,2
7,19,E,ablate_random3,E,1,0.9998853206634521,0.993457555770874,3
7,20,E,ablate_random3,D,0,0.6804631948471069,0.9657860994338989,1
7,21,C,ablate_random3,C,1,0.7662836313247681,0.9595503807067871,0
7,22,B,ablate_random3,C,0,0.9998761415481567,0.9653233289718628,1
7,23,E,ablate_random3,E,1,0.8251219391822815,0.957706093788147,0
9,0,E,no_ablation,E,1,0.9971930384635925,1.0032051801681519,4
9,1,D,no_ablation,C,0,0.955867350101471,0.9649754762649536,1
9,2,B,no_ablation,B,1,0.9905649423599243,0.9790323972702026,2
9,3,D,no_ablation,D,1,0.9999802112579346,0.9599831104278564,0
9,4,B,no_ablation,B,1,0.9988706707954407,0.9627841711044312,0
9,5,D,no_ablation,D,1,0.9977186918258667,0.9863708019256592,2
9,6,B,no_ablation,B,1,0.9999144077301025,1.027945637702942,4
9,7,E,no_ablation,E,1,0.9935413599014282,0.9598805904388428,0
9,8,E,no_ablation,B,0,0.9905681014060974,0.9855989217758179,2
9,9,C,no_ablation,C,1,0.9974568486213684,0.9596842527389526,0
9,10,B,no_ablation,B,1,0.6117641925811768,0.9967747926712036,3
9,11,B,no_ablation,B,1,0.9995150566101074,0.9943091869354248,3
9,12,A,no_ablation,A,1,0.9990847110748291,1.0140448808670044,4
9,13,B,no_ablation,B,1,0.999953031539917,0.977418065071106,2
9,14,D,no_ablation,D,1,0.998094379901886,0.9860490560531616,2
9,15,C,no_ablation,D,0,0.98936927318573,0.963646411895752,1
9,16,B,no_ablation,C,0,0.9393877983093262,0.9897040128707886,3
9,17,C,no_ablation,C,1,0.9998434782028198,0.9635807275772095,1
9,18,A,no_ablation,A,1,0.9974761605262756,0.9865967035293579,3
9,19,B,no_ablation,B,1,0.9962761402130127,0.953853964805603,0
9,20,C,no_ablation,C,1,0.9985540509223938,0.9921919107437134,3
9,0,E,ablate_top1,E,1,0.9975408315658569,1.0032051801681519,4
9,1,D,ablate_top1,C,0,0.9460911750793457,0.9649754762649536,1
9,2,B,ablate_top1,B,1,0.99284428358078,0.9790323972702026,2
9,3,D,ablate_top1,D,1,0.9999750852584839,0.9599831104278564,0
9,4,B,ablate_top1,B,1,0.9985017776489258,0.9627841711044312,0
9,5,D,ablate_top1,D,1,0.9983466863632202,0.9863708019256592,2
9,6,B,ablate_top1,B,1,0.9999222755432129,1.027945637702942,4
9,7,E,ablate_top1,E,1,0.9909226298332214,0.9598805904388428,0
9,8,E,ablate_top1,B,0,0.977861225605011,0.9855989217758179,2
9,9,C,ablate_top1,C,1,0.9977715015411377,0.9596842527389526,0
9,10,B,ablate_top1,E,0,0.5059468150138855,0.9967747926712036,3
9,11,B,ablate_top1,B,1,0.9994348883628845,0.9943091869354248,3
9,12,A,ablate_top1,A,1,0.9988798499107361,1.0140448808670044,4
9,13,B,ablate_top1,B,1,0.9999599456787109,0.977418065071106,2
9,14,D,ablate_top1,D,1,0.997973620891571,0.9860490560531616,2
9,15,C,ablate_top1,D,0,0.988732099533081,0.963646411895752,1
9,16,B,ablate_top1,C,0,0.9517198204994202,0.9897040128707886,3
9,17,C,ablate_top1,C,1,0.9998070597648621,0.9635807275772095,1
9,18,A,ablate_top1,A,1,0.9972068667411804,0.9865967035293579,3
9,19,B,ablate_top1,B,1,0.9950769543647766,0.953853964805603,0
9,20,C,ablate_top1,C,1,0.9981107711791992,0.9921919107437134,3
9,0,E,ablate_top3,E,1,0.9979863166809082,1.0032051801681519,4
9,1,D,ablate_top3,C,0,0.9093539118766785,0.9649754762649536,1
9,2,B,ablate_top3,B,1,0.9910893440246582,0.9790323972702026,2
9,3,D,ablate_top3,D,1,0.9999773502349854,0.9599831104278564,0
9,4,B,ablate_top3,B,1,0.9987622499465942,0.9627841711044312,0
9,5,D,ablate_top3,D,1,0.9992355108261108,0.9863708019256592,2
9,6,B,ablate_top3,B,1,0.9999138116836548,1.027945637702942,4
9,7,E,ablate_top3,E,1,0.9532886147499084,0.9598805904388428,0
9,8,E,ablate_top3,B,0,0.9845384359359741,0.9855989217758179,2
9,9,C,ablate_top3,C,1,0.9963418841362,0.9596842527389526,0
9,10,B,ablate_top3,E,0,0.5880940556526184,0.9967747926712036,3
9,11,B,ablate_top3,B,1,0.9987371563911438,0.9943091869354248,3
9,12,A,ablate_top3,A,1,0.9986706972122192,1.0140448808670044,4
9,13,B,ablate_top3,B,1,0.9999392032623291,0.977418065071106,2
9,14,D,ablate_top3,D,1,0.9981125593185425,0.9860490560531616,2
9,15,C,ablate_top3,D,0,0.9899243712425232,0.963646411895752,1
9,16,B,ablate_top3,C,0,0.9680103063583374,0.9897040128707886,3
9,17,C,ablate_top3,C,1,0.9997217059135437,0.9635807275772095,1
9,18,A,ablate_top3,A,1,0.9973587393760681,0.9865967035293579,3
9,19,B,ablate_top3,B,1,0.9923943281173706,0.953853964805603,0
9,20,C,ablate_top3,C,1,0.9979462027549744,0.9921919107437134,3
9,0,E,ablate_top5,E,1,0.9975791573524475,1.0032051801681519,4
9,1,D,ablate_top5,C,0,0.851960301399231,0.9649754762649536,1
9,2,B,ablate_top5,B,1,0.9878393411636353,0.9790323972702026,2
9,3,D,ablate_top5,D,1,0.99997878074646,0.9599831104278564,0
9,4,B,ablate_top5,B,1,0.9987601041793823,0.9627841711044312,0
9,5,D,ablate_top5,D,1,0.9994326233863831,0.9863708019256592,2
9,6,B,ablate_top5,B,1,0.9999021291732788,1.027945637702942,4
9,7,E,ablate_top5,E,1,0.8500365614891052,0.9598805904388428,0
9,8,E,ablate_top5,B,0,0.9929488897323608,0.9855989217758179,2
9,9,C,ablate_top5,C,1,0.995598554611206,0.9596842527389526,0
9,10,B,ablate_top5,E,0,0.6502859592437744,0.9967747926712036,3
9,11,B,ablate_top5,B,1,0.9981777667999268,0.9943091869354248,3
9,12,A,ablate_top5,A,1,0.9975021481513977,1.0140448808670044,4
9,13,B,ablate_top5,B,1,0.9999189376831055,0.977418065071106,2
9,14,D,ablate_top5,D,1,0.9978901743888855,0.9860490560531616,2
9,15,C,ablate_top5,D,0,0.9878076910972595,0.963646411895752,1
9,16,B,ablate_top5,C,0,0.9397571682929993,0.9897040128707886,3
9,17,C,ablate_top5,C,1,0.9997205138206482,0.9635807275772095,1
9,18,A,ablate_top5,A,1,0.9965329170227051,0.9865967035293579,3
9,19,B,ablate_top5,B,1,0.9755424857139587,0.953853964805603,0
9,20,C,ablate_top5,C,1,0.9981378316879272,0.9921919107437134,3
9,0,E,ablate_bottom3,E,1,0.9974996447563171,1.0032051801681519,4
9,1,D,ablate_bottom3,C,0,0.9815639853477478,0.9649754762649536,1
9,2,B,ablate_bottom3,B,1,0.9847362637519836,0.9790323972702026,2
9,3,D,ablate_bottom3,D,1,0.9999735355377197,0.9599831104278564,0
9,4,B,ablate_bottom3,B,1,0.998722493648529,0.9627841711044312,0
9,5,D,ablate_bottom3,D,1,0.9980543851852417,0.9863708019256592,2
9,6,B,ablate_bottom3,B,1,0.9998979568481445,1.027945637702942,4
9,7,E,ablate_bottom3,E,1,0.9903469681739807,0.9598805904388428,0
9,8,E,ablate_bottom3,B,0,0.9960103034973145,0.9855989217758179,2
9,9,C,ablate_bottom3,C,1,0.9958451390266418,0.9596842527389526,0
9,10,B,ablate_bottom3,B,1,0.8742680549621582,0.9967747926712036,3
9,11,B,ablate_bottom3,B,1,0.9993089437484741,0.9943091869354248,3
9,12,A,ablate_bottom3,A,1,0.9988272786140442,1.0140448808670044,4
9,13,B,ablate_bottom3,B,1,0.9999538660049438,0.977418065071106,2
9,14,D,ablate_bottom3,D,1,0.9982886910438538,0.9860490560531616,2
9,15,C,ablate_bottom3,D,0,0.9887899160385132,0.963646411895752,1
9,16,B,ablate_bottom3,C,0,0.9793056845664978,0.9897040128707886,3
9,17,C,ablate_bottom3,C,1,0.9998001456260681,0.9635807275772095,1
9,18,A,ablate_bottom3,A,1,0.997917115688324,0.9865967035293579,3
9,19,B,ablate_bottom3,B,1,0.9783601760864258,0.953853964805603,0
9,20,C,ablate_bottom3,C,1,0.9985963702201843,0.9921919107437134,3
9,0,E,ablate_random3,E,1,0.9969854950904846,1.0032051801681519,4
9,1,D,ablate_random3,C,0,0.9180856347084045,0.9649754762649536,1
9,2,B,ablate_random3,B,1,0.9789360761642456,0.9790323972702026,2
9,3,D,ablate_random3,D,1,0.9999779462814331,0.9599831104278564,0
9,4,B,ablate_random3,B,1,0.9993928670883179,0.9627841711044312,0
9,5,D,ablate_random3,D,1,0.9987704157829285,0.9863708019256592,2
9,6,B,ablate_random3,B,1,0.9999114274978638,1.027945637702942,4
9,7,E,ablate_random3,E,1,0.9448885321617126,0.9598805904388428,0
9,8,E,ablate_random3,B,0,0.9952536821365356,0.9855989217758179,2
9,9,C,ablate_random3,C,1,0.997260332107544,0.9596842527389526,0
9,10,B,ablate_random3,B,1,0.5967487096786499,0.9967747926712036,3
9,11,B,ablate_random3,B,1,0.99931800365448,0.9943091869354248,3
9,12,A,ablate_random3,A,1,0.9979239702224731,1.0140448808670044,4
9,13,B,ablate_random3,B,1,0.999934196472168,0.977418065071106,2
9,14,D,ablate_random3,D,1,0.9981542229652405,0.9860490560531616,2
9,15,C,ablate_random3,D,0,0.9883726239204407,0.963646411895752,1
9,16,B,ablate_random3,C,0,0.8935128450393677,0.9897040128707886,3
9,17,C,ablate_random3,C,1,0.9998123049736023,0.9635807275772095,1
9,18,A,ablate_random3,A,1,0.9980182647705078,0.9865967035293579,3
9,19,B,ablate_random3,B,1,0.9953600764274597,0.953853964805603,0
9,20,C,ablate_random3,C,1,0.9985007047653198,0.9921919107437134,3
14,0,B,no_ablation,A,0,0.46081802248954773,0.9467067718505859,0
14,1,B,no_ablation,B,1,0.9755286574363708,0.9785003662109375,2
14,2,C,no_ablation,C,1,0.9999333620071411,0.9609616994857788,0
14,3,E,no_ablation,E,1,0.997458279132843,0.9439518451690674,0
14,4,A,no_ablation,A,1,0.9997422099113464,0.9934078454971313,3
14,5,D,no_ablation,D,1,0.999271810054779,0.9982494115829468,3
14,6,B,no_ablation,D,0,0.8587172627449036,0.9810189008712769,2
14,7,D,no_ablation,A,0,0.7307530641555786,0.9663795232772827,1
14,8,C,no_ablation,A,0,0.7632429003715515,0.9978193044662476,3
14,9,B,no_ablation,B,1,0.9999319314956665,0.9726301431655884,1
14,10,C,no_ablation,A,0,0.5902534127235413,0.9967371225357056,3
14,11,D,no_ablation,D,1,0.9890264868736267,1.0146734714508057,4
14,12,B,no_ablation,C,0,0.7943273782730103,1.0123109817504883,4
14,13,C,no_ablation,C,1,0.931888222694397,1.0265482664108276,4
14,14,B,no_ablation,A,0,0.9241664409637451,1.0027992725372314,4
14,15,D,no_ablation,D,1,0.9994027614593506,0.9837884902954102,2
14,16,C,no_ablation,B,0,0.8311331868171692,0.9985710382461548,3
14,17,C,no_ablation,C,1,0.9686379432678223,0.9916568994522095,3
14,18,E,no_ablation,E,1,0.9623001217842102,0.9542597532272339,0
14,19,D,no_ablation,D,1,0.9999321699142456,0.9756227731704712,2
14,20,C,no_ablation,D,0,0.6217684745788574,0.9404635429382324,0
14,21,B,no_ablation,B,1,0.9902375340461731,0.9520243406295776,0
14,0,B,ablate_top1,A,0,0.46939554810523987,0.9467067718505859,0
14,1,B,ablate_top1,B,1,0.9740015864372253,0.9785003662109375,2
14,2,C,ablate_top1,C,1,0.9999279975891113,0.9609616994857788,0
14,3,E,ablate_top1,E,1,0.9949449896812439,0.9439518451690674,0
14,4,A,ablate_top1,A,1,0.9997579455375671,0.9934078454971313,3
14,5,D,ablate_top1,D,1,0.9992693066596985,0.9982494115829468,3
14,6,B,ablate_top1,D,0,0.8345848917961121,0.9810189008712769,2
14,7,D,ablate_top1,A,0,0.8263795971870422,0.9663795232772827,1
14,8,C,ablate_top1,C,1,0.7363402843475342,0.9978193044662476,3
14,9,B,ablate_top1,B,1,0.9999231100082397,0.9726301431655884,1
14,10,C,ablate_top1,A,0,0.6625348329544067,0.9967371225357056,3
14,11,D,ablate_top1,D,1,0.9869906306266785,1.0146734714508057,4
14,12,B,ablate_top1,C,0,0.7166360020637512,1.0123109817504883,4
14,13,C,ablate_top1,C,1,0.9718268513679504,1.0265482664108276,4
14,14,B,ablate_top1,A,0,0.7720971703529358,1.0027992725372314,4
14,15,D,ablate_top1,D,1,0.9994814991950989,0.9837884902954102,2
14,16,C,ablate_top1,B,0,0.9039954543113708,0.9985710382461548,3
14,17,C,ablate_top1,C,1,0.9795271754264832,0.9916568994522095,3
14,18,E,ablate_top1,E,1,0.9721212387084961,0.9542597532272339,0
14,19,D,ablate_top1,D,1,0.9999366998672485,0.9756227731704712,2
14,20,C,ablate_top1,C,1,0.5615556240081787,0.9404635429382324,0
14,21,B,ablate_top1,B,1,0.9973602890968323,0.9520243406295776,0
14,0,B,ablate_top3,B,1,0.464963436126709,0.9467067718505859,0
14,1,B,ablate_top3,B,1,0.9432650804519653,0.9785003662109375,2
14,2,C,ablate_top3,C,1,0.9998995065689087,0.9609616994857788,0
14,3,E,ablate_top3,E,1,0.9975669384002686,0.9439518451690674,0
14,4,A,ablate_top3,A,1,0.9997979998588562,0.9934078454971313,3
14,5,D,ablate_top3,D,1,0.9992119073867798,0.9982494115829468,3
14,6,B,ablate_top3,D,0,0.8071557879447937,0.9810189008712769,2
14,7,D,ablate_top3,A,0,0.9431230425834656,0.9663795232772827,1
14,8,C,ablate_top3,A,0,0.8380486369132996,0.9978193044662476,3
14,9,B,ablate_top3,B,1,0.9998961687088013,0.9726301431655884,1
14,10,C,ablate_top3,A,0,0.7025706768035889,0.9967371225357056,3
14,11,D,ablate_top3,D,1,0.9896957874298096,1.0146734714508057,4
14,12,B,ablate_top3,C,0,0.9683190584182739,1.0123109817504883,4
14,13,C,ablate_top3,C,1,0.9926807284355164,1.0265482664108276,4
14,14,B,ablate_top3,A,0,0.9298500418663025,1.0027992725372314,4
14,15,D,ablate_top3,D,1,0.9995256662368774,0.9837884902954102,2
14,16,C,ablate_top3,B,0,0.9476569294929504,0.9985710382461548,3
14,17,C,ablate_top3,C,1,0.9821150302886963,0.9916568994522095,3
14,18,E,ablate_top3,E,1,0.9703556299209595,0.9542597532272339,0
14,19,D,ablate_top3,D,1,0.9998916387557983,0.9756227731704712,2
14,20,C,ablate_top3,C,1,0.5613924860954285,0.9404635429382324,0
14,21,B,ablate_top3,B,1,0.9989098310470581,0.9520243406295776,0
14,0,B,ablate_top5,B,1,0.5549594163894653,0.9467067718505859,0
14,1,B,ablate_top5,B,1,0.9362001419067383,0.9785003662109375,2
14,2,C,ablate_top5,C,1,0.9998879432678223,0.9609616994857788,0
14,3,E,ablate_top5,E,1,0.9949238896369934,0.9439518451690674,0
14,4,A,ablate_top5,A,1,0.9996811151504517,0.9934078454971313,3
14,5,D,ablate_top5,D,1,0.9993199110031128,0.9982494115829468,3
14,6,B,ablate_top5,D,0,0.9659350514411926,0.9810189008712769,2
14,7,D,ablate_top5,A,0,0.9463545680046082,0.9663795232772827,1
14,8,C,ablate_top5,A,0,0.5662350654602051,0.9978193044662476,3
14,9,B,ablate_top5,B,1,0.9999165534973145,0.9726301431655884,1
14,10,C,ablate_top5,C,1,0.5135052800178528,0.9967371225357056,3
14,11,D,ablate_top5,D,1,0.9913750290870667,1.0146734714508057,4
14,12,B,ablate_top5,C,0,0.9152409434318542,1.0123109817504883,4
14,13,C,ablate_top5,C,1,0.976173460483551,1.0265482664108276,4
14,14,B,ablate_top5,A,0,0.8896361589431763,1.0027992725372314,4
14,15,D,ablate_top5,D,1,0.9995881915092468,0.9837884902954102,2
14,16,C,ablate_top5,B,0,0.8856010437011719,0.9985710382461548,3
14,17,C,ablate_top5,C,1,0.9758367538452148,0.9916568994522095,3
14,18,E,ablate_top5,E,1,0.9777411222457886,0.9542597532272339,0
14,19,D,ablate_top5,D,1,0.9999043941497803,0.9756227731704712,2
14,20,C,ablate_top5,C,1,0.6362000703811646,0.9404635429382324,0
14,21,B,ablate_top5,B,1,0.9986131191253662,0.9520243406295776,0
14,0,B,ablate_bottom3,B,1,0.4866129755973816,0.9467067718505859,0
14,1,B,ablate_bottom3,B,1,0.992867112159729,0.9785003662109375,2
14,2,C,ablate_bottom3,C,1,0.9999244213104248,0.9609616994857788,0
14,3,E,ablate_bottom3,E,1,0.9991132616996765,0.9439518451690674,0
14,4,A,ablate_bottom3,A,1,0.9997974038124084,0.9934078454971313,3
14,5,D,ablate_bottom3,D,1,0.9993778467178345,0.9982494115829468,3
14,6,B,ablate_bottom3,B,1,0.5768756866455078,0.9810189008712769,2
14,7,D,ablate_bottom3,A,0,0.8870050311088562,0.9663795232772827,1
14,8,C,ablate_bottom3,A,0,0.9720529317855835,0.9978193044662476,3
14,9,B,ablate_bottom3,B,1,0.9999363422393799,0.9726301431655884,1
14,10,C,ablate_bottom3,A,0,0.7281966805458069,0.9967371225357056,3
14,11,D,ablate_bottom3,D,1,0.9915525317192078,1.0146734714508057,4
14,12,B,ablate_bottom3,C,0,0.6853604316711426,1.0123109817504883,4
14,13,C,ablate_bottom3,C,1,0.9917044639587402,1.0265482664108276,4
14,14,B,ablate_bottom3,A,0,0.7429919242858887,1.0027992725372314,4
14,15,D,ablate_bottom3,D,1,0.999460756778717,0.9837884902954102,2
14,16,C,ablate_bottom3,B,0,0.5072064399719238,0.9985710382461548,3
14,17,C,ablate_bottom3,C,1,0.9822697043418884,0.9916568994522095,3
14,18,E,ablate_bottom3,E,1,0.9906091690063477,0.9542597532272339,0
