trace_id,case_index,gold,condition,pred,correct,confidence
9,2,B,no_steer,A,0,0.9125628471374512
9,3,D,no_steer,A,0,0.9298881888389587
9,4,B,no_steer,A,0,0.7744314074516296
9,5,D,no_steer,A,0,0.5048607587814331
9,6,B,no_steer,A,0,0.461631715297699
9,7,E,no_steer,E,1,0.5748377442359924
9,8,E,no_steer,A,0,0.6942334175109863
9,9,C,no_steer,E,0,0.3819401264190674
9,10,B,no_steer,A,0,0.6067767143249512
9,11,B,no_steer,A,0,0.5760492086410522
9,12,A,no_steer,A,1,0.48197466135025024
9,13,B,no_steer,B,1,0.54990553855896
9,14,D,no_steer,D,1,0.6557295918464661
9,15,C,no_steer,A,0,0.5535573959350586
9,16,B,no_steer,A,0,0.6219000816345215
9,17,C,no_steer,A,0,0.4930458962917328
9,18,A,no_steer,A,1,0.4579319357872009
9,19,B,no_steer,A,0,0.6279706954956055
9,20,C,no_steer,A,0,0.5765295028686523
9,0,E,early_steer,A,0,0.881834089756012
9,1,D,early_steer,A,0,0.49372902512550354
9,2,B,early_steer,A,0,0.9203802347183228
9,3,D,early_steer,A,0,0.9298104047775269
9,4,B,early_steer,A,0,0.7689257264137268
9,5,D,early_steer,A,0,0.5015695691108704
9,6,B,early_steer,A,0,0.45844903588294983
9,7,E,early_steer,E,1,0.5736261010169983
9,8,E,early_steer,A,0,0.741919755935669
9,9,C,early_steer,E,0,0.3703259527683258
9,10,B,early_steer,A,0,0.5953640937805176
9,11,B,early_steer,A,0,0.5746433734893799
9,12,A,early_steer,A,1,0.48758527636528015
9,13,B,early_steer,B,1,0.5267231464385986
9,14,D,early_steer,D,1,0.7900603413581848
9,15,C,early_steer,A,0,0.555770754814148
9,16,B,early_steer,A,0,0.6197655200958252
9,17,C,early_steer,A,0,0.5023861527442932
9,18,A,early_steer,A,1,0.4520392417907715
9,19,B,early_steer,A,0,0.642538845539093
9,20,C,early_steer,A,0,0.6560251712799072
9,0,E,late_steer,A,0,0.8928928971290588
9,1,D,late_steer,A,0,0.5001739263534546
9,2,B,late_steer,A,0,0.9082142114639282
9,3,D,late_steer,A,0,0.9239354133605957
9,4,B,late_steer,A,0,0.7607607245445251
9,5,D,late_steer,A,0,0.4951336085796356
9,6,B,late_steer,A,0,0.46305403113365173
9,7,E,late_steer,E,1,0.5703751444816589
9,8,E,late_steer,A,0,0.6730704307556152
9,9,C,late_steer,E,0,0.4097096025943756
9,10,B,late_steer,A,0,0.5972137451171875
9,11,B,late_steer,A,0,0.5600547194480896
9,12,A,late_steer,A,1,0.46191146969795227
9,13,B,late_steer,B,1,0.5344434976577759
9,14,D,late_steer,D,1,0.5386233329772949
9,15,C,late_steer,A,0,0.5558904409408569
9,16,B,late_steer,A,0,0.63669753074646
9,17,C,late_steer,A,0,0.5015262365341187
9,18,A,late_steer,A,1,0.41886910796165466
9,19,B,late_steer,A,0,0.6201605796813965
9,20,C,late_steer,A,0,0.6181164383888245
14,0,B,no_steer,A,0,0.9117525219917297
14,1,B,no_steer,A,0,0.8980929851531982
14,2,C,no_steer,A,0,0.9275913834571838
14,3,E,no_steer,A,0,0.8526399731636047
14,4,A,no_steer,A,1,0.5696443915367126
14,5,D,no_steer,C,0,0.9072275757789612
14,6,B,no_steer,A,0,0.4876883924007416
14,7,D,no_steer,A,0,0.6552078127861023
14,8,C,no_steer,A,0,0.5154639482498169
14,9,B,no_steer,A,0,0.7201393246650696
14,10,C,no_steer,A,0,0.5057251453399658
14,11,D,no_steer,C,0,0.5111389756202698
14,12,B,no_steer,A,0,0.6298375129699707
14,13,C,no_steer,A,0,0.50791996717453
14,14,B,no_steer,A,0,0.5528693795204163
14,15,D,no_steer,A,0,0.5204057693481445
14,16,C,no_steer,A,0,0.5623595118522644
14,17,C,no_steer,A,0,0.6417229175567627
14,18,E,no_steer,A,0,0.5458856225013733
14,19,D,no_steer,E,0,0.3427497446537018
14,20,C,no_steer,A,0,0.36308810114860535
14,21,B,no_steer,B,1,0.3909382224082947
14,0,B,early_steer,A,0,0.9119033217430115
14,1,B,early_steer,A,0,0.901266872882843
14,2,C,early_steer,A,0,0.9284716844558716
14,3,E,early_steer,A,0,0.8532675504684448
14,4,A,early_steer,A,1,0.5161272883415222
14,5,D,early_steer,C,0,0.960192859172821
14,6,B,early_steer,A,0,0.48442599177360535
14,7,D,early_steer,A,0,0.6610400676727295
14,8,C,early_steer,A,0,0.48322510719299316
14,9,B,early_steer,A,0,0.7203066945075989
14,10,C,early_steer,A,0,0.48995840549468994
14,11,D,early_steer,C,0,0.511821985244751
14,12,B,early_steer,A,0,0.6497727036476135
14,13,C,early_steer,A,0,0.5067091584205627
14,14,B,early_steer,A,0,0.5378549695014954
14,15,D,early_steer,A,0,0.4812563359737396
14,16,C,early_steer,A,0,0.5739107728004456
14,17,C,early_steer,A,0,0.687496542930603
14,18,E,early_steer,A,0,0.545474648475647
14,19,D,early_steer,A,0,0.39622893929481506
14,20,C,early_steer,A,0,0.33067452907562256
14,21,B,early_steer,B,1,0.3926617205142975
14,0,B,late_steer,A,0,0.9134733080863953
14,1,B,late_steer,A,0,0.892495334148407
14,2,C,late_steer,A,0,0.9295797944068909
14,3,E,late_steer,A,0,0.8489463925361633
14,4,A,late_steer,A,1,0.6032493710517883
14,5,D,late_steer,C,0,0.7350705862045288
14,6,B,late_steer,A,0,0.5033640265464783
14,7,D,late_steer,A,0,0.6517100930213928
14,8,C,late_steer,A,0,0.498374342918396
14,9,B,late_steer,A,0,0.7193310260772705
14,10,C,late_steer,A,0,0.5490366816520691
14,11,D,late_steer,A,0,0.42727726697921753
14,12,B,late_steer,A,0,0.6497727036476135
14,13,C,late_steer,A,0,0.5713440775871277
14,14,B,late_steer,A,0,0.5588403344154358
14,15,D,late_steer,A,0,0.6081467270851135
14,16,C,late_steer,A,0,0.6155242323875427
14,17,C,late_steer,A,0,0.5895154476165771
14,18,E,late_steer,A,0,0.5455823540687561
14,19,D,late_steer,E,0,0.3658674955368042
14,20,C,late_steer,A,0,0.40577495098114014
14,21,B,late_steer,B,1,0.3555468022823334
15,0,D,no_steer,A,0,0.9893996119499207
15,1,A,no_steer,A,1,0.9776870608329773
15,2,A,no_steer,A,1,0.6482616066932678
15,3,B,no_steer,A,0,0.6616212725639343
15,4,A,no_steer,A,1,0.7360051870346069
15,5,A,no_steer,A,1,0.7934607863426208
15,6,B,no_steer,A,0,0.7893213629722595
15,7,E,no_steer,A,0,0.8058125972747803
15,8,E,no_steer,A,0,0.6071417331695557
15,9,A,no_steer,B,0,0.6018591523170471
15,10,B,no_steer,A,0,0.6428419351577759
15,11,A,no_steer,A,1,0.5840150713920593
15,12,B,no_steer,A,0,0.8385595679283142
15,13,A,no_steer,A,1,0.6337980031967163
15,14,E,no_steer,A,0,0.4185830056667328
15,15,C,no_steer,A,0,0.38010174036026
15,16,A,no_steer,A,1,0.5148556232452393
15,17,A,no_steer,A,1,0.7080734372138977
15,18,A,no_steer,A,1,0.7313748002052307
15,19,B,no_steer,E,0,0.6301018595695496
15,20,A,no_steer,A,1,0.37124398350715637
15,21,A,no_steer,A,1,0.3877274990081787
15,22,E,no_steer,A,0,0.5319163203239441
15,0,D,early_steer,A,0,0.9899356961250305
15,1,A,early_steer,A,1,0.978775143623352
15,2,A,early_steer,A,1,0.6628103256225586
15,3,B,early_steer,A,0,0.6607197523117065
15,4,A,early_steer,A,1,0.7326818704605103
15,5,A,early_steer,A,1,0.7857492566108704
15,6,B,early_steer,A,0,0.7811757922172546
15,7,E,early_steer,A,0,0.7984783053398132
15,8,E,early_steer,A,0,0.6063427925109863
15,9,A,early_steer,B,0,0.5943527817726135
15,10,B,early_steer,A,0,0.6243823170661926
15,11,A,early_steer,A,1,0.6039031744003296
15,12,B,early_steer,A,0,0.8323234915733337
15,13,A,early_steer,A,1,0.653404712677002
15,14,E,early_steer,E,1,0.5657210350036621
15,15,C,early_steer,A,0,0.3730800449848175
15,16,A,early_steer,A,1,0.5221657156944275
15,17,A,early_steer,A,1,0.7082400321960449
15,18,A,early_steer,A,1,0.728208601474762
15,19,B,early_steer,E,0,0.6523671746253967
15,20,A,early_steer,A,1,0.36451491713523865
15,21,A,early_steer,A,1,0.40918636322021484
15,22,E,early_steer,A,0,0.5176061987876892
15,0,D,late_steer,A,0,0.9887608885765076
15,1,A,late_steer,A,1,0.9766615033149719
15,2,A,late_steer,A,1,0.6463848948478699
15,3,B,late_steer,A,0,0.6586534976959229
15,4,A,late_steer,A,1,0.7450934648513794
15,5,A,late_steer,A,1,0.8068791627883911
15,6,B,late_steer,A,0,0.7785450220108032
15,7,E,late_steer,A,0,0.7901803255081177
15,8,E,late_steer,A,0,0.5928188562393188
15,9,A,late_steer,B,0,0.6311498284339905
15,10,B,late_steer,A,0,0.6511257886886597
15,11,A,late_steer,A,1,0.6024115085601807
15,12,B,late_steer,A,0,0.7996895909309387
15,13,A,late_steer,A,1,0.6501527428627014
15,14,E,late_steer,A,0,0.5358439683914185
15,15,C,late_steer,A,0,0.38592666387557983
15,16,A,late_steer,A,1,0.5042791366577148
15,17,A,late_steer,A,1,0.7040924429893494
15,18,A,late_steer,A,1,0.7390785217285156
15,19,B,late_steer,E,0,0.5603103637695312
15,20,A,late_steer,A,1,0.34337255358695984
15,21,A,late_steer,A,1,0.438533753156662
15,22,E,late_steer,A,0,0.5107995867729187
