trace_id,case_index,gold,condition,pred,correct,confidence
7,21,C,late_L10_L20,C,1,0.876971960067749
7,22,B,late_L10_L20,C,0,0.9999088048934937
7,23,E,late_L10_L20,E,1,0.6356186866760254
7,0,E,early_L10_L20_L30,E,1,0.9990280866622925
7,1,D,early_L10_L20_L30,D,1,0.996307373046875
7,2,A,early_L10_L20_L30,A,1,0.9999758005142212
7,3,D,early_L10_L20_L30,B,0,0.998653769493103
7,4,C,early_L10_L20_L30,B,0,0.9923776388168335
7,5,D,early_L10_L20_L30,E,0,0.9806406497955322
7,6,D,early_L10_L20_L30,A,0,0.9214125275611877
7,7,A,early_L10_L20_L30,A,1,0.9981546998023987
7,8,A,early_L10_L20_L30,A,1,0.9382900595664978
7,9,B,early_L10_L20_L30,A,0,0.9026527404785156
7,10,A,early_L10_L20_L30,A,1,0.9050370454788208
7,11,D,early_L10_L20_L30,A,0,0.7237844467163086
7,12,E,early_L10_L20_L30,E,1,0.9855818152427673
7,13,A,early_L10_L20_L30,B,0,0.807934045791626
7,14,D,early_L10_L20_L30,D,1,0.993181049823761
7,15,C,early_L10_L20_L30,C,1,0.6741599440574646
7,16,C,early_L10_L20_L30,C,1,0.9985155463218689
7,17,D,early_L10_L20_L30,A,0,0.9932847023010254
7,18,E,early_L10_L20_L30,E,1,0.9913557171821594
7,19,E,early_L10_L20_L30,E,1,0.9998931884765625
7,20,E,early_L10_L20_L30,A,0,0.5015002489089966
7,21,C,early_L10_L20_L30,C,1,0.8694755434989929
7,22,B,early_L10_L20_L30,C,0,0.9999111890792847
7,23,E,early_L10_L20_L30,E,1,0.5145541429519653
7,0,E,late_L10_L20_L30,E,1,0.9990405440330505
7,1,D,late_L10_L20_L30,D,1,0.9957809448242188
7,2,A,late_L10_L20_L30,A,1,0.9999749660491943
7,3,D,late_L10_L20_L30,B,0,0.9981527924537659
7,4,C,late_L10_L20_L30,B,0,0.9917426705360413
7,5,D,late_L10_L20_L30,E,0,0.970024824142456
7,6,D,late_L10_L20_L30,A,0,0.9572921991348267
7,7,A,late_L10_L20_L30,A,1,0.9979928731918335
7,8,A,late_L10_L20_L30,A,1,0.9627972841262817
7,9,B,late_L10_L20_L30,A,0,0.9025267362594604
7,10,A,late_L10_L20_L30,A,1,0.8989253640174866
7,11,D,late_L10_L20_L30,A,0,0.7675371170043945
7,12,E,late_L10_L20_L30,E,1,0.9844091534614563
7,13,A,late_L10_L20_L30,B,0,0.7877650260925293
7,14,D,late_L10_L20_L30,D,1,0.9933399558067322
7,15,C,late_L10_L20_L30,C,1,0.7263154983520508
7,16,C,late_L10_L20_L30,C,1,0.9985874891281128
7,17,D,late_L10_L20_L30,A,0,0.993320107460022
7,18,E,late_L10_L20_L30,E,1,0.9912962913513184
7,19,E,late_L10_L20_L30,E,1,0.9999070167541504
7,20,E,late_L10_L20_L30,A,0,0.5042108297348022
7,21,C,late_L10_L20_L30,C,1,0.8755137324333191
7,22,B,late_L10_L20_L30,C,0,0.9999114274978638
7,23,E,late_L10_L20_L30,E,1,0.6356186866760254
7,0,E,early_all_late,E,1,0.9989990592002869
7,1,D,early_all_late,D,1,0.9964001178741455
7,2,A,early_all_late,A,1,0.9999748468399048
7,3,D,early_all_late,B,0,0.998768150806427
7,4,C,early_all_late,B,0,0.9929577112197876
7,5,D,early_all_late,E,0,0.9784874320030212
7,6,D,early_all_late,A,0,0.9260480403900146
7,7,A,early_all_late,A,1,0.9981750249862671
7,8,A,early_all_late,A,1,0.9385659694671631
7,9,B,early_all_late,A,0,0.8970574736595154
7,10,A,early_all_late,A,1,0.9112346172332764
7,11,D,early_all_late,A,0,0.7361495494842529
7,12,E,early_all_late,E,1,0.9853125214576721
7,13,A,early_all_late,B,0,0.7877976298332214
7,14,D,early_all_late,D,1,0.99319988489151
7,15,C,early_all_late,C,1,0.6603133082389832
7,16,C,early_all_late,C,1,0.9984797835350037
7,17,D,early_all_late,A,0,0.9937009811401367
7,18,E,early_all_late,E,1,0.9914885759353638
7,19,E,early_all_late,E,1,0.9998917579650879
7,20,E,early_all_late,A,0,0.5171302556991577
7,21,C,early_all_late,C,1,0.8818956017494202
7,22,B,early_all_late,C,0,0.9999113082885742
7,23,E,early_all_late,B,0,0.4988686442375183
7,0,E,late_all_late,E,1,0.9990516304969788
7,1,D,late_all_late,D,1,0.9957809448242188
7,2,A,late_all_late,A,1,0.9999738931655884
7,3,D,late_all_late,B,0,0.998163640499115
7,4,C,late_all_late,B,0,0.9917426705360413
7,5,D,late_all_late,E,0,0.9712702035903931
7,6,D,late_all_late,A,0,0.9572921991348267
7,7,A,late_all_late,A,1,0.9979977011680603
7,8,A,late_all_late,A,1,0.9604448676109314
7,9,B,late_all_late,A,0,0.9024844169616699
7,10,A,late_all_late,A,1,0.8992782831192017
7,11,D,late_all_late,A,0,0.7676428556442261
7,12,E,late_all_late,E,1,0.9835159182548523
7,13,A,late_all_late,B,0,0.7771385908126831
7,14,D,late_all_late,D,1,0.9934778213500977
7,15,C,late_all_late,C,1,0.7263203263282776
7,16,C,late_all_late,C,1,0.9984965324401855
7,17,D,late_all_late,A,0,0.9937009811401367
7,18,E,late_all_late,E,1,0.9914956092834473
7,19,E,late_all_late,E,1,0.9999070167541504
7,20,E,late_all_late,A,0,0.504808783531189
7,21,C,late_all_late,C,1,0.8755137324333191
7,22,B,late_all_late,C,0,0.9999114274978638
7,23,E,late_all_late,E,1,0.6498813033103943
9,0,E,no_steer,E,1,0.9971845746040344
9,1,D,no_steer,C,0,0.9687217473983765
9,2,B,no_steer,B,1,0.9936482310295105
9,3,D,no_steer,D,1,0.9999803304672241
9,4,B,no_steer,B,1,0.9990598559379578
9,5,D,no_steer,D,1,0.9980602860450745
9,6,B,no_steer,B,1,0.9999268054962158
9,7,E,no_steer,E,1,0.9923648834228516
9,8,E,no_steer,B,0,0.9973787069320679
9,9,C,no_steer,C,1,0.997605562210083
9,10,B,no_steer,B,1,0.48330771923065186
9,11,B,no_steer,B,1,0.9996306896209717
9,12,A,no_steer,A,1,0.9991514682769775
9,13,B,no_steer,B,1,0.999955415725708
9,14,D,no_steer,D,1,0.9981356859207153
9,15,C,no_steer,D,0,0.9924902319908142
9,16,B,no_steer,C,0,0.9361737370491028
9,17,C,no_steer,C,1,0.9998348951339722
9,18,A,no_steer,A,1,0.9978530406951904
9,19,B,no_steer,B,1,0.9976612329483032
9,20,C,no_steer,C,1,0.9988002777099609
9,0,E,early_L10,E,1,0.9974599480628967
9,1,D,early_L10,C,0,0.9687260985374451
9,2,B,early_L10,B,1,0.9938616752624512
9,3,D,early_L10,D,1,0.9999779462814331
9,4,B,early_L10,B,1,0.9990600943565369
9,5,D,early_L10,D,1,0.998274564743042
9,6,B,early_L10,B,1,0.9999289512634277
9,7,E,early_L10,E,1,0.9928838014602661
9,8,E,early_L10,B,0,0.9969956874847412
9,9,C,early_L10,C,1,0.9976546168327332
9,10,B,early_L10,B,1,0.5301272869110107
9,11,B,early_L10,B,1,0.9996032118797302
9,12,A,early_L10,A,1,0.9991307854652405
9,13,B,early_L10,B,1,0.9999547004699707
9,14,D,early_L10,D,1,0.998211145401001
9,15,C,early_L10,D,0,0.9908305406570435
9,16,B,early_L10,C,0,0.9373642802238464
9,17,C,early_L10,C,1,0.9998292922973633
9,18,A,early_L10,A,1,0.9979738593101501
9,19,B,early_L10,B,1,0.9978674650192261
9,20,C,early_L10,C,1,0.9987643957138062
9,0,E,late_L10,E,1,0.997404158115387
9,1,D,late_L10,C,0,0.9688428044319153
9,2,B,late_L10,B,1,0.9936320185661316
9,3,D,late_L10,D,1,0.9999798536300659
9,4,B,late_L10,B,1,0.9990586638450623
9,5,D,late_L10,D,1,0.9980193376541138
9,6,B,late_L10,B,1,0.9999254941940308
9,7,E,late_L10,E,1,0.993069589138031
9,8,E,late_L10,B,0,0.9976429343223572
9,9,C,late_L10,C,1,0.997676432132721
9,10,B,late_L10,B,1,0.545661211013794
9,11,B,late_L10,B,1,0.9996367692947388
9,12,A,late_L10,A,1,0.9991888403892517
9,13,B,late_L10,B,1,0.9999562501907349
9,14,D,late_L10,D,1,0.998318076133728
9,15,C,late_L10,D,0,0.9922569990158081
9,16,B,late_L10,C,0,0.9023304581642151
9,17,C,late_L10,C,1,0.9998170733451843
9,18,A,late_L10,A,1,0.997771680355072
9,19,B,late_L10,B,1,0.9978677034378052
9,20,C,late_L10,C,1,0.9988704323768616
9,0,E,early_L10_L20,E,1,0.9974685907363892
9,1,D,early_L10_L20,C,0,0.9722126126289368
9,2,B,early_L10_L20,B,1,0.9942284822463989
9,3,D,early_L10_L20,D,1,0.9999817609786987
9,4,B,early_L10_L20,B,1,0.9991430044174194
9,5,D,early_L10_L20,D,1,0.9988330006599426
9,6,B,early_L10_L20,B,1,0.9999351501464844
9,7,E,early_L10_L20,E,1,0.9949634075164795
9,8,E,early_L10_L20,B,0,0.9969281554222107
9,9,C,early_L10_L20,C,1,0.9976664781570435
9,10,B,early_L10_L20,E,0,0.5499318838119507
9,11,B,early_L10_L20,B,1,0.999603807926178
9,12,A,early_L10_L20,A,1,0.9989784955978394
9,13,B,early_L10_L20,B,1,0.9999532699584961
9,14,D,early_L10_L20,D,1,0.9983202815055847
9,15,C,early_L10_L20,D,0,0.9915329813957214
9,16,B,early_L10_L20,C,0,0.9419509172439575
9,17,C,early_L10_L20,C,1,0.999817430973053
9,18,A,early_L10_L20,A,1,0.9981180429458618
9,19,B,early_L10_L20,B,1,0.9980593323707581
9,20,C,early_L10_L20,C,1,0.9987803101539612
9,0,E,late_L10_L20,E,1,0.9975003600120544
9,1,D,late_L10_L20,C,0,0.9705544710159302
9,2,B,late_L10_L20,B,1,0.9925734996795654
9,3,D,late_L10_L20,D,1,0.9999791383743286
9,4,B,late_L10_L20,B,1,0.9990853071212769
9,5,D,late_L10_L20,D,1,0.9982845187187195
9,6,B,late_L10_L20,B,1,0.9999278783798218
9,7,E,late_L10_L20,E,1,0.9932502508163452
9,8,E,late_L10_L20,B,0,0.9974752068519592
9,9,C,late_L10_L20,C,1,0.9976091384887695
9,10,B,late_L10_L20,B,1,0.5446152091026306
9,11,B,late_L10_L20,B,1,0.9995937943458557
9,12,A,late_L10_L20,A,1,0.9992363452911377
9,13,B,late_L10_L20,B,1,0.9999556541442871
9,14,D,late_L10_L20,D,1,0.9981358051300049
9,15,C,late_L10_L20,D,0,0.9928833246231079
9,16,B,late_L10_L20,C,0,0.8816179633140564
9,17,C,late_L10_L20,C,1,0.9998226761817932
9,18,A,late_L10_L20,A,1,0.9976699948310852
9,19,B,late_L10_L20,B,1,0.9976582527160645
9,20,C,late_L10_L20,C,1,0.9988704323768616
9,0,E,early_L10_L20_L30,E,1,0.9974756836891174
9,1,D,early_L10_L20_L30,C,0,0.9754849672317505
9,2,B,early_L10_L20_L30,B,1,0.9945693612098694
9,3,D,early_L10_L20_L30,D,1,0.9999769926071167
9,4,B,early_L10_L20_L30,B,1,0.9991405010223389
9,5,D,early_L10_L20_L30,D,1,0.9986795783042908
9,6,B,early_L10_L20_L30,B,1,0.999932050704956
9,7,E,early_L10_L20_L30,E,1,0.9944450259208679
9,8,E,early_L10_L20_L30,B,0,0.9967251420021057
9,9,C,early_L10_L20_L30,C,1,0.9972454309463501
9,10,B,early_L10_L20_L30,B,1,0.4890090525150299
9,11,B,early_L10_L20_L30,B,1,0.9995812773704529
9,12,A,early_L10_L20_L30,A,1,0.9989640712738037
9,13,B,early_L10_L20_L30,B,1,0.9999421834945679
9,14,D,early_L10_L20_L30,D,1,0.9980620741844177
9,15,C,early_L10_L20_L30,D,0,0.9909405708312988
9,16,B,early_L10_L20_L30,C,0,0.9340511560440063
9,17,C,early_L10_L20_L30,C,1,0.9997919201850891
9,18,A,early_L10_L20_L30,A,1,0.9979071617126465
9,19,B,early_L10_L20_L30,B,1,0.9978033900260925
9,20,C,early_L10_L20_L30,C,1,0.9985313415527344
9,0,E,late_L10_L20_L30,E,1,0.9975172281265259
9,1,D,late_L10_L20_L30,C,0,0.970763623714447
9,2,B,late_L10_L20_L30,B,1,0.9927995204925537
9,3,D,late_L10_L20_L30,D,1,0.9999758005142212
9,4,B,late_L10_L20_L30,B,1,0.9991149306297302
9,5,D,late_L10_L20_L30,D,1,0.9981866478919983
9,6,B,late_L10_L20_L30,B,1,0.9999312162399292
9,7,E,late_L10_L20_L30,E,1,0.9931572079658508
9,8,E,late_L10_L20_L30,B,0,0.9973543882369995
9,9,C,late_L10_L20_L30,C,1,0.9976073503494263
9,10,B,late_L10_L20_L30,B,1,0.558982789516449
9,11,B,late_L10_L20_L30,B,1,0.9996365308761597
9,12,A,late_L10_L20_L30,A,1,0.9992377758026123
9,13,B,late_L10_L20_L30,B,1,0.999954342842102
9,14,D,late_L10_L20_L30,D,1,0.9980179071426392
9,15,C,late_L10_L20_L30,D,0,0.9924357533454895
9,16,B,late_L10_L20_L30,C,0,0.8819354176521301
9,17,C,late_L10_L20_L30,C,1,0.999825656414032
9,18,A,late_L10_L20_L30,A,1,0.9977378845214844
9,19,B,late_L10_L20_L30,B,1,0.9977319240570068
9,20,C,late_L10_L20_L30,C,1,0.9988712668418884
9,0,E,early_all_late,E,1,0.9974028468132019
9,1,D,early_all_late,C,0,0.9742236137390137
9,2,B,early_all_late,B,1,0.9942347407341003
9,3,D,early_all_late,D,1,0.9999771118164062
9,4,B,early_all_late,B,1,0.9991412162780762
9,5,D,early_all_late,D,1,0.998671293258667
9,6,B,early_all_late,B,1,0.9999265670776367
9,7,E,early_all_late,E,1,0.9942212104797363
9,8,E,early_all_late,B,0,0.9967271089553833
9,9,C,early_all_late,C,1,0.9973567724227905
9,10,B,early_all_late,E,0,0.5039395093917847
9,11,B,early_all_late,B,1,0.9995631575584412
9,12,A,early_all_late,A,1,0.998963475227356
9,13,B,early_all_late,B,1,0.9999433755874634
9,14,D,early_all_late,D,1,0.9979606866836548
9,15,C,early_all_late,D,0,0.9911991953849792
9,16,B,early_all_late,C,0,0.9336630702018738
9,17,C,early_all_late,C,1,0.9997902512550354
9,18,A,early_all_late,A,1,0.9981420040130615
9,19,B,early_all_late,B,1,0.9979366064071655
9,20,C,early_all_late,C,1,0.9986203908920288
9,0,E,late_all_late,E,1,0.9974992871284485
9,1,D,late_all_late,C,0,0.9708558320999146
9,2,B,late_all_late,B,1,0.9932149648666382
9,3,D,late_all_late,D,1,0.9999761581420898
9,4,B,late_all_late,B,1,0.9990583062171936
9,5,D,late_all_late,D,1,0.9982031583786011
9,6,B,late_all_late,B,1,0.9999312162399292
9,7,E,late_all_late,E,1,0.9931572079658508
9,8,E,late_all_late,B,0,0.997481644153595
9,9,C,late_all_late,C,1,0.9976073503494263
9,10,B,late_all_late,B,1,0.5589887499809265
9,11,B,late_all_late,B,1,0.9996365308761597
9,12,A,late_all_late,A,1,0.9992377758026123
9,13,B,late_all_late,B,1,0.9999514818191528
9,14,D,late_all_late,D,1,0.9980689883232117
9,15,C,late_all_late,D,0,0.9924426674842834
9,16,B,late_all_late,C,0,0.8819354176521301
9,17,C,late_all_late,C,1,0.9998257756233215
9,18,A,late_all_late,A,1,0.9978781938552856
9,19,B,late_all_late,B,1,0.9977319240570068
9,20,C,late_all_late,C,1,0.9988715052604675
14,0,B,no_steer,A,0,0.4785598814487457
14,1,B,no_steer,B,1,0.978329062461853
14,2,C,no_steer,C,1,0.9999407529830933
14,3,E,no_steer,E,1,0.9980054497718811
14,4,A,no_steer,A,1,0.9997174143791199
14,5,D,no_steer,D,1,0.9992535710334778
14,6,B,no_steer,D,0,0.8799933791160583
14,7,D,no_steer,A,0,0.8667333722114563
14,8,C,no_steer,A,0,0.8879756331443787
14,9,B,no_steer,B,1,0.9999371767044067
14,10,C,no_steer,A,0,0.6054629683494568
14,11,D,no_steer,D,1,0.9889127016067505
14,12,B,no_steer,C,0,0.9002467393875122
14,13,C,no_steer,C,1,0.9663726091384888
14,14,B,no_steer,A,0,0.9153407216072083
14,15,D,no_steer,D,1,0.9996519088745117
14,16,C,no_steer,B,0,0.8716164827346802
14,17,C,no_steer,C,1,0.9669222235679626
14,18,E,no_steer,E,1,0.9668871760368347
14,19,D,no_steer,D,1,0.9999372959136963
14,20,C,no_steer,D,0,0.530642569065094
14,21,B,no_steer,B,1,0.9933536052703857
14,0,B,early_L10,A,0,0.47498223185539246
14,1,B,early_L10,B,1,0.9783321022987366
14,2,C,early_L10,C,1,0.9999408721923828
14,3,E,early_L10,E,1,0.9976763129234314
14,4,A,early_L10,A,1,0.9997178912162781
14,5,D,early_L10,D,1,0.9993177652359009
14,6,B,early_L10,D,0,0.8983641266822815
14,7,D,early_L10,A,0,0.8737504482269287
14,8,C,early_L10,A,0,0.7949939966201782
14,9,B,early_L10,B,1,0.999940037727356
14,10,C,early_L10,A,0,0.6491220593452454
14,11,D,early_L10,D,1,0.9866582751274109
14,12,B,early_L10,C,0,0.8865991234779358
14,13,C,early_L10,C,1,0.9735158681869507
14,14,B,early_L10,A,0,0.9070927500724792
14,15,D,early_L10,D,1,0.9996600151062012
14,16,C,early_L10,B,0,0.891931414604187
14,17,C,early_L10,C,1,0.9631795287132263
14,18,E,early_L10,E,1,0.9688383936882019
14,19,D,early_L10,D,1,0.999942421913147
14,20,C,early_L10,D,0,0.5615986585617065
14,21,B,early_L10,B,1,0.9937698245048523
14,0,B,late_L10,A,0,0.4781903326511383
14,1,B,late_L10,B,1,0.9783325791358948
14,2,C,late_L10,C,1,0.9999401569366455
14,3,E,late_L10,E,1,0.9977363348007202
14,4,A,late_L10,A,1,0.9997174143791199
14,5,D,late_L10,D,1,0.9992882609367371
14,6,B,late_L10,D,0,0.8863562941551208
14,7,D,late_L10,A,0,0.7978476881980896
14,8,C,late_L10,A,0,0.9190638065338135
14,9,B,late_L10,B,1,0.9999351501464844
14,10,C,late_L10,A,0,0.6053444743156433
14,11,D,late_L10,D,1,0.9882060289382935
14,12,B,late_L10,C,0,0.9082803726196289
14,13,C,late_L10,C,1,0.9663889408111572
14,14,B,late_L10,A,0,0.9091711640357971
14,15,D,late_L10,D,1,0.9996351003646851
14,16,C,late_L10,B,0,0.8677122592926025
14,17,C,late_L10,C,1,0.9608998894691467
14,18,E,late_L10,E,1,0.9687649011611938
14,19,D,late_L10,D,1,0.9999363422393799
14,20,C,late_L10,C,1,0.49949029088020325
14,21,B,late_L10,B,1,0.9927420616149902
14,0,B,early_L10_L20,A,0,0.5491032004356384
14,1,B,early_L10_L20,B,1,0.9739824533462524
14,2,C,early_L10_L20,C,1,0.999944806098938
14,3,E,early_L10_L20,E,1,0.9984449744224548
14,4,A,early_L10_L20,A,1,0.9997336268424988
14,5,D,early_L10_L20,D,1,0.9992944002151489
14,6,B,early_L10_L20,D,0,0.9038803577423096
14,7,D,early_L10_L20,A,0,0.8436107635498047
14,8,C,early_L10_L20,A,0,0.8111068606376648
14,9,B,early_L10_L20,B,1,0.999936580657959
14,10,C,early_L10_L20,A,0,0.6055010557174683
14,11,D,early_L10_L20,D,1,0.9897148013114929
14,12,B,early_L10_L20,C,0,0.8531089425086975
14,13,C,early_L10_L20,C,1,0.9765191674232483
14,14,B,early_L10_L20,A,0,0.9164581298828125
14,15,D,early_L10_L20,D,1,0.999660849571228
14,16,C,early_L10_L20,B,0,0.9017149209976196
14,17,C,early_L10_L20,C,1,0.9675635099411011
14,18,E,early_L10_L20,E,1,0.9740066528320312
14,19,D,early_L10_L20,D,1,0.9999414682388306
14,20,C,early_L10_L20,D,0,0.561577320098877
14,21,B,early_L10_L20,B,1,0.9934883117675781
14,0,B,late_L10_L20,A,0,0.46995481848716736
14,1,B,late_L10_L20,B,1,0.9808211326599121
14,2,C,late_L10_L20,C,1,0.9999380111694336
14,3,E,late_L10_L20,E,1,0.9980403780937195
14,4,A,late_L10_L20,A,1,0.9997170567512512
14,5,D,late_L10_L20,D,1,0.9992555975914001
14,6,B,late_L10_L20,D,0,0.8732799291610718
14,7,D,late_L10_L20,A,0,0.7428340315818787
14,8,C,late_L10_L20,A,0,0.9145249128341675
14,9,B,late_L10_L20,B,1,0.9999327659606934
14,10,C,late_L10_L20,A,0,0.5599614381790161
14,11,D,late_L10_L20,D,1,0.9873340129852295
14,12,B,late_L10_L20,C,0,0.9108977913856506
14,13,C,late_L10_L20,C,1,0.966390073299408
14,14,B,late_L10_L20,A,0,0.9144882559776306
14,15,D,late_L10_L20,D,1,0.9996150732040405
14,16,C,late_L10_L20,B,0,0.8462468981742859
14,17,C,late_L10_L20,C,1,0.9648681282997131
14,18,E,late_L10_L20,E,1,0.9722121357917786
14,19,D,late_L10_L20,D,1,0.9999383687973022
14,20,C,late_L10_L20,D,0,0.5461426973342896
14,21,B,late_L10_L20,B,1,0.9912993311882019
14,0,B,early_L10_L20_L30,A,0,0.5474511981010437
14,1,B,early_L10_L20_L30,B,1,0.9769582152366638
14,2,C,early_L10_L20_L30,C,1,0.9999392032623291
14,3,E,early_L10_L20_L30,E,1,0.9977789521217346
14,4,A,early_L10_L20_L30,A,1,0.9996994733810425
14,5,D,early_L10_L20_L30,D,1,0.9991998076438904
14,6,B,early_L10_L20_L30,D,0,0.8983182311058044
14,7,D,early_L10_L20_L30,A,0,0.8516257405281067
14,8,C,early_L10_L20_L30,A,0,0.8377151489257812
14,9,B,early_L10_L20_L30,B,1,0.9999333620071411
14,10,C,early_L10_L20_L30,A,0,0.6054596900939941
14,11,D,early_L10_L20_L30,D,1,0.9883948564529419
14,12,B,early_L10_L20_L30,C,0,0.84515380859375
14,13,C,early_L10_L20_L30,C,1,0.9777646660804749
14,14,B,early_L10_L20_L30,A,0,0.9184132814407349
14,15,D,early_L10_L20_L30,D,1,0.9995805621147156
14,16,C,early_L10_L20_L30,B,0,0.9049951434135437
14,17,C,early_L10_L20_L30,C,1,0.9655459523200989
14,18,E,early_L10_L20_L30,E,1,0.9686828851699829
14,19,D,early_L10_L20_L30,D,1,0.9999344348907471
