depth,probe,turn,kind,n_tokens,ctx_tokens,share
0,36,0,system,48,313,0.19842900654981577
0,36,1,probe,248,313,0.2724781979618456
0,37,0,system,48,370,0.19031081314474818
0,37,1,probe,305,370,0.2840057169198644
0,38,0,system,48,350,0.18935706876092695
0,38,1,probe,285,350,0.28164637112513446
0,39,0,system,48,267,0.20397609147065054
0,39,1,probe,202,267,0.257177679821325
3,0,0,system,48,552,0.10602359496530767
3,0,1,filler_q,50,552,0.030682621424631407
3,0,2,filler_a,1,552,0.004016998334694379
3,0,3,filler_q,57,552,0.027057320660405004
3,0,4,filler_a,1,552,0.0019937080593343363
3,0,5,filler_q,73,552,0.04065655363967835
3,0,6,filler_a,1,552,0.002402983880881726
3,0,7,probe,268,552,0.2453420573524454
3,1,0,system,48,551,0.10791301311661528
3,1,1,filler_q,50,551,0.029471691911837183
3,1,2,filler_a,1,551,0.003828056615209241
3,1,3,filler_q,57,551,0.02656026983275339
3,1,4,filler_a,1,551,0.0020461323160513023
3,1,5,filler_q,73,551,0.039026547416710855
3,1,6,filler_a,1,551,0.002353180792329636
3,1,7,probe,267,551,0.2463050388623742
3,2,0,system,48,633,0.09942419049791695
3,2,1,filler_q,50,633,0.028789547472939603
3,2,2,filler_a,1,633,0.0035102788578769972
3,2,3,filler_q,57,633,0.024912404380849296
3,2,4,filler_a,1,633,0.0020457938953930485
3,2,5,filler_q,73,633,0.03615174561620904
3,2,6,filler_a,1,633,0.002623607958104762
3,2,7,probe,349,633,0.26451137542608194
3,3,0,system,48,501,0.10944252999719595
3,3,1,filler_q,50,501,0.02940931741396824
3,3,2,filler_a,1,501,0.0035066579398975173
3,3,3,filler_q,57,501,0.027815243473042983
3,3,4,filler_a,1,501,0.0017853237076865813
3,3,5,filler_q,73,501,0.042026376454998626
3,3,6,filler_a,1,501,0.0021047604253488783
3,3,7,probe,217,501,0.2332625493077103
3,4,0,system,48,759,0.10667426493496102
3,4,1,filler_q,50,759,0.028669830383413863
3,4,2,filler_a,1,759,0.003227648342008227
3,4,3,filler_q,57,759,0.02392198252022837
3,4,4,filler_a,1,759,0.0019749844334429733
3,4,5,filler_q,73,759,0.034246452061189814
3,4,6,filler_a,1,759,0.00230751530275123
3,4,7,probe,475,759,0.27551487667028596
3,5,0,system,48,552,0.10888933817008706
3,5,1,filler_q,50,552,0.03073355479744322
3,5,2,filler_a,1,552,0.003941022218273091
3,5,3,filler_q,57,552,0.02742091669843738
3,5,4,filler_a,1,552,0.002080531316720185
3,5,5,filler_q,73,552,0.04012621836909602
3,5,6,filler_a,1,552,0.0023786037080482797
3,5,7,probe,268,552,0.24346975513731195
3,6,0,system,48,718,0.10333902196419942
3,6,1,filler_q,50,718,0.027998795226038098
3,6,2,filler_a,1,718,0.003776788324423191
3,6,3,filler_q,57,718,0.02505968956859661
3,6,4,filler_a,1,718,0.002098213665344642
3,6,5,filler_q,73,718,0.03428572772892835
3,6,6,filler_a,1,718,0.0024476412550153495
3,6,7,probe,434,718,0.2712326508890328
3,7,0,system,48,537,0.10719723458363717
3,7,1,filler_q,50,537,0.0297944888563606
3,7,2,filler_a,1,537,0.003632768598131969
3,7,3,filler_q,57,537,0.02744313300769008
3,7,4,filler_a,1,537,0.0019113415824437707
3,7,5,filler_q,73,537,0.03981186362017297
3,7,6,filler_a,1,537,0.002258030649144163
3,7,7,probe,253,537,0.24493297452636398
3,8,0,system,48,508,0.10570848499221341
3,8,1,filler_q,50,508,0.03032302796689379
3,8,2,filler_a,1,508,0.00435395966279418
3,8,3,filler_q,57,508,0.02781492265739871
3,8,4,filler_a,1,508,0.0019858756259609756
3,8,5,filler_q,73,508,0.04159682757122596
3,8,6,filler_a,1,508,0.002458675621496653
3,8,7,probe,224,508,0.23915662855506525
3,9,0,system,48,592,0.10494244008586406
3,9,1,filler_q,50,592,0.02992980142934698
3,9,2,filler_a,1,592,0.003632713821596717
3,9,3,filler_q,57,592,0.026447453674339982
3,9,4,filler_a,1,592,0.0020709812421558617
3,9,5,filler_q,73,592,0.03810321658146876
3,9,6,filler_a,1,592,0.0025715663782739373
3,9,7,probe,308,592,0.254705946211061
3,10,0,system,48,532,0.10934092571935139
3,10,1,filler_q,50,532,0.030294754795924916
3,10,2,filler_a,1,532,0.003594222606589037
3,10,3,filler_q,57,532,0.02663624300300782
3,10,4,filler_a,1,532,0.0018591732956058649
3,10,5,filler_q,73,532,0.038726377532555034
3,10,6,filler_a,1,532,0.0022396560697041518
3,10,7,probe,248,532,0.24121842211548028
3,11,0,system,48,586,0.11111605581507433
3,11,1,filler_q,50,586,0.029293216591128157
3,11,2,filler_a,1,586,0.0038310089626848454
3,11,3,filler_q,57,586,0.026625767046782656
3,11,4,filler_a,1,586,0.0019619255057248056
3,11,5,filler_q,73,586,0.03720527105385685
3,11,6,filler_a,1,586,0.002233177470410852
3,11,7,probe,302,586,0.24595524992764695
3,12,0,system,48,618,0.10504105911691397
3,12,1,filler_q,50,618,0.028851353605304553
3,12,2,filler_a,1,618,0.003324871076674743
3,12,3,filler_q,57,618,0.026118425211237195
3,12,4,filler_a,1,618,0.0019532434362531936
3,12,5,filler_q,73,618,0.037037927324160336
3,12,6,filler_a,1,618,0.0023205006691544017
3,12,7,probe,334,618,0.2624156924871386
3,13,0,system,48,485,0.10554644979971073
3,13,1,filler_q,50,485,0.029662151165911865
3,13,2,filler_a,1,485,0.003656905808597982
3,13,3,filler_q,57,485,0.02795601527417091
3,13,4,filler_a,1,485,0.0019594798575827688
3,13,5,filler_q,73,485,0.04169607054689095
3,13,6,filler_a,1,485,0.0023184990108073844
3,13,7,probe,201,485,0.2356861644448145
3,14,0,system,48,634,0.09590693168092201
3,14,1,filler_q,50,634,0.028066707630067356
3,14,2,filler_a,1,634,0.0034877465017267018
3,14,3,filler_q,57,634,0.024394644765266094
3,14,4,filler_a,1,634,0.001944199823967284
3,14,5,filler_q,73,634,0.03536325476251534
3,14,6,filler_a,1,634,0.0023195348594863413
3,14,7,probe,350,634,0.27540217706905423
3,15,0,system,48,615,0.10595091662839451
3,15,1,filler_q,50,615,0.029360554055884336
3,15,2,filler_a,1,615,0.0035502101613199694
3,15,3,filler_q,57,615,0.026249267625757966
3,15,4,filler_a,1,615,0.001991550980556856
3,15,5,filler_q,73,615,0.03654882344196153
3,15,6,filler_a,1,615,0.002303698194563498
3,15,7,probe,331,615,0.2537033381213405
3,16,0,system,48,508,0.10907330674914562
3,16,1,filler_q,50,508,0.030461271265721734
3,16,2,filler_a,1,508,0.003784580333937037
3,16,3,filler_q,57,508,0.027956553766721015
3,16,4,filler_a,1,508,0.0019285017068020882
3,16,5,filler_q,73,508,0.041756598086465146
3,16,6,filler_a,1,508,0.0025167252942305263
3,16,7,probe,224,508,0.23322660209532842
3,17,0,system,48,580,0.11070175450292652
3,17,1,filler_q,50,580,0.029714579099376692
3,17,2,filler_a,1,580,0.0035761123779868287
3,17,3,filler_q,57,580,0.027114051672038286
3,17,4,filler_a,1,580,0.001984396447968738
3,17,5,filler_q,73,580,0.038406058633782436
3,17,6,filler_a,1,580,0.0023623186564236676
3,17,7,probe,296,580,0.24806203098455626
3,18,0,system,48,607,0.10540153005531039
3,18,1,filler_q,50,607,0.02928332928996724
3,18,2,filler_a,1,607,0.004000218187799887
3,18,3,filler_q,57,607,0.025243959648811654
3,18,4,filler_a,1,607,0.00197309094696331
3,18,5,filler_q,73,607,0.035952299642922014
3,18,6,filler_a,1,607,0.002284235307131288
3,18,7,probe,323,607,0.2620646223931544
3,19,0,system,48,894,0.09391727456875465
3,19,1,filler_q,50,894,0.02769444485700756
3,19,2,filler_a,1,894,0.003058067263096688
3,19,3,filler_q,57,894,0.021898655903457964
3,19,4,filler_a,1,894,0.0017417479831353926
3,19,5,filler_q,73,894,0.031997190013299814
3,19,6,filler_a,1,894,0.0024464270531355248
3,19,7,probe,610,894,0.30003024655331956
3,20,0,system,48,546,0.102943372423411
3,20,1,filler_q,50,546,0.028860632491515048
3,20,2,filler_a,1,546,0.0038513583963243805
3,20,3,filler_q,57,546,0.026367733621945888
3,20,4,filler_a,1,546,0.0019506325814072079
3,20,5,filler_q,73,546,0.03852633085796242
3,20,6,filler_a,1,546,0.002248562248022598
3,20,7,probe,262,546,0.25078722831858613
3,21,0,system,48,526,0.11332332431561554
3,21,1,filler_q,50,526,0.030029574459373265
3,21,2,filler_a,1,526,0.003696004372610237
3,21,3,filler_q,57,526,0.02739287969868265
3,21,4,filler_a,1,526,0.00193084387771697
3,21,5,filler_q,73,526,0.03994059628234936
3,21,6,filler_a,1,526,0.002404978120074286
3,21,7,probe,242,526,0.2405466814002466
3,22,0,system,48,700,0.10651181855644598
3,22,1,filler_q,50,700,0.026604122295998067
3,22,2,filler_a,1,700,0.003377982941521713
3,22,3,filler_q,57,700,0.02454835975880698
3,22,4,filler_a,1,700,0.0019007761105649112
3,22,5,filler_q,73,700,0.03395187787666032
3,22,6,filler_a,1,700,0.002431207405023769
3,22,7,probe,416,700,0.27306600549741233
3,23,0,system,48,612,0.10482411866815511
3,23,1,filler_q,50,612,0.02812662292450341
3,23,2,filler_a,1,612,0.003765283194406971
3,23,3,filler_q,57,612,0.025990221996167406
3,23,4,filler_a,1,612,0.0019393955593884488
3,23,5,filler_q,73,612,0.036455992164295736
3,23,6,filler_a,1,612,0.002322640649234209
3,23,7,probe,328,612,0.2559702925395868
3,24,0,system,48,582,0.11098097152883213
3,24,1,filler_q,50,582,0.029034426612284392
3,24,2,filler_a,1,582,0.003366522604143926
3,24,3,filler_q,57,582,0.026318597571959756
3,24,4,filler_a,1,582,0.001898375280707576
3,24,5,filler_q,73,582,0.03654012896780756
3,24,6,filler_a,1,582,0.002126286451716225
3,24,7,probe,298,582,0.2520994844544475
3,25,0,system,48,839,0.09510468183084697
3,25,1,filler_q,50,839,0.026672266489280894
3,25,2,filler_a,1,839,0.003200610031986658
3,25,3,filler_q,57,839,0.023627824298134037
3,25,4,filler_a,1,839,0.0019038763139128945
3,25,5,filler_q,73,839,0.031551324174735385
3,25,6,filler_a,1,839,0.0023335849146967243
3,25,7,probe,555,839,0.293865446495829
3,26,0,system,48,485,0.10671039367447577
3,26,1,filler_q,50,485,0.029949817230289
3,26,2,filler_a,1,485,0.003296105654219658
3,26,3,filler_q,57,485,0.028897286017702584
3,26,4,filler_a,1,485,0.002026374250564622
3,26,5,filler_q,73,485,0.04281357060597202
3,26,6,filler_a,1,485,0.002370323870887092
3,26,7,probe,201,485,0.2355399925581878
3,27,0,system,48,589,0.10692998073460558
3,27,1,filler_q,50,589,0.02921460222215444
3,27,2,filler_a,1,589,0.0036074427933382447
3,27,3,filler_q,57,589,0.026475014781766504
3,27,4,filler_a,1,589,0.0020522201842569643
3,27,5,filler_q,73,589,0.037113089802087273
3,27,6,filler_a,1,589,0.0022686811490783276
3,27,7,probe,305,589,0.2550142943814535
3,28,0,system,48,699,0.10440288596266445
3,28,1,filler_q,50,699,0.02801827029967896
3,28,2,filler_a,1,699,0.003567619017777926
3,28,3,filler_q,57,699,0.026035424668648943
3,28,4,filler_a,1,699,0.001966593273256101
3,28,5,filler_q,73,699,0.03511994398860452
3,28,6,filler_a,1,699,0.0025379802611568553
3,28,7,probe,415,699,0.2653856978333806
3,29,0,system,48,592,0.10453701468530596
3,29,1,filler_q,50,592,0.029042370795593797
3,29,2,filler_a,1,592,0.0037100053671140776
3,29,3,filler_q,57,592,0.026358967346961748
3,29,4,filler_a,1,592,0.001947725760429407
3,29,5,filler_q,73,592,0.03723949251235581
3,29,6,filler_a,1,592,0.0023539886892067763
3,29,7,probe,308,592,0.2578895533852119
3,30,0,system,48,505,0.1116326070177891
3,30,1,filler_q,50,505,0.03006513984527892
3,30,2,filler_a,1,505,0.0035825078976285674
3,30,3,filler_q,57,505,0.02827264085390624
3,30,4,filler_a,1,505,0.0019356995512877784
3,30,5,filler_q,73,505,0.04222133759310509
3,30,6,filler_a,1,505,0.002437594584667746
3,30,7,probe,221,505,0.23011275430098976
3,31,0,system,48,685,0.10428143745399865
3,31,1,filler_q,50,685,0.027264350890970235
3,31,2,filler_a,1,685,0.0036335863018795433
3,31,3,filler_q,57,685,0.024766850757018233
3,31,4,filler_a,1,685,0.0019195202179172338
3,31,5,filler_q,73,685,0.03482180966977921
3,31,6,filler_a,1,685,0.0023815134234107384
3,31,7,probe,401,685,0.2746686202571027
3,32,0,system,48,780,0.09911603920137413
3,32,1,filler_q,50,780,0.02792698970215257
3,32,2,filler_a,1,780,0.0032752467366608563
3,32,3,filler_q,57,780,0.02421485565216841
3,32,4,filler_a,1,780,0.002015280421187586
3,32,5,filler_q,73,780,0.03504045085331242
3,32,6,filler_a,1,780,0.0024024504967319685
3,32,7,probe,496,780,0.284563061503718
3,33,0,system,48,672,0.09931557209340092
3,33,1,filler_q,50,672,0.027781826402815568
3,33,2,filler_a,1,672,0.0039023889133208978
3,33,3,filler_q,57,672,0.025856712761097356
3,33,4,filler_a,1,672,0.0019644714907467373
3,33,5,filler_q,73,672,0.035397359393300576
3,33,6,filler_a,1,672,0.0023916363859669137
3,33,7,probe,388,672,0.2736761041828686
3,34,0,system,48,596,0.1048773412357491
3,34,1,filler_q,50,596,0.030042644054006473
3,34,2,filler_a,1,596,0.004053791995458189
3,34,3,filler_q,57,596,0.026637847230205125
3,34,4,filler_a,1,596,0.0021107780457728376
3,34,5,filler_q,73,596,0.03740356407941192
3,34,6,filler_a,1,596,0.0023704932175480087
3,34,7,probe,312,596,0.25278354820943605
3,35,0,system,48,519,0.106169070406402
3,35,1,filler_q,50,519,0.030218080627212984
3,35,2,filler_a,1,519,0.0038327007315708816
3,35,3,filler_q,57,519,0.028091491949517433
3,35,4,filler_a,1,519,0.001995928347281045
3,35,5,filler_q,73,519,0.04074768533337192
3,35,6,filler_a,1,519,0.002395714696034057
3,35,7,probe,235,519,0.2268963134333717
3,36,0,system,48,532,0.10953369514552946
3,36,1,filler_q,50,532,0.03177697133031643
3,36,2,filler_a,1,532,0.0037213651181582375
3,36,3,filler_q,57,532,0.027627875650424016
3,36,4,filler_a,1,532,0.001959175607897823
3,36,5,filler_q,73,532,0.03979223619421646
3,36,6,filler_a,1,532,0.0023024825512321795
3,36,7,probe,248,532,0.24624373157826085
3,37,0,system,48,589,0.11567825735194504
3,37,1,filler_q,50,589,0.029548764543747552
3,37,2,filler_a,1,589,0.003605832436076317
3,37,3,filler_q,57,589,0.026791912502673654
3,37,4,filler_a,1,589,0.002020246820270022
3,37,5,filler_q,73,589,0.037648620857222426
3,37,6,filler_a,1,589,0.0024664662610601046
3,37,7,probe,305,589,0.2386473401211333
3,38,0,system,48,569,0.10708303750263326
3,38,1,filler_q,50,569,0.027973198576219716
3,38,2,filler_a,1,569,0.003734266610593326
3,38,3,filler_q,57,569,0.02640772879943043
3,38,4,filler_a,1,569,0.0018691822565494176
3,38,5,filler_q,73,569,0.03777469341365247
3,38,6,filler_a,1,569,0.0023585915536074586
3,38,7,probe,285,569,0.2533338187242862
3,39,0,system,48,486,0.10627161141638908
3,39,1,filler_q,50,486,0.02972628622280471
3,39,2,filler_a,1,486,0.003508830271351404
3,39,3,filler_q,57,486,0.028361175605880362
3,39,4,filler_a,1,486,0.0019313024671581691
3,39,5,filler_q,73,486,0.042486326749781256
3,39,6,filler_a,1,486,0.0023610963053262712
3,39,7,probe,202,486,0.23001684163318714
7,0,0,system,48,885,0.08226332864912145
7,0,1,filler_q,50,885,0.016680775557056826
7,0,2,filler_a,1,885,0.0018068808970819715
7,0,3,filler_q,57,885,0.01220438335080054
7,0,4,filler_a,1,885,0.0008037522316735836
7,0,5,filler_q,73,885,0.014870725855921307
7,0,6,filler_a,1,885,0.000656942363539287
7,0,7,filler_q,90,885,0.027733768107665924
7,0,8,filler_a,1,885,0.0013637154179194505
7,0,9,filler_q,62,885,0.030741608448323632
7,0,10,filler_a,1,885,0.0010348647243901138
7,0,11,filler_q,49,885,0.016611073398481224
7,0,12,filler_a,1,885,0.0011667504849339778
7,0,13,filler_q,80,885,0.032627555361642635
7,0,14,filler_a,1,885,0.0015512688839477984
7,0,15,probe,268,885,0.21953432517011606
7,1,0,system,48,884,0.07891303371104996
7,1,1,filler_q,50,884,0.01667400885757253
7,1,2,filler_a,1,884,0.0018641896121724226
7,1,3,filler_q,57,884,0.01228127543121893
7,1,4,filler_a,1,884,0.0009149912188719913
7,1,5,filler_q,73,884,0.014602590264502169
7,1,6,filler_a,1,884,0.0007123410970712764
7,1,7,filler_q,90,884,0.02716342455497056
7,1,8,filler_a,1,884,0.0014253541553999188
7,1,9,filler_q,62,884,0.029671588905557655
7,1,10,filler_a,1,884,0.001057712790857035
7,1,11,filler_q,49,884,0.016511557447025815
7,1,12,filler_a,1,884,0.001286757362373478
7,1,13,filler_q,80,884,0.03205677629725301
7,1,14,filler_a,1,884,0.0016197220718082647
7,1,15,probe,267,884,0.2233196591128035
7,2,0,system,48,966,0.06812863707050099
7,2,1,filler_q,50,966,0.014114880984046008
7,2,2,filler_a,1,966,0.0016905032643543807
7,2,3,filler_q,57,966,0.011659755025782204
7,2,4,filler_a,1,966,0.0007415800518935402
7,2,5,filler_q,73,966,0.01323531767674524
7,2,6,filler_a,1,966,0.0006634784408666664
7,2,7,filler_q,90,966,0.02623622420594529
7,2,8,filler_a,1,966,0.001467871654171591
7,2,9,filler_q,62,966,0.029653750418951574
7,2,10,filler_a,1,966,0.0010323251088930722
7,2,11,filler_q,49,966,0.015692101803384872
7,2,12,filler_a,1,966,0.001383394475733296
7,2,13,filler_q,80,966,0.03026407876908266
7,2,14,filler_a,1,966,0.0017208871955094948
7,2,15,probe,349,966,0.2418504601314453
7,3,0,system,48,834,0.07889927032843502
7,3,1,filler_q,50,834,0.01634228027842699
7,3,2,filler_a,1,834,0.0019739610653023696
7,3,3,filler_q,57,834,0.01315592353196049
7,3,4,filler_a,1,834,0.0008892369541833312
7,3,5,filler_q,73,834,0.014745780262536812
7,3,6,filler_a,1,834,0.0007146403050211741
7,3,7,filler_q,90,834,0.028090244397475317
7,3,8,filler_a,1,834,0.0013553880482074475
7,3,9,filler_q,62,834,0.03157939544989219
7,3,10,filler_a,1,834,0.000951146096046962
7,3,11,filler_q,49,834,0.016762945138367513
7,3,12,filler_a,1,834,0.0011936160627540743
7,3,13,filler_q,80,834,0.03338838122830623
7,3,14,filler_a,1,834,0.0014279841558683948
7,3,15,probe,217,834,0.2104567808773936
7,4,0,system,48,1092,0.07841518055994001
7,4,1,filler_q,50,1092,0.015066542492225221
7,4,2,filler_a,1,1092,0.0013229078333599857
7,4,3,filler_q,57,1092,0.010713668375153529
7,4,4,filler_a,1,1092,0.0007070221578381391
7,4,5,filler_q,73,1092,0.013208428589024379
7,4,6,filler_a,1,1092,0.0006567398751474007
7,4,7,filler_q,90,1092,0.0264853929284925
7,4,8,filler_a,1,1092,0.0014705993395678282
7,4,9,filler_q,62,1092,0.029796954663404485
7,4,10,filler_a,1,1092,0.0010698432419672735
7,4,11,filler_q,49,1092,0.016863228846517586
7,4,12,filler_a,1,1092,0.0013511725355114888
7,4,13,filler_q,80,1092,0.029404442704212386
7,4,14,filler_a,1,1092,0.001538258722110622
7,4,15,probe,475,1092,0.24039052189414178
7,5,0,system,48,885,0.08442334109628291
7,5,1,filler_q,50,885,0.01681676488675876
7,5,2,filler_a,1,885,0.0017753735168500786
7,5,3,filler_q,57,885,0.012440662909808609
7,5,4,filler_a,1,885,0.0008391643446454414
7,5,5,filler_q,73,885,0.014786204441126216
7,5,6,filler_a,1,885,0.0006478874950392342
7,5,7,filler_q,90,885,0.027430494392906013
7,5,8,filler_a,1,885,0.0012861869749341975
7,5,9,filler_q,62,885,0.030578636732258246
7,5,10,filler_a,1,885,0.0010022721714789407
7,5,11,filler_q,49,885,0.0168501988975418
7,5,12,filler_a,1,885,0.001261985284698319
7,5,13,filler_q,80,885,0.0322677125806905
7,5,14,filler_a,1,885,0.0015149142773433766
7,5,15,probe,268,885,0.2233288257730237
7,6,0,system,48,1051,0.07365385891558685
7,6,1,filler_q,50,1051,0.014045644141173819
7,6,2,filler_a,1,1051,0.0016423082170923195
7,6,3,filler_q,57,1051,0.010836059706522572
7,6,4,filler_a,1,1051,0.000751038412767709
7,6,5,filler_q,73,1051,0.013682675682632706
7,6,6,filler_a,1,1051,0.0006588583779703408
7,6,7,filler_q,90,1051,0.02601265055101365
7,6,8,filler_a,1,1051,0.0016839990626595208
7,6,9,filler_q,62,1051,0.02939408749117689
7,6,10,filler_a,1,1051,0.0012007402634986652
7,6,11,filler_q,49,1051,0.017450299611074804
7,6,12,filler_a,1,1051,0.0016460812795401972
7,6,13,filler_q,80,1051,0.02922080507825342
7,6,14,filler_a,1,1051,0.0016727890479052085
7,6,15,probe,434,1051,0.2463764727635862
7,7,0,system,48,870,0.08557673975723645
7,7,1,filler_q,50,870,0.016386579978551197
7,7,2,filler_a,1,870,0.0017609735880788468
7,7,3,filler_q,57,870,0.01253513228635228
7,7,4,filler_a,1,870,0.0008189444873525076
7,7,5,filler_q,73,870,0.014450302782520907
7,7,6,filler_a,1,870,0.0006267328559569118
7,7,7,filler_q,90,870,0.02733113978024093
7,7,8,filler_a,1,870,0.0012476201849191196
7,7,9,filler_q,62,870,0.030026699502045062
7,7,10,filler_a,1,870,0.0009452004487492255
7,7,11,filler_q,49,870,0.0166382093742925
7,7,12,filler_a,1,870,0.0011431891829062762
7,7,13,filler_q,80,870,0.032407862231096374
7,7,14,filler_a,1,870,0.0014937417304229234
7,7,15,probe,253,870,0.21970963253443188
7,8,0,system,48,841,0.07525669306552629
7,8,1,filler_q,50,841,0.016839371714047147
7,8,2,filler_a,1,841,0.0026394653812400193
7,8,3,filler_q,57,841,0.01304311973306671
7,8,4,filler_a,1,841,0.0009232211152549394
7,8,5,filler_q,73,841,0.014994356898547778
7,8,6,filler_a,1,841,0.0007545732451900138
7,8,7,filler_q,90,841,0.02797837597458397
7,8,8,filler_a,1,841,0.001464360389546518
7,8,9,filler_q,62,841,0.030975540055774076
7,8,10,filler_a,1,841,0.001106220074108332
7,8,11,filler_q,49,841,0.01694622188704642
7,8,12,filler_a,1,841,0.001196456387358255
7,8,13,filler_q,80,841,0.03376548423061365
7,8,14,filler_a,1,841,0.0016139173212036673
7,8,15,probe,224,841,0.21594945671381538
7,9,0,system,48,925,0.08001813405957847
7,9,1,filler_q,50,925,0.015957517291069312
7,9,2,filler_a,1,925,0.0016406986713067562
7,9,3,filler_q,57,925,0.011573594312705993
7,9,4,filler_a,1,925,0.0007176649258074023
7,9,5,filler_q,73,925,0.01410980673215434
7,9,6,filler_a,1,925,0.0006742977160372754
7,9,7,filler_q,90,925,0.026319280999338446
7,9,8,filler_a,1,925,0.0014123066795496434
7,9,9,filler_q,62,925,0.030127904981100073
7,9,10,filler_a,1,925,0.0009422192197491019
7,9,11,filler_q,49,925,0.016846281587834966
7,9,12,filler_a,1,925,0.0011569093716551635
7,9,13,filler_q,80,925,0.03088297550484498
7,9,14,filler_a,1,925,0.0015682299859136883
7,9,15,probe,308,925,0.2229720466566505
7,10,0,system,48,865,0.08752440143602058
7,10,1,filler_q,50,865,0.016503200052270017
7,10,2,filler_a,1,865,0.0018103379647300862
7,10,3,filler_q,57,865,0.012169415564871944
7,10,4,filler_a,1,865,0.0008084882388649378
7,10,5,filler_q,73,865,0.01426542692157895
7,10,6,filler_a,1,865,0.0006341331458831704
7,10,7,filler_q,90,865,0.02666994285061719
7,10,8,filler_a,1,865,0.0011715647002682877
7,10,9,filler_q,62,865,0.029873636576944307
7,10,10,filler_a,1,865,0.0008869329256982472
7,10,11,filler_q,49,865,0.016608845934882766
7,10,12,filler_a,1,865,0.0010646649058289603
7,10,13,filler_q,80,865,0.031315809271319495
7,10,14,filler_a,1,865,0.0014322607724738465
7,10,15,probe,248,865,0.21788069205513239
7,11,0,system,48,919,0.08339673237971201
7,11,1,filler_q,50,919,0.01669937890240858
7,11,2,filler_a,1,919,0.0019399307080631579
7,11,3,filler_q,57,919,0.011904845880486903
7,11,4,filler_a,1,919,0.0007577103943242555
7,11,5,filler_q,73,919,0.014254196103654415
7,11,6,filler_a,1,919,0.0006922539406406247
7,11,7,filler_q,90,919,0.026271046750267146
7,11,8,filler_a,1,919,0.0013555267870915542
7,11,9,filler_q,62,919,0.030094641894422125
7,11,10,filler_a,1,919,0.0009729739276059489
7,11,11,filler_q,49,919,0.016268051038707654
7,11,12,filler_a,1,919,0.0011685804120985521
7,11,13,filler_q,80,919,0.030070393708214738
7,11,14,filler_a,1,919,0.0014477578040858474
7,11,15,probe,302,919,0.22416263445029472
7,12,0,system,48,951,0.07468355491919176
