train_regime,feature_name,vector_key,layer,direction,rank,token_id,decoded_stripped,score
explicit_train_only,mean_answer_tokens,mm_probe_vectors,44,negative,5,26383,glas,-0.07763671875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,44,negative,6,37244,matic,-0.07470703125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,44,negative,7,81453,yas,-0.07470703125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,44,negative,8,18198,flush,-0.07421875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,44,negative,9,12765,aron,-0.07373046875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,44,negative,10,57080,orda,-0.0732421875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,positive,1,1293,long,0.09130859375
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,positive,2,38544,toint,0.0908203125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,positive,3,88813,years,0.087890625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,positive,4,74397,enal,0.08154296875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,positive,5,16779,toolstripmenuitem,0.08154296875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,positive,6,53095,inbackground,0.08154296875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,positive,7,1595,pty,0.08056640625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,positive,8,20125,andles,0.080078125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,positive,9,18857,igne,0.07568359375
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,positive,10,68008,ppelin,0.0751953125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,negative,1,70679,osti,-0.087890625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,negative,2,26383,glas,-0.0849609375
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,negative,3,72724,jad,-0.0810546875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,negative,4,12765,aron,-0.07861328125
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,negative,5,6534,situation,-0.07421875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,negative,6,81453,yas,-0.0732421875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,negative,7,57080,orda,-0.07275390625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,negative,8,72399,laat,-0.072265625
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,negative,9,63115,paged,-0.06982421875
explicit_train_only,mean_answer_tokens,mm_probe_vectors,48,negative,10,65362,izr,-0.068359375
