method,condition,signed_strength,t_delay,delay_idx,indifference_multiplier,plot_multiplier,log_indifference_multiplier,logistic_alpha,logistic_beta_log_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,tomorrow,2,5.246504576984066e-12,1.0,-25.97345905592502,2.372209558093295,0.09133206143184655,left_censored_threshold_below_tested_range,0.9995948712078773,64,61
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,2 days,3,11026.258266322626,,9.308034822267526,4.449287141153203,-0.47800499526594104,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,week,4,9093.298074509106,,9.11529294584509,2.1348068445791752,-0.23420057449193202,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,month,5,0.682122286810284,1.0,-0.3825463310386686,0.2736610445071759,0.7153670609365056,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,3 months,6,2.773029705641307,2.773029705641307,1.0199404790325584,-1.1130788252274821,1.0913174328400692,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,year,7,3.20628768807182,3.20628768807182,1.1651137844321686,-0.6894010367472035,0.5917027555237371,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,2 years,8,1.466103593367503,1.466103593367503,0.3826082649293415,-0.23996355737623887,0.6271781855537133,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,3 years,9,4.593052541901129,4.593052541901129,1.5245448448386714,-0.2165575293642527,0.14204733307610182,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,5 years,10,3.906630851075662,3.906630851075662,1.3626753276253352,-1.0041252418829631,0.7368778325448961,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,10 years,11,19.492088673549002,19.492088673549002,2.9700086741987493,-2.0226303117243765,0.6810183179919644,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,1 hour,0,0.663688152036294,1.0,-0.4099428903738144,1.5935708224026488,3.8872995722636396,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,8 hours,1,2.569686736464526e-07,1.0,-15.174311651906931,2.004822803394546,0.13211952208340225,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,tomorrow,2,1483791.901611555,,14.210111464852035,3.5733914039261863,-0.2514682177381073,negative_slope_incoherent_amount_effect,0.9997299141385849,64,62
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,2 days,3,891.6346105197781,,6.793056419196811,6.396657837591901,-0.9416465053220067,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,week,4,929.4851535968195,,6.834630834572205,2.984518329109794,-0.43667586462943203,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,month,5,1.2916537713401042,1.2916537713401042,0.2559233906087364,-1.3804108267704436,5.3938439291813625,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,3 months,6,2.3785452585039897,2.3785452585039897,0.8664890648798573,-0.8651115996505883,0.9984102912718695,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,year,7,1.7190485619454448,1.7190485619454448,0.541770976115382,-0.18074383801180294,0.3336166867183922,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,2 years,8,1.4087051693586512,1.4087051693586512,0.34267096287251514,-0.3709185015730818,1.082433417946404,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,3 years,9,3.3158911189204137,3.3158911189204137,1.1987264016677457,-0.2879037299332541,0.2401746800042977,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,5 years,10,8.277986170632973,8.277986170632973,2.1135997227082055,-1.7834041272332164,0.8437757197224167,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,10 years,11,8.36782569172284,8.36782569172284,2.124394076766564,-2.317715632123689,1.0910007975786538,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,1 hour,0,0.44808713450994814,1.0,-0.8027675688051864,2.4850138270076982,3.0955583204567088,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,8 hours,1,1.1230197520254456e+27,,62.28581877506548,2.802202300461031,-0.044989411001896,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,tomorrow,2,30902.24777747642,,10.3385842038478,4.141348538290103,-0.4005721147726186,negative_slope_incoherent_amount_effect,0.9995948712078773,64,61
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,2 days,3,891.6346105197781,,6.793056419196811,6.396657837591901,-0.9416465053220067,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,week,4,9.092387229115535e-07,1.0,-13.910658155783057,2.156308636204834,0.1550112591407758,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,month,5,1.3519770799470427,1.3519770799470427,0.30156802477518224,-1.0124178249230065,3.3571789505129397,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,3 months,6,1.9524463990914713,1.9524463990914713,0.6690831499049279,-0.6027785203461622,0.9009022577116355,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,year,7,0.2905944578929654,1.0,-1.2358265992839543,0.18060675193920261,0.14614247018460946,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,2 years,8,1.4494128104812378,1.4494128104812378,0.3711585161259305,-0.3717804501202353,1.0016756559994808,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,3 years,9,9.347912326975715,9.347912326975715,2.2351530378324287,-1.5560766292103747,0.6961834840264012,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,5 years,10,10.975386114661605,10.975386114661605,2.3956551396327392,-1.9387542914008495,0.8092793738660007,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,10 years,11,8.36782569172284,8.36782569172284,2.124394076766564,-2.317715632123689,1.0910007975786538,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,1 hour,0,0.3574340458126014,1.0,-1.028804421105417,2.8379123550980925,2.7584566093221565,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,8 hours,1,2.7061807103587727e+18,,42.44206998277113,2.879476711945893,-0.0678448697981692,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,tomorrow,2,3648.7401168552574,,8.202137213526152,4.96395006105421,-0.605202026231426,negative_slope_incoherent_amount_effect,0.9995948712078773,64,61
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,2 days,3,891.6346105197781,,6.793056419196811,6.396657837591901,-0.9416465053220067,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,week,4,9.372431271164654e-08,1.0,-16.182908207382567,2.212093871554248,0.13669322245460808,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,month,5,1.2092284788070762,1.2092284788070762,0.18998253542144425,-0.7398848926918031,3.894488991056431,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,3 months,6,1.9347263382894848,1.9347263382894848,0.6599658892393936,-0.6593586131845566,0.999079837208652,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,year,7,0.16257518434877669,1.0,-1.8166147112969067,0.38970428839260324,0.2145222572343851,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,2 years,8,2.4681450064874073,2.4681450064874073,0.9034668589716953,-1.1187890177002984,1.2383287849359275,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,3 years,9,8.671140848341487,8.671140848341487,2.1600003678730024,-1.2888525528128516,0.5966908950492502,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,5 years,10,10.2527527808041,10.2527527808041,2.3275462335084547,-2.2762592559038337,0.9779652163869961,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,10 years,11,6.579865275012795,6.579865275012795,1.884014270205544,-1.903144375992498,1.010153907053404,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,baseline,0.0,1 hour,0,0.30660834685752375,1.0,-1.1821840889830773,1.9110988764385266,1.6165831483000814,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,baseline,0.0,8 hours,1,0.7248865570749126,1.0,-0.32174010937075986,1.307145719879971,4.062737848993738,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,baseline,0.0,tomorrow,2,3648.7401168552574,,8.202137213526152,4.96395006105421,-0.605202026231426,negative_slope_incoherent_amount_effect,0.9995948712078773,64,61
weighted_logistic_multiscale_per_delay_column,baseline,0.0,2 days,3,891.6346105197781,,6.793056419196811,6.396657837591901,-0.9416465053220067,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,baseline,0.0,week,4,1.072455549392915,1.072455549392915,0.06995092517364282,-0.2251594598467781,3.2188203270772053,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,baseline,0.0,month,5,1.0386319447377217,1.0386319447377217,0.037904409453367184,-0.07060544152259673,1.8627236920670347,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,baseline,0.0,3 months,6,2.031980715134486,2.031980715134486,0.7090110390877775,-0.7964948723214802,1.123388534748712,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,baseline,0.0,year,7,1.5745428404641066,1.5745428404641066,0.4539649701212132,-0.2023745989028648,0.4457934250936339,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,baseline,0.0,2 years,8,2.7113574278745896,2.7113574278745896,0.9974494053798186,-1.4800620283302701,1.4838467197909426,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,baseline,0.0,3 years,9,4.391234514587235,4.391234514587235,1.4796103981669133,-0.6271611004092079,0.4238690814732018,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,baseline,0.0,5 years,10,8.27798617063297,8.27798617063297,2.113599722708205,-1.783404127233216,0.8437757197224166,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,baseline,0.0,10 years,11,6.579865275012795,6.579865275012795,1.884014270205544,-1.903144375992498,1.010153907053404,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,1 hour,0,0.24398346416303893,1.0,-1.4106548258090243,3.301634525229848,2.340497806283921,left_censored_threshold_below_tested_range,0.9781571873644994,64,63
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,8 hours,1,0.7248865570749126,1.0,-0.32174010937075986,1.307145719879971,4.062737848993738,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,tomorrow,2,798.386056730975,,6.682592260830447,6.593414106235384,-0.9866551554973997,negative_slope_incoherent_amount_effect,0.9995948712078773,64,61
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,2 days,3,624.5497990969499,,6.437031068735379,7.121062914137264,-1.1062651147862597,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,week,4,1.020629553958927,1.020629553958927,0.020419646664226174,-0.06629654774291005,3.246703962760388,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,month,5,0.8909688821027855,1.0,-0.11544577680944064,0.213108825564575,1.8459646723703098,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,3 months,6,1.7041939114648084,1.7041939114648084,0.5330922197406307,-0.5496956340136738,1.0311454822603139,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,year,7,1.5195580449916657,1.5195580449916657,0.41841953270543325,-0.1372771815709507,0.328085021947562,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,2 years,8,2.258850660120441,2.258850660120441,0.8148561264561538,-1.180412412053303,1.4486145145486848,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,3 years,9,4.580201106181821,4.580201106181821,1.521742906808779,-0.5640513730696841,0.3706614110346317,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,5 years,10,10.19121732810897,10.19121732810897,2.3215263031131337,-1.571133142813371,0.6767673235950434,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,10 years,11,4.482344571376201,4.482344571376201,1.5001462513563657,-1.301546166731999,0.8676128514504493,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,1 hour,0,0.3038420431653204,1.0,-1.1912473074630179,2.208886464319428,1.8542635525646318,left_censored_threshold_below_tested_range,0.9781571873644994,64,63
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,8 hours,1,0.48190348394292565,1.0,-0.7300114257647108,2.2609393087242786,3.097128659809497,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,tomorrow,2,798.386056730975,,6.682592260830447,6.593414106235384,-0.9866551554973997,negative_slope_incoherent_amount_effect,0.9995948712078773,64,61
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,2 days,3,422.1608743596074,,6.0453864602521925,8.362167010169888,-1.383231173912585,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,week,4,0.9263675221019773,1.0,-0.07648423095803494,0.32880268816949254,4.298960505334736,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,month,5,1.1228456907644013,1.1228456907644013,0.11586625826900855,-0.22341598027145348,1.928222966799748,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,3 months,6,1.6687069704115431,1.6687069704115431,0.5120490573127977,-0.52080958208208,1.0171087606630056,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,year,7,3.171479098838441,3.171479098838441,1.1541980717621816,-0.4338088199686481,0.37585301048573655,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,2 years,8,1.8040926981603453,1.8040926981603453,0.5900578051098273,-0.44546482758028305,0.7549511653309439,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,3 years,9,3.1973812601739797,3.1973812601739797,1.1623321185738196,-0.3645648896463999,0.3136495015673495,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,5 years,10,7.150071950198332,7.150071950198332,1.9671224196200867,-0.9673498803699976,0.49175886092377685,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,10 years,11,4.758424835702214,4.758424835702214,1.5599166966089766,-2.330613805173415,1.49406299082497,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,1 hour,0,0.39296973613434993,1.0,-0.93402267736982,1.902266181757522,2.0366381115223526,left_censored_threshold_below_tested_range,0.9563143747289987,64,62
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,8 hours,1,0.4013682463455239,1.0,-0.9128759530098212,2.5530781979894615,2.796741648820707,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,tomorrow,2,0.003110569988918037,1.0,-5.772949293404588,5.81617446943147,1.007487537795675,left_censored_threshold_below_tested_range,0.9995948712078773,64,61
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,2 days,3,422.1608743596074,,6.0453864602521925,8.362167010169888,-1.383231173912585,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,week,4,0.7469550649023485,1.0,-0.29175024973850366,0.4392208583652204,1.5054686628679665,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,month,5,1.3358750680217508,1.3358750680217508,0.28958655878217066,-0.5425118735146959,1.8734014306333109,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,3 months,6,2.43117914794223,2.43117914794223,0.8883763857254178,-1.8321374536916633,2.062343712789712,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,year,7,32.183569857045015,32.183569857045015,3.471456069440258,-0.5023633751890024,0.14471258317551003,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,2 years,8,2.591233839613936,2.591233839613936,0.9521341482270104,-0.7175548657120108,0.7536279074205933,finite,0.9865185251319126,64,62
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,3 years,9,2.264375836252514,2.264375836252514,0.8172991519754508,-0.36349970469463677,0.444757227284576,finite,0.9837726680933905,64,62
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,5 years,10,3.4058633904563598,3.4058633904563598,1.22549847293829,-0.4386692570607105,0.35795169618526296,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,10 years,11,4.85675191723283,4.85675191723283,1.58036988469301,-3.3908214859971957,2.145587257033735,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,1 hour,0,0.20373213269538068,1.0,-1.590949222998969,2.458737756365336,1.5454533185732786,left_censored_threshold_below_tested_range,0.84375,64,59
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,8 hours,1,0.016740620516652194,1.0,-4.089917146707435,5.112924488612587,1.250129111473253,left_censored_threshold_below_tested_range,0.9563143747289987,64,62
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,tomorrow,2,0.009456128915415878,1.0,-4.661092185224367,5.420903856607994,1.163011509146338,left_censored_threshold_below_tested_range,0.9998649570692929,64,63
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,2 days,3,422.1608743596074,,6.0453864602521925,8.362167010169888,-1.383231173912585,negative_slope_incoherent_amount_effect,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,week,4,0.8397608801984218,1.0,-0.17463809410040723,0.2466769114703662,1.4125034560245522,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,month,5,0.7918641527194548,1.0,-0.23336542622381656,0.2857761097578817,1.2245863253273817,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,3 months,6,2.193373536415863,2.193373536415863,0.7854407861740157,-0.6092737722084052,0.7757093633706712,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,year,7,16.40427107260531,16.40427107260531,2.797541732180241,-0.9403590832327835,0.3361376427081652,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,2 years,8,6.567376032770318,6.567376032770318,1.8821143665364934,-3.9552078661161363,2.1014705250853556,finite,0.975782907302348,64,60
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,3 years,9,10.666331781470303,10.666331781470303,2.367092218151609,-1.9699392806762688,0.832219068429254,finite,0.9946321910852178,64,63
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,5 years,10,10.904089053250445,10.904089053250445,2.3891378613867844,-1.14207448062974,0.4780278690015897,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,10 years,11,5.10477267120925,5.10477267120925,1.6301759200098813,-1.9794507276575073,1.2142558992317276,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,1 hour,0,0.5041502333157314,1.0,-0.6848809733527165,0.9097553630317243,1.3283408335585294,left_censored_threshold_below_tested_range,0.8938143747289988,64,60
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,8 hours,1,0.6224874486014075,1.0,-0.47403181373585346,1.6729542931179306,3.5292025654002988,left_censored_threshold_below_tested_range,0.9563143747289987,64,62
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,tomorrow,2,0.6148869906032122,1.0,-0.48631678317738736,1.7146581269257961,3.5258049613730127,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,2 days,3,0.2254947111466581,1.0,-1.489458574209537,3.3258404392117162,2.232919059851501,left_censored_threshold_below_tested_range,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,week,4,1.0429511819980448,1.0429511819980448,0.042054369552227716,-0.06521489408324399,1.5507281354498252,finite,0.9781571873645,64,63
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,month,5,2.0309302228181827,2.0309302228181827,0.7084939259362684,-1.1119112459289768,1.5694012400453485,finite,0.928092812635501,64,62
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,3 months,6,1.3891421511825035,1.3891421511825035,0.3286863991999076,-0.35783396817585444,1.0886789628256546,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,year,7,11.987358691644394,11.987358691644394,2.4838526521646362,-0.7400239157323818,0.29793390323997815,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,2 years,8,2.400333059231196,2.400333059231196,0.87560750240525,-0.7818883735916484,0.8929667361732742,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,3 years,9,2.4932839541349496,2.4932839541349496,0.9136006986308344,-0.40440183584814626,0.4426461543365741,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,5 years,10,6.453621860438177,6.453621860438177,1.864641501959512,-0.30611149386663894,0.1641664060061695,finite,1.0,64,64
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus128,128.0,10 years,11,3.267756239541381,3.267756239541381,1.1841035841121597,-0.8412698984322868,0.7104698522326243,finite,1.0,64,64
