probe,condition,filler,depth,closed,ctx_tokens,fill,patch_tokens,gold,s_a,s_b,s_p,pred,compliant_a,compliant_b,response
4,pure_a,mmlu,42,True,3758.0,0.9175,0.0,C,-37.771217346191406,-49.032508850097656,0.0,,,,
4,pure_b,mmlu,42,True,3758.0,0.9175,0.0,C,-37.771217346191406,-49.032508850097656,0.0,,,,
4,patch_ab,mmlu,42,True,3758.0,0.9175,3266.0,C,-36.7373161315918,-46.78423309326172,-5.960464477539063e-08,,,,
4,patch_bb,mmlu,42,True,3758.0,0.9175,3266.0,C,-35.17118453979492,-46.20664596557617,-1.1920930376163597e-07,,,,
4,patch_ba,mmlu,42,True,3758.0,0.9175,3266.0,C,-35.17118453979492,-46.20664596557617,-1.1920930376163597e-07,,,,
4,patch_aa,mmlu,42,True,3758.0,0.9175,3266.0,C,-36.7373161315918,-46.78423309326172,-5.960464477539063e-08,,,,
4,unrel_pure_y,mmlu,42,True,3765.0,0.9192,0.0,C,-36.46997833251953,-48.76801681518555,-5.960464477539063e-08,,,,
4,unrel_patch_xy,mmlu,42,True,3765.0,0.9192,3266.0,C,-37.379981994628906,-46.52020263671875,-1.1920930376163597e-07,,,,
4,unrel_patch_yy,mmlu,42,True,3765.0,0.9192,3266.0,C,-37.05134963989258,-47.40888595581055,-1.1920930376163597e-07,,,,
4,pure_a_gen,mmlu,42,True,,,,C,,,,C,False,False,C
4,pure_b_gen,mmlu,42,True,,,,C,,,,C,False,False,C
4,patch_ab_gen,mmlu,42,True,,,,C,,,,C,False,False,C
4,patch_bb_gen,mmlu,42,True,,,,C,,,,C,False,False,C
4,patch_ba_gen,mmlu,42,True,,,,C,,,,C,False,False,C
4,patch_aa_gen,mmlu,42,True,,,,C,,,,C,False,False,C
4,unrel_pure_y_gen,mmlu,42,True,,,,C,,,,C,False,False,C
4,unrel_patch_xy_gen,mmlu,42,True,,,,C,,,,C,False,False,C
4,unrel_patch_yy_gen,mmlu,42,True,,,,C,,,,C,False,False,C
5,pure_a,mmlu,42,True,3576.0,0.873,0.0,E,-29.870811462402344,-38.95484924316406,-1.1920930376163597e-07,,,,
5,pure_b,mmlu,42,True,3576.0,0.873,0.0,E,-29.870811462402344,-38.95484924316406,-1.1920930376163597e-07,,,,
5,patch_ab,mmlu,42,True,3576.0,0.873,3266.0,E,-29.556819915771484,-38.418861389160156,-1.788139485370266e-07,,,,
5,patch_bb,mmlu,42,True,3576.0,0.873,3266.0,E,-28.666698455810547,-36.63022994995117,-2.98023280720372e-07,,,,
5,patch_ba,mmlu,42,True,3576.0,0.873,3266.0,E,-28.666698455810547,-36.63022994995117,-2.98023280720372e-07,,,,
5,patch_aa,mmlu,42,True,3576.0,0.873,3266.0,E,-29.556819915771484,-38.418861389160156,-1.788139485370266e-07,,,,
5,unrel_pure_y,mmlu,42,True,3583.0,0.8748,0.0,E,-29.188949584960938,-39.3389892578125,0.0,,,,
5,unrel_patch_xy,mmlu,42,True,3583.0,0.8748,3266.0,E,-30.507875442504883,-38.352943420410156,-4.1723259869286267e-07,,,,
5,unrel_patch_yy,mmlu,42,True,3583.0,0.8748,3266.0,E,-30.86404037475586,-38.24183654785156,0.0,,,,
6,pure_a,mmlu,42,True,3546.0,0.8657,0.0,C,-35.41718673706055,-44.56850814819336,0.0,,,,
6,pure_b,mmlu,42,True,3546.0,0.8657,0.0,C,-35.41718673706055,-44.56850814819336,0.0,,,,
6,patch_ab,mmlu,42,True,3546.0,0.8657,3266.0,C,-35.65633010864258,-42.48722839355469,0.0,,,,
6,patch_bb,mmlu,42,True,3546.0,0.8657,3266.0,C,-35.215415954589844,-42.66915512084961,0.0,,,,
6,patch_ba,mmlu,42,True,3546.0,0.8657,3266.0,C,-35.215415954589844,-42.66915512084961,0.0,,,,
6,patch_aa,mmlu,42,True,3546.0,0.8657,3266.0,C,-35.65633010864258,-42.48722839355469,0.0,,,,
6,unrel_pure_y,mmlu,42,True,3553.0,0.8674,0.0,C,-34.58034133911133,-44.15641403198242,0.0,,,,
6,unrel_patch_xy,mmlu,42,True,3553.0,0.8674,3266.0,C,-36.40303421020508,-42.43720245361328,0.0,,,,
6,unrel_patch_yy,mmlu,42,True,3553.0,0.8674,3266.0,C,-36.331871032714844,-42.480220794677734,0.0,,,,
7,pure_a,mmlu,42,True,3630.0,0.8862,0.0,A,-36.7765998840332,-49.269798278808594,0.0,,,,
7,pure_b,mmlu,42,True,3630.0,0.8862,0.0,A,-36.7765998840332,-49.269798278808594,0.0,,,,
7,patch_ab,mmlu,42,True,3630.0,0.8862,3266.0,A,-33.860721588134766,-42.86708450317383,1.1920928244535389e-07,,,,
7,patch_bb,mmlu,42,True,3630.0,0.8862,3266.0,A,-34.03451156616211,-44.69858169555664,0.0,,,,
7,patch_ba,mmlu,42,True,3630.0,0.8862,3266.0,A,-34.03451156616211,-44.69858169555664,0.0,,,,
7,patch_aa,mmlu,42,True,3630.0,0.8862,3266.0,A,-33.860721588134766,-42.86708450317383,1.1920928244535389e-07,,,,
7,unrel_pure_y,mmlu,42,True,3637.0,0.8879,0.0,A,-34.321834564208984,-46.89646911621094,1.1920928244535389e-07,,,,
7,unrel_patch_xy,mmlu,42,True,3637.0,0.8879,3266.0,A,-35.460350036621094,-44.41162109375,1.1920928244535389e-07,,,,
7,unrel_patch_yy,mmlu,42,True,3637.0,0.8879,3266.0,A,-36.75825881958008,-46.19943618774414,0.0,,,,
8,pure_a,mmlu,42,True,3571.0,0.8718,0.0,D,-37.38766860961914,-49.72209930419922,-5.960464477539063e-08,,,,
8,pure_b,mmlu,42,True,3571.0,0.8718,0.0,D,-37.38766860961914,-49.72209930419922,-5.960464477539063e-08,,,,
8,patch_ab,mmlu,42,True,3571.0,0.8718,3266.0,D,-36.197391510009766,-46.067100524902344,0.0,,,,
8,patch_bb,mmlu,42,True,3571.0,0.8718,3266.0,D,-36.87274932861328,-47.005680084228516,-5.960464477539063e-08,,,,
8,patch_ba,mmlu,42,True,3571.0,0.8718,3266.0,D,-36.87274932861328,-47.005680084228516,-5.960464477539063e-08,,,,
8,patch_aa,mmlu,42,True,3571.0,0.8718,3266.0,D,-36.197391510009766,-46.067100524902344,0.0,,,,
8,unrel_pure_y,mmlu,42,True,3578.0,0.8735,0.0,D,-37.32151412963867,-49.00739288330078,0.0,,,,
8,unrel_patch_xy,mmlu,42,True,3578.0,0.8735,3266.0,D,-37.70779800415039,-47.44393539428711,0.0,,,,
8,unrel_patch_yy,mmlu,42,True,3578.0,0.8735,3266.0,D,-37.36709213256836,-46.72456359863281,-5.960464477539063e-08,,,,
9,pure_a,mmlu,42,True,3625.0,0.885,0.0,C,-29.77989959716797,-41.28022766113281,-2.3841860752327193e-07,,,,
9,pure_b,mmlu,42,True,3625.0,0.885,0.0,C,-29.77989959716797,-41.28022766113281,-2.3841860752327193e-07,,,,
9,patch_ab,mmlu,42,True,3625.0,0.885,3266.0,C,-28.117599487304688,-37.99269104003906,-6.556513199029723e-07,,,,
9,patch_bb,mmlu,42,True,3625.0,0.885,3266.0,C,-29.183727264404297,-38.445884704589844,-4.768372718899627e-07,,,,
9,patch_ba,mmlu,42,True,3625.0,0.885,3266.0,C,-29.183727264404297,-38.445884704589844,-4.768372718899627e-07,,,,
9,patch_aa,mmlu,42,True,3625.0,0.885,3266.0,C,-28.117599487304688,-37.99269104003906,-6.556513199029723e-07,,,,
9,unrel_pure_y,mmlu,42,True,3632.0,0.8867,0.0,C,-29.4625186920166,-41.43022918701172,-3.576279254957626e-07,,,,
9,unrel_patch_xy,mmlu,42,True,3632.0,0.8867,3266.0,C,-29.473438262939453,-38.88819885253906,-4.768372718899627e-07,,,,
9,unrel_patch_yy,mmlu,42,True,3632.0,0.8867,3266.0,C,-29.620471954345703,-39.117095947265625,-4.1723259869286267e-07,,,,
10,pure_a,mmlu,42,True,3658.0,0.8931,0.0,B,-32.031829833984375,-43.134437561035156,-1.1920930376163597e-07,,,,
10,pure_b,mmlu,42,True,3658.0,0.8931,0.0,B,-32.031829833984375,-43.134437561035156,-1.1920930376163597e-07,,,,
10,patch_ab,mmlu,42,True,3658.0,0.8931,3266.0,B,-30.749164581298828,-40.47406005859375,-2.98023280720372e-07,,,,
10,patch_bb,mmlu,42,True,3658.0,0.8931,3266.0,B,-30.73333168029785,-40.78251647949219,-2.3841860752327193e-07,,,,
10,patch_ba,mmlu,42,True,3658.0,0.8931,3266.0,B,-30.73333168029785,-40.78251647949219,-2.3841860752327193e-07,,,,
10,patch_aa,mmlu,42,True,3658.0,0.8931,3266.0,B,-30.749164581298828,-40.47406005859375,-2.98023280720372e-07,,,,
10,unrel_pure_y,mmlu,42,True,3665.0,0.8948,0.0,B,-30.619529724121094,-41.177799224853516,-3.576279254957626e-07,,,,
10,unrel_patch_xy,mmlu,42,True,3665.0,0.8948,3266.0,B,-30.413911819458008,-39.30057144165039,-3.576279254957626e-07,,,,
10,unrel_patch_yy,mmlu,42,True,3665.0,0.8948,3266.0,B,-30.938880920410156,-40.626590728759766,-4.1723259869286267e-07,,,,
11,pure_a,mmlu,42,True,3524.0,0.8604,0.0,C,-37.798622131347656,-48.917701721191406,0.0,,,,
11,pure_b,mmlu,42,True,3524.0,0.8604,0.0,C,-37.798622131347656,-48.917701721191406,0.0,,,,
11,patch_ab,mmlu,42,True,3524.0,0.8604,3266.0,C,-36.44017028808594,-46.30049133300781,0.0,,,,
11,patch_bb,mmlu,42,True,3524.0,0.8604,3266.0,C,-36.4583740234375,-46.542449951171875,0.0,,,,
11,patch_ba,mmlu,42,True,3524.0,0.8604,3266.0,C,-36.4583740234375,-46.542449951171875,0.0,,,,
11,patch_aa,mmlu,42,True,3524.0,0.8604,3266.0,C,-36.44017028808594,-46.30049133300781,0.0,,,,
11,unrel_pure_y,mmlu,42,True,3531.0,0.8621,0.0,C,-34.79520034790039,-46.71702194213867,0.0,,,,
11,unrel_patch_xy,mmlu,42,True,3531.0,0.8621,3266.0,C,-36.910308837890625,-46.670860290527344,0.0,,,,
11,unrel_patch_yy,mmlu,42,True,3531.0,0.8621,3266.0,C,-37.29018783569336,-47.21971130371094,-5.960464477539063e-08,,,,
12,pure_a,mmlu,42,True,3673.0,0.8967,0.0,E,-40.37458038330078,-49.8729248046875,-5.960464477539063e-08,,,,
12,pure_b,mmlu,42,True,3673.0,0.8967,0.0,E,-40.37458038330078,-49.8729248046875,-5.960464477539063e-08,,,,
12,patch_ab,mmlu,42,True,3673.0,0.8967,3266.0,E,-38.16102600097656,-45.75369644165039,0.0,,,,
12,patch_bb,mmlu,42,True,3673.0,0.8967,3266.0,E,-39.1455192565918,-47.488807678222656,0.0,,,,
12,patch_ba,mmlu,42,True,3673.0,0.8967,3266.0,E,-39.1455192565918,-47.488807678222656,0.0,,,,
12,patch_aa,mmlu,42,True,3673.0,0.8967,3266.0,E,-38.16102600097656,-45.75369644165039,0.0,,,,
12,unrel_pure_y,mmlu,42,True,3680.0,0.8984,0.0,E,-38.4857063293457,-47.955955505371094,0.0,,,,
12,unrel_patch_xy,mmlu,42,True,3680.0,0.8984,3266.0,E,-39.22758865356445,-46.54998016357422,0.0,,,,
12,unrel_patch_yy,mmlu,42,True,3680.0,0.8984,3266.0,E,-39.125633239746094,-46.40925598144531,0.0,,,,
13,pure_a,mmlu,42,True,3655.0,0.8923,0.0,A,-36.26803207397461,-48.91415023803711,0.0,,,,
13,pure_b,mmlu,42,True,3655.0,0.8923,0.0,A,-36.26803207397461,-48.91415023803711,0.0,,,,
13,patch_ab,mmlu,42,True,3655.0,0.8923,3266.0,A,-34.53985595703125,-44.771541595458984,0.0,,,,
13,patch_bb,mmlu,42,True,3655.0,0.8923,3266.0,A,-34.36396789550781,-45.695648193359375,1.1920928244535389e-07,,,,
13,patch_ba,mmlu,42,True,3655.0,0.8923,3266.0,A,-34.36396789550781,-45.695648193359375,1.1920928244535389e-07,,,,
13,patch_aa,mmlu,42,True,3655.0,0.8923,3266.0,A,-34.53985595703125,-44.771541595458984,0.0,,,,
13,unrel_pure_y,mmlu,42,True,3662.0,0.894,0.0,A,-35.641929626464844,-48.6534309387207,0.0,,,,
13,unrel_patch_xy,mmlu,42,True,3662.0,0.894,3266.0,A,-37.44495391845703,-46.424381256103516,1.1920928244535389e-07,,,,
13,unrel_patch_yy,mmlu,42,True,3662.0,0.894,3266.0,A,-37.133331298828125,-46.85051345825195,0.0,,,,
14,pure_a,mmlu,42,True,3547.0,0.866,0.0,E,-41.27709197998047,-53.69459915161133,0.0,,,,
14,pure_b,mmlu,42,True,3547.0,0.866,0.0,E,-41.27709197998047,-53.69459915161133,0.0,,,,
14,patch_ab,mmlu,42,True,3547.0,0.866,3266.0,E,-39.10942077636719,-49.291072845458984,-5.960464477539063e-08,,,,
14,patch_bb,mmlu,42,True,3547.0,0.866,3266.0,E,-40.12491989135742,-51.8411865234375,0.0,,,,
14,patch_ba,mmlu,42,True,3547.0,0.866,3266.0,E,-40.12491989135742,-51.8411865234375,0.0,,,,
14,patch_aa,mmlu,42,True,3547.0,0.866,3266.0,E,-39.10942077636719,-49.291072845458984,-5.960464477539063e-08,,,,
14,unrel_pure_y,mmlu,42,True,3554.0,0.8677,0.0,E,-39.063899993896484,-51.860477447509766,0.0,,,,
14,unrel_patch_xy,mmlu,42,True,3554.0,0.8677,3266.0,E,-39.907127380371094,-50.55207443237305,0.0,,,,
14,unrel_patch_yy,mmlu,42,True,3554.0,0.8677,3266.0,E,-40.02922439575195,-50.003822326660156,0.0,,,,
15,pure_a,mmlu,42,True,3619.0,0.8835,0.0,A,-33.729522705078125,-51.81098556518555,0.0,,,,
15,pure_b,mmlu,42,True,3619.0,0.8835,0.0,A,-33.729522705078125,-51.81098556518555,0.0,,,,
15,patch_ab,mmlu,42,True,3619.0,0.8835,3266.0,A,-34.18436050415039,-48.986873626708984,1.1920928244535389e-07,,,,
15,patch_bb,mmlu,42,True,3619.0,0.8835,3266.0,A,-33.17677307128906,-47.77132034301758,-1.1920930376163597e-07,,,,
15,patch_ba,mmlu,42,True,3619.0,0.8835,3266.0,A,-33.17677307128906,-47.77132034301758,-1.1920930376163597e-07,,,,
15,patch_aa,mmlu,42,True,3619.0,0.8835,3266.0,A,-34.18436050415039,-48.986873626708984,1.1920928244535389e-07,,,,
15,unrel_pure_y,mmlu,42,True,3626.0,0.8853,0.0,A,-33.56858825683594,-50.66252136230469,-1.1920930376163597e-07,,,,
15,unrel_patch_xy,mmlu,42,True,3626.0,0.8853,3266.0,A,-34.553619384765625,-48.887977600097656,0.0,,,,
15,unrel_patch_yy,mmlu,42,True,3626.0,0.8853,3266.0,A,-34.41020202636719,-47.802494049072266,-5.960464477539063e-08,,,,
16,pure_a,mmlu,42,True,3646.0,0.8901,0.0,C,-37.05160903930664,-43.663841247558594,0.0,,,,
16,pure_b,mmlu,42,True,3646.0,0.8901,0.0,C,-37.05160903930664,-43.663841247558594,0.0,,,,
16,patch_ab,mmlu,42,True,3646.0,0.8901,3266.0,C,-34.47138977050781,-41.360748291015625,-5.960464477539063e-08,,,,
16,patch_bb,mmlu,42,True,3646.0,0.8901,3266.0,C,-35.816001892089844,-42.40624237060547,-5.960464477539063e-08,,,,
16,patch_ba,mmlu,42,True,3646.0,0.8901,3266.0,C,-35.816001892089844,-42.40624237060547,-5.960464477539063e-08,,,,
16,patch_aa,mmlu,42,True,3646.0,0.8901,3266.0,C,-34.47138977050781,-41.360748291015625,-5.960464477539063e-08,,,,
16,unrel_pure_y,mmlu,42,True,3653.0,0.8918,0.0,C,-36.81288146972656,-43.43705368041992,1.1920928244535389e-07,,,,
16,unrel_patch_xy,mmlu,42,True,3653.0,0.8918,3266.0,C,-36.263519287109375,-41.97547912597656,1.1920928244535389e-07,,,,
16,unrel_patch_yy,mmlu,42,True,3653.0,0.8918,3266.0,C,-37.06800842285156,-42.865081787109375,1.1920928244535389e-07,,,,
17,pure_a,mmlu,42,True,3932.0,0.96,0.0,D,-35.7189826965332,-45.03206253051758,-1.1920930376163597e-07,,,,
17,pure_b,mmlu,42,True,3932.0,0.96,0.0,D,-35.7189826965332,-45.03206253051758,-1.1920930376163597e-07,,,,
17,patch_ab,mmlu,42,True,3932.0,0.96,3266.0,D,-34.18942642211914,-43.255069732666016,-1.788139485370266e-07,,,,
17,patch_bb,mmlu,42,True,3932.0,0.96,3266.0,D,-34.95615768432617,-43.24838638305664,-5.960464477539063e-08,,,,
17,patch_ba,mmlu,42,True,3932.0,0.96,3266.0,D,-34.95615768432617,-43.24838638305664,-5.960464477539063e-08,,,,
17,patch_aa,mmlu,42,True,3932.0,0.96,3266.0,D,-34.18942642211914,-43.255069732666016,-1.788139485370266e-07,,,,
17,unrel_pure_y,mmlu,42,True,3939.0,0.9617,0.0,D,-35.585384368896484,-44.531864166259766,-1.788139485370266e-07,,,,
17,unrel_patch_xy,mmlu,42,True,3939.0,0.9617,3266.0,D,-35.4971809387207,-44.40335464477539,-1.1920930376163597e-07,,,,
17,unrel_patch_yy,mmlu,42,True,3939.0,0.9617,3266.0,D,-34.826446533203125,-43.8953742980957,-5.960464477539063e-08,,,,
18,pure_a,mmlu,42,True,3585.0,0.8752,0.0,C,-37.3780403137207,-48.002254486083984,0.0,,,,
18,pure_b,mmlu,42,True,3585.0,0.8752,0.0,C,-37.3780403137207,-48.002254486083984,0.0,,,,
18,patch_ab,mmlu,42,True,3585.0,0.8752,3266.0,C,-35.53890609741211,-42.14500427246094,0.0,,,,
18,patch_bb,mmlu,42,True,3585.0,0.8752,3266.0,C,-36.81683349609375,-44.20473861694336,0.0,,,,
18,patch_ba,mmlu,42,True,3585.0,0.8752,3266.0,C,-36.81683349609375,-44.20473861694336,0.0,,,,
18,patch_aa,mmlu,42,True,3585.0,0.8752,3266.0,C,-35.53890609741211,-42.14500427246094,0.0,,,,
18,unrel_pure_y,mmlu,42,True,3592.0,0.877,0.0,C,-36.436126708984375,-46.45002365112305,0.0,,,,
18,unrel_patch_xy,mmlu,42,True,3592.0,0.877,3266.0,C,-36.91741180419922,-42.73496627807617,-5.960464477539063e-08,,,,
18,unrel_patch_yy,mmlu,42,True,3592.0,0.877,3266.0,C,-35.84943771362305,-42.416587829589844,-5.960464477539063e-08,,,,
19,pure_a,mmlu,42,True,3565.0,0.8704,0.0,D,-30.801481246948242,-41.57871627807617,-6.07969241173123e-06,,,,
19,pure_b,mmlu,42,True,3565.0,0.8704,0.0,D,-30.801481246948242,-41.57871627807617,-6.07969241173123e-06,,,,
19,patch_ab,mmlu,42,True,3565.0,0.8704,3266.0,D,-29.2210693359375,-37.36074447631836,-7.271793037944008e-06,,,,
19,patch_bb,mmlu,42,True,3565.0,0.8704,3266.0,D,-28.637096405029297,-38.8127326965332,-7.033372639853042e-06,,,,
19,patch_ba,mmlu,42,True,3565.0,0.8704,3266.0,D,-28.637096405029297,-38.8127326965332,-7.033372639853042e-06,,,,
19,patch_aa,mmlu,42,True,3565.0,0.8704,3266.0,D,-29.2210693359375,-37.36074447631836,-7.271793037944008e-06,,,,
19,unrel_pure_y,mmlu,42,True,3572.0,0.8721,0.0,D,-30.062318801879883,-41.79157638549805,-1.1980605449934956e-05,,,,
19,unrel_patch_xy,mmlu,42,True,3572.0,0.8721,3266.0,D,-30.72527503967285,-39.02388000488281,-2.98023678624304e-06,,,,
19,unrel_patch_yy,mmlu,42,True,3572.0,0.8721,3266.0,D,-30.496091842651367,-39.3338623046875,-3.4570753086882178e-06,,,,
20,pure_a,mmlu,42,True,3739.0,0.9128,0.0,D,-33.256710052490234,-45.952754974365234,-5.960464477539063e-08,,,,
20,pure_b,mmlu,42,True,3739.0,0.9128,0.0,D,-33.256710052490234,-45.952754974365234,-5.960464477539063e-08,,,,
20,patch_ab,mmlu,42,True,3739.0,0.9128,3266.0,D,-32.316810607910156,-44.2031135559082,-1.788139485370266e-07,,,,
20,patch_bb,mmlu,42,True,3739.0,0.9128,3266.0,D,-31.29285430908203,-42.90084457397461,0.0,,,,
20,patch_ba,mmlu,42,True,3739.0,0.9128,3266.0,D,-31.29285430908203,-42.90084457397461,0.0,,,,
20,patch_aa,mmlu,42,True,3739.0,0.9128,3266.0,D,-32.316810607910156,-44.2031135559082,-1.788139485370266e-07,,,,
20,unrel_pure_y,mmlu,42,True,3746.0,0.9146,0.0,D,-33.583492279052734,-46.1572151184082,-1.1920930376163597e-07,,,,
20,unrel_patch_xy,mmlu,42,True,3746.0,0.9146,3266.0,D,-34.478065490722656,-45.29668426513672,0.0,,,,
20,unrel_patch_yy,mmlu,42,True,3746.0,0.9146,3266.0,D,-34.28524398803711,-45.66697692871094,-5.960464477539063e-08,,,,
