mode,session,position,context_fill,subject,gold,pred,correct
random,7,0,0.0107,human_sexuality,C,C,True
random,7,1,0.0264,professional_law,B,B,True
random,7,2,0.0981,high_school_microeconomics,B,C,False
random,7,3,0.1218,miscellaneous,C,C,True
random,7,4,0.1377,marketing,C,C,True
random,7,5,0.1521,world_religions,C,C,True
random,7,6,0.1692,philosophy,C,D,False
random,7,7,0.1895,formal_logic,B,B,True
random,7,8,0.23,international_law,A,A,True
random,7,9,0.261,professional_psychology,C,C,True
random,7,10,0.2783,machine_learning,D,B,False
random,7,11,0.2935,professional_accounting,C,D,False
random,7,12,0.314,nutrition,A,A,True
random,7,13,0.3445,nutrition,D,D,True
random,7,14,0.3599,moral_scenarios,D,A,False
random,7,15,0.3945,anatomy,C,D,False
random,7,16,0.4185,professional_law,B,C,False
random,7,17,0.4919,professional_medicine,D,D,True
random,7,18,0.5505,virology,C,C,True
random,7,19,0.5703,high_school_biology,D,D,True
random,7,20,0.5879,professional_law,D,D,True
random,7,21,0.6541,security_studies,D,D,True
random,7,22,0.689,professional_law,B,B,True
random,7,23,0.7703,moral_disputes,A,B,False
random,7,24,0.8052,conceptual_physics,D,D,True
random,7,25,0.8186,professional_law,D,D,True
random,7,26,0.8496,moral_disputes,A,B,False
random,8,0,0.0107,high_school_psychology,A,A,True
random,8,1,0.0347,college_computer_science,C,D,False
random,8,2,0.0798,electrical_engineering,C,A,False
random,8,3,0.0955,professional_psychology,A,A,True
random,8,4,0.115,professional_accounting,B,C,False
random,8,5,0.1433,miscellaneous,A,A,True
random,8,6,0.1619,high_school_macroeconomics,C,C,True
random,8,7,0.1804,abstract_algebra,C,A,False
random,8,8,0.2051,prehistory,B,B,True
random,8,9,0.2261,high_school_mathematics,B,C,False
random,8,10,0.2446,management,D,D,True
random,8,11,0.2625,high_school_physics,D,B,False
random,8,12,0.29,miscellaneous,C,C,True
random,8,13,0.3042,conceptual_physics,B,A,False
random,8,14,0.3198,high_school_statistics,C,C,True
random,8,15,0.344,professional_law,B,A,False
random,8,16,0.4036,miscellaneous,B,B,True
random,8,17,0.4175,prehistory,C,D,False
random,8,18,0.4324,professional_law,A,C,False
random,8,19,0.4856,elementary_mathematics,B,B,True
random,8,20,0.511,professional_psychology,D,D,True
random,8,21,0.5342,philosophy,C,D,False
random,8,22,0.5491,marketing,A,A,True
random,8,23,0.5657,professional_law,D,D,True
random,8,24,0.6406,high_school_psychology,C,C,True
random,8,25,0.6584,moral_scenarios,D,A,False
random,8,26,0.6892,prehistory,D,D,True
random,8,27,0.7144,philosophy,B,D,False
random,8,28,0.7354,professional_psychology,B,A,False
random,8,29,0.7524,high_school_microeconomics,A,B,False
random,8,30,0.7754,college_mathematics,D,A,False
random,8,31,0.813,miscellaneous,C,C,True
random,8,32,0.8298,college_physics,D,B,False
random,8,33,0.8596,high_school_mathematics,D,C,False
random,8,34,0.8757,human_aging,A,B,False
random,9,0,0.0107,college_chemistry,D,B,False
random,9,1,0.0283,virology,D,D,True
random,9,2,0.0474,high_school_psychology,D,D,True
random,9,3,0.0664,miscellaneous,A,A,True
random,9,4,0.0833,high_school_geography,D,D,True
random,9,5,0.1062,human_aging,B,B,True
random,9,6,0.1204,machine_learning,B,A,False
random,9,7,0.136,professional_law,B,B,True
random,9,8,0.2229,security_studies,B,B,True
random,9,9,0.2581,high_school_psychology,D,D,True
random,9,10,0.2808,nutrition,C,D,False
random,9,11,0.3032,high_school_microeconomics,D,A,False
random,9,12,0.3247,college_biology,B,B,True
random,9,13,0.3406,philosophy,B,B,True
random,9,14,0.3572,computer_security,D,A,False
random,9,15,0.3809,clinical_knowledge,C,C,True
random,9,16,0.3975,professional_accounting,B,D,False
random,9,17,0.4338,global_facts,C,C,True
random,9,18,0.4485,high_school_computer_science,C,C,True
random,9,19,0.4644,prehistory,D,D,True
random,9,20,0.4844,philosophy,C,C,True
random,9,21,0.5042,high_school_psychology,D,D,True
random,9,22,0.5291,high_school_us_history,C,C,True
random,9,23,0.5791,management,D,D,True
random,9,24,0.5947,professional_law,A,D,False
random,9,25,0.6663,college_physics,A,A,True
random,9,26,0.6843,professional_medicine,A,B,False
random,9,27,0.7405,high_school_mathematics,A,C,False
random,9,28,0.7588,professional_law,C,C,True
random,9,29,0.7825,professional_law,D,B,False
random,9,30,0.8501,college_biology,D,A,False
random,9,31,0.8689,anatomy,C,C,True
random,10,0,0.0107,high_school_biology,D,C,False
random,10,1,0.0571,nutrition,A,B,False
random,10,2,0.0737,professional_law,C,C,True
random,10,3,0.156,high_school_geography,C,C,True
random,10,4,0.1729,professional_psychology,D,D,True
random,10,5,0.1897,high_school_geography,D,D,True
random,10,6,0.2061,public_relations,C,B,False
random,10,7,0.2234,human_aging,A,A,True
random,10,8,0.2419,professional_law,D,D,True
random,10,9,0.2996,sociology,B,B,True
random,10,10,0.3223,moral_scenarios,C,A,False
random,10,11,0.3533,high_school_european_history,A,A,True
random,10,12,0.3994,professional_law,C,D,False
random,10,13,0.4529,professional_law,B,D,False
random,10,14,0.5156,elementary_mathematics,B,B,True
random,10,15,0.5327,professional_psychology,C,C,True
random,10,16,0.551,moral_scenarios,B,A,False
random,10,17,0.5837,college_mathematics,B,D,False
random,10,18,0.6035,high_school_microeconomics,B,B,True
random,10,19,0.626,prehistory,A,A,True
random,10,20,0.6484,miscellaneous,D,D,True
random,10,21,0.6643,prehistory,B,D,False
random,10,22,0.6841,prehistory,D,D,True
random,10,23,0.7063,professional_law,C,A,False
random,10,24,0.7683,high_school_statistics,C,C,True
random,10,25,0.7947,professional_law,B,C,False
random,10,26,0.8743,management,A,D,False
random,11,0,0.0107,high_school_psychology,B,B,True
random,11,1,0.0403,philosophy,B,B,True
random,11,2,0.0598,high_school_geography,A,B,False
random,11,3,0.0767,electrical_engineering,D,A,False
random,11,4,0.0959,professional_medicine,B,B,True
random,11,5,0.1531,miscellaneous,A,A,True
random,11,6,0.1748,professional_psychology,D,B,False
random,11,7,0.2061,high_school_biology,A,A,True
random,11,8,0.2256,clinical_knowledge,B,B,True
random,11,9,0.249,world_religions,A,A,True
random,11,10,0.2651,miscellaneous,D,A,False
random,11,11,0.281,high_school_us_history,B,B,True
random,11,12,0.354,college_medicine,C,C,True
random,11,13,0.3818,astronomy,B,B,True
random,11,14,0.4084,high_school_psychology,D,D,True
random,11,15,0.4351,professional_psychology,A,A,True
random,11,16,0.4644,professional_law,B,B,True
random,11,17,0.5452,human_aging,C,C,True
random,11,18,0.5627,college_physics,D,C,False
random,11,19,0.5925,us_foreign_policy,D,B,False
random,11,20,0.6118,professional_law,B,B,True
random,11,21,0.6382,elementary_mathematics,B,B,True
random,11,22,0.6599,electrical_engineering,B,B,True
random,11,23,0.6777,high_school_mathematics,D,C,False
random,11,24,0.7002,high_school_us_history,D,D,True
random,11,25,0.8186,high_school_us_history,C,C,True
random,11,26,0.8606,business_ethics,D,A,False
random,11,27,0.8767,machine_learning,A,D,False
coherent,0,0,0.0107,high_school_psychology,B,B,True
coherent,0,1,0.0486,high_school_psychology,B,B,True
coherent,0,2,0.0652,high_school_psychology,A,A,True
coherent,0,3,0.0864,high_school_psychology,A,A,True
coherent,0,4,0.1021,high_school_psychology,A,A,True
coherent,0,5,0.1292,high_school_psychology,D,D,True
coherent,0,6,0.1462,high_school_psychology,C,C,True
coherent,0,7,0.1689,high_school_psychology,A,A,True
coherent,0,8,0.1917,high_school_psychology,D,D,True
coherent,0,9,0.2129,high_school_psychology,B,B,True
coherent,0,10,0.2332,high_school_psychology,B,B,True
coherent,0,11,0.2468,high_school_psychology,C,C,True
coherent,0,12,0.2656,high_school_psychology,C,C,True
coherent,0,13,0.2886,high_school_psychology,D,D,True
coherent,0,14,0.3093,high_school_psychology,D,D,True
coherent,0,15,0.3284,high_school_psychology,B,B,True
coherent,0,16,0.3452,high_school_psychology,D,D,True
coherent,0,17,0.3667,high_school_psychology,C,C,True
coherent,0,18,0.3857,high_school_psychology,A,A,True
coherent,0,19,0.4028,high_school_psychology,D,D,True
coherent,0,20,0.4192,high_school_psychology,A,A,True
coherent,0,21,0.4666,high_school_psychology,A,A,True
coherent,0,22,0.4856,high_school_psychology,C,C,True
coherent,0,23,0.5039,high_school_psychology,D,D,True
coherent,0,24,0.5251,high_school_psychology,D,D,True
coherent,0,25,0.5413,high_school_psychology,D,D,True
coherent,0,26,0.5581,high_school_psychology,C,C,True
coherent,0,27,0.5742,high_school_psychology,A,C,False
coherent,0,28,0.5981,high_school_psychology,D,D,True
coherent,0,29,0.6189,high_school_psychology,C,C,True
coherent,0,30,0.6487,high_school_psychology,C,C,True
coherent,0,31,0.6685,high_school_psychology,B,B,True
coherent,0,32,0.6882,high_school_psychology,B,B,True
coherent,0,33,0.7056,high_school_psychology,D,B,False
coherent,0,34,0.7239,high_school_psychology,B,B,True
coherent,0,35,0.7429,high_school_psychology,A,A,True
coherent,0,36,0.7632,high_school_psychology,D,D,True
coherent,0,37,0.781,high_school_psychology,C,B,False
coherent,0,38,0.7988,high_school_psychology,B,B,True
coherent,0,39,0.8157,high_school_psychology,D,D,True
coherent,0,40,0.8418,high_school_psychology,D,D,True
coherent,0,41,0.8586,high_school_psychology,B,B,True
coherent,0,42,0.8748,high_school_psychology,C,C,True
coherent,1,0,0.0107,high_school_psychology,A,D,False
coherent,1,1,0.0251,high_school_psychology,A,A,True
coherent,1,2,0.0532,high_school_psychology,B,B,True
coherent,1,3,0.0701,high_school_psychology,B,C,False
coherent,1,4,0.0916,high_school_psychology,B,B,True
coherent,1,5,0.1089,high_school_psychology,C,C,True
coherent,1,6,0.1316,high_school_psychology,D,D,True
coherent,1,7,0.1531,high_school_psychology,D,D,True
coherent,1,8,0.1738,high_school_psychology,D,C,False
coherent,1,9,0.1958,high_school_psychology,B,B,True
coherent,1,10,0.2192,high_school_psychology,B,B,True
coherent,1,11,0.2363,high_school_psychology,B,B,True
coherent,1,12,0.251,high_school_psychology,A,A,True
coherent,1,13,0.2666,high_school_psychology,C,C,True
coherent,1,14,0.2866,high_school_psychology,A,A,True
coherent,1,15,0.3037,high_school_psychology,C,C,True
coherent,1,16,0.3259,high_school_psychology,A,A,True
coherent,1,17,0.3413,high_school_psychology,D,D,True
coherent,1,18,0.3657,high_school_psychology,D,A,False
coherent,1,19,0.4016,high_school_psychology,D,C,False
coherent,1,20,0.4187,high_school_psychology,A,A,True
coherent,1,21,0.4424,high_school_psychology,B,A,False
coherent,1,22,0.4985,high_school_psychology,C,C,True
coherent,1,23,0.5215,high_school_psychology,D,D,True
coherent,1,24,0.5366,high_school_psychology,D,D,True
coherent,1,25,0.5559,high_school_psychology,B,B,True
coherent,1,26,0.5735,high_school_psychology,D,D,True
coherent,1,27,0.5928,high_school_psychology,C,C,True
coherent,1,28,0.6113,high_school_psychology,A,D,False
coherent,1,29,0.637,high_school_psychology,B,B,True
coherent,1,30,0.6633,high_school_psychology,C,C,True
coherent,1,31,0.6765,high_school_psychology,A,A,True
coherent,1,32,0.6914,high_school_psychology,B,B,True
coherent,1,33,0.7085,high_school_psychology,A,A,True
coherent,1,34,0.7249,high_school_psychology,C,C,True
coherent,1,35,0.7549,high_school_psychology,A,A,True
coherent,1,36,0.7812,high_school_psychology,B,B,True
coherent,1,37,0.7964,high_school_psychology,C,C,True
coherent,1,38,0.8179,high_school_psychology,C,C,True
coherent,1,39,0.8328,high_school_psychology,D,D,True
coherent,1,40,0.8665,high_school_psychology,D,A,False
coherent,2,0,0.0107,high_school_psychology,C,C,True
coherent,2,1,0.0256,high_school_psychology,D,D,True
coherent,2,2,0.041,high_school_psychology,D,C,False
coherent,2,3,0.0557,high_school_psychology,B,C,False
coherent,2,4,0.0852,high_school_psychology,A,A,True
coherent,2,5,0.1235,high_school_psychology,D,A,False
coherent,2,6,0.1616,high_school_psychology,D,D,True
coherent,2,7,0.189,high_school_psychology,C,C,True
coherent,2,8,0.2053,high_school_psychology,C,C,True
coherent,2,9,0.2292,high_school_psychology,A,A,True
coherent,2,10,0.2495,high_school_psychology,B,B,True
coherent,2,11,0.2715,high_school_psychology,C,C,True
coherent,2,12,0.2908,high_school_psychology,A,A,True
coherent,2,13,0.3086,high_school_psychology,A,A,True
coherent,2,14,0.3276,high_school_psychology,A,A,True
coherent,2,15,0.3462,high_school_psychology,A,A,True
coherent,2,16,0.3621,high_school_psychology,A,A,True
coherent,2,17,0.3792,high_school_psychology,D,A,False
coherent,2,18,0.406,high_school_psychology,D,D,True
coherent,2,19,0.4243,high_school_psychology,D,D,True
coherent,2,20,0.4387,high_school_psychology,D,D,True
coherent,2,21,0.4529,high_school_psychology,A,C,False
coherent,2,22,0.4785,high_school_psychology,B,B,True
coherent,2,23,0.4951,high_school_psychology,D,D,True
coherent,2,24,0.5168,high_school_psychology,B,A,False
coherent,2,25,0.573,high_school_psychology,B,B,True
coherent,2,26,0.6108,high_school_psychology,A,A,True
coherent,2,27,0.6257,high_school_psychology,D,A,False
coherent,2,28,0.6436,high_school_psychology,D,D,True
coherent,2,29,0.6687,high_school_psychology,D,D,True
coherent,2,30,0.6924,high_school_psychology,D,D,True
coherent,2,31,0.7214,high_school_psychology,C,C,True
coherent,2,32,0.7422,high_school_psychology,D,D,True
coherent,2,33,0.7629,high_school_psychology,B,B,True
coherent,2,34,0.7864,high_school_psychology,D,D,True
coherent,2,35,0.8135,high_school_psychology,D,D,True
coherent,2,36,0.8362,high_school_psychology,D,A,False
coherent,2,37,0.8513,high_school_psychology,D,D,True
coherent,3,0,0.0107,high_school_psychology,D,D,True
coherent,3,1,0.033,high_school_psychology,D,B,False
coherent,3,2,0.0605,high_school_psychology,C,C,True
coherent,3,3,0.0789,high_school_psychology,D,D,True
coherent,3,4,0.0945,high_school_psychology,A,A,True
coherent,3,5,0.1238,high_school_psychology,A,A,True
coherent,3,6,0.1511,high_school_psychology,C,C,True
coherent,3,7,0.1704,high_school_psychology,B,B,True
coherent,3,8,0.1865,high_school_psychology,B,B,True
coherent,3,9,0.2017,high_school_psychology,D,C,False
coherent,3,10,0.2148,high_school_psychology,B,B,True
coherent,3,11,0.2468,high_school_psychology,C,D,False
coherent,3,12,0.314,high_school_psychology,C,C,True
coherent,3,13,0.332,high_school_psychology,D,D,True
coherent,3,14,0.3591,high_school_psychology,B,B,True
coherent,3,15,0.3789,high_school_psychology,B,B,True
coherent,3,16,0.3982,high_school_psychology,B,B,True
coherent,3,17,0.4138,high_school_psychology,D,D,True
coherent,3,18,0.4292,high_school_psychology,A,A,True
coherent,3,19,0.4463,high_school_psychology,A,A,True
coherent,3,20,0.4717,high_school_psychology,A,A,True
coherent,3,21,0.5039,high_school_psychology,B,B,True
coherent,3,22,0.5225,high_school_psychology,B,B,True
coherent,3,23,0.5376,high_school_psychology,A,A,True
coherent,3,24,0.5522,high_school_psychology,D,D,True
coherent,3,25,0.572,high_school_psychology,A,A,True
coherent,3,26,0.592,high_school_psychology,D,C,False
coherent,3,27,0.6216,high_school_psychology,D,D,True
coherent,3,28,0.6443,high_school_psychology,B,B,True
coherent,3,29,0.6687,high_school_psychology,D,D,True
coherent,3,30,0.6863,high_school_psychology,C,C,True
coherent,3,31,0.7048,high_school_psychology,B,B,True
coherent,3,32,0.7183,high_school_psychology,D,D,True
coherent,3,33,0.7402,high_school_psychology,B,B,True
coherent,3,34,0.7576,high_school_psychology,D,D,True
coherent,3,35,0.7734,high_school_psychology,D,D,True
coherent,3,36,0.79,high_school_psychology,B,B,True
coherent,3,37,0.8103,high_school_psychology,D,D,True
coherent,3,38,0.8333,high_school_psychology,D,D,True
coherent,3,39,0.8647,high_school_psychology,D,A,False
coherent,4,0,0.0107,high_school_psychology,C,C,True
coherent,4,1,0.0332,high_school_psychology,C,C,True
coherent,4,2,0.0532,high_school_psychology,C,C,True
coherent,4,3,0.0681,high_school_psychology,A,A,True
coherent,4,4,0.0908,high_school_psychology,D,D,True
coherent,4,5,0.1138,high_school_psychology,C,C,True
coherent,4,6,0.1306,high_school_psychology,A,A,True
coherent,4,7,0.1506,high_school_psychology,D,A,False
coherent,4,8,0.1775,high_school_psychology,C,C,True
coherent,4,9,0.2371,high_school_psychology,A,A,True
coherent,4,10,0.2673,high_school_psychology,B,B,True
coherent,4,11,0.2969,high_school_psychology,D,D,True
coherent,4,12,0.3164,high_school_psychology,D,B,False
coherent,4,13,0.333,high_school_psychology,D,D,True
coherent,4,14,0.3538,high_school_psychology,A,A,True
coherent,4,15,0.3711,high_school_psychology,D,D,True
coherent,4,16,0.3977,high_school_psychology,D,D,True
coherent,4,17,0.4182,high_school_psychology,B,B,True
coherent,4,18,0.4351,high_school_psychology,D,D,True
coherent,4,19,0.4619,high_school_psychology,D,D,True
coherent,4,20,0.4807,high_school_psychology,B,B,True
coherent,4,21,0.5078,high_school_psychology,C,C,True
coherent,4,22,0.5388,high_school_psychology,D,D,True
coherent,4,23,0.5557,high_school_psychology,B,B,True
coherent,4,24,0.575,high_school_psychology,D,D,True
coherent,4,25,0.5889,high_school_psychology,B,B,True
coherent,4,26,0.605,high_school_psychology,A,A,True
coherent,4,27,0.6238,high_school_psychology,D,D,True
coherent,4,28,0.6394,high_school_psychology,B,B,True
coherent,4,29,0.6687,high_school_psychology,B,B,True
coherent,4,30,0.6875,high_school_psychology,B,B,True
coherent,4,31,0.7163,high_school_psychology,B,B,True
coherent,4,32,0.7405,high_school_psychology,A,A,True
coherent,4,33,0.7603,high_school_psychology,A,A,True
coherent,4,34,0.7793,high_school_psychology,A,A,True
coherent,4,35,0.7966,high_school_psychology,D,D,True
coherent,4,36,0.8184,high_school_psychology,A,A,True
coherent,4,37,0.8374,high_school_psychology,C,D,False
coherent,4,38,0.853,high_school_psychology,B,B,True
coherent,4,39,0.8704,high_school_psychology,B,B,True
coherent,5,0,0.0107,high_school_psychology,C,C,True
coherent,5,1,0.0308,high_school_psychology,B,B,True
coherent,5,2,0.0476,high_school_psychology,A,A,True
coherent,5,3,0.0635,high_school_psychology,A,A,True
coherent,5,4,0.0847,high_school_psychology,C,A,False
coherent,5,5,0.0969,high_school_psychology,B,B,True
coherent,5,6,0.1155,high_school_psychology,D,D,True
coherent,5,7,0.1343,high_school_psychology,C,C,True
coherent,5,8,0.1567,high_school_psychology,B,B,True
coherent,5,9,0.1711,high_school_psychology,B,B,True
coherent,5,10,0.187,high_school_psychology,D,D,True
coherent,5,11,0.2043,high_school_psychology,A,A,True
coherent,5,12,0.2317,high_school_psychology,D,D,True
coherent,5,13,0.2466,high_school_psychology,C,A,False
