condition,base_x_now,base_x_now_text,base_y_later,base_y_later_text,amount_multiplier,amount_multiplier_text,t_delay,x_now,x_now_text,y_later,y_later_text,n_total,n_choose_x,n_choose_y,n_it_depends,n_unparsed,n_amount_scale_factors,amount_scale_factors,n_parsed,prop_choose_x_parsed,prop_choose_y_parsed,prop_it_depends_parsed,unparsed_rate
steer_immediate_minus32,100,100,101,101,1.01,1.01,month,100,100,101,101,8,7,1,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.875,0.125,0.0,0.0
steer_immediate_minus32,100,100,101,101,1.01,1.01,tomorrow,100,100,101,101,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,101,101,1.01,1.01,week,100,100,101,101,8,2,6,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.25,0.75,0.0,0.0
steer_immediate_minus32,100,100,101,101,1.01,1.01,year,100,100,101,101,8,8,0,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,100,110,110,1.1,1.1,1 hour,100,100,110,110,8,1,7,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.125,0.875,0.0,0.0
steer_immediate_minus32,100,100,110,110,1.1,1.1,10 years,100,100,110,110,8,8,0,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,100,110,110,1.1,1.1,2 days,100,100,110,110,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,110,110,1.1,1.1,2 years,100,100,110,110,8,7,1,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.875,0.125,0.0,0.0
steer_immediate_minus32,100,100,110,110,1.1,1.1,3 months,100,100,110,110,8,8,0,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,100,110,110,1.1,1.1,3 years,100,100,110,110,8,8,0,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,100,110,110,1.1,1.1,5 years,100,100,110,110,8,8,0,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,100,110,110,1.1,1.1,8 hours,100,100,110,110,8,2,6,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.25,0.75,0.0,0.0
steer_immediate_minus32,100,100,110,110,1.1,1.1,month,100,100,110,110,8,4,3,1,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.5625,0.4375,0.125,0.0
steer_immediate_minus32,100,100,110,110,1.1,1.1,tomorrow,100,100,110,110,8,1,7,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.125,0.875,0.0,0.0
steer_immediate_minus32,100,100,110,110,1.1,1.1,week,100,100,110,110,8,4,4,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.5,0.5,0.0,0.0
steer_immediate_minus32,100,100,110,110,1.1,1.1,year,100,100,110,110,8,7,1,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.875,0.125,0.0,0.0
steer_immediate_minus32,100,100,150,150,1.5,1.5,1 hour,100,100,150,150,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,150,150,1.5,1.5,10 years,100,100,150,150,8,8,0,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,100,150,150,1.5,1.5,2 days,100,100,150,150,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,150,150,1.5,1.5,2 years,100,100,150,150,8,4,4,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.5,0.5,0.0,0.0
steer_immediate_minus32,100,100,150,150,1.5,1.5,3 months,100,100,150,150,8,5,3,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.625,0.375,0.0,0.0
steer_immediate_minus32,100,100,150,150,1.5,1.5,3 years,100,100,150,150,8,6,2,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.75,0.25,0.0,0.0
steer_immediate_minus32,100,100,150,150,1.5,1.5,5 years,100,100,150,150,8,7,1,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.875,0.125,0.0,0.0
steer_immediate_minus32,100,100,150,150,1.5,1.5,8 hours,100,100,150,150,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,150,150,1.5,1.5,month,100,100,150,150,8,2,6,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.25,0.75,0.0,0.0
steer_immediate_minus32,100,100,150,150,1.5,1.5,tomorrow,100,100,150,150,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,150,150,1.5,1.5,week,100,100,150,150,8,2,6,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.25,0.75,0.0,0.0
steer_immediate_minus32,100,100,150,150,1.5,1.5,year,100,100,150,150,8,6,2,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.75,0.25,0.0,0.0
steer_immediate_minus32,100,100,200,200,2.0,2,1 hour,100,100,200,200,8,1,7,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.125,0.875,0.0,0.0
steer_immediate_minus32,100,100,200,200,2.0,2,10 years,100,100,200,200,8,8,0,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,100,200,200,2.0,2,2 days,100,100,200,200,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,200,200,2.0,2,2 years,100,100,200,200,8,4,4,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.5,0.5,0.0,0.0
steer_immediate_minus32,100,100,200,200,2.0,2,3 months,100,100,200,200,8,4,4,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.5,0.5,0.0,0.0
steer_immediate_minus32,100,100,200,200,2.0,2,3 years,100,100,200,200,8,7,1,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.875,0.125,0.0,0.0
steer_immediate_minus32,100,100,200,200,2.0,2,5 years,100,100,200,200,8,8,0,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,100,200,200,2.0,2,8 hours,100,100,200,200,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,200,200,2.0,2,month,100,100,200,200,8,1,7,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.125,0.875,0.0,0.0
steer_immediate_minus32,100,100,200,200,2.0,2,tomorrow,100,100,200,200,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,200,200,2.0,2,week,100,100,200,200,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,200,200,2.0,2,year,100,100,200,200,8,5,3,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.625,0.375,0.0,0.0
steer_immediate_minus32,100,100,500,500,5.0,5,1 hour,100,100,500,500,8,0,7,0,1,8,"0.3,0.5,0.7,1,1.4,2,6,8",7,0.0,1.0,0.0,0.125
steer_immediate_minus32,100,100,500,500,5.0,5,10 years,100,100,500,500,8,8,0,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,100,500,500,5.0,5,2 days,100,100,500,500,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,500,500,5.0,5,2 years,100,100,500,500,8,7,1,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.875,0.125,0.0,0.0
steer_immediate_minus32,100,100,500,500,5.0,5,3 months,100,100,500,500,8,1,7,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.125,0.875,0.0,0.0
steer_immediate_minus32,100,100,500,500,5.0,5,3 years,100,100,500,500,8,8,0,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,100,500,500,5.0,5,5 years,100,100,500,500,8,8,0,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,1.0,0.0,0.0,0.0
steer_immediate_minus32,100,100,500,500,5.0,5,8 hours,100,100,500,500,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,500,500,5.0,5,month,100,100,500,500,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,500,500,5.0,5,tomorrow,100,100,500,500,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,500,500,5.0,5,week,100,100,500,500,8,1,7,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.125,0.875,0.0,0.0
steer_immediate_minus32,100,100,500,500,5.0,5,year,100,100,500,500,8,1,6,1,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.1875,0.8125,0.125,0.0
steer_immediate_minus32,100,100,1000,1000,10.0,10,1 hour,100,100,1000,1000,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,1000,1000,10.0,10,10 years,100,100,1000,1000,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,1000,1000,10.0,10,2 days,100,100,1000,1000,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,1000,1000,10.0,10,2 years,100,100,1000,1000,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,1000,1000,10.0,10,3 months,100,100,1000,1000,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,1000,1000,10.0,10,3 years,100,100,1000,1000,8,2,6,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.25,0.75,0.0,0.0
steer_immediate_minus32,100,100,1000,1000,10.0,10,5 years,100,100,1000,1000,8,0,7,1,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0625,0.9375,0.125,0.0
steer_immediate_minus32,100,100,1000,1000,10.0,10,8 hours,100,100,1000,1000,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,1000,1000,10.0,10,month,100,100,1000,1000,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,1000,1000,10.0,10,tomorrow,100,100,1000,1000,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,1000,1000,10.0,10,week,100,100,1000,1000,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,1000,1000,10.0,10,year,100,100,1000,1000,8,0,3,5,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.3125,0.6875,0.625,0.0
steer_immediate_minus32,100,100,10000,10000,100.0,100,1 hour,100,100,10000,10000,8,1,7,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.125,0.875,0.0,0.0
steer_immediate_minus32,100,100,10000,10000,100.0,100,10 years,100,100,10000,10000,8,2,6,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.25,0.75,0.0,0.0
steer_immediate_minus32,100,100,10000,10000,100.0,100,2 days,100,100,10000,10000,8,1,7,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.125,0.875,0.0,0.0
steer_immediate_minus32,100,100,10000,10000,100.0,100,2 years,100,100,10000,10000,8,1,7,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.125,0.875,0.0,0.0
steer_immediate_minus32,100,100,10000,10000,100.0,100,3 months,100,100,10000,10000,8,1,7,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.125,0.875,0.0,0.0
steer_immediate_minus32,100,100,10000,10000,100.0,100,3 years,100,100,10000,10000,8,1,6,1,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.1875,0.8125,0.125,0.0
steer_immediate_minus32,100,100,10000,10000,100.0,100,5 years,100,100,10000,10000,8,0,4,4,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.25,0.75,0.5,0.0
steer_immediate_minus32,100,100,10000,10000,100.0,100,8 hours,100,100,10000,10000,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,10000,10000,100.0,100,month,100,100,10000,10000,8,0,8,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.0,1.0,0.0,0.0
steer_immediate_minus32,100,100,10000,10000,100.0,100,tomorrow,100,100,10000,10000,8,1,7,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.125,0.875,0.0,0.0
steer_immediate_minus32,100,100,10000,10000,100.0,100,week,100,100,10000,10000,8,1,7,0,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.125,0.875,0.0,0.0
steer_immediate_minus32,100,100,10000,10000,100.0,100,year,100,100,10000,10000,8,0,1,7,0,8,"0.3,0.5,0.7,1,1.4,2,6,8",8,0.4375,0.5625,0.875,0.0
