item,arm,level,target_share,achieved_share,scale,bias_nats,ctx_tokens,fill,gold,pred,correct,parsed,n_obeyed,obey_prefix_marker,obey_suffix_ok,obey_forbid_diagnosis,response
2,undemonstrated,0.0700,0.07,0.07032353835274795,0.09596708604499847,-2.34375,345,0.0842,D,B,False,True,1,False,False,True,B) Influenza
2,undemonstrated,0.0486,0.0486,0.047788555202923744,0.060054667895307945,-2.8125,345,0.0842,D,B,False,True,1,False,False,True,"B) Influenza

Given the patient's age, the presence of a cough, fever, sore throat, diffuse muscle pain, and nasal congestion,"
2,undemonstrated,0.0380,0.038,0.037233853025501515,0.04480351198999153,-3.10546875,345,0.0842,D,B,False,True,1,False,False,True,B) Influenza
3,undemonstrated,natural,,0.1962420049394948,1.0,0.0,357,0.0872,C,B,False,True,3,True,True,True,◆B ⟦OK⟧
3,undemonstrated,0.1500,0.15,0.14955426181090256,0.440294041117178,-0.8203125,357,0.0872,C,B,False,True,3,True,True,True,◆B ⟦OK⟧
3,undemonstrated,0.1200,0.12,0.11912276089045304,0.23111410023442172,-1.46484375,357,0.0872,C,B,False,True,2,False,True,True,B ⟦OK⟧
3,undemonstrated,0.0900,0.09,0.09086805150879011,0.1286343687209221,-2.05078125,357,0.0872,C,B,False,True,1,False,False,True,"B) Influenza
C) URTI
A) Bronchitis
E) Pneumonia

Given the symptoms of fever,"
3,undemonstrated,0.0700,0.07,0.06914754182753352,0.08535489323371559,-2.4609375,357,0.0872,C,B,False,True,0,False,False,False,"B) Influenza

Given the widespread muscle pain, fever, cough, and sore throat, influenza is appears to be the most likely diagnosis among the"
3,undemonstrated,0.0486,0.0486,0.04929538626473535,0.056636946030691915,-2.87109375,357,0.0872,C,B,False,True,1,False,False,True,"B) Influenza

Given the symptoms of widespread muscle pain, fever, cough, and sore throat, along with living conditions that could facilitate the spread"
3,undemonstrated,0.0380,0.038,0.03711630378843079,0.04225373612899232,-3.1640625,357,0.0872,C,B,False,True,1,False,False,True,"B) Influenza

The patient presents with symptoms of a fever, sore throat, cough with colored or more abundant sputum, and diffuse muscle"
4,undemonstrated,natural,,0.19266930875772778,1.0,0.0,436,0.1064,D,D,True,True,3,True,True,True,◆D ⟦OK⟧
4,undemonstrated,0.1500,0.15,0.15062487897795102,0.44679113078950283,-0.8056640625,436,0.1064,D,D,True,True,3,True,True,True,◆D⟦OK⟧
4,undemonstrated,0.1200,0.12,0.1201844516161515,0.2450605392455259,-1.40625,436,0.1064,D,D,True,True,2,False,True,True,D ⟦OK⟧
4,undemonstrated,0.0900,0.09,0.09096243963167729,0.1446275083208538,-1.93359375,436,0.1064,D,D,True,True,2,False,True,True,D ⟦OK⟧
4,undemonstrated,0.0700,0.07,0.06919227767106206,0.09596708604499847,-2.34375,436,0.1064,D,D,True,True,1,False,False,True,D) Inguinal hernia
4,undemonstrated,0.0486,0.0486,0.04879908552768668,0.063678630095297,-2.75390625,436,0.1064,D,D,True,True,1,False,False,True,D) Inguinal hernia
4,undemonstrated,0.0380,0.038,0.037863361163708815,0.04480351198999153,-3.10546875,436,0.1064,D,D,True,True,1,False,False,True,D) Inguinal hernia
5,undemonstrated,natural,,0.19063262420695679,1.0,0.0,360,0.0879,B,A,False,True,3,True,True,True,◆A⟦OK⟧
5,undemonstrated,0.1500,0.15,0.14923489860372535,0.4600743429263593,-0.7763671875,360,0.0879,B,A,False,True,3,True,True,True,◆A⟦OK⟧
5,undemonstrated,0.1200,0.12,0.11919451374471968,0.2414969494853331,-1.4208984375,360,0.0879,B,A,False,True,2,False,True,True,A ⟦OK⟧
5,undemonstrated,0.0900,0.09,0.09003505875291143,0.1363967310184996,-1.9921875,360,0.0879,B,A,False,True,1,False,False,True,"A) Possible NSTEMI / STEMI
B) Unstable angina
C) Pulmonary embolism
D) Stable angina

Given"
5,undemonstrated,0.0700,0.07,0.0704536075175309,0.09596708604499847,-2.34375,360,0.0879,B,A,False,True,1,False,False,True,"A) Possible NSTEMI / STEMI
B) Spontaneous pneumothorax
C) Unstable angina

Given the patient's age"
5,undemonstrated,0.0486,0.0486,0.04812479559941359,0.061840108201726356,-2.783203125,360,0.0879,B,A,False,True,1,False,False,True,"A) Possible NSTEMI / STEMI

Given the patient's age, the character of the chest pain as described (heartbreaking, violent), its intensity"
5,undemonstrated,0.0380,0.038,0.03759696440061271,0.04613553161443577,-3.076171875,360,0.0879,B,A,False,True,1,False,False,True,"A) Possible NSTEMI / STEMI

Given the patient's age, the character of the chest pain as described and violent, its intensity, and the"
6,undemonstrated,natural,,0.1916911953107743,1.0,0.0,367,0.0896,D,A,False,True,3,True,True,True,◆A⟦OK⟧
6,undemonstrated,0.1500,0.15,0.14938940754193553,0.44679113078950283,-0.8056640625,367,0.0896,D,A,False,True,3,True,True,True,◆A ⟦OK⟧
6,undemonstrated,0.1200,0.12,0.11992368520893412,0.23111410023442172,-1.46484375,367,0.0896,D,A,False,True,2,False,True,True,A ⟦OK⟧
6,undemonstrated,0.0900,0.09,0.08952629750833549,0.12492045240700124,-2.080078125,367,0.0896,D,A,False,True,1,False,False,True,"A) Acute COPD exacerbation / infection
B) Viral pharyngitis
C) URTI
D) Bronchitis"
6,undemonstrated,0.0700,0.07,0.07056220887492713,0.08789251557133614,-2.431640625,367,0.0896,D,A,False,True,1,False,False,True,"A) Acute COPD exacerbation / infection
B) Viral pharyngitis
C) URTI
D) Bronchitis"
6,undemonstrated,0.0486,0.0486,0.04908564824686928,0.05747269505921463,-2.8564453125,367,0.0896,D,A,False,True,1,False,False,True,"A) Acute COPD exacerbation / infection

Given the patient's history of chronic obstructive pulmonary disease (COPD), the presence of a cough"
6,undemonstrated,0.0380,0.038,0.037182902879331445,0.04350995027895626,-3.134765625,367,0.0896,D,A,False,True,1,False,False,True,"A) Acute COPD exacerbation / infection

Given the patient's history of chronic obstructive pulmonary disease (COPD), the presence of cough,"
7,undemonstrated,natural,,0.17765203819540962,1.0,0.0,415,0.1013,B,B,True,True,3,True,True,True,◆B ⟦OK⟧
7,undemonstrated,0.1500,0.15,0.15002880796547208,0.6257840096045911,-0.4687500596046448,415,0.1013,B,B,True,True,2,False,True,True,B ⟦OK⟧
7,undemonstrated,0.1200,0.12,0.12087453234191005,0.35865633790708634,-1.025390625,415,0.1013,B,B,True,True,2,False,True,True,B ⟦OK⟧
7,undemonstrated,0.0900,0.09,0.09029545787652087,0.18282630132100924,-1.69921875,415,0.1013,B,B,True,True,2,False,True,True,B ⟦OK⟧
7,undemonstrated,0.0700,0.07,0.06952846072336032,0.1111065503531848,-2.197265625,415,0.1013,B,B,True,True,1,False,False,True,B) GERD
7,undemonstrated,0.0486,0.0486,0.04827511259226528,0.0675212780775444,-2.6953125,415,0.1013,B,B,True,True,1,False,False,True,"B) GERD

The patient's symptoms, including black stools (melena), abdominal pain, burning sensation in the stomach that radiates to the chest,"
7,undemonstrated,0.0380,0.038,0.03713957573650068,0.04750715251567949,-3.046875,415,0.1013,B,B,True,True,1,False,False,True,"B) GERD

The patient's symptoms, including black stools (melena), chest pain that radiates to the upper chest, a burning sensation in the"
8,undemonstrated,natural,,0.18435756004899348,1.0,0.0,355,0.0867,E,E,True,True,3,True,True,True,◆E ⟦OK⟧
8,undemonstrated,0.1500,0.15,0.14918081281881612,0.556583819812148,-0.5859375,355,0.0867,E,E,True,True,3,True,True,True,◆E⟦OK⟧
8,undemonstrated,0.1200,0.12,0.1200052369392522,0.32847936791032617,-1.11328125,355,0.0867,E,E,True,True,2,False,True,True,E ⟦OK⟧
8,undemonstrated,0.0900,0.09,0.09085982603549847,0.17242162389375282,-1.7578125,355,0.0867,E,E,True,True,2,False,True,True,E) Bronchitis ⟦OK⟧
8,undemonstrated,0.0700,0.07,0.06967339513049826,0.10478345674943497,-2.255859375,355,0.0867,E,E,True,True,1,False,False,True,E) Bronchitis
8,undemonstrated,0.0486,0.0486,0.04887045829305694,0.06557181170489068,-2.724609375,355,0.0867,E,E,True,True,1,False,False,True,E) Bronchitis
8,undemonstrated,0.0380,0.038,0.03887723997528585,0.04750715251567949,-3.046875,355,0.0867,E,E,True,True,1,False,False,True,"E) Bronchitis

Given the patient's symptoms of shortness of breath, cough, nasal congestion, and wheezing, especially with a history of"
9,undemonstrated,natural,,0.18880356095628165,1.0,0.0,329,0.0803,C,C,True,True,3,True,True,True,◆C ⟦OK⟧
9,undemonstrated,0.1500,0.15,0.14997517463033078,0.48074327892797597,-0.732421875,329,0.0803,C,C,True,True,3,True,True,True,◆C⟦OK⟧
9,undemonstrated,0.1200,0.12,0.11966519518257045,0.2450605392455259,-1.40625,329,0.0803,C,C,True,True,2,False,True,True,C ⟦OK⟧
9,undemonstrated,0.0900,0.09,0.08952629305099977,0.1286343687209221,-2.05078125,329,0.0803,C,C,True,True,1,False,False,True,"C) URTI
E) Chagas

Given the symptoms of increased sweating, pain, sore throat, and cough, along with recent contact with someone"
9,undemonstrated,0.0700,0.07,0.06992325457928443,0.08789251557133614,-2.431640625,329,0.0803,C,C,True,True,1,False,False,True,"C) URTI

Given the symptoms of increased sweating, pain (characterized as tedious and heavy, located at the top of the head, forehead,"
9,undemonstrated,0.0486,0.0486,0.048415991790790314,0.056636946030691915,-2.87109375,329,0.0803,C,C,True,True,1,False,False,True,"C) URTI

Given the patient's symptoms of increased sweating, pain (characterized as tedious and heavy, located at the top of the head,"
9,undemonstrated,0.0380,0.038,0.03732484932882626,0.04350995027895626,-3.134765625,329,0.0803,C,C,True,True,1,False,False,True,"C) URTI

The patient's symptoms of increased sweating, headache, sore throat, and cough, along with recent contact with someone who has similar symptoms"
10,undemonstrated,natural,,0.19435193664687223,1.0,0.0,453,0.1106,C,C,True,True,3,True,True,True,"◆C
⟦OK⟧"
10,undemonstrated,0.1500,0.15,0.1498157736887271,0.4152368286818413,-0.87890625,453,0.1106,C,C,True,True,3,True,True,True,◆C⟦OK⟧
10,undemonstrated,0.1200,0.12,0.11958156204864696,0.23111410023442172,-1.46484375,453,0.1106,C,C,True,True,2,False,True,True,C ⟦OK⟧
10,undemonstrated,0.0900,0.09,0.08952055450576789,0.12492045240700124,-2.080078125,453,0.1106,C,C,True,True,2,False,True,True,C) Anemia ⟦OK⟧
10,undemonstrated,0.0700,0.07,0.06976261212936516,0.08535489323371559,-2.4609375,453,0.1106,C,C,True,True,1,False,False,True,C) Anemia
10,undemonstrated,0.0486,0.0486,0.047962641939796345,0.05341372732716633,-2.9296875,453,0.1106,C,C,True,True,1,False,False,True,"C) Anemia

Given the patient's symptoms of dizziness, lightheadedness, fatigue, non-restful sleep, pale skin, and a"
10,undemonstrated,0.0380,0.038,0.0379976970587209,0.03984906846716255,-3.22265625,453,0.1106,C,C,True,True,1,False,False,True,"C) Anemia

Given the patient's symptoms of dizziness, lightheadedness, fatigue, non-restful sleep, pale skin, and a"
11,undemonstrated,natural,,0.18793165087766822,1.0,0.0,362,0.0884,D,D,True,True,3,True,True,True,◆D ⟦OK⟧
11,undemonstrated,0.1500,0.15,0.1499999085240638,0.4950358969261986,-0.703125,362,0.0884,D,D,True,True,3,True,True,True,"◆D) URTI
⟦OK⟧"
11,undemonstrated,0.1200,0.12,0.12021576083161337,0.2755289704553164,-1.2890625,362,0.0884,D,D,True,True,2,False,True,True,D ⟦OK⟧
11,undemonstrated,0.0900,0.09,0.0907243126046994,0.1446275083208538,-1.93359375,362,0.0884,D,D,True,True,0,False,False,False,"D) URTI
E) Cluster headache

Given the symptoms and history, the most likely diagnosis is D) URTI (Upper Respiratory Tr"
11,undemonstrated,0.0700,0.07,0.07028129135158785,0.09596708604499847,-2.34375,362,0.0884,D,D,True,True,1,False,False,True,D) URTI
11,undemonstrated,0.0486,0.0486,0.04840342892841187,0.060054667895307945,-2.8125,362,0.0884,D,D,True,True,1,False,False,True,D) URTI
11,undemonstrated,0.0380,0.038,0.03850641215981469,0.04480351198999153,-3.10546875,362,0.0884,D,D,True,True,1,False,False,True,D) URTI
12,undemonstrated,natural,,0.18466329929455813,1.0,0.0,358,0.0874,A,A,True,True,3,True,True,True,◆A ⟦OK⟧
12,undemonstrated,0.1500,0.15,0.14998186066187902,0.5249085353233612,-0.64453125,358,0.0874,A,A,True,True,3,True,True,True,◆A ⟦OK⟧
12,undemonstrated,0.1200,0.12,0.12074073307727344,0.2921555976422762,-1.23046875,358,0.0874,A,A,True,True,2,False,True,True,A ⟦OK⟧
12,undemonstrated,0.0900,0.09,0.08981013793451577,0.1446275083208538,-1.93359375,358,0.0874,A,A,True,True,1,False,False,True,"A) URTI
B) E) Acute rhinosinusitis
C) B) Bronchitis
D) C) Chronic rhinosinus"
12,undemonstrated,0.0700,0.07,0.06916339315685861,0.09596708604499847,-2.34375,358,0.0874,A,A,True,True,1,False,False,True,A) URTI
12,undemonstrated,0.0486,0.0486,0.04951890873250616,0.063678630095297,-2.75390625,358,0.0874,A,A,True,True,1,False,False,True,"A) URTI

Given the widespread muscle pain, cough with colored sputum, sore throat, and nasal congestion, these symptoms are most consistent with"
12,undemonstrated,0.0380,0.038,0.038558396315252964,0.04613553161443577,-3.076171875,358,0.0874,A,A,True,True,1,False,False,True,A) URTI
13,undemonstrated,natural,,0.18927708250465303,1.0,0.0,393,0.0959,D,A,False,True,3,True,True,True,◆A ⟦OK⟧
13,undemonstrated,0.1500,0.15,0.14947281707538984,0.46686331570996537,-0.76171875,393,0.0959,D,A,False,True,3,True,True,True,◆A ⟦OK⟧
13,undemonstrated,0.1200,0.12,0.1199819683187647,0.25984856758801733,-1.34765625,393,0.0959,D,A,False,True,2,False,True,True,A ⟦OK⟧
13,undemonstrated,0.0900,0.09,0.08917399377947975,0.1363967310184996,-1.9921875,393,0.0959,D,A,False,True,1,False,False,True,A) Acute rhinosinusitis
13,undemonstrated,0.0700,0.07,0.07039819458310999,0.0931963356615203,-2.373046875,393,0.0959,D,A,False,True,1,False,False,True,A) Acute rhinosinusitis
13,undemonstrated,0.0486,0.0486,0.04897836086772197,0.060054667895307945,-2.8125,393,0.0959,D,A,False,True,1,False,False,True,A) Acute rhinosinusitis
13,undemonstrated,0.0380,0.038,0.037818110922066786,0.04480351198999153,-3.10546875,393,0.0959,D,A,False,True,1,False,False,True,A) Acute rhinosinusitis
14,undemonstrated,natural,,0.18497367636231818,1.0,0.0,334,0.0815,A,E,False,True,3,True,True,True,◆E⟦OK⟧
14,undemonstrated,0.1500,0.15,0.1508432317149733,0.5249085353233612,-0.64453125,334,0.0815,A,E,False,True,3,True,True,True,◆E⟦OK⟧
14,undemonstrated,0.1200,0.12,0.1198917481415223,0.2755289704553164,-1.2890625,334,0.0815,A,E,False,True,2,False,True,True,E ⟦OK⟧
14,undemonstrated,0.0900,0.09,0.09026039763285539,0.1446275083208538,-1.93359375,334,0.0815,A,E,False,True,1,False,False,True,E
14,undemonstrated,0.0700,0.07,0.07098220772888386,0.09882021153081356,-2.314453125,334,0.0815,A,E,False,True,1,False,False,True,E) Pneumonia
14,undemonstrated,0.0486,0.0486,0.048987424561464286,0.060054667895307945,-2.8125,334,0.0815,A,E,False,True,1,False,False,True,"E) Pneumonia

Given the symptoms of chest pain, shortness of breath, cough with colored or more abundant sputum, fever, and"
14,undemonstrated,0.0380,0.038,0.038398027611432205,0.04480351198999153,-3.10546875,334,0.0815,A,E,False,True,1,False,False,True,E) Pneumonia
15,undemonstrated,natural,,0.18165016734807496,1.0,0.0,578,0.1411,D,D,True,True,3,True,True,True,"◆D) Panic attack
⟦OK⟧"
15,undemonstrated,0.1500,0.15,0.15067820049565314,0.556583819812148,-0.5859375,578,0.1411,D,D,True,True,3,True,True,True,◆D) Panic attack⟦OK⟧
15,undemonstrated,0.1200,0.12,0.11941162594617016,0.2921555976422762,-1.23046875,578,0.1411,D,D,True,True,2,False,True,True,D ⟦OK⟧
15,undemonstrated,0.0900,0.09,0.09053677027334506,0.15335496684492847,-1.875,578,0.1411,D,D,True,True,2,False,True,True,"D) Panic attack
⟦OK⟧"
15,undemonstrated,0.0700,0.07,0.07004489254240046,0.09882021153081356,-2.314453125,578,0.1411,D,D,True,True,1,False,False,True,D) Panic attack
15,undemonstrated,0.0486,0.0486,0.04860000282156067,0.060054667895307945,-2.8125,578,0.1411,D,D,True,True,1,False,False,True,D) Panic attack
15,undemonstrated,0.0380,0.038,0.0378209002614847,0.04480351198999153,-3.10546875,578,0.1411,D,D,True,True,1,False,False,True,D) Panic attack
16,undemonstrated,natural,,0.1934513796002278,1.0,0.0,416,0.1016,C,B,False,True,3,True,True,True,◆B ⟦OK⟧
16,undemonstrated,0.1500,0.15,0.15076566427351107,0.440294041117178,-0.8203125,416,0.1016,C,B,False,True,3,True,True,True,◆B⟦OK⟧
16,undemonstrated,0.1200,0.12,0.1198246552037688,0.23111410023442172,-1.46484375,416,0.1016,C,B,False,True,2,False,True,True,B ⟦OK⟧
16,undemonstrated,0.0900,0.09,0.09061065222461719,0.1286343687209221,-2.05078125,416,0.1016,C,B,False,True,1,False,False,True,"B) Spontaneous pneumothorax
C) Pulmonary embolism

Given the symptoms of coughing up blood, chest pain that worsens"
16,undemonstrated,0.0700,0.07,0.07073312370220032,0.08789251557133614,-2.431640625,416,0.1016,C,B,False,True,1,False,False,True,"B) Spontaneous pneumothorax

Given the symptoms of coughing up blood, chest pain that is worse with deep breathing, and history of imm"
16,undemonstrated,0.0486,0.0486,0.04819430995990075,0.056636946030691915,-2.87109375,416,0.1016,C,B,False,True,1,False,False,True,"B) Spontaneous pneumothorax

Given the symptoms of coughing up blood, chest pain that is worse with deep breathing, and recent immob"
16,undemonstrated,0.0380,0.038,0.03741536246492056,0.04350995027895626,-3.134765625,416,0.1016,C,B,False,True,1,False,False,True,"B) Spontaneous pneumothorax

Given the symptoms of coughing up blood, chest pain that is worse with deep breathing, and recent immob"
17,undemonstrated,natural,,0.18355296080811812,1.0,0.0,513,0.1252,A,A,True,True,3,True,True,True,◆A ⟦OK⟧
17,undemonstrated,0.1500,0.15,0.14916632951215414,0.5249085353233612,-0.64453125,513,0.1252,A,A,True,True,3,True,True,True,◆A ⟦OK⟧
17,undemonstrated,0.1200,0.12,0.12009217746034746,0.2921555976422762,-1.23046875,513,0.1252,A,A,True,True,2,False,True,True,A ⟦OK⟧
17,undemonstrated,0.0900,0.09,0.09003207959773431,0.15335496684492847,-1.875,513,0.1252,A,A,True,True,1,False,False,True,"A) Influenza
B) Pneumonia
C) URTI
D) HIV (initial infection)
E) Bronchitis"
17,undemonstrated,0.0700,0.07,0.06917646927946641,0.09882021153081356,-2.314453125,513,0.1252,A,A,True,True,1,False,False,True,A) Influenza
17,undemonstrated,0.0486,0.0486,0.04811985086390936,0.063678630095297,-2.75390625,513,0.1252,A,A,True,True,1,False,False,True,"A) Influenza

Given the symptoms including a cough, fever, sore throat, diffuse muscle pain, and significant fatigue, along with the presence of"
17,undemonstrated,0.0380,0.038,0.03876454024753428,0.04750715251567949,-3.046875,513,0.1252,A,A,True,True,1,False,False,True,"A) Influenza

Given the symptoms including a cough, fever, sore throat, diffuse muscle pain, significant fatigue, and a rash, influenza appears"
18,undemonstrated,natural,,0.1938948544562937,1.0,0.0,451,0.1101,E,D,False,True,3,True,True,True,◆D ⟦OK⟧
18,undemonstrated,0.1500,0.15,0.15048198074409394,0.4533840931520487,-0.791015625,451,0.1101,E,D,False,True,3,True,True,True,◆D⟦OK⟧
18,undemonstrated,0.1200,0.12,0.12037233828193415,0.25984856758801733,-1.34765625,451,0.1101,E,D,False,True,1,False,False,True,D
18,undemonstrated,0.0900,0.09,0.0907469289476969,0.1446275083208538,-1.93359375,451,0.1101,E,E,True,True,1,False,False,True,E
18,undemonstrated,0.0700,0.07,0.06939921082095389,0.09596708604499847,-2.34375,451,0.1101,E,E,True,True,1,False,False,True,E) Panic attack
18,undemonstrated,0.0486,0.0486,0.048302186445424014,0.05832077661072152,-2.841796875,451,0.1101,E,E,True,True,1,False,False,True,E) Panic attack
18,undemonstrated,0.0380,0.038,0.0382970920234729,0.04225373612899232,-3.1640625,451,0.1101,E,E,True,True,1,False,False,True,"E) Panic attack

Given the patient's symptoms of chest pain, palpitations, shortness of breath, dizziness, and a history of anxiety and depression"
19,undemonstrated,natural,,0.18231064513384387,1.0,0.0,488,0.1191,E,D,False,True,3,True,True,True,◆D ⟦OK⟧
19,undemonstrated,0.1500,0.15,0.14985407752031882,0.556583819812148,-0.5859375,488,0.1191,E,D,False,True,3,True,True,True,◆D ⟦OK⟧
19,undemonstrated,0.1200,0.12,0.11915825808186664,0.30978554847668166,-1.171875,488,0.1191,E,D,False,True,2,False,True,True,D ⟦OK⟧
19,undemonstrated,0.0900,0.09,0.08907315489688049,0.1626090785152391,-1.81640625,488,0.1191,E,D,False,True,2,False,True,True,D ⟦OK⟧
19,undemonstrated,0.0700,0.07,0.06963411433006927,0.10789869514276741,-2.2265625,488,0.1191,E,D,False,True,1,False,False,True,D
19,undemonstrated,0.0486,0.0486,0.0492710531839354,0.06557181170489068,-2.724609375,488,0.1191,E,D,False,True,1,False,False,True,D) HIV (initial infection)
19,undemonstrated,0.0380,0.038,0.0384619027088815,0.04750715251567949,-3.046875,488,0.1191,E,A,False,True,1,False,False,True,"A) URTI

Given the symptoms of sore throat, fever, rash, and other flu-like symptoms, along with the patient's age and immunos"
20,undemonstrated,natural,,0.19051853129107418,1.0,0.0,301,0.0735,D,D,True,True,3,True,True,True,◆D ⟦OK⟧
20,undemonstrated,0.1500,0.15,0.15046598131192027,0.4950358969261986,-0.703125,301,0.0735,D,D,True,True,3,True,True,True,◆D ⟦OK⟧
20,undemonstrated,0.1200,0.12,0.12086372484765015,0.2755289704553164,-1.2890625,301,0.0735,D,D,True,True,3,True,True,True,◆ D) Acute otitis media ⟦OK⟧
20,undemonstrated,0.0900,0.09,0.08992514947613592,0.15335496684492847,-1.875,301,0.0735,D,D,True,True,0,False,False,False,"D) Acute otitis media
E) Chagas

The most likely diagnosis is D) Acute otitis media given the symptoms and history of recent"
20,undemonstrated,0.0700,0.07,0.06958739085719197,0.10175816115137408,-2.28515625,301,0.0735,D,D,True,True,0,False,False,False,"D) Acute otitis media
E) Chagas

The most likely diagnosis is D) Acute otitis media given the symptoms of ear pain,"
20,undemonstrated,0.0486,0.0486,0.048584650414720425,0.06557181170489068,-2.724609375,301,0.0735,D,D,True,True,1,False,False,True,"D) Acute otitis media

Given the symptoms of ear pain, fever, irritability, and a recent history of an ear infection, acute otitis"
20,undemonstrated,0.0380,0.038,0.037862496080141396,0.04613553161443577,-3.076171875,301,0.0735,D,D,True,True,1,False,False,True,"D) Acute otitis media

Given the symptoms of a cough, ear pain (specifically in both ears, described as sharp and sensitive with a high"
21,undemonstrated,natural,,0.18898719253708324,1.0,0.0,388,0.0947,E,D,False,True,3,True,True,True,◆D ⟦OK⟧
21,undemonstrated,0.1500,0.15,0.15062719027146088,0.4950358969261986,-0.703125,388,0.0947,E,E,True,True,3,True,True,True,"◆E) Pulmonary embolism
⟦OK⟧"
21,undemonstrated,0.1200,0.12,0.11999883756455712,0.2755289704553164,-1.2890625,388,0.0947,E,E,True,True,3,True,True,True,"◆E) Pulmonary embolism
⟦OK⟧"
21,undemonstrated,0.0900,0.09,0.0902248396101408,0.1446275083208538,-1.93359375,388,0.0947,E,E,True,True,1,False,False,True,E) Pulmonary embolism
21,undemonstrated,0.0700,0.07,0.07004001526405568,0.09596708604499847,-2.34375,388,0.0947,E,E,True,True,1,False,False,True,"E) Pulmonary embolism

Given the patient's history of active cancer, previous DVT, and recent surgery, along with symptoms of hemoptysis"
21,undemonstrated,0.0486,0.0486,0.048485201135251864,0.060054667895307945,-2.8125,388,0.0947,E,E,True,True,1,False,False,True,"E) Pulmonary embolism

Given the patient's history of active cancer, previous DVT, and recent surgery, along with symptoms of coughing up"
21,undemonstrated,0.0380,0.038,0.0381134154626224,0.04480351198999153,-3.10546875,388,0.0947,E,E,True,True,1,False,False,True,"E) Pulmonary embolism

Given the patient's history of active cancer, previous DVT, and recent surgery, along with symptoms of coughing up"
22,undemonstrated,natural,,0.18963583023504443,1.0,0.0,356,0.0869,C,E,False,True,3,True,True,True,◆E ⟦OK⟧
22,undemonstrated,0.1500,0.15,0.14914434452705697,0.4950358969261986,-0.703125,356,0.0869,C,E,False,True,3,True,True,True,◆E⟦OK⟧
