method,condition,signed_strength,t_delay,delay_idx,area_choose_later,indifference_multiplier,plot_multiplier,log_indifference_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows,time_delay_format,day_count_delays,time_delay_format_source
area_equivalent_multiscale,steer_immediate_minus8,-8.0,8 hours,1,0.9381196639957756,1.3297214423633341,1.3297214423633341,0.28496947846557935,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,2 days,3,0.9597148048171679,1.2038444928623153,1.2038444928623153,0.1855201797926896,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,7 days,4,0.9543469959023854,1.233973997287674,1.233973997287674,0.2102398533711272,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,30 days,5,0.9114743426918678,1.5033195822317365,1.5033195822317365,0.4076757177304096,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,90 days,6,0.7514299215800211,3.1415223719814596,3.1415223719814596,1.1447075142684087,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,365 days,7,0.6750643747289988,4.465511894864691,4.465511894864691,1.4963838538634135,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,730 days,8,0.5907215620934982,6.585016625957765,6.585016625957765,1.8847968600148004,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,1095 days,9,0.6219715620934984,5.702389466812293,5.702389466812293,1.7408852917026718,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,1825 days,10,0.59375,6.493816315762115,6.493816315762115,1.8708503880576624,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,3650 days,11,0.35953593682249707,19.095372132033873,19.095372132033873,2.9494460089418304,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,1 hour,0,0.9963326137319503,1.0170323623048036,1.0170323623048036,0.01688893790212456,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,8 hours,1,0.9855969959023854,1.0685774576051355,1.0685774576051355,0.06632828505899907,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,2 days,3,0.9650826137319503,1.1744506498357496,1.1744506498357496,0.16080050621425276,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,7 days,4,0.9597148048171679,1.2038444928623153,1.2038444928623153,0.1855201797926896,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,30 days,5,0.9114743426918678,1.5033195822317365,1.5033195822317365,0.4076757177304096,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,90 days,6,0.7077442963090199,3.841593495553675,3.841593495553675,1.3458872533226716,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,365 days,7,0.6750643747289988,4.465511894864691,4.465511894864691,1.4963838538634135,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,730 days,8,0.6438143747289988,5.15669268860623,5.15669268860623,1.6402954221755413,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,1095 days,9,0.6438143747289988,5.15669268860623,5.15669268860623,1.6402954221755413,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,1825 days,10,0.5950435214111944,6.455248377178345,6.455248377178345,1.8648935018198927,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,3650 days,11,0.35953593682249707,19.095372132033873,19.095372132033873,2.9494460089418304,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,1 hour,0,0.9881626333369449,1.0560262976348629,1.0560262976348629,0.054513088037310725,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,8 hours,1,0.9855969959023854,1.0685774576051355,1.0685774576051355,0.06632828505899907,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,2 days,3,0.9663761351431448,1.167475377002332,1.167475377002332,0.1548436199764823,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,7 days,4,0.9963326137319503,1.0170323623048036,1.0170323623048036,0.01688893790212456,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,30 days,5,0.9181356730178447,1.4579030816912295,1.4579030816912295,0.3769991579142023,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,90 days,6,0.7253777785102249,3.5419664484005833,3.5419664484005833,1.2646820668145304,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,365 days,7,0.6750643747289988,4.465511894864691,4.465511894864691,1.4963838538634135,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,730 days,8,0.6438143747289988,5.15669268860623,5.15669268860623,1.6402954221755413,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,1095 days,9,0.6451078961401934,5.126066166813978,5.126066166813978,1.6343385359377707,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,1825 days,10,0.6575435214111947,4.840753377848767,4.840753377848767,1.5770703651956355,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,3650 days,11,0.35953593682249707,19.095372132033873,19.095372132033873,2.9494460089418304,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,1 hour,0,0.9799926529419398,1.0965152955105004,1.0965152955105004,0.09213723817249517,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,8 hours,1,0.9922583262283623,1.0362948682911248,1.0362948682911248,0.035651725242791796,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,2 days,3,0.9676696565543395,1.160541531564018,1.160541531564018,0.1488867337387116,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,7 days,4,0.9976261351431449,1.0109920248853612,1.0109920248853612,0.010932051664353981,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,30 days,5,0.8840034158104957,1.706055551875146,1.706055551875146,0.534184011185963,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,90 days,6,0.7417177393002354,3.2852204788845127,3.2852204788845127,1.1894337665441594,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,365 days,7,0.71875,3.651741272548377,3.651741272548377,1.2952041148091507,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,730 days,8,0.6750643747289988,4.465511894864691,4.465511894864691,1.4963838538634135,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,1095 days,9,0.6451078961401934,5.126066166813978,5.126066166813978,1.6343385359377707,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,1825 days,10,0.6575435214111947,4.840753377848767,4.840753377848767,1.5770703651956355,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,3650 days,11,0.35953593682249707,19.095372132033873,19.095372132033873,2.9494460089418304,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,1 hour,0,0.9812861743531343,1.0900028947099476,1.0900028947099476,0.0861803519347256,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,8 hours,1,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,1 day,2,0.9976261351431449,1.0109920248853612,1.0109920248853612,0.010932051664353981,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,2 days,3,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,7 days,4,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,30 days,5,0.9002307477171053,1.583209927938402,1.583209927938402,0.45945438609151074,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,90 days,6,0.8244620356092555,2.244274261520885,2.244274261520885,0.8083822001212959,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,365 days,7,0.71875,3.651741272548377,3.651741272548377,1.2952041148091507,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,730 days,8,0.6969071873644994,4.038179551423277,4.038179551423277,1.395793984336282,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,1095 days,9,0.666950708775694,4.635521315680684,4.635521315680684,1.5337486664106397,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,1825 days,10,0.71875,3.651741272548377,3.651741272548377,1.2952041148091507,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,3650 days,11,0.4314431241869965,13.71240878381037,13.71240878381037,2.618301173532578,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,1 hour,0,0.9821906903504869,1.0854719852290717,1.0854719852290717,0.08201490183096811,finite,0.9781571873644994,64,63,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,8 hours,1,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,2 days,3,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,7 days,4,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,30 days,5,0.9556516550820251,1.226582289991844,1.226582289991844,0.20423167581417445,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,90 days,6,0.9530185654373199,1.2415461545849578,1.2415461545849578,0.21635750174300475,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,365 days,7,0.7839734429912156,2.7042890772093164,2.7042890772093164,0.9948390597185108,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,730 days,8,0.71875,3.651741272548377,3.651741272548377,1.2952041148091507,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,1095 days,9,0.7677698823700316,2.9138033297768042,2.9138033297768042,1.0694592139980377,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,1825 days,10,0.7514299215800211,3.1415223719814596,3.1415223719814596,1.1447075142684087,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,3650 days,11,0.5688787494579977,7.281862952510877,7.281862952510877,1.9853867295419318,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,1 hour,0,0.9988703051274672,1.005215993320568,1.005215993320568,0.005202437146251308,finite,0.9563143747289987,64,62,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,8 hours,1,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,2 days,3,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,7 days,4,0.9991897424157545,1.0037383443129944,1.0037383443129944,0.003731374069937829,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,30 days,5,0.9758952727719854,1.1174020259920883,1.1174020259920883,0.1110063711718281,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,90 days,6,0.9634883090515732,1.1831052509859463,1.1831052509859463,0.16814255059570637,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,365 days,7,0.969493569158038,1.1508344705426399,1.1508344705426399,0.14048730579431093,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,730 days,8,0.9628671478859321,1.1864944312734764,1.1864944312734764,0.17100310347641043,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,1095 days,9,0.98689051731358,1.0622309846294695,1.0622309846294695,0.06037139882122835,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,1825 days,10,0.972115521034298,1.137022235862718,1.137022235862718,0.12841277118466268,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,3650 days,11,0.8754070402763441,1.774949165750364,1.774949165750364,0.5737717835033953,finite,0.9375000000000001,64,62,day_counts,True,config:time_delay_format
