method,condition,signed_strength,t_delay,delay_idx,indifference_multiplier,plot_multiplier,log_indifference_multiplier,logistic_alpha,logistic_beta_log_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows,time_delay_format,day_count_delays,time_delay_format_source
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,3650 days,11,160.2520187880181,100.0,5.076747693462571,-4.592854429977493,0.9046843978265461,right_censored_threshold_above_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,1 hour,0,8736.424081942834,,9.075256240984894,4.341260993623643,-0.47836236006406213,negative_slope_incoherent_amount_effect,0.9687500000000001,64,63,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,8 hours,1,0.00011644660875781231,1.0,-9.058077683931634,1.9146711898880313,0.21137721012091976,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,1 day,2,0.681214930567422,1.0,-0.38387741239589385,1.4733448026601899,3.8380606805297655,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,2 days,3,2744.195291997156,,7.917243156866172,5.152305347544778,-0.6507701286244415,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,7 days,4,852105503.2880027,,20.563220907277508,3.2287604195531423,-0.157016278437706,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,30 days,5,0.3217449736058944,1.0,-1.1339960546764287,0.7304367854167715,0.6441263903913601,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,90 days,6,2.506952235805739,2.506952235805739,0.9190677666634812,-1.334403240685623,1.451909520807096,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,365 days,7,3.8495556187878304,3.8495556187878304,1.3479577179463933,-1.235294105984117,0.9164190312037985,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,730 days,8,6.428189530823955,6.428189530823955,1.8606929326341077,-1.0854436019713505,0.5833545035476283,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,1095 days,9,4.255563603146292,4.255563603146292,1.4482272099273559,-2.392835173154432,1.652251219112544,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,1825 days,10,6.157129656896272,6.157129656896272,1.8176107041605338,-0.6794011994492545,0.3737880712817638,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,3650 days,11,66.3199301300145,66.3199301300145,4.194490457298356,-3.079900496146743,0.7342728580506742,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,1 hour,0,0.7096198853159973,1.0,-0.3430258251043312,1.4144400263896628,4.123421395340894,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,8 hours,1,2.7061807103580616e+18,,42.44206998277087,2.8794767119458937,-0.06784486979816964,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,1 day,2,0.6319774653633378,1.0,-0.4589015415416406,1.6538611784164292,3.6039564671332847,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,2 days,3,4175.731836641428,,8.337044912136937,4.884930391792063,-0.585930679668123,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,7 days,4,9169260.74560326,,16.031367224363898,3.4381118049685826,-0.21446154634543357,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,30 days,5,0.13469671207579748,1.0,-2.0047296051005703,0.9718249850118346,0.48476611635766287,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,90 days,6,2.506952235805739,2.506952235805739,0.9190677666634812,-1.334403240685623,1.451909520807096,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,365 days,7,3.8495556187878304,3.8495556187878304,1.3479577179463933,-1.235294105984117,0.9164190312037985,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,730 days,8,3.8790407419356394,3.8790407419356394,1.3555878916085597,-0.8004489095575207,0.5904810116057445,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,1095 days,9,4.428425563918682,4.428425563918682,1.4880441177077397,-1.387706651324021,0.932570906205198,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,1825 days,10,7.402386111352293,7.402386111352293,2.0018023957151474,-1.0716113345292164,0.5353232351120158,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,3650 days,11,51.647625879833136,51.647625879833136,3.944444228968699,-2.615589836014678,0.6631073185939154,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,1 hour,0,0.5246746613688884,1.0,-0.6449769011100417,2.1942347007996474,3.402036099313395,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,8 hours,1,2.7061807103580616e+18,,42.44206998277087,2.8794767119458937,-0.06784486979816964,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,1 day,2,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,2 days,3,4175.731836641428,,8.337044912136937,4.884930391792063,-0.585930679668123,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,7 days,4,38173.65421720433,,10.549900876477988,4.0922219573430105,-0.38789198166468186,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,30 days,5,1.0940856344508008,1.0940856344508008,0.08991897739960186,-0.18843873222367247,2.0956503028970928,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,90 days,6,2.506952235805739,2.506952235805739,0.9190677666634812,-1.334403240685623,1.451909520807096,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,365 days,7,3.8459517657390467,3.8459517657390467,1.3470211056784396,-2.2328988422103553,1.657656908861673,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,730 days,8,4.721540762421033,4.721540762421033,1.5521351790462172,-0.9525507485173847,0.6137034720794903,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,1095 days,9,4.428425563918682,4.428425563918682,1.4880441177077397,-1.387706651324021,0.932570906205198,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,1825 days,10,5.424336168378838,5.424336168378838,1.690895526663492,-1.9882732226156175,1.1758699406692008,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,3650 days,11,24.682398432717637,24.682398432717637,3.206090375543827,-2.5387551477799017,0.7918538938096124,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,1 hour,0,0.2505127838650801,1.0,-1.3842453263658436,3.291469549633703,2.3778079556714338,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,8 hours,1,0.7248865570749126,1.0,-0.32174010937075986,1.307145719879971,4.062737848993738,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,1 day,2,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,2 days,3,891.6346105197781,,6.793056419196811,6.396657837591901,-0.9416465053220067,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,7 days,4,4175.731836641421,,8.337044912136935,4.884930391792066,-0.5859306796681235,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,30 days,5,1.0940856344508008,1.0940856344508008,0.08991897739960186,-0.18843873222367247,2.0956503028970928,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,90 days,6,3.095982922720544,3.095982922720544,1.1301054397951311,-1.5384124746989596,1.3612999464703466,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,365 days,7,3.8459517657390467,3.8459517657390467,1.3470211056784396,-2.2328988422103553,1.657656908861673,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,730 days,8,3.8495556187878313,3.8495556187878313,1.3479577179463935,-1.2352941059841172,0.9164190312037986,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,1095 days,9,3.8495556187878304,3.8495556187878304,1.3479577179463933,-1.235294105984117,0.9164190312037985,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,1825 days,10,5.379889037962748,5.379889037962748,1.6826677490470092,-1.9523290517832779,1.160258198856544,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,3650 days,11,24.682398432717637,24.682398432717637,3.206090375543827,-2.5387551477799017,0.7918538938096124,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,1 hour,0,0.24904651729847674,1.0,-1.3901155835057053,2.3996463872206792,1.7262207658798112,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,8 hours,1,0.7248865570749126,1.0,-0.32174010937075986,1.307145719879971,4.062737848993738,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,1 day,2,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,2 days,3,624.5497990969499,,6.437031068735379,7.121062914137264,-1.1062651147862597,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,7 days,4,0.2505127838650799,1.0,-1.3842453263658443,3.291469549633705,2.3778079556714338,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,30 days,5,0.9747396335667902,1.0,-0.025584886142085945,0.04890633453826876,1.9115322330014248,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,90 days,6,2.694407789022759,2.694407789022759,0.991178435880709,-1.217546230953705,1.2283824858153392,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,365 days,7,3.8459517657390467,3.8459517657390467,1.3470211056784396,-2.2328988422103553,1.657656908861673,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,730 days,8,3.8495556187878313,3.8495556187878313,1.3479577179463935,-1.2352941059841172,0.9164190312037986,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,1095 days,9,3.8002832715601604,3.8002832715601604,1.3350756091013993,-1.2087409706760281,0.90537267135724,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,1825 days,10,3.9908147288478952,3.9908147288478952,1.3839954027509895,-1.8426627672766138,1.3314081561354352,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,3650 days,11,24.682398432717637,24.682398432717637,3.206090375543827,-2.5387551477799017,0.7918538938096124,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,1 hour,0,0.30660834685752375,1.0,-1.1821840889830773,1.9110988764385266,1.6165831483000814,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,8 hours,1,0.48190348394292565,1.0,-0.7300114257647108,2.2609393087242786,3.097128659809497,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,1 day,2,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,2 days,3,422.1608743596074,,6.0453864602521925,8.362167010169888,-1.383231173912585,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,7 days,4,0.12916204696461045,1.0,-2.0466874849317174,3.9375809009924954,1.9238798937219586,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,30 days,5,1.2756779558816451,1.2756779558816451,0.24347776739528254,-0.4658056922154774,1.913134399081493,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,90 days,6,2.334984847187148,2.334984847187148,0.8480054016724586,-0.9549102832284113,1.126066274277395,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,365 days,7,3.149020858938244,3.149020858938244,1.1470915660849592,-1.9825940700260232,1.7283660072514058,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,730 days,8,3.8459517657390467,3.8459517657390467,1.3470211056784396,-2.2328988422103553,1.657656908861673,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,1095 days,9,3.8002832715601604,3.8002832715601604,1.3350756091013993,-1.2087409706760281,0.90537267135724,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,1825 days,10,3.9908147288478952,3.9908147288478952,1.3839954027509895,-1.8426627672766138,1.3314081561354352,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,3650 days,11,24.682398432717637,24.682398432717637,3.206090375543827,-2.5387551477799017,0.7918538938096124,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,1 hour,0,0.2578756197231815,1.0,-1.3552779044014363,2.0505644028689045,1.5130213487650301,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,8 hours,1,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,1 day,2,0.12916204696461103,1.0,-2.046687484931713,3.937580900992489,1.9238798937219599,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,2 days,3,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,7 days,4,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,30 days,5,1.0503740338573964,1.0503740338573964,0.049146323458511734,-0.08444644583074368,1.7182657803900945,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,90 days,6,1.925520068125718,1.925520068125718,0.6551960965117987,-1.3925539730381682,2.125400289244689,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,365 days,7,3.149020858938244,3.149020858938244,1.1470915660849592,-1.9825940700260232,1.7283660072514058,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,730 days,8,3.477560829665557,3.477560829665557,1.2463311370177719,-2.096258018340517,1.6819430696054458,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,1095 days,9,3.288128269912159,3.288128269912159,1.1903184879634654,-1.06403008769555,0.8939036891849136,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,1825 days,10,3.149020858938244,3.149020858938244,1.1470915660849592,-1.9825940700260232,1.7283660072514058,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,3650 days,11,13.550818570084706,13.550818570084706,2.6064469565773964,-2.6635808571835073,1.0219202237981222,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,1 hour,0,0.20211897677440668,1.0,-1.5988987610370724,2.2050323495549486,1.3790944137856032,left_censored_threshold_below_tested_range,0.9781571873644994,64,63,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,8 hours,1,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,1 day,2,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,2 days,3,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,7 days,4,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,30 days,5,0.7041516549283492,1.0,-0.35076152709110703,0.7321396725870359,2.0872861361356474,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,90 days,6,0.37100854631449076,1.0,-0.9915301807519086,1.2410343499383338,1.2516354761861292,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,365 days,7,2.432425035597345,2.432425035597345,0.8888887167603255,-5.024670797720825,5.652755742061744,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,730 days,8,3.149020858938244,3.149020858938244,1.1470915660849592,-1.9825940700260232,1.7283660072514058,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,1095 days,9,2.1977245359247197,2.1977245359247197,0.7874225232525975,-1.0538221657397724,1.3383185451525577,finite,1.0,64,64,day_counts,True,config:time_delay_format
