session,filler_turns,pathology,gold,condition,evidence_share,target_share,scale,pred,correct
0,42,Pneumonia,D,back_20,0.010868158366587027,,1.0,D,True
0,42,Pneumonia,D,local_clamped,0.010914544202373328,0.010868158366587027,0.1446275083208538,D,True
0,42,Myocarditis,C,local,0.033888127543110144,,1.0,E,False
0,42,Myocarditis,C,back_20,0.005987986475850222,,1.0,E,False
0,42,Myocarditis,C,local_clamped,0.005891932129540331,0.005987986475850222,0.09596708604499847,E,False
0,42,Boerhaave,D,local,0.034651006077015614,,1.0,E,False
0,42,Boerhaave,D,back_20,0.005891592206465563,,1.0,E,False
0,42,Boerhaave,D,local_clamped,0.005810473312466648,0.005891592206465563,0.09596708604499847,E,False
0,42,Anemia,C,local,0.039254134915406975,,1.0,C,True
0,42,Anemia,C,back_20,0.007866916859205536,,1.0,E,False
0,42,Anemia,C,local_clamped,0.007799441726215912,0.007866916859205536,0.11274606657056462,E,False
1,21,Stable angina,B,local,0.035351718254126585,,1.0,A,False
1,21,Stable angina,B,back_20,0.011672354207943018,,1.0,A,False
1,21,Stable angina,B,local_clamped,0.011613678055068827,0.011672354207943018,0.22117764816905203,A,False
1,21,Allergic sinusitis,B,local,0.03599382549659228,,1.0,B,True
1,21,Allergic sinusitis,B,back_20,0.009613603077427512,,1.0,B,True
1,21,Allergic sinusitis,B,local_clamped,0.009478448439571753,0.009613603077427512,0.13840943550614293,D,False
1,21,SLE,C,local,0.052110722491569436,,1.0,A,False
1,21,SLE,C,back_20,0.018024635028662868,,1.0,E,False
1,21,SLE,C,local_clamped,0.017932079411106038,0.018024635028662868,0.09882021153081356,E,False
1,21,Panic attack,E,local,0.04360608462068867,,1.0,E,True
1,21,Panic attack,E,back_20,0.015215884786685684,,1.0,C,False
1,21,Panic attack,E,local_clamped,0.015263771289391093,0.015215884786685684,0.15791424838939916,C,False
1,21,Pneumonia,B,local,0.051305134247750024,,1.0,B,True
1,21,Pneumonia,B,back_20,0.014629303091952954,,1.0,B,True
1,21,Pneumonia,B,local_clamped,0.014551822108573004,0.014629303091952954,0.15561791132802838,B,True
1,21,URTI,A,local,0.038225255743527996,,1.0,A,True
1,21,URTI,A,back_20,0.010565434340115674,,1.0,A,True
1,21,URTI,A,local_clamped,0.010481628991295993,0.010565434340115674,0.15676187515876994,A,True
1,21,Acute laryngitis,C,local,0.03794417212077338,,1.0,A,False
1,21,Acute laryngitis,C,back_20,0.009717331377341775,,1.0,A,False
1,21,Acute laryngitis,C,local_clamped,0.00976514728492701,0.009717331377341775,0.11440977590183832,B,False
1,21,URTI,A,local,0.03794792200873468,,1.0,A,True
1,21,URTI,A,back_20,0.011313987349301554,,1.0,A,True
1,21,URTI,A,local_clamped,0.011381204942664442,0.011313987349301554,0.17754776192410024,A,True
1,28,Guillain-Barré syndrome,C,local,0.03832444325986307,,1.0,C,True
1,28,Guillain-Barré syndrome,C,back_20,0.006707046449318001,,1.0,A,False
1,28,Guillain-Barré syndrome,C,local_clamped,0.006809543901800426,0.006707046449318001,0.063678630095297,B,False
1,28,Viral pharyngitis,A,local,0.03784470915170638,,1.0,C,False
1,28,Viral pharyngitis,A,back_20,0.007774185436788831,,1.0,A,True
1,28,Viral pharyngitis,A,local_clamped,0.007707417690964696,0.007774185436788831,0.10175816115137408,A,True
1,28,Atrial fibrillation,A,local,0.03699130692794787,,1.0,A,True
1,28,Atrial fibrillation,A,back_20,0.007384270649708433,,1.0,A,True
1,28,Atrial fibrillation,A,local_clamped,0.007407891013903383,0.007384270649708433,0.06952870257335038,E,False
1,28,Scombroid food poisoning,D,local,0.04178321529847241,,1.0,D,True
1,28,Scombroid food poisoning,D,back_20,0.009679086976892516,,1.0,D,True
1,28,Scombroid food poisoning,D,local_clamped,0.009900762434082075,0.009679086976892516,0.09184110520102522,D,True
1,28,Myasthenia gravis,E,local,0.03552047294037197,,1.0,E,True
1,28,Myasthenia gravis,E,back_20,0.005847170786677793,,1.0,E,True
1,28,Myasthenia gravis,E,local_clamped,0.005931598419060058,0.005847170786677793,0.09050558205614526,E,True
1,28,Possible NSTEMI / STEMI,C,local,0.03992093861332972,,1.0,C,True
1,28,Possible NSTEMI / STEMI,C,back_20,0.011921250714154756,,1.0,C,True
1,28,Possible NSTEMI / STEMI,C,local_clamped,0.011902880807387562,0.011921250714154756,0.14569068052922882,C,True
1,28,Influenza,C,local,0.04766427566288064,,1.0,B,False
1,28,Influenza,C,back_20,0.011299639939286064,,1.0,B,False
1,28,Influenza,C,local_clamped,0.011360230428752808,0.011299639939286064,0.13245870069633822,B,False
1,28,URTI,B,local,0.038380067420222805,,1.0,B,True
1,28,URTI,B,back_20,0.008751395832400448,,1.0,B,True
1,28,URTI,B,local_clamped,0.008692107761135964,0.008751395832400448,0.08789251557133614,B,True
1,35,Boerhaave,B,local,0.03703337210771668,,1.0,A,False
1,35,Boerhaave,B,back_20,0.007897850158752806,,1.0,A,False
1,35,Boerhaave,B,local_clamped,0.007921622140732106,0.007897850158752806,0.1213137638466268,A,False
1,35,Influenza,C,local,0.04381227084838214,,1.0,B,False
1,35,Influenza,C,back_20,0.013333217565429425,,1.0,A,False
1,35,Influenza,C,local_clamped,0.013396842815267571,0.013333217565429425,0.16744348711569607,B,False
1,35,Pulmonary neoplasm,B,local,0.04018461055914296,,1.0,B,True
1,35,Pulmonary neoplasm,B,back_20,0.009603696681420663,,1.0,A,False
1,35,Pulmonary neoplasm,B,local_clamped,0.00970956956500594,0.009603696681420663,0.08789251557133614,B,True
1,35,Unstable angina,D,local,0.0370498086969629,,1.0,E,False
1,35,Unstable angina,D,back_20,0.00949050584308168,,1.0,D,True
1,35,Unstable angina,D,local_clamped,0.009386898167046609,0.00949050584308168,0.1478405288747087,D,True
1,35,Stable angina,B,local,0.03667530684583716,,1.0,B,True
1,35,Stable angina,B,back_20,0.007431101683949444,,1.0,D,False
1,35,Stable angina,B,local_clamped,0.0074519635561001284,0.007431101683949444,0.1286343687209221,D,False
1,35,GERD,C,local,0.041635122631931455,,1.0,C,True
1,35,GERD,C,back_20,0.009802775981396611,,1.0,C,True
1,35,GERD,C,local_clamped,0.009848630660960258,0.009802775981396611,0.1286343687209221,C,True
1,35,Anemia,E,local,0.042705120827731834,,1.0,E,True
1,35,Anemia,E,back_20,0.011424780113758306,,1.0,E,True
1,35,Anemia,E,local_clamped,0.011504579018599276,0.011424780113758306,0.09184110520102522,E,True
1,35,PSVT,A,local,0.039197682844311965,,1.0,A,True
1,35,PSVT,A,back_20,0.010284441472413341,,1.0,A,True
1,35,PSVT,A,local_clamped,0.010180157345754184,0.010284441472413341,0.08661441151814218,B,False
1,42,Panic attack,A,local,0.04045587969900488,,1.0,A,True
1,42,Panic attack,A,back_20,0.011244608810731267,,1.0,A,True
1,42,Panic attack,A,local_clamped,0.011407208389841722,0.011244608810731267,0.17242162389375282,A,True
1,42,Pancreatic neoplasm,D,local,0.0482491522290064,,1.0,C,False
1,42,Pancreatic neoplasm,D,back_20,0.012956906501553556,,1.0,A,False
1,42,Pancreatic neoplasm,D,local_clamped,0.012840195588119075,0.012956906501553556,0.13245870069633822,C,False
1,42,GERD,D,local,0.034546010105150696,,1.0,D,True
1,42,GERD,D,back_20,0.006356844508171603,,1.0,D,True
1,42,GERD,D,local_clamped,0.006176534110332302,0.006356844508171603,0.13245870069633822,D,True
1,42,GERD,D,local,0.04258239182353089,,1.0,D,True
1,42,GERD,D,back_20,0.007972172323806074,,1.0,D,True
1,42,GERD,D,local_clamped,0.007898411813256736,0.007972172323806074,0.12492045240700124,D,True
1,42,Acute rhinosinusitis,C,local,0.03536104709383563,,1.0,C,True
1,42,Acute rhinosinusitis,C,back_20,0.00803176568543625,,1.0,C,True
1,42,Acute rhinosinusitis,C,local_clamped,0.007988400781227768,0.00803176568543625,0.14892732033918138,A,False
1,42,Viral pharyngitis,B,local,0.03671287781090865,,1.0,A,False
1,42,Viral pharyngitis,B,back_20,0.009680038843898302,,1.0,A,False
1,42,Viral pharyngitis,B,local_clamped,0.009751586601809983,0.009680038843898302,0.15335496684492847,A,False
1,42,Pancreatic neoplasm,D,local,0.043806246797276814,,1.0,D,True
1,42,Pancreatic neoplasm,D,back_20,0.010570629584796576,,1.0,D,True
1,42,Pancreatic neoplasm,D,local_clamped,0.010617241820463112,0.010570629584796576,0.1286343687209221,D,True
1,42,Viral pharyngitis,B,local,0.03886846400479664,,1.0,B,True
1,42,Viral pharyngitis,B,back_20,0.008299399789738015,,1.0,B,True
1,42,Viral pharyngitis,B,local_clamped,0.008378160840282374,0.008299399789738015,0.10789869514276741,B,True
2,21,Epiglottitis,A,local,0.040353957447620034,,1.0,A,True
2,21,Epiglottitis,A,back_20,0.011676817375787175,,1.0,A,True
2,21,Epiglottitis,A,local_clamped,0.011777004436281555,0.011676817375787175,0.1446275083208538,A,True
2,21,Pulmonary neoplasm,B,local,0.0451215866239728,,1.0,B,True
2,21,Pulmonary neoplasm,B,back_20,0.009407165756132119,,1.0,A,False
2,21,Pulmonary neoplasm,B,local_clamped,0.009318998390476526,0.009407165756132119,0.12492045240700124,A,False
2,21,Stable angina,D,local,0.033683134163989256,,1.0,E,False
2,21,Stable angina,D,back_20,0.008326957088627468,,1.0,E,False
2,21,Stable angina,D,local_clamped,0.008425224050732934,0.008326957088627468,0.15791424838939916,E,False
2,21,Acute otitis media,E,local,0.041545550474589354,,1.0,E,True
2,21,Acute otitis media,E,back_20,0.009971375659624554,,1.0,E,True
2,21,Acute otitis media,E,local_clamped,0.010098657768548217,0.009971375659624554,0.10789869514276741,E,True
2,21,Scombroid food poisoning,B,local,0.03896671556485765,,1.0,B,True
2,21,Scombroid food poisoning,B,back_20,0.010279645035967799,,1.0,A,False
2,21,Scombroid food poisoning,B,local_clamped,0.010482304436262548,0.010279645035967799,0.1626090785152391,B,True
2,21,Boerhaave,E,local,0.041012273111275366,,1.0,E,True
2,21,Boerhaave,E,back_20,0.00952320269331885,,1.0,A,False
2,21,Boerhaave,E,local_clamped,0.009521901852162704,0.00952320269331885,0.12676381003940596,A,False
2,21,Pericarditis,A,local,0.03983109852115957,,1.0,C,False
2,21,Pericarditis,A,back_20,0.011619344485577748,,1.0,C,False
2,21,Pericarditis,A,local_clamped,0.011590988995818634,0.011619344485577748,0.18282630132100924,C,False
2,21,SLE,D,local,0.04390539738709321,,1.0,A,False
2,21,SLE,D,back_20,0.009674641828098471,,1.0,A,False
2,21,SLE,D,local_clamped,0.00949450168234738,0.009674641828098471,0.11954965899341273,A,False
2,28,Tuberculosis,A,local,0.0377713900804828,,1.0,A,True
2,28,Tuberculosis,A,back_20,0.005873143742112441,,1.0,A,True
2,28,Tuberculosis,A,local_clamped,0.005861642670380624,0.005873143742112441,0.04750715251567949,A,True
2,28,Viral pharyngitis,D,local,0.03744840457443494,,1.0,A,False
2,28,Viral pharyngitis,D,back_20,0.009481737008094435,,1.0,B,False
2,28,Viral pharyngitis,D,local_clamped,0.009431611760995365,0.009481737008094435,0.12492045240700124,B,False
2,28,Epiglottitis,E,local,0.04702299304019443,,1.0,B,False
2,28,Epiglottitis,E,back_20,0.007507113771773302,,1.0,A,False
2,28,Epiglottitis,E,local_clamped,0.0075962055465370664,0.007507113771773302,0.10175816115137408,A,False
2,28,Viral pharyngitis,A,local,0.034287914012297596,,1.0,E,False
2,28,Viral pharyngitis,A,back_20,0.0064598468843375945,,1.0,A,True
2,28,Viral pharyngitis,A,local_clamped,0.0064821741078572425,0.0064598468843375945,0.11274606657056462,E,False
2,28,Unstable angina,C,local,0.033585542583964505,,1.0,A,False
2,28,Unstable angina,C,back_20,0.007688559245424843,,1.0,A,False
2,28,Unstable angina,C,local_clamped,0.007376390065904777,0.007688559245424843,0.13245870069633822,A,False
2,28,SLE,D,local,0.04026986057891916,,1.0,D,True
2,28,SLE,D,back_20,0.007405712553609071,,1.0,D,True
2,28,SLE,D,local_clamped,0.007331569510131405,0.007405712553609071,0.1213137638466268,E,False
2,28,Pancreatic neoplasm,B,local,0.04457637483201926,,1.0,B,True
2,28,Pancreatic neoplasm,B,back_20,0.009477166474059485,,1.0,C,False
2,28,Pancreatic neoplasm,B,local_clamped,0.009566272058391872,0.009477166474059485,0.12492045240700124,C,False
2,28,URTI,E,local,0.037103431631747626,,1.0,E,True
2,28,URTI,E,back_20,0.0073470914600199735,,1.0,E,True
2,28,URTI,E,local_clamped,0.007364357981351248,0.0073470914600199735,0.09596708604499847,E,True
2,35,Acute pulmonary edema,C,local,0.039055017813927353,,1.0,B,False
2,35,Acute pulmonary edema,C,back_20,0.007972868103300532,,1.0,B,False
2,35,Acute pulmonary edema,C,local_clamped,0.007797319319835565,0.007972868103300532,0.13245870069633822,B,False
2,35,Boerhaave,D,local,0.03424839718825768,,1.0,E,False
2,35,Boerhaave,D,back_20,0.005233143886756615,,1.0,E,False
2,35,Boerhaave,D,local_clamped,0.005140686697139554,0.005233143886756615,0.08789251557133614,E,False
2,35,Scombroid food poisoning,D,local,0.040409154575009355,,1.0,D,True
2,35,Scombroid food poisoning,D,back_20,0.006549346722881058,,1.0,D,True
2,35,Scombroid food poisoning,D,local_clamped,0.006468212968561309,0.006549346722881058,0.061840108201726356,D,True
2,35,Viral pharyngitis,C,local,0.038413501541030064,,1.0,C,True
2,35,Viral pharyngitis,C,back_20,0.006850120253686831,,1.0,D,False
2,35,Viral pharyngitis,C,local_clamped,0.0069472464127784605,0.006850120253686831,0.10789869514276741,D,False
2,35,Pulmonary embolism,A,local,0.03932181980695398,,1.0,E,False
2,35,Pulmonary embolism,A,back_20,0.008021963439357172,,1.0,A,True
2,35,Pulmonary embolism,A,local_clamped,0.00783768784970241,0.008021963439357172,0.1286343687209221,A,True
2,35,GERD,E,local,0.03801168506623197,,1.0,E,True
2,35,GERD,E,back_20,0.005329903439065903,,1.0,E,True
2,35,GERD,E,local_clamped,0.005340413731522439,0.005329903439065903,0.07817322158887273,E,True
2,35,Acute rhinosinusitis,A,local,0.03472594320451051,,1.0,A,True
2,35,Acute rhinosinusitis,A,back_20,0.006338061638917029,,1.0,A,True
2,35,Acute rhinosinusitis,A,local_clamped,0.006484787263118387,0.006338061638917029,0.1213137638466268,A,True
2,35,Boerhaave,C,local,0.035851245717554235,,1.0,D,False
2,35,Boerhaave,C,back_20,0.006482671091251361,,1.0,D,False
2,35,Boerhaave,C,local_clamped,0.006520700342748467,0.006482671091251361,0.08789251557133614,D,False
2,42,Viral pharyngitis,D,local,0.034029085113071234,,1.0,C,False
2,42,Viral pharyngitis,D,back_20,0.007757979871305457,,1.0,C,False
2,42,Viral pharyngitis,D,local_clamped,0.007834649810846483,0.007757979871305457,0.1213137638466268,C,False
2,42,URTI,A,local,0.03641391974173359,,1.0,A,True
2,42,URTI,A,back_20,0.007779617373758963,,1.0,A,True
2,42,URTI,A,local_clamped,0.007829550760230817,0.007779617373758963,0.1213137638466268,A,True
2,42,Pneumonia,A,local,0.045944282892925445,,1.0,A,True
2,42,Pneumonia,A,back_20,0.011187585822062132,,1.0,A,True
2,42,Pneumonia,A,local_clamped,0.01112788730288162,0.011187585822062132,0.13441329461752805,A,True
2,42,Possible NSTEMI / STEMI,B,local,0.0381054608977474,,1.0,B,True
2,42,Possible NSTEMI / STEMI,B,back_20,0.007092740475535717,,1.0,B,True
2,42,Possible NSTEMI / STEMI,B,local_clamped,0.0069960967523248095,0.007092740475535717,0.10789869514276741,B,True
2,42,URTI,A,local,0.035460076725392156,,1.0,A,True
2,42,URTI,A,back_20,0.006894872956017838,,1.0,A,True
2,42,URTI,A,local_clamped,0.006965116357420796,0.006894872956017838,0.09596708604499847,A,True
2,42,Epiglottitis,A,local,0.03569176950593582,,1.0,A,True
2,42,Epiglottitis,A,back_20,0.007239642540707705,,1.0,A,True
2,42,Epiglottitis,A,local_clamped,0.007176472518376341,0.007239642540707705,0.1213137638466268,A,True
2,42,Possible NSTEMI / STEMI,E,local,0.03256290220750836,,1.0,E,True
2,42,Possible NSTEMI / STEMI,E,back_20,0.005899422370421947,,1.0,E,True
2,42,Possible NSTEMI / STEMI,E,local_clamped,0.005867019595705394,0.005899422370421947,0.1213137638466268,E,True
2,42,HIV (initial infection),C,local,0.04465259434578206,,1.0,C,True
2,42,HIV (initial infection),C,back_20,0.007208182271451896,,1.0,D,False
2,42,HIV (initial infection),C,local_clamped,0.007199130370365753,0.007208182271451896,0.09050558205614526,D,False
3,21,Pericarditis,D,local,0.04033223224276319,,1.0,B,False
3,21,Pericarditis,D,back_20,0.01020638831651123,,1.0,D,True
3,21,Pericarditis,D,local_clamped,0.009902963068259385,0.01020638831651123,0.13245870069633822,B,False
3,21,Pulmonary embolism,A,local,0.04342194889437877,,1.0,A,True
3,21,Pulmonary embolism,A,back_20,0.010965116963762194,,1.0,A,True
3,21,Pulmonary embolism,A,local_clamped,0.011045062100775814,0.010965116963762194,0.14045183996771032,A,True
3,21,Acute rhinosinusitis,D,local,0.037778351367763134,,1.0,D,True
3,21,Acute rhinosinusitis,D,back_20,0.0083104831643407,,1.0,D,True
3,21,Acute rhinosinusitis,D,local_clamped,0.008306023265365859,0.0083104831643407,0.13840943550614293,D,True
3,21,PSVT,E,local,0.03438176472964501,,1.0,A,False
3,21,PSVT,E,back_20,0.008050508361639794,,1.0,B,False
3,21,PSVT,E,local_clamped,0.007988801471747695,0.008050508361639794,0.10789869514276741,B,False
3,21,PSVT,B,local,0.04455918332628562,,1.0,A,False
3,21,PSVT,B,back_20,0.009821760751683575,,1.0,A,False
3,21,PSVT,B,local_clamped,0.009893481832967427,0.009821760751683575,0.12492045240700124,A,False
3,21,Myocarditis,D,local,0.03852669597797563,,1.0,E,False
3,21,Myocarditis,D,back_20,0.008505089744088703,,1.0,E,False
3,21,Myocarditis,D,local_clamped,0.008334216224171867,0.008505089744088703,0.1286343687209221,E,False
3,21,Pancreatic neoplasm,C,local,0.04404142933089515,,1.0,C,True
3,21,Pancreatic neoplasm,C,back_20,0.010311554390287662,,1.0,E,False
3,21,Pancreatic neoplasm,C,local_clamped,0.010471005521962071,0.010311554390287662,0.13441329461752805,C,True
3,21,Influenza,C,local,0.04311175707394988,,1.0,E,False
3,21,Influenza,C,back_20,0.00898641866773819,,1.0,E,False
3,21,Influenza,C,local_clamped,0.008913541434933493,0.00898641866773819,0.10789869514276741,E,False
3,28,Anemia,B,local,0.04155107117543083,,1.0,B,True
3,28,Anemia,B,back_20,0.010154160875824726,,1.0,B,True
3,28,Anemia,B,local_clamped,0.010287212591788428,0.010154160875824726,0.09882021153081356,B,True
3,28,Pericarditis,E,local,0.040462959212420935,,1.0,E,True
3,28,Pericarditis,E,back_20,0.009837074538185374,,1.0,B,False
3,28,Pericarditis,E,local_clamped,0.009860040561889877,0.009837074538185374,0.1213137638466268,B,False
3,28,Influenza,D,local,0.045042864743363206,,1.0,A,False
3,28,Influenza,D,back_20,0.009482563084590433,,1.0,A,False
3,28,Influenza,D,local_clamped,0.009439087013891309,0.009482563084590433,0.11440977590183832,A,False
3,28,Myocarditis,B,local,0.03619259835831521,,1.0,D,False
3,28,Myocarditis,B,back_20,0.005793806080036443,,1.0,D,False
3,28,Myocarditis,B,local_clamped,0.0057636575079992895,0.005793806080036443,0.09738320051714533,D,False
3,28,Viral pharyngitis,D,local,0.03704083820245997,,1.0,B,False
3,28,Viral pharyngitis,D,back_20,0.007339050808217286,,1.0,B,False
3,28,Viral pharyngitis,D,local_clamped,0.0073184950543162515,0.007339050808217286,0.09596708604499847,B,False
3,28,Possible NSTEMI / STEMI,E,local,0.03343411449309238,,1.0,E,True
3,28,Possible NSTEMI / STEMI,E,back_20,0.008077366340845533,,1.0,E,True
3,28,Possible NSTEMI / STEMI,E,local_clamped,0.007779023314459761,0.008077366340845533,0.13245870069633822,E,True
3,28,Acute dystonic reactions,E,local,0.03282216638609163,,1.0,E,True
3,28,Acute dystonic reactions,E,back_20,0.005031126349847546,,1.0,A,False
3,28,Acute dystonic reactions,E,local_clamped,0.004999482961271089,0.005031126349847546,0.05341372732716633,A,False
3,28,Panic attack,D,local,0.03399612579001709,,1.0,D,True
3,28,Panic attack,D,back_20,0.00733444712060552,,1.0,D,True
3,28,Panic attack,D,local_clamped,0.007197831164852446,0.00733444712060552,0.13245870069633822,D,True
3,35,Acute COPD exacerbation / infection,A,local,0.028860200689679243,,1.0,A,True
3,35,Acute COPD exacerbation / infection,A,back_20,0.004796698368468013,,1.0,A,True
3,35,Acute COPD exacerbation / infection,A,local_clamped,0.004722555932876791,0.004796698368468013,0.0759162135601666,A,True
3,35,Myasthenia gravis,D,local,0.032782600728099257,,1.0,D,True
3,35,Myasthenia gravis,D,back_20,0.00569152357005578,,1.0,D,True
