method,condition,signed_strength,t_delay,delay_idx,indifference_multiplier,plot_multiplier,log_indifference_multiplier,logistic_alpha,logistic_beta_log_multiplier,status,parsed_weight_fraction,n_parsed_cells,n_unparsed_cells
weighted_logistic_per_delay_column,steer_immediate_minus32,-32.0,tomorrow,2,1.0168046695190123,1.0168046695190123,0.016665033249804954,-0.05275011585003053,3.16531716794792,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus32,-32.0,week,3,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus32,-32.0,month,4,3.7814699704501207,3.7814699704501207,1.3301128151083106,-3.2614297636355363,2.451994843287003,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus32,-32.0,year,5,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus32,-32.0,2 years,6,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus32,-32.0,3 years,7,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus32,-32.0,5 years,8,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus32,-32.0,10 years,9,inf,100.0,,,,right_censored_all_now_in_tested_range,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus16,-16.0,1 hour,0,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus16,-16.0,8 hours,1,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus16,-16.0,tomorrow,2,1.0168046695190123,1.0168046695190123,0.016665033249804954,-0.05275011585003053,3.16531716794792,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus16,-16.0,week,3,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus16,-16.0,month,4,2.550810448313947,2.550810448313947,0.9364111315435603,-3.1102596641251106,3.3214680596526276,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus16,-16.0,year,5,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus16,-16.0,2 years,6,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus16,-16.0,3 years,7,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus16,-16.0,5 years,8,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus16,-16.0,10 years,9,33.26424013882102,33.26424013882102,3.504482950270125,-11.397906262454091,3.252378859932973,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus8,-8.0,1 hour,0,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus8,-8.0,8 hours,1,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus8,-8.0,tomorrow,2,1.0168046695190123,1.0168046695190123,0.016665033249804954,-0.05275011585003053,3.16531716794792,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus8,-8.0,week,3,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus8,-8.0,month,4,2.550810448313947,2.550810448313947,0.9364111315435603,-3.1102596641251106,3.3214680596526276,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus8,-8.0,year,5,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus8,-8.0,2 years,6,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus8,-8.0,3 years,7,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus8,-8.0,5 years,8,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_immediate_minus8,-8.0,10 years,9,33.26424013882102,33.26424013882102,3.504482950270125,-11.397906262454091,3.252378859932973,finite,1.0,8,0
weighted_logistic_per_delay_column,baseline,0.0,1 hour,0,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,baseline,0.0,8 hours,1,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,baseline,0.0,tomorrow,2,1.0168046695190123,1.0168046695190123,0.016665033249804954,-0.05275011585003053,3.16531716794792,finite,1.0,8,0
weighted_logistic_per_delay_column,baseline,0.0,week,3,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,baseline,0.0,month,4,2.550810448313947,2.550810448313947,0.9364111315435603,-3.1102596641251106,3.3214680596526276,finite,1.0,8,0
weighted_logistic_per_delay_column,baseline,0.0,year,5,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,baseline,0.0,2 years,6,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,baseline,0.0,3 years,7,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,baseline,0.0,5 years,8,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,baseline,0.0,10 years,9,33.26424013882102,33.26424013882102,3.504482950270125,-11.397906262454091,3.252378859932973,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus8,8.0,1 hour,0,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus8,8.0,8 hours,1,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus8,8.0,tomorrow,2,1.0168046695190123,1.0168046695190123,0.016665033249804954,-0.05275011585003053,3.16531716794792,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus8,8.0,week,3,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus8,8.0,month,4,2.550810448313947,2.550810448313947,0.9364111315435603,-3.1102596641251106,3.3214680596526276,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus8,8.0,year,5,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus8,8.0,2 years,6,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus8,8.0,3 years,7,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus8,8.0,5 years,8,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus8,8.0,10 years,9,33.26424013882102,33.26424013882102,3.504482950270125,-11.397906262454091,3.252378859932973,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus16,16.0,1 hour,0,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus16,16.0,8 hours,1,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus16,16.0,tomorrow,2,1.0168046695190123,1.0168046695190123,0.016665033249804954,-0.05275011585003053,3.16531716794792,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus16,16.0,week,3,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus16,16.0,month,4,2.550810448313947,2.550810448313947,0.9364111315435603,-3.1102596641251106,3.3214680596526276,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus16,16.0,year,5,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus16,16.0,2 years,6,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus16,16.0,3 years,7,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus16,16.0,5 years,8,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus16,16.0,10 years,9,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus32,32.0,1 hour,0,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus32,32.0,8 hours,1,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus32,32.0,tomorrow,2,1.0168046695190123,1.0168046695190123,0.016665033249804954,-0.05275011585003053,3.16531716794792,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus32,32.0,week,3,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus32,32.0,month,4,2.550810448313947,2.550810448313947,0.9364111315435603,-3.1102596641251106,3.3214680596526276,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus32,32.0,year,5,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus32,32.0,2 years,6,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus32,32.0,3 years,7,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus32,32.0,5 years,8,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus32,32.0,10 years,9,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus64,64.0,1 hour,0,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus64,64.0,8 hours,1,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus64,64.0,tomorrow,2,0.857008723011683,1.0,-0.15430718189277093,0.4212842467429816,2.730166163203828,left_censored_threshold_below_tested_range,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus64,64.0,week,3,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus64,64.0,month,4,2.550810448313947,2.550810448313947,0.9364111315435603,-3.1102596641251106,3.3214680596526276,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus64,64.0,year,5,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus64,64.0,2 years,6,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus64,64.0,3 years,7,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus64,64.0,5 years,8,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus64,64.0,10 years,9,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus128,128.0,1 hour,0,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus128,128.0,8 hours,1,2.1550958361013537,2.1550958361013537,0.7678351940756317,-2.6939611618329335,3.508514825340994,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus128,128.0,tomorrow,2,0.857008723011683,1.0,-0.15430718189277093,0.4212842467429816,2.730166163203828,left_censored_threshold_below_tested_range,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus128,128.0,week,3,4.66720421069448,4.66720421069448,1.54056022231948,-5.788819575596063,3.7576068054518306,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus128,128.0,month,4,2.0704679475689916,2.0704679475689916,0.7277746433567303,-1.0197345921130792,1.4011680695685356,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus128,128.0,year,5,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus128,128.0,2 years,6,4.66720421069448,4.66720421069448,1.54056022231948,-5.788819575596063,3.7576068054518306,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus128,128.0,3 years,7,3.0757611516883903,3.0757611516883903,1.1235523996325862,-4.9018218178008,4.362788793298603,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus128,128.0,5 years,8,6.585748462822774,6.585748462822774,1.8849079905164574,-9.525945002759956,5.0537984085631065,finite,1.0,8,0
weighted_logistic_per_delay_column,steer_long_term_plus128,128.0,10 years,9,33.26424013882102,33.26424013882102,3.504482950270125,-11.397906262454091,3.252378859932973,finite,1.0,8,0
