condition,y_later,t_delay,n_total,n_choose_x,n_choose_y,n_it_depends,n_unparsed,n_parsed,prop_choose_x_parsed,prop_choose_y_parsed,prop_it_depends_parsed,unparsed_rate
steer_immediate_minus64,200,3 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,200,5 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,200,8 hours,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,200,month,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,200,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,200,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,200,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,500,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,500,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,500,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,500,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,500,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,500,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,500,month,1,0,0,1,0,1,0.5,0.5,1.0,0.0
steer_immediate_minus64,500,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,500,week,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,500,year,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,1000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,1000,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,1000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,1000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,1000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,1000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,1000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,1000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,1000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,1000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,1 hour,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,10 years,1,1,0,0,0,1,1.0,0.0,0.0,0.0
steer_immediate_minus64,10000,2 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,3 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,5 years,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,8 hours,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,month,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,tomorrow,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,week,1,0,1,0,0,1,0.0,1.0,0.0,0.0
steer_immediate_minus64,10000,year,1,0,1,0,0,1,0.0,1.0,0.0,0.0
