dataset,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,prompt_idx,question,immediate,long_term,prompt,continuation,parsed_letter,parsed_semantic,parse_method,fallback_used,score_a,score_b,immediate_sum_logprob,immediate_avg_logprob,immediate_token_count,long_term_sum_logprob,long_term_avg_logprob,long_term_token_count,long_minus_immediate_sum_logprob,long_minus_immediate_avg_logprob,logprob_prefers_long_term
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,19,The bank's fraud incident triggers efforts toward, (B) freezing suspicious accounts and notifying customers, (A) deploying advanced detection algorithms and authentication,"The bank's fraud incident triggers efforts toward
Options:
  deploying advanced detection algorithms and authentication
  freezing suspicious accounts and notifying customers
  Answer:
","The bank's fraud incident triggers efforts toward **deploying advanced detection algorithms and authentication**.

**Answer:** deploying advanced detection algorithms and authentication.",A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-41.65629196166992,-5.950899124145508,7,-35.726600646972656,-5.103800296783447,7,5.929691314697266,0.8470988273620605,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,20,"During the drought, water authorities concentrate on", (A) implementing rationing and emergency distribution, (B) building desalination plants and conservation infrastructure,"During the drought, water authorities concentrate on
Options:
  implementing rationing and emergency distribution
  building desalination plants and conservation infrastructure
  Answer:
","During a drought, water authorities typically prioritize **implementing rationing and emergency distribution** as their immediate response to ensure that available water is distributed efficiently and equitably",A,choose_immediate,literal_exact_stripped,False,3505.0,0.0,-37.46758270263672,-5.352511882781982,7,-37.635555267333984,-4.704444408416748,8,-0.16797256469726562,0.6480674743652344,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,21,The startup's cash crisis leads founders to pursue, (B) cutting expenses and negotiating payment extensions, (A) diversifying funding sources and improving unit economics,"The startup's cash crisis leads founders to pursue
Options:
  diversifying funding sources and improving unit economics
  cutting expenses and negotiating payment extensions
  Answer:
","The correct answer is:  
**cutting expenses and negotiating payment extensions**

**Explanation:**  
When a startup is in a cash crisis, the most immediate and",B,choose_immediate,literal_exact_stripped,False,0.0,3506.0,-37.0361213684082,-5.290874481201172,7,-36.669029235839844,-4.074336528778076,9,0.3670921325683594,1.2165379524230957,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,22,"When the bridge shows structural concerns, engineers prioritize", (A) restricting traffic loads and monitoring stress points, (B) retrofitting supports and updating inspection protocols,"When the bridge shows structural concerns, engineers prioritize
Options:
  restricting traffic loads and monitoring stress points
  retrofitting supports and updating inspection protocols
  Answer:
","When a bridge shows structural concerns, engineers prioritize:

**retrofitting supports and updating inspection protocols**

This option addresses both the immediate safety concerns (retro",B,choose_long_term,literal_exact_stripped,False,0.0,3506.0,-45.34228515625,-5.66778564453125,8,-42.927188873291016,-4.769687652587891,9,2.4150962829589844,0.8980979919433594,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,23,The university's enrollment drop prompts administration to focus on, (B) offering scholarships and extending admission deadlines, (A) developing new programs and improving student outcomes,"The university's enrollment drop prompts administration to focus on
Options:
  developing new programs and improving student outcomes
  offering scholarships and extending admission deadlines
  Answer:
","The university's enrollment drop prompts administration to focus on **developing new programs and improving student outcomes**.

**Answer:** developing new programs and improving student outcomes.",A,choose_long_term,literal_exact_stripped,False,3507.0,0.0,-40.6446533203125,-5.806379318237305,7,-37.2657470703125,-4.6582183837890625,8,3.37890625,1.1481609344482422,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,24,"After the cyberattack, the CISO's directive emphasizes", (A) disconnecting compromised systems and preserving evidence, (B) implementing security training and threat monitoring,"After the cyberattack, the CISO's directive emphasizes
Options:
  disconnecting compromised systems and preserving evidence
  implementing security training and threat monitoring
  Answer:
","The correct answer is:  
**disconnecting compromised systems and preserving evidence**

This is the immediate and critical step following a cyberattack. The CISO's directive",A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-35.70888900756836,-5.1012701988220215,7,-43.150840759277344,-6.1644062995910645,7,-7.441951751708984,-1.063136100769043,0.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,25,The restaurant chain's food safety incident triggers focus on, (B) recalling products and cooperating with health inspectors, (A) upgrading kitchen equipment and supplier verification,"The restaurant chain's food safety incident triggers focus on
Options:
  upgrading kitchen equipment and supplier verification
  recalling products and cooperating with health inspectors
  Answer:
","The correct answer is:  
**recalling products and cooperating with health inspectors**

**Explanation:**  
When a food safety incident occurs, the immediate and most critical",B,choose_immediate,literal_exact_stripped,False,0.0,3507.0,-40.00027847290039,-5.000034809112549,8,-44.636775970458984,-6.376682758331299,7,-4.636497497558594,-1.37664794921875,0.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,26,"When server capacity is overwhelmed, DevOps concentrates on", (A) spinning up additional instances and load balancing, (B) architecting auto-scaling infrastructure and caching layers,"When server capacity is overwhelmed, DevOps concentrates on
Options:
  spinning up additional instances and load balancing
  architecting auto-scaling infrastructure and caching layers
  Answer:
","When server capacity is overwhelmed, **DevOps** focuses on **spinning up additional instances and load balancing** to handle the increased demand.

### Explanation:
-",A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-43.53616714477539,-5.442020893096924,8,-43.532249450683594,-4.353225231170654,10,0.003917694091796875,1.0887956619262695,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,27,The transit system's breakdown leads management to pursue, (B) deploying shuttle buses and communicating delays, (A) modernizing fleet maintenance and signal systems,"The transit system's breakdown leads management to pursue
Options:
  modernizing fleet maintenance and signal systems
  deploying shuttle buses and communicating delays
  Answer:
","The correct answer is: **modernizing fleet maintenance and signal systems**

**Explanation:**  
When a transit system experiences a breakdown, the most effective long-term solution",A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-39.7735710144043,-5.681939125061035,7,-40.308738708496094,-5.758391380310059,7,-0.5351676940917969,-0.07645225524902344,0.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,28,"During the staffing shortage, the clinic director focuses on", (A) bringing in contract staff and prioritizing cases, (B) creating residency programs and retention incentives,"During the staffing shortage, the clinic director focuses on
Options:
  bringing in contract staff and prioritizing cases
  creating residency programs and retention incentives
  Answer:
","The correct answer is:  
**bringing in contract staff and prioritizing cases**

**Explanation:**  
During a staffing shortage, a clinic director would likely focus on",A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-31.84538459777832,-3.98067307472229,8,-35.60320281982422,-5.933867454528809,6,-3.7578182220458984,-1.9531943798065186,0.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,29,The retail chain's theft surge prompts loss prevention to target, (B) increasing security presence and monitoring hot spots, (A) redesigning store layouts and access control systems,"The retail chain's theft surge prompts loss prevention to target
Options:
  redesigning store layouts and access control systems
  increasing security presence and monitoring hot spots
  Answer:
","The correct answer is: **increasing security presence and monitoring hot spots**

**Explanation:**  
When a retail chain experiences a theft surge, the most immediate and",B,choose_immediate,literal_exact_stripped,False,0.0,3507.0,-22.798398971557617,-2.849799871444702,8,-40.12651824951172,-4.458502292633057,9,-17.3281192779541,-1.6087024211883545,0.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,30,The mature business unit's strategy involves, (A) maximizing margins from existing customer relationships, (B) developing new product lines for emerging markets,"The mature business unit's strategy involves
Options:
  maximizing margins from existing customer relationships
  developing new product lines for emerging markets
  Answer:
","The mature business unit's strategy typically involves **maximizing margins from existing customer relationships**.

**Correct Answer:**  
**maximizing margins from existing customer",A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-41.7578125,-5.2197265625,8,-40.21875,-5.02734375,8,1.5390625,0.1923828125,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,31,The vineyard owner's philosophy centers on, (B) picking grapes at peak ripeness for sale, (A) enriching soil and grafting superior rootstock,"The vineyard owner's philosophy centers on
Options:
  enriching soil and grafting superior rootstock
  picking grapes at peak ripeness for sale
  Answer:
","The vineyard owner's philosophy centers on **enriching soil and grafting superior rootstock**. 

This approach focuses on long-term sustainability and quality,",A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-42.785160064697266,-4.753906726837158,9,-41.25788879394531,-4.125789165496826,10,1.5272712707519531,0.628117561340332,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,32,The private equity firm's approach involves, (A) selling portfolio companies at favorable valuations, (B) nurturing operational improvements in holdings,"The private equity firm's approach involves
Options:
  selling portfolio companies at favorable valuations
  nurturing operational improvements in holdings
  Answer:
","The private equity firm's approach involves **nurturing operational improvements in holdings**.

**Answer:**  
**nurturing operational improvements in holdings**.",B,choose_long_term,literal_exact_stripped,False,0.0,3505.0,-45.85158920288086,-6.550227165222168,7,-41.06787872314453,-5.86683988571167,7,4.783710479736328,0.683387279510498,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,33,The patent holder's strategy emphasizes, (B) licensing intellectual property for royalty income, (A) funding research to extend the innovation pipeline,"The patent holder's strategy emphasizes
Options:
  funding research to extend the innovation pipeline
  licensing intellectual property for royalty income
  Answer:
","The correct answer is:  
**funding research to extend the innovation pipeline**

**Explanation:**  
The patent holder's strategy often emphasizes **funding research**",A,choose_long_term,literal_exact_stripped,False,3507.0,0.0,-44.55765914916992,-6.36538028717041,7,-37.88302993774414,-4.735378742218018,8,6.674629211425781,1.6300015449523926,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,34,The forest manager's directive focuses on, (A) marking mature timber for selective logging, (B) planting saplings and managing undergrowth health,"The forest manager's directive focuses on
Options:
  marking mature timber for selective logging
  planting saplings and managing undergrowth health
  Answer:
","The forest manager's directive focuses on **marking mature timber for selective logging**.

**Answer:** marking mature timber for selective logging",A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-43.68555450439453,-6.240793704986572,7,-41.20314407348633,-4.578127384185791,9,2.482410430908203,1.6626663208007812,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,35,The talent agency's business model emphasizes, (B) booking established clients for high-paying engagements, (A) scouting and developing promising newcomers,"The talent agency's business model emphasizes
Options:
  scouting and developing promising newcomers
  booking established clients for high-paying engagements
  Answer:
","The correct answer is:  
**scouting and developing promising newcomers**

This aligns with the typical business model of a talent agency, which often focuses on identifying",A,choose_long_term,literal_exact_stripped,False,3505.0,0.0,-50.995121002197266,-7.285017490386963,7,-43.468807220458984,-7.2448015213012695,6,7.526313781738281,0.04021596908569336,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,36,The real estate investor's approach involves, (A) selling properties at peak market conditions, (B) renovating and repositioning undervalued assets,"The real estate investor's approach involves
Options:
  selling properties at peak market conditions
  renovating and repositioning undervalued assets
  Answer:
","The real estate investor's approach involves **renovating and repositioning undervalued assets**.

**Answer:**  
**renovating and reposition",B,choose_long_term,literal_exact_stripped,False,0.0,3505.0,-44.16796875,-7.361328125,6,-49.525325775146484,-4.502302646636963,11,-5.357357025146484,2.859025478363037,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,37,The publisher's content strategy emphasizes, (B) monetizing the existing catalog through licensing, (A) commissioning new works and nurturing authors,"The publisher's content strategy emphasizes
Options:
  commissioning new works and nurturing authors
  monetizing the existing catalog through licensing
  Answer:
","The publisher's content strategy emphasizes **commissioning new works and nurturing authors**.

**Answer:**  
**commissioning new works and nurturing authors**",A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-44.26171875,-5.53271484375,8,-42.64453125,-6.092076301574707,7,1.6171875,-0.559361457824707,0.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,38,The pension fund manager's allocation reflects, (A) drawing down principal for beneficiary payouts, (B) reinvesting dividends to grow the corpus,"The pension fund manager's allocation reflects
Options:
  drawing down principal for beneficiary payouts
  reinvesting dividends to grow the corpus
  Answer:
","The pension fund manager's allocation reflects:

**reinvesting dividends to grow the corpus**

**Answer:**  
**reinvesting dividends to grow the corpus**",B,choose_long_term,literal_exact_stripped,False,0.0,3506.0,-43.164066314697266,-7.194011211395264,6,-41.585594177246094,-5.198199272155762,8,1.5784721374511719,1.995811939239502,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,39,The technology company's R&D philosophy involves, (B) commercializing existing innovations for revenue, (A) funding exploratory research without defined applications,"The technology company's R&D philosophy involves
Options:
  funding exploratory research without defined applications
  commercializing existing innovations for revenue
  Answer:
","The technology company's R&D philosophy involves **funding exploratory research without defined applications**.

**Answer:**  
**funding exploratory research without defined applications",A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-46.22265625,-7.7037763595581055,6,-42.53162384033203,-5.316452980041504,8,3.6910324096679688,2.3873233795166016,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,40,The farmer's seasonal decision centers on, (A) selling the entire crop at favorable prices, (B) saving seed stock and rotating soil nutrients,"The farmer's seasonal decision centers on
Options:
  selling the entire crop at favorable prices
  saving seed stock and rotating soil nutrients
  Answer:
","The farmer's seasonal decision centers on **saving seed stock and rotating soil nutrients**.

**Answer:** saving seed stock and rotating soil nutrients",B,choose_long_term,literal_exact_stripped,False,0.0,3507.0,-41.16407775878906,-5.880582809448242,7,-36.53125,-5.21875,7,4.6328277587890625,0.6618328094482422,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,41,The streaming service's catalog approach involves, (B) maximizing views from popular existing content, (A) investing in original productions and new creators,"The streaming service's catalog approach involves
Options:
  investing in original productions and new creators
  maximizing views from popular existing content
  Answer:
","The streaming service's catalog approach involves:

**maximizing views from popular existing content**

**Answer:** maximizing views from popular existing content.",B,choose_immediate,literal_exact_stripped,False,0.0,3506.0,-48.345703125,-6.043212890625,8,-47.724609375,-5.965576171875,8,0.62109375,0.07763671875,1.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,42,The mining company's resource strategy emphasizes, (A) extracting ore from proven high-yield deposits, (B) conducting geological surveys and securing claims,"The mining company's resource strategy emphasizes
Options:
  extracting ore from proven high-yield deposits
  conducting geological surveys and securing claims
  Answer:
","The mining company's resource strategy emphasizes **extracting ore from proven high-yield deposits**.

**Answer:**  
extracting ore from proven high-yield deposits",A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-44.707061767578125,-4.967451572418213,9,-44.7890625,-6.398437976837158,7,-0.082000732421875,-1.4309864044189453,0.0
implicit_full,mm,steer_long_term,10,8.0,8.0,8.77165412902832,0.9999999403953552,43,The professional athlete's career management focuses on, (B) maximizing endorsement deals during peak performance, (A) building business skills and post-career ventures,"The professional athlete's career management focuses on
Options:
  building business skills and post-career ventures
  maximizing endorsement deals during peak performance
  Answer:
","The professional athlete's career management focuses on **building business skills and post-career ventures**.

**Answer:** building business skills and post-career ventures.",A,choose_long_term,literal_exact_stripped,False,3507.0,0.0,-47.04296875,-5.88037109375,8,-39.960941314697266,-4.995117664337158,8,7.082027435302734,0.8852534294128418,1.0
