dataset,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,baseline_prop_choose_long_term,baseline_prop_choose_immediate,baseline_prop_choose_long_term_no_fallback,baseline_prop_choose_immediate_no_fallback,delta_long_term_vs_baseline,delta_immediate_vs_baseline,delta_long_term_vs_baseline_no_fallback,delta_immediate_vs_baseline_no_fallback,steering_success,steering_success_no_fallback,n_prompts,n_no_fallback_prompts,prop_choose_long_term,prop_choose_immediate,prop_choose_long_term_no_fallback,prop_choose_immediate_no_fallback,fallback_rate,direct_parse_rate
explicit_train,wmm,steer_immediate,40,8.0,-8.0,0.16246330738067627,1.0,0.6525,0.3475,0.660574412532637,0.3394255874673629,-0.010000000000000009,0.010000000000000009,-0.009532745865970416,0.009532745865970416,0.3575,0.3489583333333333,400,384,0.6425,0.3575,0.6510416666666666,0.3489583333333333,0.04,0.96
explicit_test,wmm,steer_long_term,8,0.0,0.0,0.9383496642112732,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,0.0,0.0,0.0,0.0,0.66,0.6701030927835051,100,97,0.66,0.34,0.6701030927835051,0.32989690721649484,0.03,0.97
explicit_test,wmm,steer_immediate,8,0.0,-0.0,0.9383496642112732,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,0.0,0.0,0.0,0.0,0.34,0.32989690721649484,100,97,0.66,0.34,0.6701030927835051,0.32989690721649484,0.03,0.97
explicit_test,wmm,steer_long_term,8,2.0,2.0,0.9383496642112732,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,0.0,0.0,0.0,0.0,0.66,0.6701030927835051,100,97,0.66,0.34,0.6701030927835051,0.32989690721649484,0.03,0.97
explicit_test,wmm,steer_immediate,8,2.0,-2.0,0.9383496642112732,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,0.0,0.0,0.0,0.0,0.34,0.32989690721649484,100,97,0.66,0.34,0.6701030927835051,0.32989690721649484,0.03,0.97
explicit_test,wmm,steer_long_term,8,8.0,8.0,0.9383496642112732,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,0.0,0.0,-0.0034364261168384758,0.0034364261168384758,0.66,0.6666666666666666,100,96,0.66,0.34,0.6666666666666666,0.3333333333333333,0.04,0.96
explicit_test,wmm,steer_immediate,8,8.0,-8.0,0.9383496642112732,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,-0.030000000000000027,0.02999999999999997,-0.04384046652087881,0.04384046652087892,0.37,0.37373737373737376,100,99,0.63,0.37,0.6262626262626263,0.37373737373737376,0.01,0.99
explicit_test,wmm,steer_long_term,24,0.0,0.0,0.4046155512332916,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,0.0,0.0,0.0,0.0,0.66,0.6701030927835051,100,97,0.66,0.34,0.6701030927835051,0.32989690721649484,0.03,0.97
explicit_test,wmm,steer_immediate,24,0.0,-0.0,0.4046155512332916,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,0.0,0.0,0.0,0.0,0.34,0.32989690721649484,100,97,0.66,0.34,0.6701030927835051,0.32989690721649484,0.03,0.97
explicit_test,wmm,steer_long_term,24,2.0,2.0,0.4046155512332916,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,-0.020000000000000018,0.019999999999999962,-0.020618556701030855,0.02061855670103091,0.64,0.6494845360824743,100,97,0.64,0.36,0.6494845360824743,0.35051546391752575,0.03,0.97
explicit_test,wmm,steer_immediate,24,2.0,-2.0,0.4046155512332916,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,0.010000000000000009,-0.010000000000000009,0.010309278350515538,-0.010309278350515483,0.33,0.31958762886597936,100,97,0.67,0.33,0.6804123711340206,0.31958762886597936,0.03,0.97
explicit_test,wmm,steer_long_term,24,8.0,8.0,0.4046155512332916,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,-0.040000000000000036,0.03999999999999998,-0.047654113191668346,0.0476541131916684,0.62,0.6224489795918368,100,98,0.62,0.38,0.6224489795918368,0.37755102040816324,0.02,0.98
explicit_test,wmm,steer_immediate,24,8.0,-8.0,0.4046155512332916,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,0.020000000000000018,-0.020000000000000018,0.020618556701030966,-0.02061855670103091,0.32,0.30927835051546393,100,97,0.68,0.32,0.6907216494845361,0.30927835051546393,0.03,0.97
explicit_test,wmm,steer_long_term,40,0.0,0.0,0.16246330738067627,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,0.0,0.0,0.0,0.0,0.66,0.6701030927835051,100,97,0.66,0.34,0.6701030927835051,0.32989690721649484,0.03,0.97
explicit_test,wmm,steer_immediate,40,0.0,-0.0,0.16246330738067627,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,0.0,0.0,0.0,0.0,0.34,0.32989690721649484,100,97,0.66,0.34,0.6701030927835051,0.32989690721649484,0.03,0.97
explicit_test,wmm,steer_long_term,40,2.0,2.0,0.16246330738067627,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,0.0,0.0,0.0,0.0,0.66,0.6701030927835051,100,97,0.66,0.34,0.6701030927835051,0.32989690721649484,0.03,0.97
explicit_test,wmm,steer_immediate,40,2.0,-2.0,0.16246330738067627,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,-0.010000000000000009,0.009999999999999953,-0.010309278350515427,0.010309278350515483,0.35,0.3402061855670103,100,97,0.65,0.35,0.6597938144329897,0.3402061855670103,0.03,0.97
explicit_test,wmm,steer_long_term,40,8.0,8.0,0.16246330738067627,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,0.0,0.0,0.0,0.0,0.66,0.6701030927835051,100,97,0.66,0.34,0.6701030927835051,0.32989690721649484,0.03,0.97
explicit_test,wmm,steer_immediate,40,8.0,-8.0,0.16246330738067627,1.0,0.66,0.34,0.6701030927835051,0.32989690721649484,-0.010000000000000009,0.009999999999999953,-0.010309278350515427,0.010309278350515483,0.35,0.3402061855670103,100,97,0.65,0.35,0.6597938144329897,0.3402061855670103,0.03,0.97
implicit_full,wmm,steer_long_term,8,0.0,0.0,0.9383496642112732,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.0,0.0,0.0,0.0,0.43666666666666665,0.4955357142857143,300,224,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.25333333333333335,0.7466666666666667
implicit_full,wmm,steer_immediate,8,0.0,-0.0,0.9383496642112732,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.0,0.0,0.0,0.0,0.5633333333333334,0.5044642857142857,300,224,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.25333333333333335,0.7466666666666667
implicit_full,wmm,steer_long_term,8,2.0,2.0,0.9383496642112732,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.0,0.0,0.004464285714285698,-0.004464285714285698,0.43666666666666665,0.5,300,222,0.43666666666666665,0.5633333333333334,0.5,0.5,0.26,0.74
implicit_full,wmm,steer_immediate,8,2.0,-2.0,0.9383496642112732,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,-0.009999999999999953,0.010000000000000009,0.0021811806914546206,-0.002181180691454676,0.5733333333333334,0.502283105022831,300,219,0.4266666666666667,0.5733333333333334,0.4977168949771689,0.502283105022831,0.27,0.73
implicit_full,wmm,steer_long_term,8,8.0,8.0,0.9383496642112732,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,-0.009999999999999953,0.010000000000000009,-0.0047949735449735464,0.004794973544973602,0.4266666666666667,0.49074074074074076,300,216,0.4266666666666667,0.5733333333333334,0.49074074074074076,0.5092592592592593,0.28,0.72
implicit_full,wmm,steer_immediate,8,8.0,-8.0,0.9383496642112732,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,-0.023333333333333317,0.023333333333333317,-0.01785714285714285,0.017857142857142905,0.5866666666666667,0.5223214285714286,300,224,0.41333333333333333,0.5866666666666667,0.47767857142857145,0.5223214285714286,0.25333333333333335,0.7466666666666667
implicit_full,wmm,steer_long_term,24,0.0,0.0,0.4046155512332916,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.0,0.0,0.0,0.0,0.43666666666666665,0.4955357142857143,300,224,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.25333333333333335,0.7466666666666667
implicit_full,wmm,steer_immediate,24,0.0,-0.0,0.4046155512332916,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.0,0.0,0.0,0.0,0.5633333333333334,0.5044642857142857,300,224,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.25333333333333335,0.7466666666666667
implicit_full,wmm,steer_long_term,24,2.0,2.0,0.4046155512332916,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,-0.009999999999999953,0.010000000000000009,-0.00454472329472333,0.00454472329472333,0.4266666666666667,0.49099099099099097,300,222,0.4266666666666667,0.5733333333333334,0.49099099099099097,0.509009009009009,0.26,0.74
implicit_full,wmm,steer_immediate,24,2.0,-2.0,0.4046155512332916,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.010000000000000009,-0.010000000000000009,0.018100649350649367,-0.01810064935064931,0.5533333333333333,0.4863636363636364,300,220,0.44666666666666666,0.5533333333333333,0.5136363636363637,0.4863636363636364,0.26666666666666666,0.7333333333333333
implicit_full,wmm,steer_long_term,24,8.0,8.0,0.4046155512332916,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,-0.013333333333333308,0.013333333333333308,-0.009297182175622531,0.009297182175622587,0.42333333333333334,0.48623853211009177,300,218,0.42333333333333334,0.5766666666666667,0.48623853211009177,0.5137614678899083,0.2733333333333333,0.7266666666666667
implicit_full,wmm,steer_immediate,24,8.0,-8.0,0.4046155512332916,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,-0.009999999999999953,0.010000000000000009,-0.019980158730158737,0.019980158730158792,0.5733333333333334,0.5244444444444445,300,225,0.4266666666666667,0.5733333333333334,0.47555555555555556,0.5244444444444445,0.25,0.75
implicit_full,wmm,steer_long_term,40,0.0,0.0,0.16246330738067627,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.0,0.0,0.0,0.0,0.43666666666666665,0.4955357142857143,300,224,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.25333333333333335,0.7466666666666667
implicit_full,wmm,steer_immediate,40,0.0,-0.0,0.16246330738067627,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.0,0.0,0.0,0.0,0.5633333333333334,0.5044642857142857,300,224,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.25333333333333335,0.7466666666666667
implicit_full,wmm,steer_long_term,40,2.0,2.0,0.16246330738067627,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.0,0.0,0.0022018422753716793,-0.0022018422753716793,0.43666666666666665,0.497737556561086,300,221,0.43666666666666665,0.5633333333333334,0.497737556561086,0.502262443438914,0.2633333333333333,0.7366666666666667
implicit_full,wmm,steer_immediate,40,2.0,-2.0,0.16246330738067627,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.00666666666666671,-0.00666666666666671,0.011190743113388857,-0.011190743113388857,0.5566666666666666,0.49327354260089684,300,223,0.44333333333333336,0.5566666666666666,0.5067264573991032,0.49327354260089684,0.25666666666666665,0.7433333333333333
implicit_full,wmm,steer_long_term,40,8.0,8.0,0.16246330738067627,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.003333333333333355,-0.0033333333333332993,0.011313600782778876,-0.011313600782778876,0.44,0.5068493150684932,300,219,0.44,0.56,0.5068493150684932,0.4931506849315068,0.27,0.73
implicit_full,wmm,steer_immediate,40,8.0,-8.0,0.16246330738067627,1.0,0.43666666666666665,0.5633333333333334,0.4955357142857143,0.5044642857142857,0.013333333333333364,-0.013333333333333308,0.017857142857142794,-0.01785714285714285,0.55,0.48660714285714285,300,224,0.45,0.55,0.5133928571428571,0.48660714285714285,0.25333333333333335,0.7466666666666667
