dataset,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,baseline_prop_choose_long_term,baseline_prop_choose_immediate,baseline_prop_choose_long_term_no_fallback,baseline_prop_choose_immediate_no_fallback,baseline_mean_long_minus_immediate_avg_logprob,baseline_prop_logprob_prefers_long_term,delta_long_term_vs_baseline,delta_immediate_vs_baseline,delta_long_term_vs_baseline_no_fallback,delta_immediate_vs_baseline_no_fallback,delta_long_minus_immediate_avg_logprob_vs_baseline,delta_prop_logprob_prefers_long_term_vs_baseline,steering_success,steering_success_no_fallback,result_source,reused_from_path,n_prompts,n_no_fallback_prompts,prop_choose_long_term,prop_choose_immediate,prop_choose_long_term_no_fallback,prop_choose_immediate_no_fallback,fallback_rate,direct_parse_rate,mean_long_minus_immediate_avg_logprob,mean_long_minus_immediate_sum_logprob,prop_logprob_prefers_long_term
explicit_test,mm,steer_long_term,10,32.0,32.0,8.77165412902832,0.9999999403953552,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.0,0.0,0.2171945701357466,-0.2171945701357466,0.21433006286621092,0.030000000000000027,0.64,0.9230769230769231,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,39,0.64,0.36,0.9230769230769231,0.07692307692307693,0.61,0.39,0.9039744567871094,1.333671703338623,0.6
explicit_test,mm,steer_immediate,10,32.0,-32.0,8.77165412902832,0.9999999403953552,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.2,0.20000000000000007,-0.3152573529411765,0.31525735294117646,-0.12047130465507516,0.0,0.56,0.609375,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,64,0.44,0.56,0.390625,0.609375,0.36,0.64,0.5691730892658233,0.07453561782836914,0.57
explicit_test,mm,steer_long_term,14,2.0,2.0,10.132461547851562,0.9999999403953552,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.0,0.0,0.03485838779956418,-0.034858387799564294,-0.002487487792968812,0.0,0.64,0.7407407407407407,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,81,0.64,0.36,0.7407407407407407,0.25925925925925924,0.19,0.81,0.6871569061279297,0.37450084686279295,0.57
explicit_test,mm,steer_immediate,14,2.0,-2.0,10.132461547851562,0.9999999403953552,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.0,0.0,0.0258249641319942,-0.025824964131994255,0.005034642219543417,-0.009999999999999898,0.36,0.2682926829268293,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,82,0.64,0.36,0.7317073170731707,0.2682926829268293,0.18,0.82,0.6946790361404419,0.3958855056762695,0.56
explicit_test,mm,steer_long_term,14,4.0,4.0,10.132461547851562,0.9999999403953552,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.020000000000000018,-0.019999999999999962,0.050215208034433245,-0.0502152080344333,-0.0038818597793579546,0.0,0.66,0.7560975609756098,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,82,0.66,0.34,0.7560975609756098,0.24390243902439024,0.18,0.82,0.6857625341415405,0.3737300682067871,0.57
explicit_test,mm,steer_immediate,14,4.0,-4.0,10.132461547851562,0.9999999403953552,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.0,0.0,0.0258249641319942,-0.025824964131994255,0.011280763149261408,0.0,0.36,0.2682926829268293,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,82,0.64,0.36,0.7317073170731707,0.2682926829268293,0.18,0.82,0.7009251570701599,0.4150588607788086,0.57
explicit_test,mm,steer_long_term,14,8.0,8.0,10.132461547851562,0.9999999403953552,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.040000000000000036,-0.03999999999999998,0.10424422933730448,-0.10424422933730454,0.005729546546936026,0.0,0.68,0.810126582278481,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,79,0.68,0.32,0.810126582278481,0.189873417721519,0.21,0.79,0.6953739404678345,0.4150830078125,0.57
explicit_test,mm,steer_immediate,14,8.0,-8.0,10.132461547851562,0.9999999403953552,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.06000000000000005,0.06,-0.055279943302622314,0.05527994330262226,0.025471456050872754,0.0,0.42,0.3493975903614458,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,83,0.58,0.42,0.6506024096385542,0.3493975903614458,0.17,0.83,0.7151158499717712,0.4631488609313965,0.57
explicit_test,mm,steer_long_term,14,16.0,16.0,10.132461547851562,0.9999999403953552,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.05999999999999994,-0.06,0.10424422933730448,-0.10424422933730454,0.05624462127685537,0.0,0.7,0.810126582278481,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,79,0.7,0.3,0.810126582278481,0.189873417721519,0.21,0.79,0.7458890151977539,0.6422384452819824,0.57
explicit_test,mm,steer_immediate,14,16.0,-16.0,10.132461547851562,0.9999999403953552,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.09999999999999998,0.10000000000000003,-0.1359898798228969,0.1359898798228969,0.03804231166839589,0.0,0.46,0.43010752688172044,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,93,0.54,0.46,0.5698924731182796,0.43010752688172044,0.07,0.93,0.7276867055892944,0.49539161682128907,0.57
explicit_test,mm,steer_long_term,14,32.0,32.0,10.132461547851562,0.9999999403953552,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.030000000000000027,0.030000000000000027,0.1869747899159664,-0.1869747899159664,0.1825798034667968,0.050000000000000044,0.61,0.8928571428571429,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,28,0.61,0.39,0.8928571428571429,0.10714285714285714,0.72,0.28,0.8722241973876953,1.4086410331726074,0.62
explicit_test,mm,steer_immediate,14,32.0,-32.0,10.132461547851562,0.9999999403953552,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.17000000000000004,0.17000000000000004,-0.3199174406604748,0.31991744066047473,-0.20747773528099067,0.0,0.53,0.6140350877192983,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,57,0.47,0.53,0.38596491228070173,0.6140350877192983,0.43,0.57,0.4821666586399078,-0.18222752571105957,0.57
explicit_test,mm,steer_long_term,18,2.0,2.0,11.99150562286377,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.010000000000000009,-0.010000000000000009,0.04110559886605236,-0.04110559886605247,0.006314096450805606,0.0,0.65,0.7469879518072289,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,83,0.65,0.35,0.7469879518072289,0.25301204819277107,0.17,0.83,0.6959584903717041,0.4028569412231446,0.57
explicit_test,mm,steer_immediate,18,2.0,-2.0,11.99150562286377,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.020000000000000018,0.020000000000000018,-0.01176470588235301,0.011764705882352955,-0.005440046787262065,-0.009999999999999898,0.38,0.3058823529411765,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,85,0.62,0.38,0.6941176470588235,0.3058823529411765,0.15,0.85,0.6842043471336364,0.36277963638305666,0.56
explicit_test,mm,steer_long_term,18,4.0,4.0,11.99150562286377,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.040000000000000036,-0.03999999999999998,0.06520198440822111,-0.06520198440822114,0.014244501590728653,0.0,0.68,0.7710843373493976,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,83,0.68,0.32,0.7710843373493976,0.2289156626506024,0.17,0.83,0.7038888955116271,0.4297190284729004,0.57
explicit_test,mm,steer_immediate,18,4.0,-4.0,11.99150562286377,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.07000000000000006,0.07,-0.04734576757532283,0.04734576757532283,-0.010153510570526159,-0.009999999999999898,0.43,0.34146341463414637,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,82,0.57,0.43,0.6585365853658537,0.34146341463414637,0.18,0.82,0.6794908833503723,0.3450791549682617,0.56
explicit_test,mm,steer_long_term,18,8.0,8.0,11.99150562286377,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.06999999999999995,-0.07,0.0964432284541723,-0.09644322845417239,0.034051837921142525,0.0,0.71,0.8023255813953488,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,86,0.71,0.29,0.8023255813953488,0.19767441860465115,0.14,0.86,0.723696231842041,0.4924046516418457,0.57
explicit_test,mm,steer_immediate,18,8.0,-8.0,11.99150562286377,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.09999999999999998,0.10000000000000003,-0.09411764705882353,0.09411764705882353,-0.021882500648498615,0.0,0.46,0.38823529411764707,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,85,0.54,0.46,0.611764705882353,0.38823529411764707,0.15,0.85,0.6677618932723999,0.30031867980957033,0.57
explicit_test,mm,steer_long_term,18,16.0,16.0,11.99150562286377,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.18999999999999995,-0.18999999999999997,0.22515212981744415,-0.22515212981744423,0.06852408647537223,0.0,0.83,0.9310344827586207,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,87,0.83,0.17,0.9310344827586207,0.06896551724137931,0.13,0.87,0.7581684803962707,0.6060250663757324,0.57
explicit_test,mm,steer_immediate,18,16.0,-16.0,11.99150562286377,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.24,0.24,-0.25350140056022413,0.25350140056022413,-0.06986046075820929,-0.019999999999999907,0.6,0.5476190476190477,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,84,0.4,0.6,0.4523809523809524,0.5476190476190477,0.16,0.84,0.6197839331626892,0.13107845306396484,0.55
explicit_test,mm,steer_long_term,18,32.0,32.0,11.99150562286377,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.18999999999999995,-0.18999999999999997,0.22435020519835835,-0.2243502051983584,0.1829613661766052,0.040000000000000036,0.83,0.9302325581395349,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,86,0.83,0.17,0.9302325581395349,0.06976744186046512,0.14,0.86,0.8726057600975037,1.055787296295166,0.61
explicit_test,mm,steer_immediate,18,32.0,-32.0,11.99150562286377,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.3,0.30000000000000004,-0.33378932968536257,0.3337893296853625,-0.1928175520896912,-0.019999999999999907,0.66,0.627906976744186,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,86,0.34,0.66,0.37209302325581395,0.627906976744186,0.14,0.86,0.4968268418312073,-0.21210999488830568,0.55
explicit_test,mm,steer_long_term,22,2.0,2.0,20.724382400512695,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.030000000000000027,-0.02999999999999997,0.03830369357045138,-0.038303693570451436,0.021596159934997528,0.0,0.67,0.7441860465116279,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,86,0.67,0.33,0.7441860465116279,0.2558139534883721,0.14,0.86,0.711240553855896,0.47164445877075195,0.57
explicit_test,mm,steer_immediate,22,2.0,-2.0,20.724382400512695,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.010000000000000009,0.010000000000000009,0.013629842180774676,-0.013629842180774732,-0.02284223318099976,0.0,0.37,0.2804878048780488,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,82,0.63,0.37,0.7195121951219512,0.2804878048780488,0.18,0.82,0.6668021607398987,0.2864743423461914,0.57
explicit_test,mm,steer_long_term,22,4.0,4.0,20.724382400512695,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.020000000000000018,-0.019999999999999962,0.03529411764705881,-0.03529411764705881,0.04244646072387692,0.010000000000000009,0.66,0.7411764705882353,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,85,0.66,0.34,0.7411764705882353,0.25882352941176473,0.15,0.85,0.7320908546447754,0.5591700935363769,0.58
explicit_test,mm,steer_immediate,22,4.0,-4.0,20.724382400512695,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.010000000000000009,0.010000000000000009,-0.007087172218284921,0.007087172218284921,-0.04678234100341805,0.0,0.37,0.30120481927710846,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,83,0.63,0.37,0.6987951807228916,0.30120481927710846,0.17,0.83,0.6428620529174804,0.1863583183288574,0.57
explicit_test,mm,steer_long_term,22,8.0,8.0,20.724382400512695,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.05999999999999994,-0.06,0.07983193277310918,-0.07983193277310927,0.08290125370025625,0.010000000000000009,0.7,0.7857142857142857,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,84,0.7,0.3,0.7857142857142857,0.21428571428571427,0.16,0.84,0.7725456476211547,0.728526840209961,0.58
explicit_test,mm,steer_immediate,22,8.0,-8.0,20.724382400512695,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.07000000000000006,0.07,-0.06732813607370669,0.06732813607370658,-0.09934874296188356,0.0,0.43,0.3614457831325301,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,83,0.57,0.43,0.6385542168674698,0.3614457831325301,0.17,0.83,0.5902956509590149,-0.03192237854003906,0.57
explicit_test,mm,steer_long_term,22,16.0,16.0,20.724382400512695,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.09999999999999998,-0.09999999999999998,0.11554621848739488,-0.11554621848739496,0.16657822370529174,0.020000000000000018,0.74,0.8214285714285714,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,84,0.74,0.26,0.8214285714285714,0.17857142857142858,0.16,0.84,0.8562226176261902,1.0708174324035644,0.59
explicit_test,mm,steer_immediate,22,16.0,-16.0,20.724382400512695,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.17000000000000004,0.17000000000000004,-0.1742367833209234,0.1742367833209233,-0.233400571346283,-0.019999999999999907,0.53,0.46835443037974683,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,79,0.47,0.53,0.5316455696202531,0.46835443037974683,0.21,0.79,0.4562438225746155,-0.5720805931091308,0.55
explicit_test,mm,steer_long_term,22,32.0,32.0,20.724382400512695,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.15000000000000002,-0.15,0.15458276333789323,-0.1545827633378933,0.36782717466354375,0.050000000000000044,0.79,0.8604651162790697,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,86,0.79,0.21,0.8604651162790697,0.13953488372093023,0.14,0.86,1.0574715685844422,1.8694728660583495,0.62
explicit_test,mm,steer_immediate,22,32.0,-32.0,20.724382400512695,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.3,0.30000000000000004,-0.33254901960784317,0.33254901960784317,-0.7171064615249634,-0.07999999999999996,0.66,0.6266666666666667,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,75,0.34,0.66,0.37333333333333335,0.6266666666666667,0.25,0.75,-0.02746206760406494,-2.407442455291748,0.49
explicit_test,mm,steer_long_term,26,2.0,2.0,33.30769348144531,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.0,0.0,0.008403361344537785,-0.00840336134453784,0.022973239421844482,0.0,0.64,0.7142857142857143,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,84,0.64,0.36,0.7142857142857143,0.2857142857142857,0.16,0.84,0.712617633342743,0.4708152389526367,0.57
explicit_test,mm,steer_immediate,26,2.0,-2.0,33.30769348144531,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,-0.010000000000000009,0.010000000000000009,0.013629842180774676,-0.013629842180774732,-0.023418602943420463,0.0,0.37,0.2804878048780488,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,82,0.63,0.37,0.7195121951219512,0.2804878048780488,0.18,0.82,0.666225790977478,0.290262336730957,0.57
explicit_test,mm,steer_long_term,26,4.0,4.0,33.30769348144531,1.0,0.64,0.36,0.7058823529411765,0.29411764705882354,0.6896443939208985,0.57,0.010000000000000009,-0.010000000000000009,0.020308123249299648,-0.020308123249299703,0.04577900171279903,0.0,0.65,0.7261904761904762,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,100,84,0.65,0.35,0.7261904761904762,0.27380952380952384,0.16,0.84,0.7354233956336975,0.5606509971618653,0.57
