evidence_share,question_share,probe,arm,mean_shared_options,n_context,ctx_tokens,context_fill,pathology,gold,pred,correct,parsed,mean_entropy,response
0.024471640805131756,0.12127635337674292,15,near_dup,4.0,8,2996,0.7314,Allergic sinusitis,C,,False,False,,
0.039961612099432386,0.10433992150501581,16,disjoint,0.0,8,2974,0.7261,Bronchospasm / acute asthma exacerbation,E,,False,False,,
0.035192742478102446,0.10280388227693038,16,random,0.375,8,3129,0.7639,Bronchospasm / acute asthma exacerbation,E,,False,False,,
0.0398529415106168,0.12123385466111358,16,near_dup,4.0,8,2409,0.5881,Bronchospasm / acute asthma exacerbation,E,,False,False,,
0.028703602321911603,0.11352462364448002,17,disjoint,0.0,8,3479,0.8494,Panic attack,A,,False,False,,
0.030221975001040846,0.11704621776152635,17,random,0.625,8,3312,0.8086,Panic attack,A,,False,False,,
0.04125107321306132,0.10546255852386821,17,near_dup,4.0,8,3666,0.895,Panic attack,A,,False,False,,
0.03301558698876761,0.12362346539157443,18,disjoint,0.0,8,2923,0.7136,Pulmonary neoplasm,A,,False,False,,
0.026418199704494327,0.10935366853664164,18,random,1.0,8,2933,0.7161,Pulmonary neoplasm,A,,False,False,,
0.02518983432673849,0.11162404482456623,18,near_dup,3.125,8,3267,0.7976,Pulmonary neoplasm,A,,False,False,,
0.03580557770328596,0.10834917808824684,19,disjoint,0.0,8,2974,0.7261,Epiglottitis,A,,False,False,,
0.03583021103986539,0.11142297609330853,19,random,0.375,8,3138,0.7661,Epiglottitis,A,,False,False,,
0.034931744914501905,0.11354518953157822,19,near_dup,3.0,8,2568,0.627,Epiglottitis,A,,False,False,,
0.02808356480090879,0.10994801155175082,20,disjoint,0.0,8,3463,0.8455,Pulmonary embolism,D,,False,False,,
0.026704279938712716,0.11643608299345942,20,random,0.5,8,3192,0.7793,Pulmonary embolism,D,,False,False,,
0.031729314592666924,0.09013579128077254,20,near_dup,4.0,8,3206,0.7827,Pulmonary embolism,D,,False,False,,
0.030996818211860955,0.10697152335342253,21,disjoint,0.0,8,3385,0.8264,URTI,D,,False,False,,
0.02821184265485499,0.1046599236142356,21,random,0.75,8,3280,0.8008,URTI,D,,False,False,,
0.021390953377704136,0.12712953073059907,21,near_dup,3.625,8,3219,0.7859,URTI,D,,False,False,,
0.034146552497986704,0.1070251203054795,22,disjoint,0.0,8,2940,0.7178,Unstable angina,E,,False,False,,
0.03239750303328037,0.11176786234136671,22,random,0.25,8,2960,0.7227,Unstable angina,E,,False,False,,
0.024392442894168198,0.11079974961467087,22,near_dup,4.0,8,3346,0.8169,Unstable angina,E,,False,False,,
0.03162996121682227,0.14646551533951424,23,disjoint,0.0,8,3103,0.7576,Acute otitis media,D,,False,False,,
0.03221035315073095,0.11371964011777891,23,random,0.625,8,2943,0.7185,Acute otitis media,D,,False,False,,
0.026058851392008364,0.10470808442187263,23,near_dup,4.0,8,2635,0.6433,Acute otitis media,D,,False,False,,
0.04318841695203446,0.11846649282233557,24,disjoint,0.0,8,3842,0.938,Pneumonia,D,,False,False,,
0.03914934684871696,0.12366500996722607,24,random,1.125,8,3329,0.8127,Pneumonia,D,,False,False,,
0.0571257229312323,0.10639953643112676,24,near_dup,4.0,8,2539,0.6199,Pneumonia,D,,False,False,,
0.03028788004303351,0.12141103624162497,25,disjoint,0.0,8,2838,0.6929,Epiglottitis,B,,False,False,,
0.02564908261410892,0.12038026453228667,25,random,1.125,8,3136,0.7656,Epiglottitis,B,,False,False,,
0.03299256111495197,0.12353040640300605,25,near_dup,3.625,8,2444,0.5967,Epiglottitis,B,,False,False,,
0.027499125484609976,0.11142094268871006,26,disjoint,0.0,8,2966,0.7241,Viral pharyngitis,B,,False,False,,
0.02182093998271739,0.11664574448514031,26,random,1.0,8,3036,0.7412,Viral pharyngitis,B,,False,False,,
0.020496672223089263,0.10786700456083054,26,near_dup,3.0,8,2917,0.7122,Viral pharyngitis,B,,False,False,,
0.02872329723322764,0.13381212690728717,27,disjoint,0.0,8,2756,0.6729,Myocarditis,E,,False,False,,
0.027984808897599578,0.13046579029469285,27,random,1.125,8,2976,0.7266,Myocarditis,E,,False,False,,
0.0295943588425871,0.11235404704348184,27,near_dup,3.25,8,3117,0.761,Myocarditis,E,,False,False,,
0.029309763864148408,0.1247670229859068,28,disjoint,0.0,8,3153,0.7698,Pulmonary embolism,E,,False,False,,
0.02917837561108172,0.1098230427087401,28,random,0.375,8,3168,0.7734,Pulmonary embolism,E,,False,False,,
0.030042355589102954,0.08914503979030997,28,near_dup,4.0,8,3395,0.8289,Pulmonary embolism,E,,False,False,,
0.03859409273718484,0.13670012434158707,29,disjoint,0.0,8,3352,0.8184,Pneumonia,B,,False,False,,
0.03795795579208061,0.12215244521212298,29,random,0.875,8,3029,0.7395,Pneumonia,B,,False,False,,
0.0400434369512368,0.10346317810035544,29,near_dup,3.625,8,2750,0.6714,Pneumonia,B,,False,False,,
0.03537490771850571,0.11903766931209248,30,disjoint,0.0,8,3115,0.7605,Influenza,A,,False,False,,
0.03217343823052943,0.128650662729342,30,random,0.625,8,3039,0.7419,Influenza,A,,False,False,,
0.044829642662080005,0.11097614022583002,30,near_dup,4.0,8,2847,0.6951,Influenza,A,,False,False,,
0.02702292089816183,0.0839203446812462,31,disjoint,0.0,8,3183,0.7771,Acute COPD exacerbation / infection,C,,False,False,,
0.029006757773458958,0.08508151334535796,31,random,0.5,8,2819,0.6882,Acute COPD exacerbation / infection,C,,False,False,,
0.0234975773782935,0.10146071255439892,31,near_dup,4.0,8,3386,0.8267,Acute COPD exacerbation / infection,C,,False,False,,
0.028319235410890542,0.13139031462924322,32,disjoint,0.0,8,3019,0.7371,URTI,C,,False,False,,
0.02146667781926226,0.12945147642312804,32,random,0.375,8,3008,0.7344,URTI,C,,False,False,,
0.027810162820969708,0.11908045219024643,32,near_dup,4.0,8,3913,0.9553,URTI,C,,False,False,,
0.05034843157045543,0.09553006703208666,33,disjoint,0.0,8,3241,0.7913,Anemia,C,,False,False,,
0.04771817149594426,0.09198579544317909,33,random,0.125,8,3295,0.8044,Anemia,C,,False,False,,
0.03590945914038457,0.09263238376297522,33,near_dup,4.0,8,3922,0.9575,Anemia,C,,False,False,,
0.03652926400536671,0.1067177919758251,34,disjoint,0.0,8,2832,0.6914,Anemia,C,,False,False,,
0.034547125425888225,0.09621779447479639,34,random,1.125,8,3112,0.7598,Anemia,C,,False,False,,
0.04114829792524688,0.0889225068531232,34,near_dup,3.75,8,2572,0.6279,Anemia,C,,False,False,,
0.033465811400674284,0.13247378838423174,36,disjoint,0.0,8,2515,0.614,Acute pulmonary edema,D,,False,False,,
0.03280963652650826,0.11136209730466362,36,random,1.125,8,3395,0.8289,Acute pulmonary edema,D,,False,False,,
0.03666391488513909,0.10946976585546508,36,near_dup,4.0,8,3351,0.8181,Acute pulmonary edema,D,,False,False,,
0.03409385940176435,0.11831407791396487,37,disjoint,0.0,8,2780,0.6787,Acute pulmonary edema,C,,False,False,,
0.03253786050481722,0.12265980461233994,37,random,1.25,8,3200,0.7812,Acute pulmonary edema,C,,False,False,,
0.034672058740397915,0.10692951698001707,37,near_dup,3.0,8,2959,0.7224,Acute pulmonary edema,C,,False,False,,
0.026999792768037878,0.0999224274783046,38,disjoint,0.0,8,3603,0.8796,Chronic rhinosinusitis,B,,False,False,,
0.02350785373710096,0.1178695744893048,38,random,1.25,8,2930,0.7153,Chronic rhinosinusitis,B,,False,False,,
0.01883149288187269,0.10339095858216751,38,near_dup,4.0,8,3070,0.7495,Chronic rhinosinusitis,B,,False,False,,
0.02948634058702737,0.13144070116686635,39,disjoint,0.0,8,2910,0.7104,URTI,E,,False,False,,
0.027336649800417945,0.12217183731263503,39,random,0.375,8,2926,0.7144,URTI,E,,False,False,,
0.03142925079737324,0.11692970609874465,39,near_dup,4.0,8,3584,0.875,URTI,E,,False,False,,
0.034667812258703634,0.15045185400231276,40,disjoint,0.0,8,3307,0.8074,Influenza,D,,False,False,,
0.031942294735927135,0.1208499477506848,40,random,1.625,8,2851,0.696,Influenza,D,,False,False,,
0.027782802615547553,0.10619235133344773,40,near_dup,4.0,8,3250,0.7935,Influenza,D,,False,False,,
0.03825760935433209,0.11598801260697655,41,disjoint,0.0,8,3030,0.7397,Acute dystonic reactions,C,,False,False,,
0.0357752614072524,0.12169627830007812,41,random,0.625,8,2694,0.6577,Acute dystonic reactions,C,,False,False,,
0.05176743268384598,0.09742793250916293,41,near_dup,4.0,8,2413,0.5891,Acute dystonic reactions,C,,False,False,,
0.03734646175871603,0.10990824963664636,42,disjoint,0.0,8,2771,0.6765,Unstable angina,B,,False,False,,
0.0338690890930593,0.11899670663115103,42,random,1.0,8,2928,0.7148,Unstable angina,B,,False,False,,
0.03755981710855849,0.09790583672292996,42,near_dup,4.0,8,3626,0.8853,Unstable angina,B,,False,False,,
0.02936142435646616,0.09294235274865059,43,disjoint,0.0,8,3185,0.7776,Pulmonary embolism,C,,False,False,,
0.0269405021390412,0.09851498098578304,43,random,1.125,8,3492,0.8525,Pulmonary embolism,C,,False,False,,
0.028710276790661737,0.10032567409507465,43,near_dup,3.625,8,2652,0.6475,Pulmonary embolism,C,,False,False,,
0.0447902396263089,0.0890980245458195,44,disjoint,0.0,8,3070,0.7495,Scombroid food poisoning,A,,False,False,,
0.044679662212729454,0.0888856575184036,44,random,1.0,8,2977,0.7268,Scombroid food poisoning,A,,False,False,,
0.04835656244540587,0.08103934700193349,44,near_dup,3.125,8,2853,0.6965,Scombroid food poisoning,A,,False,False,,
0.026487199123948812,0.11457402966334485,45,disjoint,0.0,8,3059,0.7468,Chronic rhinosinusitis,B,,False,False,,
0.028957918621017598,0.10740113862266298,45,random,0.25,8,2905,0.7092,Chronic rhinosinusitis,B,,False,False,,
0.019828816628432833,0.09871168396784924,45,near_dup,4.0,8,3001,0.7327,Chronic rhinosinusitis,B,,False,False,,
0.02621916774660349,0.1314962447650032,46,disjoint,0.0,8,3301,0.8059,Myocarditis,C,,False,False,,
0.027709403162589297,0.1266473594296258,46,random,0.75,8,3446,0.8413,Myocarditis,C,,False,False,,
0.022415522384108044,0.1127463596931193,46,near_dup,4.0,8,3501,0.8547,Myocarditis,C,,False,False,,
0.03466293777455576,0.11011955420690356,47,disjoint,0.0,8,3065,0.7483,Possible NSTEMI / STEMI,A,,False,False,,
0.0349080178712029,0.11445953058137093,47,random,1.25,8,3139,0.7664,Possible NSTEMI / STEMI,A,,False,False,,
0.031400128646055236,0.10280674540990731,47,near_dup,4.0,8,2933,0.7161,Possible NSTEMI / STEMI,A,,False,False,,
0.03771864378359169,0.12135853231302463,48,disjoint,0.0,8,3080,0.752,Bronchiectasis,D,,False,False,,
0.03311607403156813,0.12305620152619667,48,random,0.375,8,3237,0.7903,Bronchiectasis,D,,False,False,,
0.03854343014245387,0.09495255080400966,48,near_dup,4.0,8,3920,0.957,Bronchiectasis,D,,False,False,,
0.04163725674152374,0.07655821391381323,49,disjoint,0.0,8,3405,0.8313,Anaphylaxis,A,,False,False,,
0.04010400047991425,0.07979789020464523,49,random,0.125,8,3398,0.8296,Anaphylaxis,A,,False,False,,
0.04690878646215424,0.09418308184831403,49,near_dup,4.0,8,2594,0.6333,Anaphylaxis,A,,False,False,,
0.02591702989593614,0.08354360655357596,50,disjoint,0.0,8,2970,0.7251,Pericarditis,D,,False,False,,
0.027061459157266654,0.08136558067053556,50,random,1.0,8,2932,0.7158,Pericarditis,D,,False,False,,
0.023236057546455413,0.11696025839046342,50,near_dup,4.0,8,2892,0.7061,Pericarditis,D,,False,False,,
0.037114062113687396,0.07831228284339886,51,disjoint,0.0,8,2865,0.6995,HIV (initial infection),C,,False,False,,
0.03479699543095194,0.117223020613892,51,random,0.875,8,3017,0.7366,HIV (initial infection),C,,False,False,,
0.03582715493394062,0.10699416459101485,51,near_dup,4.0,8,3656,0.8926,HIV (initial infection),C,,False,False,,
0.0321702994115185,0.11436453576607164,52,disjoint,0.0,8,3022,0.7378,PSVT,E,,False,False,,
0.030860025202855468,0.11868282833893318,52,random,0.75,8,3042,0.7427,PSVT,E,,False,False,,
0.04111416669911705,0.12696562114433618,52,near_dup,4.0,8,2363,0.5769,PSVT,E,,False,False,,
0.029354194819461554,0.08282842343032826,53,disjoint,0.0,8,3124,0.7627,Bronchospasm / acute asthma exacerbation,C,,False,False,,
0.028325612875050865,0.08726557749469066,53,random,1.25,8,2626,0.6411,Bronchospasm / acute asthma exacerbation,C,,False,False,,
0.03329368602135219,0.09890395501861349,53,near_dup,3.5,8,2267,0.5535,Bronchospasm / acute asthma exacerbation,C,,False,False,,
0.03648527231416665,0.12683309392014053,54,disjoint,0.0,8,2907,0.7097,Chronic rhinosinusitis,A,,False,False,,
0.029943512781756,0.12988383519405033,54,random,0.625,8,3072,0.75,Chronic rhinosinusitis,A,,False,False,,
0.026767449104227126,0.10045736336178379,54,near_dup,4.0,8,2776,0.6777,Chronic rhinosinusitis,A,,False,False,,
0.028710551327094436,0.11938141420978354,55,disjoint,0.0,8,2713,0.6624,URTI,D,,False,False,,
0.02823690623336006,0.11077452624886064,55,random,0.75,8,2567,0.6267,URTI,D,,False,False,,
0.028158903907751665,0.1067512307636207,55,near_dup,4.0,8,2951,0.7205,URTI,D,,False,False,,
0.03129558500950225,0.08422750965837622,56,disjoint,0.0,8,3174,0.7749,Pericarditis,C,,False,False,,
0.03043382937903516,0.09633467942330753,56,random,1.25,8,3357,0.8196,Pericarditis,C,,False,False,,
0.0321193476265762,0.12457124936918262,56,near_dup,4.0,8,3145,0.7678,Pericarditis,C,,False,False,,
0.04794137185672298,0.1158834555753856,57,disjoint,0.0,8,2998,0.7319,Anemia,B,,False,False,,
0.04514420672785491,0.09474581083486555,57,random,1.25,8,3518,0.8589,Anemia,B,,False,False,,
0.05180360993836075,0.10100568056077464,57,near_dup,4.0,8,2745,0.6702,Anemia,B,,False,False,,
0.03611192916287109,0.10297925228223903,58,disjoint,0.0,8,2715,0.6628,Atrial fibrillation,C,,False,False,,
0.0321441886771936,0.10370689061528537,58,random,0.375,8,2762,0.6743,Atrial fibrillation,C,,False,False,,
0.029136664161342196,0.10279807196639013,58,near_dup,4.0,8,2439,0.5955,Atrial fibrillation,C,,False,False,,
0.03795581465237774,0.12840171334391925,59,disjoint,0.0,8,2983,0.7283,Pulmonary embolism,E,,False,False,,
0.0361365350545384,0.11665908858412877,59,random,1.0,8,2912,0.7109,Pulmonary embolism,E,,False,False,,
0.03230088431155309,0.10246017209283309,59,near_dup,4.0,8,3173,0.7747,Pulmonary embolism,E,,False,False,,
0.05826463463017717,0.10073232694412582,60,disjoint,0.0,8,3347,0.8171,Anemia,A,,False,False,,
0.04519431648077443,0.09850180159992306,60,random,0.375,8,3303,0.8064,Anemia,A,,False,False,,
0.04088140506064519,0.10361816395743517,60,near_dup,3.0,8,2524,0.6162,Anemia,A,,False,False,,
0.034689826556132175,0.0725049010507064,61,disjoint,0.0,8,2875,0.7019,Myasthenia gravis,E,,False,False,,
0.03725898187258281,0.08731601598265115,61,random,0.875,8,2334,0.5698,Myasthenia gravis,E,,False,False,,
0.03104504439397715,0.10351551306666806,61,near_dup,4.0,8,2577,0.6292,Myasthenia gravis,E,,False,False,,
0.0372656488470966,0.11425338892149739,62,disjoint,0.0,8,3312,0.8086,URTI,A,,False,False,,
0.030319436817080714,0.11762765611638315,62,random,1.375,8,3161,0.7717,URTI,A,,False,False,,
0.025557334069162607,0.11133479003910907,62,near_dup,4.0,8,3868,0.9443,URTI,A,,False,False,,
0.03130730983684771,0.10382035272778012,63,disjoint,0.0,8,2785,0.6799,Inguinal hernia,C,,False,False,,
0.032556677382672206,0.09467572922585532,63,random,0.75,8,2957,0.7219,Inguinal hernia,C,,False,False,,
0.03533553046872839,0.09078936611331301,63,near_dup,3.0,8,3696,0.9023,Inguinal hernia,C,,False,False,,
0.03863369161263108,0.12763891262875404,64,disjoint,0.0,8,3637,0.8879,Pneumonia,D,,False,False,,
0.03739390251575969,0.13356891819421435,64,random,0.75,8,3488,0.8516,Pneumonia,D,,False,False,,
0.056098667497280985,0.08752530160563765,64,near_dup,4.0,8,2617,0.6389,Pneumonia,D,,False,False,,
0.027972521405899897,0.11979966802027775,65,disjoint,0.0,8,3302,0.8062,Myocarditis,C,,False,False,,
0.019530587771441787,0.1058078056157683,65,random,1.5,8,3271,0.7986,Myocarditis,C,,False,False,,
0.02901813294738531,0.1097191339940764,65,near_dup,4.0,8,2365,0.5774,Myocarditis,C,,False,False,,
0.028624158789170906,0.12044706555752782,66,disjoint,0.0,8,2778,0.6782,Boerhaave,D,,False,False,,
0.030054017377551645,0.12114441381709184,66,random,0.5,8,2897,0.7073,Boerhaave,D,,False,False,,
0.027134526360896416,0.1094825299733202,66,near_dup,3.625,8,3460,0.8447,Boerhaave,D,,False,False,,
0.03151915468333755,0.1100130140548572,67,disjoint,0.0,8,2891,0.7058,Bronchiectasis,C,,False,False,,
0.026000726575148292,0.10225309743691469,67,random,0.75,8,2750,0.6714,Bronchiectasis,C,,False,False,,
0.024740442691836506,0.10858533377177082,67,near_dup,4.0,8,2975,0.7263,Bronchiectasis,C,,False,False,,
0.02965358560322784,0.12559540743677644,68,disjoint,0.0,8,2983,0.7283,Possible NSTEMI / STEMI,E,,False,False,,
0.030419798771617934,0.14218166953651235,68,random,0.25,8,3008,0.7344,Possible NSTEMI / STEMI,E,,False,False,,
0.02746640337863937,0.10732280791853555,68,near_dup,4.0,8,3880,0.9473,Possible NSTEMI / STEMI,E,,False,False,,
0.04079340977477841,0.11052753666444914,69,disjoint,0.0,8,3109,0.759,Bronchitis,E,,False,False,,
0.03453763012657873,0.11939794835780049,69,random,1.125,8,3466,0.8462,Bronchitis,E,,False,False,,
0.03715753063443117,0.10648441970261047,69,near_dup,3.25,8,3934,0.9604,Bronchitis,E,,False,False,,
0.043270261405268684,0.12335706958401715,70,disjoint,0.0,8,3529,0.8616,Pneumonia,A,,False,False,,
0.05018792720511556,0.12537804686871823,70,random,1.5,8,2957,0.7219,Pneumonia,A,,False,False,,
0.050071399338776246,0.1034055859054206,70,near_dup,4.0,8,2378,0.5806,Pneumonia,A,,False,False,,
0.029406182511593215,0.11450285320461262,71,disjoint,0.0,8,2894,0.7065,Acute COPD exacerbation / infection,B,,False,False,,
0.027688708345522173,0.11806880723452196,71,random,0.25,8,2960,0.7227,Acute COPD exacerbation / infection,B,,False,False,,
0.023569078170112334,0.11144558339583455,71,near_dup,4.0,8,3088,0.7539,Acute COPD exacerbation / infection,B,,False,False,,
0.03582383578759618,0.13252433144953102,72,disjoint,0.0,8,3189,0.7786,GERD,B,,False,False,,
0.031169837398920208,0.14364436620962806,72,random,0.875,8,3459,0.8445,GERD,B,,False,False,,
0.03139083924179431,0.1494475165818585,72,near_dup,3.0,8,2660,0.6494,GERD,B,,False,False,,
0.0351123490545433,0.10859196092496859,73,disjoint,0.0,8,2799,0.6833,Acute pulmonary edema,A,,False,False,,
0.0329994302301202,0.11467717326013371,73,random,0.5,8,3072,0.75,Acute pulmonary edema,A,,False,False,,
0.03298941382672638,0.11242207519535441,73,near_dup,3.375,8,3216,0.7852,Acute pulmonary edema,A,,False,False,,
0.03148085103021003,0.11599748272419674,75,disjoint,0.0,8,3114,0.7603,Bronchiectasis,C,,False,False,,
0.02980799929355271,0.12423070328077301,75,random,0.625,8,3492,0.8525,Bronchiectasis,C,,False,False,,
0.025964852422475815,0.10684249412588542,75,near_dup,4.0,8,3240,0.791,Bronchiectasis,C,,False,False,,
0.042233669955749065,0.09845775357825914,77,disjoint,0.0,8,3205,0.7825,HIV (initial infection),A,,False,False,,
0.03914997330866754,0.08751396252046106,77,random,0.375,8,3353,0.8186,HIV (initial infection),A,,False,False,,
0.034588776412419975,0.08871696725691436,77,near_dup,4.0,8,3718,0.9077,HIV (initial infection),A,,False,False,,
0.031245878868503496,0.11172575908130966,78,disjoint,0.0,8,2919,0.7126,GERD,D,,False,False,,
0.03209923900431022,0.12218496371497167,78,random,0.875,8,2666,0.6509,GERD,D,,False,False,,
0.028149167279480025,0.12812388663587626,78,near_dup,3.0,8,3058,0.7466,GERD,D,,False,False,,
0.036494451662292704,0.1056398888467811,79,disjoint,0.0,8,3386,0.8267,Bronchospasm / acute asthma exacerbation,E,,False,False,,
0.02897982086869888,0.10093183549906826,79,random,1.125,8,3688,0.9004,Bronchospasm / acute asthma exacerbation,E,,False,False,,
0.04259167563577648,0.08780726872646483,79,near_dup,4.0,8,2321,0.5667,Bronchospasm / acute asthma exacerbation,E,,False,False,,
0.0279509424653952,0.11027150033623911,80,disjoint,0.0,8,3221,0.7864,Bronchitis,E,,False,False,,
0.026238779551931657,0.11349284868629184,80,random,0.75,8,3339,0.8152,Bronchitis,E,,False,False,,
0.027176570263691247,0.12283618925721385,80,near_dup,4.0,8,2431,0.5935,Bronchitis,E,,False,False,,
0.02960175191401504,0.13955293075559894,81,disjoint,0.0,8,3202,0.7817,URTI,A,,False,False,,
0.02751495598931797,0.14125537358631846,81,random,0.625,8,3282,0.8013,URTI,A,,False,False,,
0.0221606023987988,0.11167860821296927,81,near_dup,4.0,8,3829,0.9348,URTI,A,,False,False,,
0.03371529100695625,0.12614760849101003,82,disjoint,0.0,8,3112,0.7598,Spontaneous rib fracture,D,,False,False,,
0.030187961470801383,0.11468787685589632,82,random,0.875,8,3278,0.8003,Spontaneous rib fracture,D,,False,False,,
0.030134002066915855,0.11105942771246191,82,near_dup,3.0,8,2608,0.6367,Spontaneous rib fracture,D,,False,False,,
0.03748466496472247,0.10339040642429609,83,disjoint,0.0,8,2811,0.6863,Myasthenia gravis,E,,False,False,,
0.0325380057329312,0.11022315680020256,83,random,0.875,8,3103,0.7576,Myasthenia gravis,E,,False,False,,
0.028415911714546382,0.11783339846442686,83,near_dup,4.0,8,2360,0.5762,Myasthenia gravis,E,,False,False,,
0.03222792313317768,0.07467345004261006,84,disjoint,0.0,8,2969,0.7249,Atrial fibrillation,C,,False,False,,
0.030977813759818673,0.08278004349267576,84,random,0.625,8,2845,0.6946,Atrial fibrillation,C,,False,False,,
0.01979150192346424,0.09058232546522049,84,near_dup,4.0,8,2515,0.614,Atrial fibrillation,C,,False,False,,
0.038909808587050065,0.08109494622476632,85,disjoint,0.0,8,3236,0.79,Anaphylaxis,A,,False,False,,
0.03843368380330503,0.09340153705852572,85,random,0.25,8,3152,0.7695,Anaphylaxis,A,,False,False,,
0.041110360936727375,0.10383946685760748,85,near_dup,3.0,8,3349,0.8176,Anaphylaxis,A,,False,False,,
0.024165367227396928,0.11909514967555879,86,disjoint,0.0,8,3277,0.8,Pulmonary neoplasm,A,,False,False,,
0.031694043427705765,0.11078237973561045,86,random,0.875,8,3167,0.7732,Pulmonary neoplasm,A,,False,False,,
0.024773649682174437,0.09512049191107508,86,near_dup,3.0,8,3190,0.7788,Pulmonary neoplasm,A,,False,False,,
0.030938737036194652,0.11111602422897704,87,disjoint,0.0,8,3153,0.7698,Sarcoidosis,D,,False,False,,
0.025591258890926838,0.11355147253925679,87,random,0.875,8,2799,0.6833,Sarcoidosis,D,,False,False,,
0.028891527035739273,0.10299529456096934,87,near_dup,3.125,8,3257,0.7952,Sarcoidosis,D,,False,False,,
0.03696238895645365,0.09518990157812368,88,disjoint,0.0,8,3375,0.824,Anaphylaxis,C,,False,False,,
0.03634154624887742,0.10901301525882445,88,random,0.5,8,3195,0.78,Anaphylaxis,C,,False,False,,
