method,condition,signed_strength,t_delay,delay_idx,indifference_multiplier,plot_multiplier,log_indifference_multiplier,logistic_alpha,logistic_beta_log_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows,time_delay_format,day_count_delays,time_delay_format_source
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,2 days,3,11026.258266322626,,9.308034822267526,4.449287141153203,-0.47800499526594104,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,7 days,4,1.2795464009872574e+16,,37.087867128802166,2.9600103004673937,-0.07981074485053553,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,30 days,5,0.00518371159949442,1.0,-5.262233954293302,1.133923654423608,0.21548332215417237,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,90 days,6,2.823538136060484,2.823538136060484,1.037990756701656,-1.6399006735076043,1.5798798427826002,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,365 days,7,5.56700284785753,5.56700284785753,1.7168568207617807,-1.4575470858896824,0.8489625158392411,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,730 days,8,12.321126340537704,12.321126340537704,2.5113153776714214,-1.8026952323383911,0.7178290900324564,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,1095 days,9,12.41623812020795,12.41623812020795,2.519005141753088,-1.163739170279252,0.4619836422681354,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,1825 days,10,9.846847916697914,9.846847916697914,2.2871513955133005,-0.8397250901564378,0.3671488873905438,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus64,-64.0,3650 days,11,,,,-3.1610728265677457,7.034638583801243e-17,flat_fit_no_amount_threshold,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,1 hour,0,0.663688152036294,1.0,-0.4099428903738144,1.5935708224026488,3.8872995722636396,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,8 hours,1,2.569686736464526e-07,1.0,-15.174311651906931,2.004822803394546,0.13211952208340225,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,1 day,2,0.40136824634552326,1.0,-0.9128759530098228,2.553078197989464,2.7967416488207046,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,2 days,3,891.6346105197781,,6.793056419196811,6.396657837591901,-0.9416465053220067,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,7 days,4,9169260.745603325,,16.031367224363905,3.4381118049685804,-0.21446154634543332,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,30 days,5,7.807083621466799e-14,1.0,-30.181159823747493,1.6999267606894808,0.0563241032026849,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,90 days,6,2.506952235805739,2.506952235805739,0.9190677666634812,-1.334403240685623,1.451909520807096,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,365 days,7,3.8495556187878304,3.8495556187878304,1.3479577179463933,-1.235294105984117,0.9164190312037985,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,730 days,8,6.745696974583495,6.745696974583495,1.9089048163574323,-1.2728160872700138,0.6667781842044899,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,1095 days,9,5.56700284785753,5.56700284785753,1.7168568207617807,-1.4575470858896824,0.8489625158392411,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,1825 days,10,5.286110125919404,5.286110125919404,1.665082649472348,-1.2315690340770398,0.7396443861013834,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus32,-32.0,3650 days,11,485.8286545761754,100.0,6.185855999135226,-3.1772070224312388,0.5136244721628515,right_censored_threshold_above_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,1 hour,0,0.44808713450994814,1.0,-0.8027675688051864,2.4850138270076982,3.0955583204567088,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,8 hours,1,1.1230197520254456e+27,,62.28581877506548,2.802202300461031,-0.044989411001896,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,1 day,2,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,2 days,3,891.6346105197781,,6.793056419196811,6.396657837591901,-0.9416465053220067,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,7 days,4,80877.31868873445,,11.300688701422944,3.9421174440535536,-0.34883869011958324,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,30 days,5,0.028034416120858153,1.0,-3.574322376416385,1.4322197275136643,0.4006968529093919,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,90 days,6,2.506952235805739,2.506952235805739,0.9190677666634812,-1.334403240685623,1.451909520807096,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,365 days,7,4.500206442461932,4.500206442461932,1.5041232718266495,-2.0426630297478923,1.3580423014579284,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,730 days,8,5.075175877881575,5.075175877881575,1.6243611800675666,-1.5486640573827906,0.9533988354230262,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,1095 days,9,5.56700284785753,5.56700284785753,1.7168568207617807,-1.4575470858896824,0.8489625158392411,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,1825 days,10,5.286110125919404,5.286110125919404,1.665082649472348,-1.2315690340770398,0.7396443861013834,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus16,-16.0,3650 days,11,66.3199301300145,66.3199301300145,4.194490457298356,-3.079900496146743,0.7342728580506742,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,1 hour,0,0.3574340458126014,1.0,-1.028804421105417,2.8379123550980925,2.7584566093221565,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,8 hours,1,2.7061807103587727e+18,,42.44206998277113,2.879476711945893,-0.0678448697981692,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,1 day,2,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,2 days,3,891.6346105197781,,6.793056419196811,6.396657837591901,-0.9416465053220067,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,7 days,4,38173.65421720433,,10.549900876477988,4.0922219573430105,-0.38789198166468186,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,30 days,5,1.0940856344508008,1.0940856344508008,0.08991897739960186,-0.18843873222367247,2.0956503028970928,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,90 days,6,2.506952235805739,2.506952235805739,0.9190677666634812,-1.334403240685623,1.451909520807096,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,365 days,7,3.8459517657390467,3.8459517657390467,1.3470211056784396,-2.2328988422103553,1.657656908861673,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,730 days,8,4.428425563918682,4.428425563918682,1.4880441177077397,-1.387706651324021,0.932570906205198,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,1095 days,9,5.5670028478575295,5.5670028478575295,1.7168568207617805,-1.457547085889682,0.848962515839241,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,1825 days,10,5.221458463984557,5.221458463984557,1.652776762100609,-1.2082060053922499,0.7310158474497617,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_immediate_minus8,-8.0,3650 days,11,24.682398432717637,24.682398432717637,3.206090375543827,-2.5387551477799017,0.7918538938096124,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,1 hour,0,0.2505127838650801,1.0,-1.3842453263658436,3.291469549633703,2.3778079556714338,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,8 hours,1,0.7248865570749126,1.0,-0.32174010937075986,1.307145719879971,4.062737848993738,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,1 day,2,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,2 days,3,891.6346105197781,,6.793056419196811,6.396657837591901,-0.9416465053220067,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,7 days,4,4175.731836641421,,8.337044912136935,4.884930391792066,-0.5859306796681235,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,30 days,5,1.0940856344508008,1.0940856344508008,0.08991897739960186,-0.18843873222367247,2.0956503028970928,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,90 days,6,3.095982922720544,3.095982922720544,1.1301054397951311,-1.5384124746989596,1.3612999464703466,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,365 days,7,3.8459517657390467,3.8459517657390467,1.3470211056784396,-2.2328988422103553,1.657656908861673,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,730 days,8,3.8495556187878313,3.8495556187878313,1.3479577179463935,-1.2352941059841172,0.9164190312037986,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,1095 days,9,3.8495556187878304,3.8495556187878304,1.3479577179463933,-1.235294105984117,0.9164190312037985,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,1825 days,10,5.379889037962748,5.379889037962748,1.6826677490470092,-1.9523290517832779,1.160258198856544,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,baseline,0.0,3650 days,11,24.682398432717637,24.682398432717637,3.206090375543827,-2.5387551477799017,0.7918538938096124,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,1 hour,0,0.24398346416303893,1.0,-1.4106548258090243,3.301634525229848,2.340497806283921,left_censored_threshold_below_tested_range,0.9781571873644994,64,63,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,8 hours,1,0.7248865570749126,1.0,-0.32174010937075986,1.307145719879971,4.062737848993738,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,1 day,2,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,2 days,3,624.5497990969499,,6.437031068735379,7.121062914137264,-1.1062651147862597,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,7 days,4,0.5513143646150623,1.0,-0.595450097830678,2.010603860536431,3.3766118569152805,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,30 days,5,1.1466985353693082,1.1466985353693082,0.13688697480422765,-0.2687606306022854,1.963376215937712,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,90 days,6,2.898594474221714,2.898594474221714,1.0642259554433613,-3.184053360071058,2.9918959820375433,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,365 days,7,3.477560829665557,3.477560829665557,1.2463311370177719,-2.096258018340517,1.6819430696054458,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,730 days,8,3.8495556187878313,3.8495556187878313,1.3479577179463935,-1.2352941059841172,0.9164190312037986,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,1095 days,9,3.8002832715601604,3.8002832715601604,1.3350756091013993,-1.2087409706760281,0.90537267135724,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,1825 days,10,4.460092402558675,4.460092402558675,1.4951694838798397,-2.0016660274751175,1.3387552709281905,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus8,8.0,3650 days,11,24.682398432717637,24.682398432717637,3.206090375543827,-2.5387551477799017,0.7918538938096124,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,1 hour,0,0.3038420431653204,1.0,-1.1912473074630179,2.208886464319428,1.8542635525646318,left_censored_threshold_below_tested_range,0.9781571873644994,64,63,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,8 hours,1,0.48190348394292565,1.0,-0.7300114257647108,2.2609393087242786,3.097128659809497,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,1 day,2,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,2 days,3,422.1608743596074,,6.0453864602521925,8.362167010169888,-1.383231173912585,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,7 days,4,0.5513143646150623,1.0,-0.595450097830678,2.010603860536431,3.3766118569152805,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,30 days,5,1.1228456907644013,1.1228456907644013,0.11586625826900855,-0.22341598027145348,1.928222966799748,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,90 days,6,2.3918059947141854,2.3918059947141854,0.8720487269104064,-2.8865578994584977,3.3100878544772656,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,365 days,7,3.477560829665557,3.477560829665557,1.2463311370177719,-2.096258018340517,1.6819430696054458,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,730 days,8,3.3357124015035406,3.3357124015035406,1.2046862701996812,-1.0901368800334357,0.9049135090190257,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,1095 days,9,3.288128269912159,3.288128269912159,1.1903184879634654,-1.06403008769555,0.8939036891849136,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,1825 days,10,4.460092402558675,4.460092402558675,1.4951694838798397,-2.0016660274751175,1.3387552709281905,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus16,16.0,3650 days,11,24.682398432717637,24.682398432717637,3.206090375543827,-2.5387551477799017,0.7918538938096124,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,1 hour,0,0.11877090437860152,1.0,-2.1305588146876246,3.9545312378920556,1.8561004796630578,left_censored_threshold_below_tested_range,0.9563143747289987,64,62,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,8 hours,1,0.4013682463455239,1.0,-0.9128759530098212,2.5530781979894615,2.796741648820707,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,1 day,2,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,2 days,3,422.1608743596074,,6.0453864602521925,8.362167010169888,-1.383231173912585,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,7 days,4,0.12916204696461045,1.0,-2.0466874849317174,3.9375809009924954,1.9238798937219586,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,30 days,5,1.9819043796488922,1.9819043796488922,0.6840581903690707,-1.623558313210752,2.37342134933695,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,90 days,6,2.505450590849244,2.505450590849244,0.9184685949474992,-1.9762624607663963,2.1516930155672465,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,365 days,7,3.477560829665557,3.477560829665557,1.2463311370177719,-2.096258018340517,1.6819430696054458,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,730 days,8,3.3357124015035406,3.3357124015035406,1.2046862701996812,-1.0901368800334357,0.9049135090190257,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,1095 days,9,3.0770599284978246,3.0770599284978246,1.1239745724251307,-0.6313749192316491,0.5617341661647829,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,1825 days,10,3.8101401259313663,3.8101401259313663,1.3376659669219748,-2.1839161293908838,1.6326319001866856,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus32,32.0,3650 days,11,24.682398432717637,24.682398432717637,3.206090375543827,-2.5387551477799017,0.7918538938096124,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,1 hour,0,0.20373213269538068,1.0,-1.590949222998969,2.458737756365336,1.5454533185732786,left_censored_threshold_below_tested_range,0.84375,64,59,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,8 hours,1,0.016740620516652194,1.0,-4.089917146707435,5.112924488612587,1.250129111473253,left_censored_threshold_below_tested_range,0.9563143747289987,64,62,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,1 day,2,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,2 days,3,422.1608743596074,,6.0453864602521925,8.362167010169888,-1.383231173912585,negative_slope_incoherent_amount_effect,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,7 days,4,0.019549111876086944,1.0,-3.934825421915809,5.108923127974766,1.2983862256047196,left_censored_threshold_below_tested_range,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,30 days,5,1.761130684163242,1.761130684163242,0.56595603696122,-1.8754450716060802,3.3137645843940136,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,90 days,6,3.323814467767667,3.323814467767667,1.2011130594810613,-2.5236289981322773,2.101075313611698,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,365 days,7,3.1169444246025577,3.1169444246025577,1.1368531708548515,-1.9368474234501316,1.7036917986460187,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,730 days,8,3.477560829665557,3.477560829665557,1.2463311370177719,-2.096258018340517,1.6819430696054458,finite,1.0,64,64,day_counts,True,config:time_delay_format
weighted_logistic_multiscale_per_delay_column,steer_long_term_plus64,64.0,1095 days,9,2.8835082525000577,2.8835082525000577,1.0590076960425512,-0.9512295177638772,0.8982272001597017,finite,1.0,64,64,day_counts,True,config:time_delay_format
