method,condition,signed_strength,t_delay,delay_idx,area_choose_later,indifference_multiplier,plot_multiplier,log_indifference_multiplier,status,parsed_weight_fraction,n_factor_rows,n_valid_factor_rows,time_delay_format,day_count_delays,time_delay_format_source
area_equivalent_multiscale,steer_immediate_minus64,-64.0,8 hours,1,0.8474093781811389,2.019208862079959,2.019208862079959,0.702705782261603,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,1 day,2,0.9123613780728204,1.49719112431328,1.49719112431328,0.4035907688401296,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,2 days,3,0.9571277619947787,1.2182725981705578,1.2182725981705578,0.1974339522682306,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,7 days,4,0.9410243352504313,1.31205285168041,1.31205285168041,0.2715929730035426,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,30 days,5,0.8314759034213702,2.1729422943830663,2.1729422943830663,0.7760821451844836,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,90 days,6,0.7350899607900105,3.3870380724755322,3.3870380724755322,1.2199558145387797,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,365 days,7,0.5813143747289988,6.876560219336323,6.876560219336323,1.928118558799797,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,730 days,8,0.46269312418699643,11.874456794108966,11.874456794108966,2.47438960522045,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,1095 days,9,0.4751287494579976,11.21353391970139,11.21353391970139,2.4171214344783154,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,1825 days,10,0.5,10.000000000000002,10.000000000000002,2.302585092994046,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus64,-64.0,3650 days,11,0.040657187364499414,82.9250277017519,82.9250277017519,4.417936918890967,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,1 hour,0,0.9883777619947788,1.0549806061428757,1.0549806061428757,0.0535223839561026,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,8 hours,1,0.9083219996231036,1.5253025655917454,1.5253025655917454,0.4221927940466887,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,1 day,2,0.993551847639557,1.0301401273974038,1.0301401273974038,0.029694839005021182,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,2 days,3,0.9650826137319503,1.1744506498357496,1.1744506498357496,0.16080050621425276,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,7 days,4,0.9476856655764084,1.2724146737761106,1.2724146737761106,0.24091641318733456,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,30 days,5,0.8614099679628688,1.8931283713049274,1.8931283713049274,0.6382306836125311,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,90 days,6,0.7514299215800211,3.1415223719814596,3.1415223719814596,1.1447075142684087,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,365 days,7,0.6438143747289988,5.15669268860623,5.15669268860623,1.6402954221755413,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,730 days,8,0.5470359368224971,8.052451659746271,8.052451659746271,2.085976599069063,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,1095 days,9,0.5813143747289988,6.876560219336323,6.876560219336323,1.928118558799797,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,1825 days,10,0.5843428126355007,6.781322126449751,6.781322126449751,1.9141720868426582,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus32,-32.0,3650 days,11,0.14381437472899883,51.56692688606231,51.56692688606231,3.942880515169587,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,1 hour,0,0.9937455709095613,1.029221519718594,1.029221519718594,0.02880271037766494,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,8 hours,1,0.9368261425845811,1.3376660808847438,1.3376660808847438,0.2909263647033499,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,2 days,3,0.9650826137319503,1.1744506498357496,1.1744506498357496,0.16080050621425276,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,7 days,4,0.9530534744911907,1.241346577018242,1.241346577018242,0.2161967396088977,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,30 days,5,0.9020671553273683,1.5698772263343352,1.5698772263343352,0.4509974165154063,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,90 days,6,0.7514299215800211,3.1415223719814596,3.1415223719814596,1.1447075142684087,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,365 days,7,0.6344071873644995,5.384998978746617,5.384998978746617,1.6836171209605375,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,730 days,8,0.6001287494579977,6.305833524471807,6.305833524471807,1.8414751612298037,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,1095 days,9,0.5813143747289988,6.876560219336323,6.876560219336323,1.928118558799797,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,1825 days,10,0.5843428126355007,6.781322126449751,6.781322126449751,1.9141720868426582,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus16,-16.0,3650 days,11,0.24697156209349824,32.066892495187155,32.066892495187155,3.467824111448207,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,1 hour,0,0.9950390923207559,1.0231087887093635,1.0231087887093635,0.022845824139894368,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,8 hours,1,0.9381196639957756,1.3297214423633341,1.3297214423633341,0.28496947846557935,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,2 days,3,0.9650826137319503,1.1744506498357496,1.1744506498357496,0.16080050621425276,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,7 days,4,0.9543469959023854,1.233973997287674,1.233973997287674,0.2102398533711272,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,30 days,5,0.9114743426918678,1.5033195822317365,1.5033195822317365,0.4076757177304096,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,90 days,6,0.7514299215800211,3.1415223719814596,3.1415223719814596,1.1447075142684087,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,365 days,7,0.6750643747289988,4.465511894864691,4.465511894864691,1.4963838538634135,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,730 days,8,0.6219715620934984,5.702389466812293,5.702389466812293,1.7408852917026718,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,1095 days,9,0.5813143747289988,6.876560219336323,6.876560219336323,1.928118558799797,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,1825 days,10,0.5856363340466951,6.74104663934445,6.74104663934445,1.9082152006048885,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_immediate_minus8,-8.0,3650 days,11,0.35953593682249707,19.095372132033873,19.095372132033873,2.9494460089418304,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,1 hour,0,0.9963326137319503,1.0170323623048036,1.0170323623048036,0.01688893790212456,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,8 hours,1,0.9855969959023854,1.0685774576051355,1.0685774576051355,0.06632828505899907,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,2 days,3,0.9650826137319503,1.1744506498357496,1.1744506498357496,0.16080050621425276,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,7 days,4,0.9597148048171679,1.2038444928623153,1.2038444928623153,0.1855201797926896,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,30 days,5,0.9114743426918678,1.5033195822317365,1.5033195822317365,0.4076757177304096,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,90 days,6,0.7077442963090199,3.841593495553675,3.841593495553675,1.3458872533226716,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,365 days,7,0.6750643747289988,4.465511894864691,4.465511894864691,1.4963838538634135,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,730 days,8,0.6438143747289988,5.15669268860623,5.15669268860623,1.6402954221755413,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,1095 days,9,0.6438143747289988,5.15669268860623,5.15669268860623,1.6402954221755413,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,1825 days,10,0.5950435214111944,6.455248377178345,6.455248377178345,1.8648935018198927,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,baseline,0.0,3650 days,11,0.35953593682249707,19.095372132033873,19.095372132033873,2.9494460089418304,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,1 hour,0,0.9962507188870833,1.0174159979203092,1.0174159979203092,0.01726607760009194,finite,0.9781571873644994,64,63,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,8 hours,1,0.9855969959023854,1.0685774576051355,1.0685774576051355,0.06632828505899907,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,2 days,3,0.9663761351431448,1.167475377002332,1.167475377002332,0.1548436199764823,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,7 days,4,0.990964804817168,1.0424863816922556,1.0424863816922556,0.04160861148056143,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,30 days,5,0.9005021908166396,1.5812320860074025,1.5812320860074025,0.45820434442234337,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,90 days,6,0.756627778510225,3.067216578853264,3.067216578853264,1.1207704985024023,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,365 days,7,0.6969071873644994,4.038179551423277,4.038179551423277,1.395793984336282,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,730 days,8,0.6438143747289988,5.15669268860623,5.15669268860623,1.6402954221755413,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,1095 days,9,0.6451078961401934,5.126066166813978,5.126066166813978,1.6343385359377707,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,1825 days,10,0.635700708775694,5.353016504992028,5.353016504992028,1.6776602347227674,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus8,8.0,3650 days,11,0.35953593682249707,19.095372132033873,19.095372132033873,2.9494460089418304,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,1 hour,0,0.9865758916420901,1.0637711716842737,1.0637711716842737,0.06182030358332021,finite,0.9781571873644994,64,63,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,8 hours,1,0.9922583262283623,1.0362948682911248,1.0362948682911248,0.035651725242791796,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,2 days,3,0.9676696565543395,1.160541531564018,1.160541531564018,0.1488867337387116,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,7 days,4,0.990964804817168,1.0424863816922556,1.0424863816922556,0.04160861148056143,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,30 days,5,0.9017957122278341,1.5718408653423224,1.5718408653423224,0.4522474581845736,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,90 days,6,0.7948105519357361,2.5726392788657892,2.5726392788657892,0.9449323287048998,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,365 days,7,0.6969071873644994,4.038179551423277,4.038179551423277,1.395793984336282,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,730 days,8,0.6656571873644994,4.663216996924957,4.663216996924957,1.5397055526484098,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,1095 days,9,0.666950708775694,4.635521315680684,4.635521315680684,1.5337486664106397,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,1825 days,10,0.635700708775694,5.353016504992028,5.353016504992028,1.6776602347227674,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus16,16.0,3650 days,11,0.35953593682249707,19.095372132033873,19.095372132033873,2.9494460089418304,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,1 hour,0,0.9975176940558612,1.0114970299377055,1.0114970299377055,0.011431441326449084,finite,0.9563143747289987,64,62,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,8 hours,1,0.993551847639557,1.0301401273974038,1.0301401273974038,0.029694839005021182,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,2 days,3,0.9676696565543395,1.160541531564018,1.160541531564018,0.1488867337387116,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,7 days,4,0.9976261351431449,1.0109920248853612,1.0109920248853612,0.010932051664353981,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,30 days,5,0.8242479156108992,2.2464883398547837,2.2464883398547837,0.8093682591539505,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,90 days,6,0.7755785534080505,2.810883804142874,2.810883804142874,1.0334989549415647,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,365 days,7,0.6969071873644994,4.038179551423277,4.038179551423277,1.395793984336282,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,730 days,8,0.6656571873644994,4.663216996924957,4.663216996924957,1.5397055526484098,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,1095 days,9,0.635700708775694,5.353016504992028,5.353016504992028,1.6776602347227674,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,1825 days,10,0.6763578961401933,4.438990419643994,4.438990419643994,1.4904269676256434,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus32,32.0,3650 days,11,0.35953593682249707,19.095372132033873,19.095372132033873,2.9494460089418304,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,1 hour,0,0.9858557294245249,1.067304993074758,1.067304993074758,0.06513677315672597,finite,0.84375,64,59,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,8 hours,1,0.9988703051274672,1.005215993320568,1.005215993320568,0.005202437146251308,finite,0.9563143747289987,64,62,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,1 day,2,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,2 days,3,0.9676696565543395,1.160541531564018,1.160541531564018,0.1488867337387116,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,7 days,4,0.9989196565543395,1.0049875621120885,1.0049875621120885,0.004975165426583523,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,30 days,5,0.8556105444943,1.944369997122055,1.944369997122055,0.6649380156659039,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,90 days,6,0.716930786131463,3.6824633037898264,3.6824633037898264,1.3035819042784733,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,365 days,7,0.7200435214111945,3.6300529268553183,3.6300529268553183,1.2892472285713805,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,730 days,8,0.6969071873644994,4.038179551423277,4.038179551423277,1.395793984336282,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,1095 days,9,0.6875000000000001,4.216965034285821,4.216965034285821,1.4391156831212784,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,1825 days,10,0.7200435214111945,3.6300529268553183,3.6300529268553183,1.2892472285713805,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus64,64.0,3650 days,11,0.2549383866771595,30.911723968461207,30.911723968461207,3.431135528398533,finite,0.9687499999999999,64,63,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,1 hour,0,0.938062111891989,1.3300739147615046,1.3300739147615046,0.2852345156980789,finite,0.8938143747289988,64,60,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,8 hours,1,0.9876442709767133,1.0585501987865802,1.0585501987865802,0.056900234924188324,finite,0.9563143747289987,64,62,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,1 day,2,0.9707870905692326,1.143999458429309,1.143999458429309,0.13453041955654038,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,2 days,3,0.9962357520969481,1.017486125343709,1.017486125343709,0.017335002215802815,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,7 days,4,0.9704711494155027,1.1456651465268402,1.1456651465268402,0.13598538233822402,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,30 days,5,0.8895968184777314,1.6626711572608954,1.6626711572608954,0.5084254399845829,finite,0.9781571873644994,64,63,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,90 days,6,0.780872593354197,2.7431832057738275,2.7431832057738275,1.0091190000181407,finite,1.0,64,64,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,365 days,7,0.7212443513202283,3.6100340429336604,3.6100340429336604,1.283717202475855,finite,0.8968428126355006,64,61,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,730 days,8,0.653846153846154,4.923882631706738,4.923882631706738,1.5940973720728007,finite,0.8124999999999999,64,58,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,1095 days,9,0.6590713323755842,4.80681419756616,4.80681419756616,1.5700345356926029,finite,0.6374356252710011,64,53,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,1825 days,10,0.6754710827830247,4.457155998149778,4.457155998149778,1.494510894058612,finite,0.7405928126355007,64,56,day_counts,True,config:time_delay_format
area_equivalent_multiscale,steer_long_term_plus128,128.0,3650 days,11,0.3812219389160728,17.280492750913677,17.280492750913677,2.84957827864722,finite,0.7624356252710012,64,57,day_counts,True,config:time_delay_format
