case,context_fill,context_tokens,seq_len,layer,head,correct,pathology,attention_entropy,frac_system,frac_early_cases,frac_recent_cases,frac_current_query,peak_relative
0,0.0083,34,210,0,15,False,Guillain-Barré syndrome,1.8982913494110107,0.0007668439066037536,0.0,0.0,0.9992332458496094,0.9760765550239234
0,0.0083,34,210,0,16,False,Guillain-Barré syndrome,4.095900058746338,0.17800317704677582,0.0,0.0,0.8219969272613525,0.8421052631578947
0,0.0083,34,210,0,17,False,Guillain-Barré syndrome,3.224691867828369,0.26720815896987915,0.0,0.0,0.7327918410301208,0.08133971291866028
0,0.0083,34,210,0,18,False,Guillain-Barré syndrome,3.479029893875122,0.28324559330940247,0.0,0.0,0.7167545557022095,0.08133971291866028
0,0.0083,34,210,0,19,False,Guillain-Barré syndrome,5.320957183837891,0.13709448277950287,0.0,0.0,0.8629055619239807,0.631578947368421
0,0.0083,34,210,0,20,False,Guillain-Barré syndrome,5.28635835647583,0.12698116898536682,0.0,0.0,0.8730188012123108,0.430622009569378
0,0.0083,34,210,0,21,False,Guillain-Barré syndrome,3.236168146133423,0.03426134213805199,0.0,0.0,0.9657385349273682,0.9712918660287081
0,0.0083,34,210,0,22,False,Guillain-Barré syndrome,5.317976474761963,0.13618525862693787,0.0,0.0,0.8638147711753845,0.7894736842105263
0,0.0083,34,210,0,23,False,Guillain-Barré syndrome,5.3011345863342285,0.13812851905822754,0.0,0.0,0.8618714809417725,0.9043062200956937
0,0.0083,34,210,0,24,False,Guillain-Barré syndrome,3.712143659591675,0.012760834768414497,0.0,0.0,0.9872392416000366,0.9808612440191388
0,0.0083,34,210,0,25,False,Guillain-Barré syndrome,5.3470869064331055,0.13794991374015808,0.0,0.0,0.8620501160621643,0.4258373205741627
0,0.0083,34,210,0,26,False,Guillain-Barré syndrome,5.254949569702148,0.10136163234710693,0.0,0.0,0.8986383080482483,0.9665071770334929
0,0.0083,34,210,0,27,False,Guillain-Barré syndrome,4.630282878875732,0.16869711875915527,0.0,0.0,0.8313028812408447,0.08133971291866028
0,0.0083,34,210,0,28,False,Guillain-Barré syndrome,4.837991714477539,0.09866183251142502,0.0,0.0,0.9013382196426392,0.8038277511961722
0,0.0083,34,210,0,29,False,Guillain-Barré syndrome,5.2024149894714355,0.14863745868206024,0.0,0.0,0.8513625264167786,0.7894736842105263
0,0.0083,34,210,0,30,False,Guillain-Barré syndrome,2.725050926208496,0.6575686931610107,0.0,0.0,0.34243136644363403,0.0
0,0.0083,34,210,0,31,False,Guillain-Barré syndrome,2.292447328567505,0.0158984512090683,0.0,0.0,0.9841015338897705,0.9665071770334929
0,0.0083,34,210,8,0,False,Guillain-Barré syndrome,4.05495023727417,0.352546364068985,0.0,0.0,0.6474536061286926,0.1722488038277512
0,0.0083,34,210,8,1,False,Guillain-Barré syndrome,3.3225467205047607,0.6341953873634338,0.0,0.0,0.3658044934272766,0.014354066985645933
0,0.0083,34,210,8,2,False,Guillain-Barré syndrome,2.7361483573913574,0.16733422875404358,0.0,0.0,0.832665741443634,1.0
0,0.0083,34,210,8,3,False,Guillain-Barré syndrome,2.865485668182373,0.1672671139240265,0.0,0.0,0.8327329158782959,0.9808612440191388
0,0.0083,34,210,8,4,False,Guillain-Barré syndrome,1.805461049079895,0.19578801095485687,0.0,0.0,0.8042118549346924,1.0
0,0.0083,34,210,8,5,False,Guillain-Barré syndrome,4.03057861328125,0.6024706959724426,0.0,0.0,0.39752933382987976,0.014354066985645933
0,0.0083,34,210,8,6,False,Guillain-Barré syndrome,3.4252562522888184,0.30957162380218506,0.0,0.0,0.6904283761978149,1.0
0,0.0083,34,210,8,7,False,Guillain-Barré syndrome,2.8011674880981445,0.46803614497184753,0.0,0.0,0.5319638848304749,0.1722488038277512
0,0.0083,34,210,8,8,False,Guillain-Barré syndrome,2.5608410835266113,0.08204086124897003,0.0,0.0,0.9179589748382568,1.0
0,0.0083,34,210,8,9,False,Guillain-Barré syndrome,2.7461724281311035,0.2857615649700165,0.0,0.0,0.7142384648323059,0.1722488038277512
0,0.0083,34,210,8,10,False,Guillain-Barré syndrome,2.9417331218719482,0.288551390171051,0.0,0.0,0.7114486694335938,0.1722488038277512
0,0.0083,34,210,8,11,False,Guillain-Barré syndrome,2.880531072616577,0.25006556510925293,0.0,0.0,0.7499344944953918,0.9760765550239234
0,0.0083,34,210,8,12,False,Guillain-Barré syndrome,2.89213228225708,0.3095986545085907,0.0,0.0,0.6904013156890869,0.1722488038277512
0,0.0083,34,210,8,13,False,Guillain-Barré syndrome,3.6604504585266113,0.24104316532611847,0.0,0.0,0.7589569091796875,0.9760765550239234
0,0.0083,34,210,8,14,False,Guillain-Barré syndrome,2.8920087814331055,0.3428505063056946,0.0,0.0,0.6571494340896606,0.1722488038277512
0,0.0083,34,210,8,15,False,Guillain-Barré syndrome,3.084780693054199,0.10411424934864044,0.0,0.0,0.8958857655525208,0.9904306220095693
0,0.0083,34,210,8,16,False,Guillain-Barré syndrome,3.3136801719665527,0.35358500480651855,0.0,0.0,0.6464149355888367,0.014354066985645933
0,0.0083,34,210,8,17,False,Guillain-Barré syndrome,5.258242130279541,0.180913507938385,0.0,0.0,0.8190865516662598,0.0
0,0.0083,34,210,8,18,False,Guillain-Barré syndrome,3.687649965286255,0.5880883932113647,0.0,0.0,0.4119115471839905,0.10526315789473684
0,0.0083,34,210,8,19,False,Guillain-Barré syndrome,3.643233299255371,0.3132433295249939,0.0,0.0,0.6867567300796509,0.1722488038277512
0,0.0083,34,210,8,20,False,Guillain-Barré syndrome,2.8826680183410645,0.3052669167518616,0.0,0.0,0.6947330832481384,0.1722488038277512
0,0.0083,34,210,8,21,False,Guillain-Barré syndrome,4.13414192199707,0.4187714755535126,0.0,0.0,0.5812286734580994,0.1722488038277512
0,0.0083,34,210,8,22,False,Guillain-Barré syndrome,2.214859962463379,0.35308772325515747,0.0,0.0,0.6469123363494873,0.1722488038277512
0,0.0083,34,210,8,23,False,Guillain-Barré syndrome,2.149653911590576,0.8540605306625366,0.0,0.0,0.14593957364559174,0.014354066985645933
0,0.0083,34,210,8,24,False,Guillain-Barré syndrome,3.2888808250427246,0.27514827251434326,0.0,0.0,0.7248517870903015,0.1722488038277512
0,0.0083,34,210,8,25,False,Guillain-Barré syndrome,2.8756601810455322,0.11358913034200668,0.0,0.0,0.8864108324050903,0.9760765550239234
0,0.0083,34,210,8,26,False,Guillain-Barré syndrome,2.5067667961120605,0.3357677161693573,0.0,0.0,0.6642322540283203,0.1722488038277512
0,0.0083,34,210,8,27,False,Guillain-Barré syndrome,5.312727451324463,0.15143170952796936,0.0,0.0,0.8485682606697083,0.0
0,0.0083,34,210,8,28,False,Guillain-Barré syndrome,2.876615524291992,0.05631396546959877,0.0,0.0,0.9436860680580139,0.9043062200956937
0,0.0083,34,210,8,29,False,Guillain-Barré syndrome,3.654876470565796,0.18803207576274872,0.0,0.0,0.8119679093360901,0.1722488038277512
0,0.0083,34,210,8,30,False,Guillain-Barré syndrome,5.3233137130737305,0.1409408301115036,0.0,0.0,0.8590591549873352,0.4019138755980861
0,0.0083,34,210,8,31,False,Guillain-Barré syndrome,3.1615965366363525,0.3002004325389862,0.0,0.0,0.6997995376586914,0.1722488038277512
0,0.0083,34,210,16,0,False,Guillain-Barré syndrome,2.443415880203247,0.1626923680305481,0.0,0.0,0.8373075723648071,0.9665071770334929
0,0.0083,34,210,16,1,False,Guillain-Barré syndrome,3.693526268005371,0.2255920022726059,0.0,0.0,0.7744079828262329,0.9282296650717703
0,0.0083,34,210,16,2,False,Guillain-Barré syndrome,3.1303324699401855,0.106165811419487,0.0,0.0,0.8938341736793518,0.9665071770334929
0,0.0083,34,210,16,3,False,Guillain-Barré syndrome,2.625685214996338,0.5382251143455505,0.0,0.0,0.4617748260498047,0.009569377990430622
0,0.0083,34,210,16,4,False,Guillain-Barré syndrome,3.173117160797119,0.3403061628341675,0.0,0.0,0.659693717956543,0.9665071770334929
0,0.0083,34,210,16,5,False,Guillain-Barré syndrome,3.4260928630828857,0.5666928887367249,0.0,0.0,0.43330714106559753,0.009569377990430622
0,0.0083,34,210,16,6,False,Guillain-Barré syndrome,3.5505945682525635,0.24953895807266235,0.0,0.0,0.7504611015319824,0.9330143540669856
0,0.0083,34,210,16,7,False,Guillain-Barré syndrome,3.628288745880127,0.4554023742675781,0.0,0.0,0.5445976853370667,0.0
0,0.0083,34,210,16,8,False,Guillain-Barré syndrome,4.035366058349609,0.360381543636322,0.0,0.0,0.6396185159683228,0.9665071770334929
0,0.0083,34,210,16,9,False,Guillain-Barré syndrome,2.634516716003418,0.5634959936141968,0.0,0.0,0.43650421500205994,0.009569377990430622
0,0.0083,34,210,16,10,False,Guillain-Barré syndrome,3.284573554992676,0.46290335059165955,0.0,0.0,0.5370966196060181,0.009569377990430622
0,0.0083,34,210,16,11,False,Guillain-Barré syndrome,3.0700695514678955,0.28976428508758545,0.0,0.0,0.7102356553077698,0.9665071770334929
0,0.0083,34,210,16,12,False,Guillain-Barré syndrome,3.9177961349487305,0.2170606255531311,0.0,0.0,0.7829393744468689,0.9665071770334929
0,0.0083,34,210,16,13,False,Guillain-Barré syndrome,4.178389072418213,0.3110310137271881,0.0,0.0,0.688969075679779,0.9856459330143541
0,0.0083,34,210,16,14,False,Guillain-Barré syndrome,2.4580116271972656,0.5629476308822632,0.0,0.0,0.4370523691177368,0.009569377990430622
0,0.0083,34,210,16,15,False,Guillain-Barré syndrome,4.937539100646973,0.23631227016448975,0.0,0.0,0.7636877298355103,0.009569377990430622
0,0.0083,34,210,16,16,False,Guillain-Barré syndrome,3.380918502807617,0.09078948944807053,0.0,0.0,0.9092104434967041,0.9665071770334929
0,0.0083,34,210,16,17,False,Guillain-Barré syndrome,3.8014638423919678,0.2339635044336319,0.0,0.0,0.7660365104675293,0.009569377990430622
0,0.0083,34,210,16,18,False,Guillain-Barré syndrome,0.5189980268478394,0.9968570470809937,0.0,0.0,0.003142822766676545,0.1291866028708134
0,0.0083,34,210,16,19,False,Guillain-Barré syndrome,3.9491004943847656,0.4731934368610382,0.0,0.0,0.5268065929412842,0.9090909090909091
0,0.0083,34,210,16,20,False,Guillain-Barré syndrome,2.720543384552002,0.5417581796646118,0.0,0.0,0.45824185013771057,0.009569377990430622
0,0.0083,34,210,16,21,False,Guillain-Barré syndrome,3.900139331817627,0.5283066034317017,0.0,0.0,0.4716934263706207,0.1339712918660287
0,0.0083,34,210,16,22,False,Guillain-Barré syndrome,2.893871545791626,0.06864326447248459,0.0,0.0,0.9313567876815796,0.9665071770334929
0,0.0083,34,210,16,23,False,Guillain-Barré syndrome,3.0269834995269775,0.3324776589870453,0.0,0.0,0.6675223112106323,0.009569377990430622
0,0.0083,34,210,16,24,False,Guillain-Barré syndrome,3.6190524101257324,0.41148680448532104,0.0,0.0,0.588513195514679,0.9186602870813397
0,0.0083,34,210,16,25,False,Guillain-Barré syndrome,4.044092655181885,0.47610411047935486,0.0,0.0,0.5238958597183228,0.10526315789473684
0,0.0083,34,210,16,26,False,Guillain-Barré syndrome,4.199345588684082,0.33826547861099243,0.0,0.0,0.6617345213890076,0.009569377990430622
0,0.0083,34,210,16,27,False,Guillain-Barré syndrome,4.104391574859619,0.29647624492645264,0.0,0.0,0.7035237550735474,0.9856459330143541
0,0.0083,34,210,16,28,False,Guillain-Barré syndrome,2.5442631244659424,0.5010395646095276,0.0,0.0,0.4989605247974396,0.009569377990430622
0,0.0083,34,210,16,29,False,Guillain-Barré syndrome,3.3257832527160645,0.48551037907600403,0.0,0.0,0.5144897103309631,0.009569377990430622
0,0.0083,34,210,16,30,False,Guillain-Barré syndrome,3.2079429626464844,0.3800897002220154,0.0,0.0,0.6199102997779846,0.13875598086124402
0,0.0083,34,210,16,31,False,Guillain-Barré syndrome,3.9314117431640625,0.21232753992080688,0.0,0.0,0.7876724004745483,0.9282296650717703
0,0.0083,34,210,24,0,False,Guillain-Barré syndrome,2.033797025680542,0.49351969361305237,0.0,0.0,0.50648033618927,0.019138755980861243
0,0.0083,34,210,24,1,False,Guillain-Barré syndrome,1.8392739295959473,0.5030273199081421,0.0,0.0,0.49697285890579224,0.019138755980861243
0,0.0083,34,210,24,2,False,Guillain-Barré syndrome,3.121168851852417,0.24750064313411713,0.0,0.0,0.7524993419647217,0.9282296650717703
0,0.0083,34,210,24,3,False,Guillain-Barré syndrome,3.8936221599578857,0.33549240231513977,0.0,0.0,0.6645076274871826,0.14354066985645933
0,0.0083,34,210,24,4,False,Guillain-Barré syndrome,2.2889983654022217,0.4146263599395752,0.0,0.0,0.5853736400604248,0.019138755980861243
0,0.0083,34,210,24,5,False,Guillain-Barré syndrome,2.716306447982788,0.4340621829032898,0.0,0.0,0.5659378170967102,0.019138755980861243
0,0.0083,34,210,24,6,False,Guillain-Barré syndrome,2.649447441101074,0.4920763671398163,0.0,0.0,0.5079236030578613,0.009569377990430622
0,0.0083,34,210,24,7,False,Guillain-Barré syndrome,2.418961763381958,0.40401506423950195,0.0,0.0,0.5959851145744324,0.019138755980861243
0,0.0083,34,210,24,8,False,Guillain-Barré syndrome,1.6536810398101807,0.5164246559143066,0.0,0.0,0.48357531428337097,0.019138755980861243
0,0.0083,34,210,24,9,False,Guillain-Barré syndrome,2.407317876815796,0.48448535799980164,0.0,0.0,0.5155145525932312,0.019138755980861243
0,0.0083,34,210,24,10,False,Guillain-Barré syndrome,3.0872602462768555,0.17785485088825226,0.0,0.0,0.8221450448036194,0.937799043062201
0,0.0083,34,210,24,11,False,Guillain-Barré syndrome,2.5549066066741943,0.4623488485813141,0.0,0.0,0.5376510620117188,0.019138755980861243
0,0.0083,34,210,24,12,False,Guillain-Barré syndrome,2.142256259918213,0.5477225184440613,0.0,0.0,0.4522775709629059,0.019138755980861243
0,0.0083,34,210,24,13,False,Guillain-Barré syndrome,2.4692647457122803,0.39023807644844055,0.0,0.0,0.6097620129585266,0.019138755980861243
0,0.0083,34,210,24,14,False,Guillain-Barré syndrome,2.667464017868042,0.5260418057441711,0.0,0.0,0.4739581346511841,0.019138755980861243
0,0.0083,34,210,24,15,False,Guillain-Barré syndrome,3.476001739501953,0.3494184613227844,0.0,0.0,0.6505815386772156,0.009569377990430622
0,0.0083,34,210,24,16,False,Guillain-Barré syndrome,2.9764652252197266,0.38822999596595764,0.0,0.0,0.6117700338363647,0.009569377990430622
0,0.0083,34,210,24,17,False,Guillain-Barré syndrome,2.9794929027557373,0.4185112416744232,0.0,0.0,0.581488847732544,0.009569377990430622
0,0.0083,34,210,24,18,False,Guillain-Barré syndrome,2.4464099407196045,0.47348397970199585,0.0,0.0,0.5265159606933594,0.019138755980861243
0,0.0083,34,210,24,19,False,Guillain-Barré syndrome,2.9560704231262207,0.4084954559803009,0.0,0.0,0.5915045738220215,0.14354066985645933
0,0.0083,34,210,24,20,False,Guillain-Barré syndrome,2.2359352111816406,0.47728657722473145,0.0,0.0,0.5227133631706238,0.009569377990430622
0,0.0083,34,210,24,21,False,Guillain-Barré syndrome,1.9596024751663208,0.7672332525253296,0.0,0.0,0.2327667623758316,0.009569377990430622
0,0.0083,34,210,24,22,False,Guillain-Barré syndrome,3.642662286758423,0.2084648609161377,0.0,0.0,0.7915351986885071,0.9282296650717703
0,0.0083,34,210,24,23,False,Guillain-Barré syndrome,3.784228563308716,0.23885461688041687,0.0,0.0,0.7611454725265503,0.9856459330143541
0,0.0083,34,210,24,24,False,Guillain-Barré syndrome,3.970158815383911,0.2233768105506897,0.0,0.0,0.7766232490539551,0.14354066985645933
0,0.0083,34,210,24,25,False,Guillain-Barré syndrome,3.422483444213867,0.3111095428466797,0.0,0.0,0.6888904571533203,0.15311004784688995
0,0.0083,34,210,24,26,False,Guillain-Barré syndrome,2.8144350051879883,0.35844314098358154,0.0,0.0,0.6415567994117737,0.14354066985645933
0,0.0083,34,210,24,27,False,Guillain-Barré syndrome,2.3440985679626465,0.39958927035331726,0.0,0.0,0.6004107594490051,0.019138755980861243
0,0.0083,34,210,24,28,False,Guillain-Barré syndrome,2.4888553619384766,0.49175694584846497,0.0,0.0,0.5082430839538574,0.019138755980861243
0,0.0083,34,210,24,29,False,Guillain-Barré syndrome,0.9688194394111633,0.01951412297785282,0.0,0.0,0.9804858565330505,0.9425837320574163
0,0.0083,34,210,24,30,False,Guillain-Barré syndrome,3.404557228088379,0.2258116602897644,0.0,0.0,0.7741883397102356,1.0
0,0.0083,34,210,24,31,False,Guillain-Barré syndrome,1.7802085876464844,0.5783207416534424,0.0,0.0,0.4216792583465576,0.019138755980861243
0,0.0083,34,210,31,0,False,Guillain-Barré syndrome,1.9360759258270264,0.030555278062820435,0.0,0.0,0.969444751739502,0.9760765550239234
0,0.0083,34,210,31,1,False,Guillain-Barré syndrome,3.420079231262207,0.2297443151473999,0.0,0.0,0.7702556848526001,0.16267942583732056
0,0.0083,34,210,31,2,False,Guillain-Barré syndrome,2.4459824562072754,0.46369224786758423,0.0,0.0,0.5363077521324158,0.009569377990430622
0,0.0083,34,210,31,3,False,Guillain-Barré syndrome,3.2235865592956543,0.4009341299533844,0.0,0.0,0.5990658402442932,0.14354066985645933
0,0.0083,34,210,31,4,False,Guillain-Barré syndrome,2.1508312225341797,0.335629403591156,0.0,0.0,0.6643705368041992,0.9856459330143541
0,0.0083,34,210,31,5,False,Guillain-Barré syndrome,1.534057855606079,0.09756111353635788,0.0,0.0,0.9024389982223511,1.0
0,0.0083,34,210,31,6,False,Guillain-Barré syndrome,2.3756284713745117,0.40426501631736755,0.0,0.0,0.5957350134849548,0.0
0,0.0083,34,210,31,7,False,Guillain-Barré syndrome,2.4266276359558105,0.49559298157691956,0.0,0.0,0.5044069290161133,0.009569377990430622
0,0.0083,34,210,31,8,False,Guillain-Barré syndrome,1.854905128479004,0.5879493951797485,0.0,0.0,0.41205066442489624,0.009569377990430622
0,0.0083,34,210,31,9,False,Guillain-Barré syndrome,3.049386739730835,0.22156845033168793,0.0,0.0,0.7784315347671509,1.0
0,0.0083,34,210,31,10,False,Guillain-Barré syndrome,3.4353749752044678,0.12484603375196457,0.0,0.0,0.8751539587974548,0.4019138755980861
0,0.0083,34,210,31,11,False,Guillain-Barré syndrome,2.937973737716675,0.4119592607021332,0.0,0.0,0.5880407691001892,0.009569377990430622
0,0.0083,34,210,31,12,False,Guillain-Barré syndrome,2.3640408515930176,0.4430299699306488,0.0,0.0,0.5569700598716736,0.009569377990430622
0,0.0083,34,210,31,13,False,Guillain-Barré syndrome,2.5615835189819336,0.27815645933151245,0.0,0.0,0.7218434810638428,0.14354066985645933
0,0.0083,34,210,31,14,False,Guillain-Barré syndrome,3.629340887069702,0.28515854477882385,0.0,0.0,0.7148414850234985,0.9856459330143541
0,0.0083,34,210,31,15,False,Guillain-Barré syndrome,2.861233949661255,0.4467073082923889,0.0,0.0,0.5532927513122559,0.009569377990430622
0,0.0083,34,210,31,16,False,Guillain-Barré syndrome,3.1141839027404785,0.44518283009529114,0.0,0.0,0.5548170804977417,0.009569377990430622
0,0.0083,34,210,31,17,False,Guillain-Barré syndrome,3.1912617683410645,0.2885006070137024,0.0,0.0,0.7114993929862976,0.9760765550239234
0,0.0083,34,210,31,18,False,Guillain-Barré syndrome,2.8839151859283447,0.43987715244293213,0.0,0.0,0.5601227879524231,0.009569377990430622
0,0.0083,34,210,31,19,False,Guillain-Barré syndrome,2.2733235359191895,0.4495478570461273,0.0,0.0,0.5504521727561951,0.019138755980861243
0,0.0083,34,210,31,20,False,Guillain-Barré syndrome,3.8922863006591797,0.292536199092865,0.0,0.0,0.7074637413024902,0.009569377990430622
0,0.0083,34,210,31,21,False,Guillain-Barré syndrome,3.2333335876464844,0.41465285420417786,0.0,0.0,0.5853472948074341,0.16267942583732056
0,0.0083,34,210,31,22,False,Guillain-Barré syndrome,2.1146223545074463,0.4420146942138672,0.0,0.0,0.5579853057861328,0.15311004784688995
0,0.0083,34,210,31,23,False,Guillain-Barré syndrome,3.06306529045105,0.4139392673969269,0.0,0.0,0.5860607624053955,0.009569377990430622
0,0.0083,34,210,31,24,False,Guillain-Barré syndrome,2.3752999305725098,0.4771893322467804,0.0,0.0,0.5228108167648315,0.019138755980861243
0,0.0083,34,210,31,25,False,Guillain-Barré syndrome,0.23818150162696838,0.004074404947459698,0.0,0.0,0.9959256052970886,1.0
0,0.0083,34,210,31,26,False,Guillain-Barré syndrome,2.2474350929260254,0.40656161308288574,0.0,0.0,0.5934383273124695,0.019138755980861243
0,0.0083,34,210,31,27,False,Guillain-Barré syndrome,3.1450819969177246,0.3939918279647827,0.0,0.0,0.6060081720352173,0.009569377990430622
0,0.0083,34,210,31,28,False,Guillain-Barré syndrome,2.4540462493896484,0.49935415387153625,0.0,0.0,0.5006458163261414,0.009569377990430622
0,0.0083,34,210,31,29,False,Guillain-Barré syndrome,2.3374149799346924,0.4969259202480316,0.0,0.0,0.5030741095542908,0.009569377990430622
0,0.0083,34,210,31,30,False,Guillain-Barré syndrome,2.634876012802124,0.47316423058509827,0.0,0.0,0.5268357396125793,0.009569377990430622
0,0.0083,34,210,31,31,False,Guillain-Barré syndrome,2.5460195541381836,0.4473710358142853,0.0,0.0,0.5526289343833923,0.009569377990430622
1,0.053,217,677,0,0,True,Panic attack,6.517177104949951,0.042567647993564606,0.13440579175949097,0.13608704507350922,0.6869394779205322,0.665680473372781
1,0.053,217,677,0,1,True,Panic attack,1.9881412982940674,1.3192476217227522e-05,0.00016379526641685516,0.0006558067398145795,0.9991671442985535,0.9985207100591716
1,0.053,217,677,0,2,True,Panic attack,5.6312713623046875,0.055598340928554535,0.10549002885818481,0.12280365079641342,0.716107964515686,0.9068047337278107
1,0.053,217,677,0,3,True,Panic attack,5.292983055114746,0.053182292729616165,0.11350971460342407,0.13954664766788483,0.6937614679336548,0.9068047337278107
1,0.053,217,677,0,4,True,Panic attack,3.7493700981140137,0.0002135744725819677,0.00023139467521104962,0.0005205850466154516,0.9990344047546387,0.9940828402366864
1,0.053,217,677,0,5,True,Panic attack,4.968434810638428,0.0066312989220023155,0.012445586733520031,0.013049923814833164,0.9678731560707092,0.9260355029585798
1,0.053,217,677,0,6,True,Panic attack,6.517241954803467,0.04252852872014046,0.13437920808792114,0.1358988881111145,0.6871933341026306,0.5236686390532544
1,0.053,217,677,0,7,True,Panic attack,5.9058756828308105,0.02704262174665928,0.12027812004089355,0.07777805626392365,0.774901270866394,0.75
1,0.053,217,677,0,8,True,Panic attack,4.100234508514404,0.11902394145727158,0.16203851997852325,0.15907041728496552,0.5598671436309814,0.02514792899408284
1,0.053,217,677,0,9,True,Panic attack,4.279496669769287,0.0018133167177438736,0.0011065152939409018,0.005236294586211443,0.9918439388275146,0.9896449704142012
1,0.053,217,677,0,10,True,Panic attack,6.112580299377441,0.0471528023481369,0.14770658314228058,0.12998083233833313,0.675159752368927,0.2588757396449704
1,0.053,217,677,0,11,True,Panic attack,3.9785304069519043,0.1381104588508606,0.1660270392894745,0.15730807185173035,0.5385543704032898,0.02514792899408284
1,0.053,217,677,0,12,True,Panic attack,6.517659664154053,0.042792536318302155,0.1344178169965744,0.13585659861564636,0.6869330406188965,0.8905325443786982
1,0.053,217,677,0,13,True,Panic attack,2.891002893447876,0.0006765715079382062,0.0015938285505399108,0.0009143801871687174,0.9968152046203613,0.9896449704142012
1,0.053,217,677,0,14,True,Panic attack,5.030956745147705,0.027010386809706688,0.05946056544780731,0.0913400650024414,0.8221889138221741,0.9068047337278107
1,0.053,217,677,0,15,True,Panic attack,2.1144065856933594,0.0001294399844482541,0.00032643755548633635,0.0018152082338929176,0.9977288842201233,0.992603550295858
1,0.053,217,677,0,16,True,Panic attack,5.188612937927246,0.06445072591304779,0.0904710441827774,0.09573870152235031,0.7493395209312439,0.9068047337278107
1,0.053,217,677,0,17,True,Panic attack,4.4100565910339355,0.10543239116668701,0.13805080950260162,0.15224236249923706,0.6042745113372803,0.038461538461538464
1,0.053,217,677,0,18,True,Panic attack,4.6929168701171875,0.11836939305067062,0.1542586088180542,0.14603570103645325,0.5813363194465637,0.02514792899408284
1,0.053,217,677,0,19,True,Panic attack,6.493908882141113,0.040579330176115036,0.132735013961792,0.13781575858592987,0.688869833946228,0.3905325443786982
1,0.053,217,677,0,20,True,Panic attack,6.461569786071777,0.04291984438896179,0.1383010596036911,0.13383916020393372,0.684939980506897,0.3905325443786982
1,0.053,217,677,0,21,True,Panic attack,4.194535255432129,0.005871789064258337,0.015736181288957596,0.03647725284099579,0.9419147968292236,0.9911242603550295
1,0.053,217,677,0,22,True,Panic attack,6.487977981567383,0.04162522032856941,0.130721777677536,0.13563081622123718,0.6920222043991089,0.2440828402366864
1,0.053,217,677,0,23,True,Panic attack,6.490682601928711,0.03999832272529602,0.1213003545999527,0.1328812539577484,0.7058200836181641,0.9896449704142012
1,0.053,217,677,0,24,True,Panic attack,4.110815525054932,0.0066405427642166615,0.011255582794547081,0.024655530229210854,0.957448422908783,0.9940828402366864
1,0.053,217,677,0,25,True,Panic attack,6.517651081085205,0.04279226064682007,0.13442863523960114,0.13594932854175568,0.6868296265602112,0.39349112426035504
1,0.053,217,677,0,26,True,Panic attack,6.300987720489502,0.020906297490000725,0.06581419706344604,0.07363277673721313,0.8396468758583069,0.9896449704142012
1,0.053,217,677,0,27,True,Panic attack,5.861075401306152,0.053433608263731,0.12080026417970657,0.13150611519813538,0.6942600011825562,0.9068047337278107
