depth,probe,turn,kind,n_tokens,ctx_tokens,share
3,1,4,filler_a,4,539,0.01013620030116075
3,1,5,filler_q,60,539,0.028343559115333965
3,1,6,filler_a,4,539,0.012731504654648002
3,1,7,probe,217,539,0.2329652143534479
3,2,0,system,48,798,0.09693886340191107
3,2,1,filler_q,69,798,0.028376432932479906
3,2,2,filler_a,4,798,0.012119896010944946
3,2,3,filler_q,90,798,0.029784560008685502
3,2,4,filler_a,4,798,0.010048434434922185
3,2,5,filler_q,60,798,0.02564704412207106
3,2,6,filler_a,4,798,0.009093609926472646
3,2,7,probe,476,798,0.23497012531807118
3,3,0,system,48,592,0.08926297842354168
3,3,1,filler_q,69,592,0.027184901594506882
3,3,2,filler_a,4,592,0.010903955923739007
3,3,3,filler_q,90,592,0.02827047915230785
3,3,4,filler_a,4,592,0.010320223596126872
3,3,5,filler_q,60,592,0.028881537693302796
3,3,6,filler_a,4,592,0.012137383114373122
3,3,7,probe,270,592,0.23848339357515091
3,4,0,system,48,758,0.09036750963928943
3,4,1,filler_q,69,758,0.028602298910704795
3,4,2,filler_a,4,758,0.01156683001002629
3,4,3,filler_q,90,758,0.03037971568940113
3,4,4,filler_a,4,758,0.01085826399497314
3,4,5,filler_q,60,758,0.02514530251686845
3,4,6,filler_a,4,758,0.009215560333922032
3,4,7,probe,436,758,0.24726536026221052
3,5,0,system,48,576,0.08743523330058799
3,5,1,filler_q,69,576,0.02601301219108169
3,5,2,filler_a,4,576,0.010835066794599946
3,5,3,filler_q,90,576,0.028313037459775748
3,5,4,filler_a,4,576,0.010598934472552252
3,5,5,filler_q,60,576,0.028543595883450932
3,5,6,filler_a,4,576,0.012009081850799101
3,5,7,probe,254,576,0.23835777677210304
3,6,0,system,48,546,0.10037279273452969
3,6,1,filler_q,69,546,0.027794695505909597
3,6,2,filler_a,4,546,0.011187430326346068
3,6,3,filler_q,90,546,0.029566917349477823
3,6,4,filler_a,4,546,0.010939958209125676
3,6,5,filler_q,60,546,0.030402750535910048
3,6,6,filler_a,4,546,0.013128825473916481
3,6,7,probe,224,546,0.2329475769648662
3,7,0,system,48,630,0.09438719032150499
3,7,1,filler_q,69,630,0.02700304406675607
3,7,2,filler_a,4,630,0.010757165115620184
3,7,3,filler_q,90,630,0.029201187128004593
3,7,4,filler_a,4,630,0.009926235741301359
3,7,5,filler_q,60,630,0.026350604621173272
3,7,6,filler_a,4,630,0.010863849352092494
3,7,7,probe,308,630,0.2360561697991562
3,8,0,system,48,571,0.09017843596409625
3,8,1,filler_q,69,571,0.026664001594708647
3,8,2,filler_a,4,571,0.010576527275364617
3,8,3,filler_q,90,571,0.028194048270625726
3,8,4,filler_a,4,571,0.009816534113071557
3,8,5,filler_q,60,571,0.028676733352826233
3,8,6,filler_a,4,571,0.011271732955742996
3,8,7,probe,249,571,0.2413077832799386
3,9,0,system,48,625,0.09599224599564779
3,9,1,filler_q,69,625,0.026610861555167308
3,9,2,filler_a,4,625,0.011474325586835964
3,9,3,filler_q,90,625,0.029244380189788054
3,9,4,filler_a,4,625,0.010378006400901392
3,9,5,filler_q,60,625,0.026427411975390103
3,9,6,filler_a,4,625,0.011494248892172168
3,9,7,probe,303,625,0.2340408428364981
3,10,0,system,48,658,0.08476140342577292
3,10,1,filler_q,69,658,0.027396179808706334
3,10,2,filler_a,4,658,0.012018354421896891
3,10,3,filler_q,90,658,0.029837754363349626
3,10,4,filler_a,4,658,0.009985352944713241
3,10,5,filler_q,60,658,0.027199039793407594
3,10,6,filler_a,4,658,0.010743300338793471
3,10,7,probe,336,658,0.23544523642270027
3,11,0,system,48,524,0.10458259261602987
3,11,1,filler_q,69,524,0.027727877005738564
3,11,2,filler_a,4,524,0.012216473852919092
3,11,3,filler_q,90,524,0.028638709799661686
3,11,4,filler_a,4,524,0.01097785724809962
3,11,5,filler_q,60,524,0.03006515465952995
3,11,6,filler_a,4,524,0.012952495767419752
3,11,7,probe,202,524,0.22708341009158883
3,12,0,system,48,673,0.09161024964987034
3,12,1,filler_q,69,673,0.027433193465307894
3,12,2,filler_a,4,673,0.012574446417189364
3,12,3,filler_q,90,673,0.0291975752441446
3,12,4,filler_a,4,673,0.011021594851380281
3,12,5,filler_q,60,673,0.025713501862667767
3,12,6,filler_a,4,673,0.009644347572820691
3,12,7,probe,351,673,0.22614230638432775
3,13,0,system,48,655,0.09253560302151928
3,13,1,filler_q,69,655,0.028042725910879467
3,13,2,filler_a,4,655,0.011028132432339164
3,13,3,filler_q,90,655,0.030555042065498573
3,13,4,filler_a,4,655,0.010121157910487242
3,13,5,filler_q,60,655,0.02771243608319023
3,13,6,filler_a,4,655,0.01031547460007875
3,13,7,probe,333,655,0.24283723826937428
3,14,0,system,48,547,0.09601007176365642
3,14,1,filler_q,69,547,0.02851398597874064
3,14,2,filler_a,4,547,0.011489632327035109
3,14,3,filler_q,90,547,0.02970757621846453
3,14,4,filler_a,4,547,0.011142732313287843
3,14,5,filler_q,60,547,0.028365581923431686
3,14,6,filler_a,4,547,0.012688681754209351
3,14,7,probe,225,547,0.22314752371381172
3,15,0,system,48,619,0.08845210923177586
3,15,1,filler_q,69,619,0.02797808399940746
3,15,2,filler_a,4,619,0.012076513879889872
3,15,3,filler_q,90,619,0.0294087835323724
3,15,4,filler_a,4,619,0.009194909411511201
3,15,5,filler_q,60,619,0.02723921301999509
3,15,6,filler_a,4,619,0.010130156909327533
3,15,7,probe,297,619,0.2405220146155226
3,16,0,system,48,646,0.09166527037119952
3,16,1,filler_q,69,646,0.026326831530432523
3,16,2,filler_a,4,646,0.011518824821573903
3,16,3,filler_q,90,646,0.029608179189525387
3,16,4,filler_a,4,646,0.010702992582439072
3,16,5,filler_q,60,646,0.02788036465349991
3,16,6,filler_a,4,646,0.011503190623283208
3,16,7,probe,324,646,0.2409184366738117
3,17,0,system,48,932,0.07835325973717212
3,17,1,filler_q,69,932,0.030105222185520225
3,17,2,filler_a,4,932,0.011951572317210894
3,17,3,filler_q,90,932,0.0292915861919678
3,17,4,filler_a,4,932,0.00931123789312546
3,17,5,filler_q,60,932,0.025534550811795766
3,17,6,filler_a,4,932,0.00850912892692655
3,17,7,probe,610,932,0.24835439261452244
3,18,0,system,48,585,0.09087573453130697
3,18,1,filler_q,69,585,0.026278675796588057
3,18,2,filler_a,4,585,0.010022363248617133
3,18,3,filler_q,90,585,0.027445025329264804
3,18,4,filler_a,4,585,0.010377676420692719
3,18,5,filler_q,60,585,0.028263800380302802
3,18,6,filler_a,4,585,0.011456200545495074
3,18,7,probe,263,585,0.2277477990879039
3,19,0,system,48,565,0.09855386498293028
3,19,1,filler_q,69,565,0.027041128284692927
3,19,2,filler_a,4,565,0.01030257368804668
3,19,3,filler_q,90,565,0.02852023268268224
3,19,4,filler_a,4,565,0.01064796391572272
3,19,5,filler_q,60,565,0.029349388704750925
3,19,6,filler_a,4,565,0.012106641151948275
3,19,7,probe,243,565,0.21565570530881525
3,20,0,system,48,739,0.08754273219220898
3,20,1,filler_q,69,739,0.02727649657358345
3,20,2,filler_a,4,739,0.011151122619212231
3,20,3,filler_q,90,739,0.02864410703759581
3,20,4,filler_a,4,739,0.0092602360843
3,20,5,filler_q,60,739,0.025410028783428268
3,20,6,filler_a,4,739,0.008905249399857504
3,20,7,probe,417,739,0.24524773637702962
3,21,0,system,48,652,0.09163839964895193
3,21,1,filler_q,69,652,0.0277907892941695
3,21,2,filler_a,4,652,0.012045121978302242
3,21,3,filler_q,90,652,0.02967295032579689
3,21,4,filler_a,4,652,0.010429087494436788
3,21,5,filler_q,60,652,0.02738566041457685
3,21,6,filler_a,4,652,0.01076833682940295
3,21,7,probe,330,652,0.24266189617210907
3,22,0,system,48,621,0.0853539364165887
3,22,1,filler_q,69,621,0.026933137466259284
3,22,2,filler_a,4,621,0.01216709326637461
3,22,3,filler_q,90,621,0.028816476884780524
3,22,4,filler_a,4,621,0.009457269521115096
3,22,5,filler_q,60,621,0.02692383516212426
3,22,6,filler_a,4,621,0.01071517102814124
3,22,7,probe,299,621,0.23589136951085848
3,23,0,system,48,877,0.08541175989845744
3,23,1,filler_q,69,877,0.028722006810255756
3,23,2,filler_a,4,877,0.012093589437702572
3,23,3,filler_q,90,877,0.02945348756639184
3,23,4,filler_a,4,877,0.009976354952344318
3,23,5,filler_q,60,877,0.02531318089405021
3,23,6,filler_a,4,877,0.008438590253640986
3,23,7,probe,555,877,0.24682008166429978
3,24,0,system,48,524,0.10038897472534701
3,24,1,filler_q,69,524,0.026514130379009206
3,24,2,filler_a,4,524,0.011009572815519663
3,24,3,filler_q,90,524,0.0283580048245968
3,24,4,filler_a,4,524,0.010288809464412324
3,24,5,filler_q,60,524,0.03130325925161161
3,24,6,filler_a,4,524,0.012767503243638836
3,24,7,probe,202,524,0.23213182633068277
3,25,0,system,48,627,0.09421242254002085
3,25,1,filler_q,69,627,0.027795849063224628
3,25,2,filler_a,4,627,0.012363092005340673
3,25,3,filler_q,90,627,0.029409541092685808
3,25,4,filler_a,4,627,0.01063484912989533
3,25,5,filler_q,60,627,0.026776849902510613
3,25,6,filler_a,4,627,0.011381460945326966
3,25,7,probe,305,627,0.2387843413289304
3,26,0,system,48,738,0.08709543766746008
3,26,1,filler_q,69,738,0.028039914764386713
3,26,2,filler_a,4,738,0.011017664987257146
3,26,3,filler_q,90,738,0.028213885677462608
3,26,4,filler_a,4,738,0.00963184486807153
3,26,5,filler_q,60,738,0.02550950551382039
3,26,6,filler_a,4,738,0.009488897184355432
3,26,7,probe,416,738,0.2443418484961271
3,27,0,system,48,631,0.09012261190400975
3,27,1,filler_q,69,631,0.028027892688444973
3,27,2,filler_a,4,631,0.012016514466640179
3,27,3,filler_q,90,631,0.029374075462520164
3,27,4,filler_a,4,631,0.010303032487651438
3,27,5,filler_q,60,631,0.027011332357700868
3,27,6,filler_a,4,631,0.011310686885126861
3,27,7,probe,309,631,0.22922250254394982
3,28,0,system,48,543,0.09484664259060357
3,28,1,filler_q,69,543,0.026658385410867565
3,28,2,filler_a,4,543,0.010444585436706334
3,28,3,filler_q,90,543,0.028708448680608904
3,28,4,filler_a,4,543,0.009852674118326363
3,28,5,filler_q,60,543,0.029006610810447024
3,28,6,filler_a,4,543,0.012680881122739792
3,28,7,probe,221,543,0.2377072245770752
3,29,0,system,48,724,0.0837114331434372
3,29,1,filler_q,69,724,0.028727807775275307
3,29,2,filler_a,4,724,0.0120665457826569
3,29,3,filler_q,90,724,0.02855781734944888
3,29,4,filler_a,4,724,0.010411035135091371
3,29,5,filler_q,60,724,0.025345900368761307
3,29,6,filler_a,4,724,0.008851390180867892
3,29,7,probe,402,724,0.23991820419631474
3,30,0,system,48,820,0.0893711235644956
3,30,1,filler_q,69,820,0.028852771537671417
3,30,2,filler_a,4,820,0.01123487588236558
3,30,3,filler_q,90,820,0.03156727587950823
3,30,4,filler_a,4,820,0.009792340796777838
3,30,5,filler_q,60,820,0.02588397030814105
3,30,6,filler_a,4,820,0.008973246085510176
3,30,7,probe,498,820,0.24503531627088715
3,31,0,system,48,712,0.08660692213595382
3,31,1,filler_q,69,712,0.030222124309611333
3,31,2,filler_a,4,712,0.012684067506270382
3,31,3,filler_q,90,712,0.030721688405001456
3,31,4,filler_a,4,712,0.010250955834785776
3,31,5,filler_q,60,712,0.026083538131945992
3,31,6,filler_a,4,712,0.009793714999162746
3,31,7,probe,390,712,0.24131294710373144
3,32,0,system,48,634,0.08949456965584855
3,32,1,filler_q,69,634,0.027919162207949887
3,32,2,filler_a,4,634,0.01129732570836066
3,32,3,filler_q,90,634,0.029291634262133003
3,32,4,filler_a,4,634,0.010144766935853058
3,32,5,filler_q,60,634,0.027110222831248986
3,32,6,filler_a,4,634,0.010901125011647875
3,32,7,probe,312,634,0.2419899653895474
3,33,0,system,48,557,0.10076193729997847
3,33,1,filler_q,69,557,0.02856306146578171
3,33,2,filler_a,4,557,0.011647958821898004
3,33,3,filler_q,90,557,0.029837700422205165
3,33,4,filler_a,4,557,0.010725847518903582
3,33,5,filler_q,60,557,0.028340002465566196
3,33,6,filler_a,4,557,0.011415873940317966
3,33,7,probe,235,557,0.21339542664582076
3,34,0,system,48,571,0.0937361132853577
3,34,1,filler_q,69,571,0.02650063808031874
3,34,2,filler_a,4,571,0.010915394950338926
3,34,3,filler_q,90,571,0.028278499184681588
3,34,4,filler_a,4,571,0.010008434438042835
3,34,5,filler_q,60,571,0.02896578553346447
3,34,6,filler_a,4,571,0.011457820425421773
3,34,7,probe,249,571,0.22831263438044533
3,35,0,system,48,627,0.09373743978675231
3,35,1,filler_q,69,627,0.026600351969989954
3,35,2,filler_a,4,627,0.011502801736502073
3,35,3,filler_q,90,627,0.02902181050220782
3,35,4,filler_a,4,627,0.009985553622711285
3,35,5,filler_q,60,627,0.02707781574789025
3,35,6,filler_a,4,627,0.011089383644034875
3,35,7,probe,305,627,0.23964478791446298
3,36,0,system,48,608,0.09363885774743218
3,36,1,filler_q,69,608,0.027459571835142655
3,36,2,filler_a,4,608,0.010945246758756187
3,36,3,filler_q,90,608,0.028408116419833318
3,36,4,filler_a,4,608,0.009806975718651393
3,36,5,filler_q,60,608,0.029721026136509923
3,36,6,filler_a,4,608,0.010892814841794222
3,36,7,probe,286,608,0.2359143893194031
3,37,0,system,48,525,0.1011957637529917
3,37,1,filler_q,69,525,0.026764854634647922
3,37,2,filler_a,4,525,0.01072928039047295
3,37,3,filler_q,90,525,0.028005593714072175
3,37,4,filler_a,4,525,0.010634982123284257
3,37,5,filler_q,60,525,0.029549295978313316
3,37,6,filler_a,4,525,0.01307885640165521
3,37,7,probe,203,525,0.2189926675012106
3,38,0,system,48,551,0.10511596683977713
3,38,1,filler_q,69,551,0.02786606427690353
3,38,2,filler_a,4,551,0.011646600625565372
3,38,3,filler_q,90,551,0.029253450154019613
3,38,4,filler_a,4,551,0.0112539040818552
3,38,5,filler_q,60,551,0.028669688408043643
3,38,6,filler_a,4,551,0.012265411161265923
3,38,7,probe,229,551,0.2268967805920686
3,39,0,system,48,798,0.09661170035471203
3,39,1,filler_q,69,798,0.02822187603879198
3,39,2,filler_a,4,798,0.012428835631740534
3,39,3,filler_q,90,798,0.02955089164602041
3,39,4,filler_a,4,798,0.010089346423427724
3,39,5,filler_q,60,798,0.025529772391212357
3,39,6,filler_a,4,798,0.009095704576341993
3,39,7,probe,476,798,0.23852028648636456
7,0,0,system,48,953,0.08993752450059381
7,0,1,filler_q,69,953,0.016292763831880767
7,0,2,filler_a,4,953,0.007455237877260097
7,0,3,filler_q,90,953,0.01318511261778936
7,0,4,filler_a,4,953,0.005002573653312447
7,0,5,filler_q,60,953,0.008958669497290581
7,0,6,filler_a,4,953,0.003254916889710621
7,0,7,filler_q,50,953,0.009167798176868152
7,0,8,filler_a,4,953,0.0028568244546441075
7,0,9,filler_q,49,953,0.009724302255763605
7,0,10,filler_a,4,953,0.0029807632037987743
7,0,11,filler_q,75,953,0.014940263675576045
7,0,12,filler_a,1,953,0.0011625303754572074
7,0,13,filler_q,53,953,0.02304342440211793
7,0,14,filler_a,4,953,0.009044592915989292
7,0,15,probe,351,953,0.22652468919739807
7,1,0,system,48,819,0.07971587033834486
7,1,1,filler_q,69,819,0.01665161378938555
7,1,2,filler_a,4,819,0.00772814757068229
7,1,3,filler_q,90,819,0.014314459945265687
7,1,4,filler_a,4,819,0.00503313217522694
7,1,5,filler_q,60,819,0.009282953769386818
7,1,6,filler_a,4,819,0.003210428501722164
7,1,7,filler_q,50,819,0.00878230243557712
7,1,8,filler_a,4,819,0.002665094390661035
7,1,9,filler_q,49,819,0.009791095617343658
7,1,10,filler_a,4,819,0.0025989312493889987
7,1,11,filler_q,75,819,0.014473253478569608
7,1,12,filler_a,1,819,0.00117820270862818
7,1,13,filler_q,53,819,0.025547216764062297
7,1,14,filler_a,4,819,0.013003522055552358
7,1,15,probe,217,819,0.22910010844187734
7,2,0,system,48,1078,0.08394406445879098
7,2,1,filler_q,69,1078,0.018092032599939644
7,2,2,filler_a,4,1078,0.007644986193589506
7,2,3,filler_q,90,1078,0.015191210945870745
7,2,4,filler_a,4,1078,0.005089828762565274
7,2,5,filler_q,60,1078,0.009884549880326764
7,2,6,filler_a,4,1078,0.0034413426293254034
7,2,7,filler_q,50,1078,0.00937092307558087
7,2,8,filler_a,4,1078,0.0029216508147812403
7,2,9,filler_q,49,1078,0.009488657283355548
7,2,10,filler_a,4,1078,0.0030838895787252845
7,2,11,filler_q,75,1078,0.015429680272506855
7,2,12,filler_a,1,1078,0.0011447159393490995
7,2,13,filler_q,53,1078,0.02285794449155964
7,2,14,filler_a,4,1078,0.009163854771819108
7,2,15,probe,476,1078,0.22617177869766644
7,3,0,system,48,872,0.08864558963840263
7,3,1,filler_q,69,872,0.016066292498102278
7,3,2,filler_a,4,872,0.007534735051457649
7,3,3,filler_q,90,872,0.012416306574944766
7,3,4,filler_a,4,872,0.0047463355333025115
7,3,5,filler_q,60,872,0.009303135053798452
7,3,6,filler_a,4,872,0.003004726688873502
7,3,7,filler_q,50,872,0.008815445380251436
7,3,8,filler_a,4,872,0.0028576542366935596
7,3,9,filler_q,49,872,0.009211895350840745
7,3,10,filler_a,4,872,0.0031940382525098856
7,3,11,filler_q,75,872,0.01518258526936545
7,3,12,filler_a,1,872,0.001115193314462494
7,3,13,filler_q,53,872,0.025063350130257216
7,3,14,filler_a,4,872,0.012051739758622509
7,3,15,probe,270,872,0.21742068452268562
7,4,0,system,48,1038,0.08632139897619394
7,4,1,filler_q,69,1038,0.01840968911348671
7,4,2,filler_a,4,1038,0.007389891467455404
7,4,3,filler_q,90,1038,0.014331151899246572
7,4,4,filler_a,4,1038,0.0054589325824557725
7,4,5,filler_q,60,1038,0.009612038139299757
7,4,6,filler_a,4,1038,0.003433618572638065
7,4,7,filler_q,50,1038,0.008578189179859193
7,4,8,filler_a,4,1038,0.0034162335143902464
7,4,9,filler_q,49,1038,0.010464967022528528
7,4,10,filler_a,4,1038,0.003471266014544591
7,4,11,filler_q,75,1038,0.014569882374234507
7,4,12,filler_a,1,1038,0.0011136575109647118
7,4,13,filler_q,53,1038,0.022622147293216762
7,4,14,filler_a,4,1038,0.00935341867480204
7,4,15,probe,436,1038,0.23356264384422262
7,5,0,system,48,856,0.08549462500115716
7,5,1,filler_q,69,856,0.016139312989894322
7,5,2,filler_a,4,856,0.007564444316717728
7,5,3,filler_q,90,856,0.012755636724650568
7,5,4,filler_a,4,856,0.0049513898199518075
7,5,5,filler_q,60,856,0.0091402157324202
7,5,6,filler_a,4,856,0.003173797162385521
7,5,7,filler_q,50,856,0.009322687519878182
7,5,8,filler_a,4,856,0.0030124243965786836
7,5,9,filler_q,49,856,0.008677944237615401
7,5,10,filler_a,4,856,0.003083926403830342
7,5,11,filler_q,75,856,0.015002399539813405
7,5,12,filler_a,1,856,0.0011451728741436711
7,5,13,filler_q,53,856,0.02487850973756448
7,5,14,filler_a,4,856,0.01166778665526153
7,5,15,probe,254,856,0.2246988527688875
7,6,0,system,48,826,0.0855672885297288
7,6,1,filler_q,69,826,0.016953764141784074
7,6,2,filler_a,4,826,0.008491099540820392
7,6,3,filler_q,90,826,0.014461417759452474
7,6,4,filler_a,4,826,0.0052736445456803855
7,6,5,filler_q,60,826,0.009351345848538379
7,6,6,filler_a,4,826,0.003340277501318161
7,6,7,filler_q,50,826,0.009060359556440745
7,6,8,filler_a,4,826,0.0028498882072283288
7,6,9,filler_q,49,826,0.009524715655435794
7,6,10,filler_a,4,826,0.00310536258692895
7,6,11,filler_q,75,826,0.01496960702544269
7,6,12,filler_a,1,826,0.0012534114138466738
7,6,13,filler_q,53,826,0.027321782663635937
7,6,14,filler_a,4,826,0.013067942727992539
7,6,15,probe,224,826,0.22726563777702463
7,7,0,system,48,910,0.08473239074573546
7,7,1,filler_q,69,910,0.01642589432525869
7,7,2,filler_a,4,910,0.007291026406300037
7,7,3,filler_q,90,910,0.012470161462493473
7,7,4,filler_a,4,910,0.005102156511684006
7,7,5,filler_q,60,910,0.009798478106136045
7,7,6,filler_a,4,910,0.003343250773632998
7,7,7,filler_q,50,910,0.008208025298846762
7,7,8,filler_a,4,910,0.0029049564239267585
7,7,9,filler_q,49,910,0.010578572746066262
7,7,10,filler_a,4,910,0.0026961172645779013
7,7,11,filler_q,75,910,0.015238500899808927
7,7,12,filler_a,1,910,0.0011646445559100964
7,7,13,filler_q,53,910,0.02355962769467493
7,7,14,filler_a,4,910,0.0107819390051539
7,7,15,probe,308,910,0.22852450374991393
7,8,0,system,48,851,0.08640178576333302
7,8,1,filler_q,69,851,0.016679498607260767
7,8,2,filler_a,4,851,0.007400737198017182
7,8,3,filler_q,90,851,0.01275033557268221
7,8,4,filler_a,4,851,0.004597596806262616
7,8,5,filler_q,60,851,0.00912730012613643
7,8,6,filler_a,4,851,0.003048102455893348
7,8,7,filler_q,50,851,0.009363070257153704
7,8,8,filler_a,4,851,0.0025862252710343336
7,8,9,filler_q,49,851,0.008966500482406454
7,8,10,filler_a,4,851,0.0027443874282355313
7,8,11,filler_q,75,851,0.01478051209468145
7,8,12,filler_a,1,851,0.001073934195646322
7,8,13,filler_q,53,851,0.024968807805973815
7,8,14,filler_a,4,851,0.011309848927491534
7,8,15,probe,249,851,0.2290757052299732
7,9,0,system,48,905,0.08846500697543953
7,9,1,filler_q,69,905,0.01537149680753351
7,9,2,filler_a,4,905,0.007522887584621099
7,9,3,filler_q,90,905,0.01226184330144311
7,9,4,filler_a,4,905,0.005172304320305602
7,9,5,filler_q,60,905,0.009517135933113872
7,9,6,filler_a,4,905,0.003244528968345418
7,9,7,filler_q,50,905,0.00802442538533221
7,9,8,filler_a,4,905,0.0031413337475911596
7,9,9,filler_q,49,905,0.010148871684454691
7,9,10,filler_a,4,905,0.003047664519856232
7,9,11,filler_q,75,905,0.014842171294070288
7,9,12,filler_a,1,905,0.0010545676039570217
7,9,13,filler_q,53,905,0.02358476851845222
7,9,14,filler_a,4,905,0.011147195244817972
7,9,15,probe,303,905,0.22170611340182636
7,10,0,system,48,938,0.08423129878827791
7,10,1,filler_q,69,938,0.01675038405323414
7,10,2,filler_a,4,938,0.008057514330679093
7,10,3,filler_q,90,938,0.012879239418448221
7,10,4,filler_a,4,938,0.004634240598034038
7,10,5,filler_q,60,938,0.009328843643830515
7,10,6,filler_a,4,938,0.003434251665048435
7,10,7,filler_q,50,938,0.008857849254323693
7,10,8,filler_a,4,938,0.002827876544693753
7,10,9,filler_q,49,938,0.010118842412772519
7,10,10,filler_a,4,938,0.0031507284376105123
7,10,11,filler_q,75,938,0.015519975110730413
7,10,12,filler_a,1,938,0.0011105940659998617
7,10,13,filler_q,53,938,0.02306851122499042
7,10,14,filler_a,4,938,0.0104691182815171
7,10,15,probe,336,938,0.21821413252896352
7,11,0,system,48,804,0.09307628308152158
7,11,1,filler_q,69,804,0.018398549676636473
7,11,2,filler_a,4,804,0.00925894005292825
7,11,3,filler_q,90,804,0.014658126637901244
7,11,4,filler_a,4,804,0.005537092168314965
7,11,5,filler_q,60,804,0.009856428105065993
7,11,6,filler_a,4,804,0.003540499207940817
7,11,7,filler_q,50,804,0.008915865538310338
7,11,8,filler_a,4,804,0.0032271831335826747
7,11,9,filler_q,49,804,0.009787365547289083
7,11,10,filler_a,4,804,0.0029220338101268893
7,11,11,filler_q,75,804,0.01497369310572493
7,11,12,filler_a,1,804,0.001401726774436054
7,11,13,filler_q,53,804,0.026696737008353056
7,11,14,filler_a,4,804,0.013317843762955804
7,11,15,probe,202,804,0.21511507833872753
7,12,0,system,48,953,0.08829412166893118
7,12,1,filler_q,69,953,0.016798827367494013
7,12,2,filler_a,4,953,0.008358177746464196
7,12,3,filler_q,90,953,0.0136045437151673
7,12,4,filler_a,4,953,0.005581905649515685
